" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","36411","-1207.7426965845","0.0701941664","0.0701941664","0.0000000000","542.2576530675","339.2907442662","202.9669088013","205.1543089865","284.6825289169","-79.5061811904","-85.6247257541","6.1185445637","145.2223683962","168.0349142920","-28.5747537713","-180.6682035393","152.0934497680","4.1834381801","10.3130678928","130.7258623233","0.0000000000","0.0000000000"
"2","25919","-1208.1819386630","0.0452418765","0.1154360429","0.2618594073","542.5195124748","339.4124472025","203.1070652723","205.2760119227","285.0298546944","-79.7538427717","-85.8767282765","6.1228855049","145.1049856171","168.1385220615","-28.2136529842","-180.8627790998","152.6491261156","4.2147558312","10.4183397715","130.4718900145","0.0000000000","0.0000000000"
"3","31192","-1208.4743976970","0.0337697049","0.1492057478","0.4362123508","542.6938654183","339.8546384760","202.8392269422","205.7182031963","285.5678954975","-79.8496923012","-85.9868623553","6.1371700541","144.9460885693","169.2125292235","-28.5907222953","-180.6486924647","152.0579701693","4.1958729699","10.4442198170","130.3059957824","0.0000000000","0.0000000000"
"4","25877","-1208.5135491587","0.0324731188","0.1816788666","0.4595529619","542.7172060294","339.8761280948","202.8410779347","205.7396928150","285.5191618213","-79.7794690063","-85.8757108447","6.0962418385","144.9997112678","169.0486462071","-28.5291956536","-180.5643488181","152.0351531646","4.2007361937","10.4649469195","130.3340281546","0.0000000000","0.0000000000"
"5","35162","-1208.5422981650","0.0315528408","0.2132317074","0.4766920251","542.7343450926","339.8686184269","202.8657266657","205.7321831472","285.1630790047","-79.4308958575","-85.5799469456","6.1490510880","144.9422559920","168.7553402891","-28.5345172764","-180.6026229958","152.0681057194","4.1999780687","10.4663190778","130.2759588455","0.0000000000","0.0000000000"
"6","35036","-1208.6239162904","0.0290798502","0.2423115577","0.5253496446","542.7830027122","339.5955682838","203.1874344284","205.4591330040","285.1804926964","-79.7213596924","-85.8704734428","6.1491137504","145.1057760432","168.0686193901","-27.9939027369","-180.8729659801","152.8790632432","4.2300289602","10.4498973295","130.4258497535","0.0000000000","0.0000000000"
"7","30807","-1208.8913515349","0.0222559693","0.2645675270","0.6847843574","542.9424374249","340.1845346850","202.7579027399","206.0480994053","285.9153094883","-79.8672100830","-85.9985022185","6.1312921355","144.8303489283","169.9435896139","-28.8586290539","-180.5036897801","151.6450607262","4.1632200829","10.1511194910","130.5160093544","0.0000000000","0.0000000000"
"8","36530","-1208.9545588331","0.0208927657","0.2854602927","0.7224661425","542.9801192101","340.1152698166","202.8648493935","205.9788345369","286.9959673486","-81.0171328117","-87.1284132346","6.1112804229","145.7735281551","170.0640665848","-28.8416273913","-180.3233374563","151.4817100649","4.1727321937","10.2935446134","131.3072513480","0.0000000000","0.0000000000"
"9","25866","-1208.9862945555","0.0202401294","0.3057004220","0.7413857722","542.9990388398","340.1820564523","202.8169823874","206.0456211726","286.2517671994","-80.2061460268","-86.3201759973","6.1140299704","144.8735349870","169.9906392841","-28.6124070717","-180.5174425166","151.9050354449","4.1929861143","10.2885019525","130.3920469202","0.0000000000","0.0000000000"
"10","32501","-1209.0554374573","0.0188879534","0.3245883755","0.7826061383","543.0402592059","339.6929137916","203.3473454143","205.5564785118","285.0281638341","-79.4716853223","-85.6189443429","6.1472590206","145.0487775806","167.9487320425","-27.9693457890","-180.9497820264","152.9804362374","4.2393025926","10.4638705697","130.3456044183","0.0000000000","0.0000000000"
