" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.8972861554"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","11137","-1121.3152989252","0.0106963136","0.0106963136","0.0000000000","490.2943135234","304.9072838835","185.3870296399","178.8190347206","239.7922893691","-60.9732546485","-67.0546940304","6.0814393819","158.9330805376","101.2318569873","-20.3726481559","-181.2474599070","160.8748117511","5.0409059018","12.0498848217","141.8335997397","0.0086900744","0.0000000000"
"2","23042","-1121.3651869488","0.0101757876","0.0208721012","0.0297413407","490.3240548641","305.0790473452","185.2450075189","178.9907981822","240.9521224157","-61.9613242334","-67.9476382914","5.9863140580","158.7076602729","102.5391023382","-20.2946401955","-182.0780394436","161.7833992481","5.2308628871","12.6362192697","140.8361845911","0.0043935249","0.0000000000"
"3","21075","-1121.4543065509","0.0093081609","0.0301802621","0.0828710551","490.3771845785","305.0526055753","185.3245790032","178.9643564124","239.1231462479","-60.1587898356","-66.1090057584","5.9502159229","160.1707986992","100.3052266553","-21.3528791065","-182.7435500890","161.3906709826","5.1026107675","12.7649831552","142.2983484673","0.0048563091","0.0000000000"
"4","4054","-1121.4807601340","0.0090651551","0.0392454172","0.0986416744","490.3929551978","305.3895701874","185.0033850104","179.3013210244","242.9511095480","-63.6497885236","-69.6360572855","5.9862687620","158.1654327473","105.2998796490","-20.5142028483","-181.6871880749","161.1729852265","5.1913311067","12.8215629355","140.1487331741","0.0038055309","0.0000000000"
"5","15685","-1121.5277578497","0.0086489700","0.0478943872","0.1266599235","490.4209734469","305.8068008746","184.6141725723","179.7185517117","240.5817419685","-60.8631902568","-66.8885701425","6.0253798857","159.2713404863","100.9285389115","-19.6181374292","-181.1413096672","161.5231722379","5.2216167928","12.6483052317","141.3971054460","0.0043130158","0.0000000000"
"6","20582","-1121.5521565968","0.0084404995","0.0563348867","0.1412055278","490.4355190512","305.1902501775","185.2452688737","179.1020010146","239.4399869959","-60.3379859814","-66.3246322394","5.9866462580","160.2407510397","100.1244615118","-20.9252255555","-182.6957270091","161.7705014537","5.1194587226","12.8249106953","142.2913773936","0.0050042281","0.0000000000"
"7","24868","-1121.5713968253","0.0082796547","0.0646145413","0.1526758196","490.4469893430","304.5612726503","185.8857166927","178.4730234873","239.3627177280","-60.8750749956","-66.8982083112","6.0231333156","158.2201136784","101.8973123767","-20.7547083271","-183.1969724007","162.4422640736","5.0786929135","12.9003926033","140.2400236642","0.0010044974","0.0000000000"
"8","19395","-1121.6123827256","0.0079471658","0.0725617071","0.1771100532","490.4714235766","305.8259964957","184.6454270809","179.7377473328","241.3829230830","-61.6451757503","-67.6900408881","6.0448651378","160.1813543212","101.8032869303","-20.6017181685","-181.6005032836","160.9987851151","5.0408762099","12.0627017715","143.0625838297","0.0151925102","0.0000000000"
"9","11720","-1121.6394835622","0.0077346832","0.0802963902","0.1932665404","490.4875800638","305.4134554243","185.0741246395","179.3252062614","242.0710299419","-62.7458236805","-68.7344028512","5.9885791707","158.9196725209","103.6373177965","-20.4859603755","-181.7028484500","161.2168880744","5.2164468030","12.5425978532","141.1556789900","0.0049488746","0.0000000000"
"10","9435","-1121.6705151989","0.0074983492","0.0877947394","0.2117664210","490.5060799444","305.4359134564","185.0701664880","179.3476642935","239.2918660449","-59.9442017514","-65.9742714936","6.0300697422","158.9521648582","100.1319296645","-19.7922284778","-181.7197847073","161.9275562295","5.2410263195","12.7918779081","140.9148817930","0.0043788376","0.0000000000"
"11","16000","-1121.7067536502","0.0072314852","0.0950262246","0.2333704062","490.5276839296","305.3270848465","185.2005990832","179.2388356835","240.1556188602","-60.9167831767","-66.8990474124","5.9822642357","160.3274486661","101.0888828471","-21.2607126529","-182.5009425981","161.2402299451","5.1041409027","12.7669014542","142.4514155714","0.0049907378","0.0000000000"
"12","15856","-1121.7339116757","0.0070377352","0.1020639598","0.2495609872","490.5438745106","305.2971037794","185.2467707313","179.2088546164","240.1494306624","-60.9405760460","-66.9747505634","6.0341745174","159.1387108355","101.6466704823","-20.6359506554","-180.9750213540","160.3390706986","5.0145640384","12.0039669916","142.1121444248","0.0080353807","0.0000000000"
"13","15721","-1121.7750015157","0.0067544164","0.1088183761","0.2740571857","490.5683707091","305.7301986644","184.8381720447","179.6419495015","242.5943114704","-62.9523619689","-68.9984294470","6.0460674781","158.2842580090","103.8691178694","-19.5590644080","-181.8662048413","162.3071404332","5.2500475085","12.8634326216","140.1664995948","0.0042782842","0.0000000000"
"14","21193","-1121.7958943512","0.0066147614","0.1154331376","0.2865126989","490.5808262224","304.8413724314","185.7394537910","178.7531232685","239.7708826257","-61.0177593573","-67.0425504588","6.0247911015","158.4929070597","102.4045534135","-21.1265778474","-183.1256769861","161.9990991387","5.0569491238","12.8109882317","140.6236033632","0.0013663410","0.0000000000"
"15","11471","-1121.8028715368","0.0065687697","0.1220019072","0.2906722314","490.5849857548","305.0108482153","185.5741375395","178.9225990524","239.1865143992","-60.2639153468","-66.3022357576","6.0383204109","158.5089184385","100.2279293145","-19.5503333539","-181.9574238141","162.4070904602","5.2433786751","12.7538819658","140.5073868317","0.0042709659","0.0000000000"
"16","6972","-1121.8576763779","0.0062184564","0.1282203636","0.3233447915","490.6176583149","305.3186616825","185.2989966324","179.2304125196","241.1331494724","-61.9027369528","-67.8420413777","5.9393044249","160.5297166843","102.1785487188","-21.5751159307","-182.4998267740","160.9247108433","5.0969488440","12.7497877712","142.6779513453","0.0050287238","0.0000000000"
"17","23248","-1121.8602864843","0.0062022467","0.1344226103","0.3249008376","490.6192143610","305.5128497555","185.1063646055","179.4246005925","240.5178925548","-61.0932919623","-67.0896314601","5.9963394978","160.2923791184","101.2671736977","-21.0416602613","-182.3639287940","161.3222685326","5.1173785609","12.7977567356","142.3723251997","0.0049186223","0.0000000000"
"18","13592","-1121.8637892163","0.0061805599","0.1406031702","0.3269890331","490.6213025565","305.4516343349","185.1696682216","179.3633851719","240.3954236215","-61.0320384495","-66.9863159198","5.9542774703","160.2419811127","101.6135887354","-21.4601462266","-182.3909525818","160.9308063552","5.1001299928","12.7280726627","142.4088539636","0.0049244936","0.0000000000"
"19","4644","-1121.8749872656","0.0061117358","0.1467149060","0.3336648838","490.6279784073","305.0723359128","185.5556424944","178.9840867499","240.0979473542","-61.1138606043","-67.1291394407","6.0152788364","158.3883619705","102.1519186834","-20.4423332997","-181.4376935051","160.9953602054","5.1119565502","12.5190912473","140.7486734373","0.0086407356","0.0000000000"
"20","21284","-1121.9428077855","0.0057109781","0.1524258841","0.3740968961","490.6684104196","305.2316964212","185.4367139984","179.1434472583","239.9005387418","-60.7570914836","-66.7610256485","6.0039341650","158.7613960878","101.2150659042","-20.0759232501","-182.0359233809","161.9600001308","5.2656555150","12.8189497188","140.6726680851","0.0041227688","0.0000000000"
"21","11695","-1121.9470368370","0.0056868770","0.1581127611","0.3766180957","490.6709316191","305.7846328762","184.8862987429","179.6963837132","242.6316027068","-62.9352189936","-68.9871068551","6.0518878616","158.2560309410","103.9303340133","-19.5547622475","-181.9004315569","162.3456693094","5.2569246877","12.8947474334","140.1001163098","0.0042425101","0.0000000000"
"22","5263","-1121.9471126419","0.0056864460","0.1637992071","0.3766632877","490.6709768111","304.7477336502","185.9232431609","178.6594844873","238.7113204562","-60.0432245956","-66.0634024407","6.0201778450","158.3848877322","100.3929550875","-20.0665223636","-182.4292439094","162.3627215458","5.2436482027","12.7288807221","140.4083955994","0.0039632080","0.0000000000"
"23","23435","-1121.9499946669","0.0056700811","0.1694692882","0.3783814412","490.6726949647","305.8772064476","184.7954885170","179.7889572847","242.3930249356","-62.6040676509","-68.6467573553","6.0426897043","158.1257116796","103.8682546022","-19.6009413462","-181.8299939641","162.2290526179","5.2491667605","12.8847685532","139.9873779656","0.0043984003","0.0000000000"
"24","21071","-1121.9756450083","0.0055264910","0.1749957792","0.3936731984","490.6879867219","305.4024291556","185.2855575663","179.3141799926","240.3915788011","-61.0773988084","-67.1325433050","6.0551444965","159.5362522818","101.4311239048","-20.5757973855","-180.7134472564","160.1376498709","5.0221716495","12.0393519846","142.4659328769","0.0087957707","0.0000000000"
"25","19743","-1122.0045313986","0.0053691343","0.1803649135","0.4108941648","490.7052076882","305.0384980049","185.6667096833","178.9502488420","240.6869578841","-61.7367090421","-67.7017900297","5.9650809876","158.7536885403","102.7902852748","-20.8570159310","-182.5289315224","161.6719155914","5.0637075995","12.8121575112","140.8764385418","0.0013848878","0.0000000000"
"26","11105","-1122.0904613535","0.0049270318","0.1852919452","0.4621223329","490.7564358563","305.9947354513","184.7617004050","179.9064862884","241.2813041106","-61.3748178223","-67.4299741724","6.0551563501","160.3795172876","101.6164559573","-20.7146691343","-181.4156168191","160.7009476848","5.0070392778","12.0256461802","143.3318843568","0.0149474729","0.0000000000"
"27","20603","-1122.1014593622","0.0048731411","0.1901650863","0.4686789270","490.7629924505","304.5982719036","186.1647205469","178.5100227406","239.1638556968","-60.6538329562","-66.6106072217","5.9567742655","158.3718699630","102.0285185848","-21.2365328510","-183.7861717964","162.5496389455","5.0785489903","12.8562892486","140.4359770795","0.0010546445","0.0000000000"
"28","24556","-1122.1517370702","0.0046341881","0.1947992744","0.4986525827","490.7929661061","305.0374003923","185.7555657139","178.9491512293","239.8143179758","-60.8651667464","-66.9650157511","6.0998490047","157.7035425415","101.4787710875","-19.3679956533","-182.5408500195","163.1728543662","5.2045423906","13.6883269015","138.8051272625","0.0055459869","0.0000000000"
"29","22487","-1122.1561996271","0.0046135538","0.1994128283","0.5013129893","490.7956265127","307.2979380162","183.4976884965","181.2096888532","241.9853324785","-60.7756436252","-66.7788039954","6.0031603702","159.3122516254","105.8226251728","-23.1495443198","-181.2297005002","158.0801561805","4.8852768951","11.9169003271","142.4835510460","0.0265233572","0.0000000000"
"30","11467","-1122.1616798604","0.0045883396","0.2040011679","0.5045800958","490.7988936192","305.4611849443","185.3377086749","179.3729357814","239.8420939605","-60.4691581792","-66.4436823621","5.9745241830","160.4684268470","100.1732013156","-20.7995342021","-182.7738515993","161.9743173972","5.1462457319","12.9553251210","142.3620178830","0.0048381111","0.0000000000"
"31","6281","-1122.1929211803","0.0044472099","0.2084483778","0.5232049815","490.8175185049","305.0472020117","185.7703164932","178.9589528487","239.9178275232","-60.9588746745","-66.9629859684","6.0041112939","158.4735619213","101.3986557237","-19.9543901218","-182.0800598840","162.1256697622","5.2468635678","12.7199022200","140.5027441012","0.0040520323","0.0000000000"
"32","23581","-1122.1940595900","0.0044421500","0.2128905278","0.5238836580","490.8181971814","305.3165617300","185.5016354514","179.2283125670","239.6065027620","-60.3781901950","-66.3936039235","6.0154137285","158.5772392069","100.8217140943","-19.7924505392","-181.7458301968","161.9533796576","5.2318707999","12.6834455262","140.6573887871","0.0045340937","0.0000000000"
"33","18204","-1122.2003987931","0.0044140794","0.2173046072","0.5276628496","490.8219763730","305.5303421590","185.2916342141","179.4420929960","243.3336497774","-63.8915567814","-69.9643660917","6.0728093103","158.4943521961","105.3810520718","-20.5417544905","-181.2599052611","160.7181507706","5.0451432090","12.1693024536","141.2706350754","0.0092714581","0.0000000000"
"34","21220","-1122.2415598884","0.0042360795","0.2215406867","0.5522015278","490.8465150512","305.2227300410","185.6237850102","179.1344808780","240.5377030925","-61.4032222145","-67.4823006845","6.0790784700","158.8551463789","102.5137113052","-20.8311545915","-182.7179135576","161.8867589661","5.1418830413","12.8032505310","140.9016637625","0.0083490441","0.0000000000"
"35","24525","-1122.2450015284","0.0042215255","0.2257622122","0.5542533026","490.8485668260","305.6819097576","185.1666570684","179.5936605947","240.3189694932","-60.7253088986","-66.7623540896","6.0370451910","159.6008500973","101.2696464708","-20.5515270749","-180.6617861189","160.1102590440","5.0180481305","12.0380057645","142.5361041695","0.0086920328","0.0000000000"
