" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","287.1178148844"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","21762","-1190.4494980774","0.0200908353","0.0200908353","0.0000000000","538.5319638167","351.3579008222","187.1740629945","225.2696516592","298.2472091923","-72.9775575330","-78.9852714268","6.0077138938","143.6025845932","172.8712403131","-18.2266157140","-164.3771386136","146.1505228997","4.4289311607","10.6100120524","128.5636413801","0.0000000000","0.0000000000"
"2","5350","-1190.4651031334","0.0197797503","0.0398705856","0.0093031404","538.5412669571","350.7286841688","187.8125827883","224.6404350058","295.9060153104","-71.2655803046","-77.3015544782","6.0359741736","144.2947347192","170.9402721785","-19.3289915873","-165.8077781408","146.4787865535","4.4289860767","10.2534199985","129.6123286441","0.0000000000","0.0000000000"
"3","24933","-1190.4844123556","0.0194014824","0.0592720680","0.0208145637","538.5527783803","350.4332851813","188.1194931991","224.3450360183","296.0712656988","-71.7262296804","-77.7566360284","6.0304063480","144.3788639873","171.5036565333","-19.8112548218","-168.2972887494","148.4860339276","4.4686849487","10.3018834978","129.6082955408","0.0000000000","0.0000000000"
"4","18010","-1190.8541267731","0.0134050977","0.0726771657","0.2412242260","538.7731880427","350.0068784794","188.7663095633","223.9186293165","292.8982047736","-68.9602649842","-74.9418629073","5.9815979231","144.1045119771","167.2964721040","-18.5027793075","-166.8373757788","148.3345964714","4.4498877398","10.8442411757","128.8103830616","0.0000000000","0.0000000000"
"5","21813","-1190.8957099922","0.0128591014","0.0855362671","0.2660145583","538.7979783750","350.3764689766","188.4215093984","224.2882198137","294.9791293845","-70.6909095708","-76.6704641554","5.9795545846","144.4587299096","170.7487850072","-20.2283855324","-169.4721912319","149.2438056995","4.4780913409","10.2074396600","129.7731989087","0.0000000000","0.0000000000"
"6","14087","-1191.0312096543","0.0112295891","0.0967658562","0.3467942990","538.8787581157","351.1565977078","187.7221604079","225.0683485449","302.2308259250","-77.1624773801","-83.2071809288","6.0447035487","144.1251825181","176.5527377478","-18.4470943408","-165.3003679133","146.8532735725","4.5014446135","10.4486228627","129.1751150418","0.0000000000","0.0000000000"
"7","12419","-1191.0339255407","0.0111991322","0.1079649884","0.3484134072","538.8803772238","350.0277162468","188.8526609771","223.9394670838","292.5169137618","-68.5774466780","-74.5268358935","5.9493892156","144.2275934456","166.4341648534","-18.1448445372","-166.7298575051","148.5850129679","4.4372642042","10.9145438271","128.8757854143","0.0000000000","0.0000000000"
"8","22296","-1191.0998109896","0.0104850543","0.1184500427","0.3876918038","538.9196556205","350.8723262785","188.0473293419","224.7840771156","299.3506604149","-74.5665832993","-80.5758812382","6.0092979389","144.1723630559","175.1861919121","-20.0078945531","-168.9534467011","148.9455521480","4.4911557662","10.2116965270","129.4695107627","0.0000000000","0.0000000000"
"9","19086","-1191.1553645707","0.0099184560","0.1283684987","0.4208107342","538.9527745509","351.7825232637","187.1702512871","225.6942741008","303.0930262755","-77.3987521747","-83.4497943923","6.0510422176","143.2167639615","180.3020371236","-20.4257748096","-165.0531917211","144.6274169114","4.3194881785","9.6041894569","129.2930863261","0.0000000000","0.0000000000"
"10","19904","-1191.2032676281","0.0094545320","0.1378230307","0.4493687136","538.9813325302","351.0150771992","187.9662553310","224.9268280363","296.4790911560","-71.5469302601","-77.5410031036","5.9940728435","144.9551902349","171.5148927660","-19.9909918449","-167.8213021641","147.8303103192","4.4591810795","10.3470205857","130.1489885697","0.0000000000","0.0000000000"
