run, type, Ident, FE, AvgE, S, U, W, HO_PE, PB, SA, Valence, Coulomb, VdW, VdW6, VdW12, Bond, Angle, Pdihed, Idihed, Tether, RunTime, WallTime, Converged, Crashed
fast_vm2_single,ligand,guest-1,14.6471600205,-2.196475138,16.8436351586,45.1351949054,-60.7451784516,13.413643528,-62.4992168028,1.7540383512,1.046194087,43.8753733267,0.2136274917,-2.8172820839,3.0309095756,0.098098967,0.4604365411,0.4876585789,0.0,0.0,2.83,3.04,yes,no
fast_vm2_single,ligand,guest-2,36.651389198,10.996491417,25.654897781,47.6889091235,-55.4714834544,18.7791009392,-57.6067687164,2.135285262,2.2334362855,44.8929378465,0.5625349915,-5.5476101876,6.1101451791,0.1562705237,0.6456064955,1.4315592663,0.0,0.0,26.54,27.02,yes,no
fast_vm2_single,ligand,guest-3,56.3852372423,21.8475716452,34.5376655971,49.2345253907,-51.5311589105,24.1445583504,-54.0517410947,2.5205821842,3.3935338333,44.9572013338,0.8837902236,-8.2958621813,9.1796524048,0.2123230836,0.819125675,2.3620850747,0.0,0.0,94.58,95.17,yes,no
fast_vm2_single,ligand,guest-4,29.6125657926,15.4101200376,14.202445755,5.4980585835,-2.6073401404,12.5194006261,-4.3463892984,1.739049158,14.0445331248,-9.1377243871,0.5912498458,-3.4283296142,4.01957946,0.0577668084,3.9936185464,9.99314777,0.0,0.0,4.29,4.62,yes,no
fast_vm2_single,ligand,guest-5,45.5610061022,21.0059616966,24.5550444057,5.0668185413,-1.94570447,17.8848580373,-3.9510116888,2.0053072189,12.2246090965,-9.2928968835,2.1351063283,-9.3795094979,11.5146158263,0.2350536807,2.8746946252,9.1148607905,0.0,0.0,53.62,54.84,yes,no
fast_vm2_single,ligand,guest-6,-44.8286140174,-49.6626333845,4.8340193672,7.6046697681,-67.1038600711,9.8366719205,-68.8108953969,1.7070353258,5.8647265026,1.4146290869,0.3253141786,-3.1237110144,3.449025193,0.0618530928,2.2732465523,3.529112372,0.0005144855,0.0,3.52,3.74,yes,no
fast_vm2_single,ligand,guest-7,-26.6822079128,-40.339607811,13.6573998983,6.8423577844,-62.3832361515,15.2021293317,-64.4981195418,2.1148833903,6.9894219612,-0.8118764655,0.6648122887,-5.8088093623,6.473621651,0.1080009547,2.4161318329,4.4646802102,0.0006089634,0.0,8.01,8.33,yes,no
fast_vm2_single,ligand,guest-8,-8.8251676152,-31.4244184923,22.5992508771,6.9705867622,-58.9622851843,20.5675867429,-61.4653326859,2.5030475015,8.0858710355,-2.0957457516,0.9804614783,-8.4542913093,9.4347527876,0.1549510213,2.5514766487,5.3787325188,0.0007108468,0.0,35.73,36.08,yes,no
fast_vm2_single,ligand,guest-s10,2.171366926,-19.8770818525,22.0484487785,22.3871694036,-58.3603457732,16.0963722336,-60.2889734759,1.9286277027,2.2108425424,19.5028175942,0.673509267,-4.8242480829,5.4977573499,0.1523847109,1.0604486327,0.9980091988,0.0,0.0,5.12,5.33,yes,no
fast_vm2_single,ligand,guest-s11,25.993768348,4.7544257092,21.2393426389,46.5665098068,-57.9083767175,16.0963722336,-59.8388763207,1.9304996032,1.6502797536,44.5194931472,0.396736906,-4.1775463776,4.5742832835,0.1277526433,0.5584243822,0.9641027281,0.0,0.0,6.28,6.54,yes,no
fast_vm2_single,ligand,guest-s12,73.8904125134,44.0066529964,29.883759517,71.6430376409,-49.0981395534,21.4618296448,-51.3948330736,2.2966935202,2.3929251762,68.8883994386,0.3617130261,-6.5870857226,6.9487987487,0.1865345757,0.6907752623,1.5156153382,0.0,0.0,36.48,36.93,yes,no
fast_vm2_single,ligand,guest-s13,22.6525643507,-8.1830745832,30.8356389339,24.3144773957,-53.9579191422,21.4618296448,-56.2730380571,2.315118915,3.4119107659,19.9000513571,1.0025152727,-7.6153322892,8.617847562,0.2143431975,1.242907122,1.9546604464,0.0,0.0,57.47,57.8,yes,no
fast_vm2_single,ligand,guest-s14,46.7122173122,16.6344556643,30.077761648,48.5459073291,-53.3731640859,21.4618296448,-55.6993960137,2.3262319278,2.8277365866,44.9936117439,0.7245589986,-6.943933313,7.6684923116,0.1855666471,0.7418696769,1.9003002626,0.0,0.0,38.05,38.28,yes,no
fast_vm2_single,ligand,guest-s15,32.3675091359,-2.9171406119,35.2846497478,25.0203875723,-52.0818993684,24.1445583504,-54.5957522374,2.513852869,3.9915472071,19.8702743721,1.158565993,-9.0136805783,10.1722465713,0.2440049067,1.3336749776,2.4138673228,0.0,0.0,37.65,37.82,yes,no
fast_vm2_single,ligand,guest-s16,15.8749359699,6.9383495645,8.9365864055,-0.0395539398,-2.8587379091,9.8366719205,-4.4537880135,1.5950501044,6.5435939292,-7.5883869031,1.0052390341,-2.2059791945,3.2112182286,0.0627173843,0.8846134519,5.596263093,0.0,0.0,2.74,2.87,yes,no
fast_vm2_single,ligand,guest-s17,60.2417356623,29.9490367132,30.2926989491,11.369176771,-1.9877277953,20.5675867429,-4.1181123538,2.1303845585,17.190739346,-8.5720436662,2.7504810912,-12.6140704887,15.3645515798,0.423309499,5.0417142005,11.7257156465,0.0,0.0,45.18,45.84,yes,no
fast_vm2_single,ligand,guest-s18,-35.985922259,-45.1750616049,9.189139346,6.8500068912,-64.5442825811,12.5194006261,-66.4700500241,1.925767443,6.4348328786,-0.084838702,0.5000127146,-4.49080196,4.9908146746,0.0856460946,2.3473244596,4.0013090378,0.0005532866,0.0,3.72,3.92,yes,no
fast_vm2_single,ligand,guest-s19,-29.8696940342,-39.7765748708,9.9068808366,9.4768728525,-62.6659570279,13.413643528,-64.7265946344,2.0606376066,2.7093038647,5.9566739971,0.8108949907,-4.7732356974,5.5841306881,0.0690676583,2.6120762403,0.028119962,4.0004e-05,0.0,3.62,3.82,yes,no
fast_vm2_single,ligand,guest-s20,-27.8210630218,-36.3600252246,8.5389622028,14.0334940423,-63.8072225535,13.413643528,-65.8832111298,2.0759885763,14.3826944934,-1.0068459004,0.6576454493,-4.7568844469,5.4145298962,0.0795918317,2.6482440246,11.6543541683,0.0005044687,0.0,4.21,4.4,yes,no
