" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","326","-81.2119600132","0.1697526415","0.1697526415","0.0000000000","23.7098056468","-8.8427650207","32.5525706675","-30.3045946655","23.5173207030","-53.8133150726","-56.1590727126","2.3457576400","2.7365767837","19.8621528347","0.9185910846","-6.7933202340","7.7119113187","0.1709739319","0.8729294591","1.6926733927","0.0000000000","0.0000000000"
"2","54","-82.0065998423","0.0766847221","0.2464373636","0.4737340178","24.1835396646","-8.3833123557","32.5668520203","-29.8451420005","23.8174024331","-53.6625444336","-56.0207878600","2.3582434264","3.2769115423","19.4916535200","1.0488373708","-6.9489821085","7.9978194793","0.1831612987","1.1519314459","1.9418187977","0.0000000000","0.0000000000"
"3","130","-82.0727704466","0.0717746891","0.3182120526","0.5131824133","24.2229880600","-8.4748901517","32.6978782117","-29.9367197965","24.0599662131","-53.9966860095","-56.3282257068","2.3315396973","3.2493294819","19.7808686870","1.0297680442","-7.4205623204","8.4503303646","0.2073397535","1.2047551296","1.8372345988","0.0000000000","0.0000000000"
"4","772","-82.1849791152","0.0641563598","0.3823684124","0.5800769502","24.2898825970","-8.3749434059","32.6648260029","-29.8367730506","24.1483232423","-53.9850962929","-56.2978836928","2.3127873999","3.2420973517","19.8634078174","1.0428180731","-7.4221972531","8.4650153263","0.2056340130","1.1123238945","1.9241394442","0.0000000000","0.0000000000"
"5","1321","-82.2479942382","0.0602382843","0.4426066967","0.6176441679","24.3274498147","-8.3306603974","32.6581102120","-29.7924900421","24.2592453956","-54.0517354377","-56.3554368313","2.3037013936","3.2396974725","19.9705363377","1.0490115854","-7.4315045979","8.4805161832","0.2075288006","1.1101566075","1.9220120644","0.0000000000","0.0000000000"
"6","470","-82.3802565200","0.0527754342","0.4953821309","0.6964939056","24.4062995524","-8.2620906362","32.6683901886","-29.7239202810","24.2755989394","-53.9995192203","-56.3119907404","2.3124715201","3.2688759737","20.0069477646","0.9997752011","-7.4834041351","8.4831793362","0.2108575341","1.1030844125","1.9549340271","0.0000000000","0.0000000000"
"7","999","-82.3817687561","0.0526956856","0.5480778165","0.6973954432","24.4072010900","-8.3377819907","32.7449830807","-29.7996116354","24.1488310642","-53.9484426996","-56.2539631376","2.3055204379","3.0378352240","20.3239080240","0.7870878162","-7.6860399243","8.4731277405","0.2008125476","1.0894304729","1.7475922035","0.0000000000","0.0000000000"
"8","1138","-82.5705964507","0.0436282942","0.5917061107","0.8099673269","24.5197729737","-8.1022468352","32.6220198089","-29.5640764800","24.2816378418","-53.8457143218","-56.2070450953","2.3613307735","3.3111585807","19.8872848278","1.0831944334","-7.4440616814","8.5272561148","0.2185007940","1.1669795421","1.9256782445","0.0000000000","0.0000000000"
"9","1085","-82.7264675394","0.0373314002","0.6290375109","0.9028917367","24.6126973835","-8.2294281298","32.8421255133","-29.6912577745","24.3354838662","-54.0267416407","-56.3414946463","2.3147530056","3.5302538316","19.9445149170","0.8607151176","-7.9145008237","8.7752159413","0.2125723432","1.4151997204","1.9024817679","0.0000000000","0.0000000000"
"10","242","-82.9580314838","0.0296146999","0.6586522108","1.0409413458","24.7507469926","-7.9299079776","32.6806549702","-29.3917376224","24.4422985113","-53.8340361337","-56.1285695841","2.2945334504","3.7807600322","19.4917448246","1.1697936546","-7.5828109780","8.7526046326","0.2179169189","1.3899196895","2.1729234238","0.0000000000","0.0000000000"
"11","1295","-83.1294379650","0.0249497643","0.6836019751","1.1431273653","24.8529330121","-7.8211737240","32.6741067360","-29.2830033687","24.4543025351","-53.7373059039","-56.0673236538","2.3300177499","3.7830052344","19.4907882080","1.1805090927","-7.5948636615","8.7753727541","0.2206041928","1.3917111275","2.1706899142","0.0000000000","0.0000000000"
"12","513","-83.1688554610","0.0239854376","0.7075874127","1.1666265759","24.8764322227","-7.9306106679","32.8070428906","-29.3924403127","24.7901428206","-54.1825831333","-56.4620240263","2.2794408930","3.7510267958","19.8939567788","1.1451592459","-8.0735541893","9.2187134353","0.2433918439","1.4398532376","2.0677817143","0.0000000000","0.0000000000"
"13","1352","-83.1697503403","0.0239639831","0.7315513958","1.1671600689","24.8769657157","-7.8234760581","32.7004417738","-29.2853057028","24.6143622651","-53.8996679679","-56.2068557142","2.3071877463","3.7791278325","19.7170270656","1.1182073669","-7.6533506715","8.7715580384","0.2222866667","1.3510428906","2.2057982752","0.0000000000","0.0000000000"
"14","235","-83.1751483389","0.0238349741","0.7553863699","1.1703781502","24.8801837970","-7.9277098775","32.8078936745","-29.3895395223","24.6900864682","-54.0796259904","-56.3736915398","2.2940655494","3.7551106607","19.7850670935","1.1499087140","-8.0767471747","9.2266558887","0.2441366121","1.4428588116","2.0681152369","0.0000000000","0.0000000000"
"15","1033","-83.2285164427","0.0225962937","0.7779826636","1.2021941822","24.9119998290","-7.6774861507","32.5894859797","-29.1393157955","24.9118753921","-54.0511911876","-56.3454317684","2.2942405808","3.9159406891","19.7682370046","1.2276976983","-7.5630383934","8.7907360917","0.2335844746","1.4806907488","2.2016654657","0.0000000000","0.0000000000"
"16","459","-83.3846080492","0.0193306959","0.7973133595","1.2952500563","25.0050557031","-7.8035376768","32.8085933799","-29.2653673216","24.7253432069","-53.9907105285","-56.2997024277","2.3089918993","3.7793363555","19.8042271401","1.1417797113","-8.1043498875","9.2461295988","0.2535880204","1.4367184973","2.0890298378","0.0000000000","0.0000000000"
"17","1065","-83.4006449304","0.0190231643","0.8163365238","1.3048106344","25.0146162812","-7.9606026704","32.9752189515","-29.4224323151","24.6919621621","-54.1143944772","-56.3981440476","2.2837495704","3.7266475122","19.9183691004","1.0469455495","-8.3931824126","9.4401279621","0.2589283050","1.5672420813","1.9004771258","0.0000000000","0.0000000000"
"18","1014","-83.4244003875","0.0185765857","0.8349131095","1.3189727336","25.0287783804","-7.9912571452","33.0200355256","-29.4530867900","24.5838178295","-54.0369046194","-56.3251567633","2.2882521439","3.5080816694","20.4020358335","0.6737003265","-8.7499907351","9.4236910616","0.2456582924","1.4088482519","1.8535751251","0.0000000000","0.0000000000"
"19","225","-83.4274017043","0.0185209150","0.8534340245","1.3207620045","25.0305676513","-7.7271805706","32.7577482219","-29.1890102153","24.9904775619","-54.1794877772","-56.4586221208","2.2791343436","3.8622421833","19.9562881875","1.1719471911","-8.0536055044","9.2255526955","0.2580012665","1.4984945032","2.1057464136","0.0000000000","0.0000000000"
"20","567","-83.5550925700","0.0163007280","0.8697347525","1.3968864380","25.1066920848","-7.8886101003","32.9953021851","-29.3504397450","24.8515659984","-54.2020057435","-56.4748291145","2.2728233710","3.6792357247","20.2360227739","0.9363074998","-8.4649995644","9.4013070642","0.2510104878","1.4704574061","1.9577678309","0.0000000000","0.0000000000"
"21","442","-83.5761150096","0.0159616238","0.8856963764","1.4094192163","25.1192248631","-7.8477599937","32.9669848568","-29.3095896384","24.8638198681","-54.1734095065","-56.4456172236","2.2722077171","4.0042690855","19.9220371714","0.9375136112","-8.6192387009","9.5567523120","0.2477646691","1.6056361991","2.1508682173","0.0000000000","0.0000000000"
"22","672","-83.5870200693","0.0157885070","0.9014848834","1.4159203978","25.1257260446","-7.7045377851","32.8302638296","-29.1663674298","24.8328253045","-53.9991927343","-56.2927498727","2.2935571384","3.5886709260","20.2703477611","0.9738066174","-8.2546055584","9.2284121758","0.2437964813","1.3774168063","1.9674576384","0.0000000000","0.0000000000"
"23","523","-83.6699325068","0.0145322430","0.9160171263","1.4653496369","25.1751552837","-7.6973623225","32.8725176062","-29.1591919673","24.8094043051","-53.9685962724","-56.2504748788","2.2818786064","3.5128695372","20.4223103534","0.8742244145","-8.3717099134","9.2459343279","0.2355988522","1.2869270618","1.9903436233","0.0000000000","0.0000000000"
"24","275","-83.8740319590","0.0118493188","0.9278664452","1.5870259612","25.2968316080","-7.7256834641","33.0225150720","-29.1875131088","25.0141563430","-54.2016694518","-56.4651374936","2.2634680418","4.1882616896","19.7738695172","1.0520251362","-8.6544993177","9.7065244539","0.2627416994","1.7143241775","2.2111958128","0.0000000000","0.0000000000"
"25","852","-83.9030525949","0.0115103859","0.9393768310","1.6043269596","25.3141326064","-7.6092674401","32.9234000465","-29.0710970849","25.0226762192","-54.0937733041","-56.3910923213","2.2973190172","4.0827609565","19.8927591211","1.0471561416","-8.4787544019","9.5259105434","0.2555000835","1.7153873926","2.1118734805","0.0000000000","0.0000000000"
"26","538","-83.9894137787","0.0105580496","0.9499348806","1.6558122100","25.3656178568","-7.7743210434","33.1399389002","-29.2361506882","25.0914307886","-54.3275814768","-56.6229127226","2.2953312458","3.9812816578","20.3602294525","0.7499196783","-8.9712339300","9.7211536083","0.2559204828","1.6934491391","2.0319120360","0.0000000000","0.0000000000"
"27","1040","-84.2183500636","0.0083976531","0.9583325337","1.7922953085","25.5021009553","-7.6486277620","33.1507287173","-29.1104574067","25.1000849157","-54.2105423225","-56.4399875577","2.2294452352","4.1847992240","19.8430210762","1.0722646155","-9.1248171795","10.1970817950","0.2941687820","1.8136729347","2.0769575073","0.0000000000","0.0000000000"
"28","1291","-84.3029740667","0.0077162483","0.9660487820","1.8427449179","25.5525505647","-7.3978286103","32.9503791750","-28.8596582551","25.3658943776","-54.2255526327","-56.4952241628","2.2696715301","4.3286866593","19.8409341445","1.1962735737","-8.5139368858","9.7102104595","0.2745741823","1.8954946916","2.1586177854","0.0000000000","0.0000000000"
"29","1210","-84.3726136480","0.0071971758","0.9732459578","1.8842613855","25.5940670323","-7.7487567542","33.3428237864","-29.2105863989","24.9739567037","-54.1845431027","-56.4496029853","2.2650598826","3.9324286849","20.3954487139","0.6460793049","-9.6327630502","10.2788423551","0.2859078960","1.7182720766","1.9282487123","0.0000000000","0.0000000000"
"30","170","-84.7520573912","0.0049246093","0.9781705671","2.1104713014","25.8202769482","-7.2893884533","33.1096654015","-28.7512180981","25.5892306342","-54.3404487323","-56.6004381917","2.2599894594","4.2686518285","20.2163241294","1.1042546763","-9.0523227735","10.1565774498","0.2984704166","1.8913101339","2.0788712780","0.0000000000","0.0000000000"
"31","218","-84.9602582168","0.0039989992","0.9821695663","2.2345927084","25.9443983552","-7.5061848978","33.4505832530","-28.9680145426","25.5064160740","-54.4744306166","-56.6925084164","2.2180777998","4.4139863922","20.3633267211","0.7291029607","-9.8386289667","10.5677319274","0.2958297026","2.0059437013","2.1122129883","0.0000000000","0.0000000000"
"32","1020","-85.7304792422","0.0018511797","0.9840207459","2.6937691649","26.4035748117","-5.9584319452","32.3620067570","-27.4202615900","26.4926836302","-53.9129452202","-56.2200041733","2.3070589531","4.7304181643","20.8261383781","0.9361270878","-7.6618321968","8.5979592846","0.2407142913","1.4332649425","3.0564389305","0.0000000000","0.0000000000"
"33","248","-86.1907500322","0.0011683030","0.9851890490","2.9681650895","26.6779707363","-5.3962274980","32.0741982343","-26.8580571428","27.0537717512","-53.9118288939","-56.2030657088","2.2912368149","5.1360048213","20.8872834890","1.0304834410","-8.3261372561","9.3566206970","0.2829643647","1.7116125505","3.1414279061","0.0000000000","0.0000000000"
"34","807","-86.2494453715","0.0011017028","0.9862907518","3.0031570166","26.7129626634","-5.8425463555","32.5555090188","-27.3043760002","26.5740158857","-53.8783918859","-56.1939920168","2.3156001309","4.5320159802","21.1358800254","0.9061198801","-7.8772310516","8.7833509318","0.2268675975","1.5913817011","2.7137666816","0.0000000000","0.0000000000"
"35","188","-86.5948206174","0.0007799556","0.9870707074","3.2090565914","26.9188622382","-5.7876157829","32.7064780210","-27.2494454276","26.7346291732","-53.9840746008","-56.2836922979","2.2996176970","5.8613738221","19.8792066428","0.9940487083","-7.8795946774","8.8736433857","0.2085953637","1.3782456536","4.2745328048","0.0000000000","0.0000000000"
"36","1219","-86.6666554881","0.0007258926","0.9877966000","3.2518818068","26.9616874536","-5.9111081943","32.8727956479","-27.3729378391","26.7527898590","-54.1257276981","-56.3923023308","2.2665746327","5.2520320722","20.7638010416","0.7369567452","-8.6844852767","9.4214420219","0.2564166949","1.8030322357","3.1925831416","0.0000000000","0.0000000000"
