" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.4079949925"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","751","-1258.8481671944","0.4189386451","0.4189386451","0.0000000000","572.5778711050","375.9135993950","196.6642717099","245.3541357228","282.8114811650","-37.4578710796","-43.5859631332","6.1280920536","157.7270673870","150.4874416426","-25.4030278646","-181.7076065876","156.3045787230","4.6701864776","14.2473826056","138.8094983038","0.0000000000","0.0000000000"
"2","366","-1260.7254204819","0.0641017196","0.4830403646","1.1191469516","573.6970180565","378.8996977600","194.7973202966","248.3402340877","282.2512790987","-33.9110450110","-39.9375290967","6.0264840857","158.5332760094","151.3905844757","-27.6725813864","-183.4747169435","155.8021355570","4.4659415082","14.1052819700","139.9620525312","0.0000000000","0.0000000000"
"3","95","-1260.7714885389","0.0612156657","0.5442560304","1.1466109736","573.7244820785","376.6608041614","197.0636779171","246.1013404891","284.2031242522","-38.1017837631","-44.2299533662","6.1281696031","157.6804752197","152.4191696586","-25.8965206260","-182.1278668184","156.2313461924","4.6520110090","14.2416231951","138.7868410155","0.0000000000","0.0000000000"
"4","726","-1260.7846483253","0.0604153581","0.6046713885","1.1544563373","573.7323274422","378.0807716205","195.6515558218","247.5213079482","282.5983956133","-35.0770876651","-41.1454789729","6.0683913077","157.3780223898","153.2641720397","-28.0437988162","-184.2498022632","156.2060034470","4.4959674418","14.1427900868","138.7392648612","0.0000000000","0.0000000000"
"5","43","-1260.9126852774","0.0531546928","0.6578260813","1.2307870944","573.8086581993","377.7612899712","196.0473682281","247.2018262990","285.7694664240","-38.5676401250","-44.6479959481","6.0803558231","157.6830307108","153.5791148690","-25.4926791558","-181.9281383489","156.4354591931","4.6151969283","13.2175500728","139.8502837097","0.0000000000","0.0000000000"
"6","683","-1260.9364148776","0.0519082011","0.7097342824","1.2449337787","573.8228048837","378.3237206261","195.4990842576","247.7642569538","282.1685043240","-34.4042473702","-40.4781634032","6.0739160331","157.6414528403","151.8455735596","-27.3185220760","-184.6807874475","157.3622653715","4.5803110821","13.6650728884","139.3960688699","0.0000000000","0.0000000000"
"7","595","-1261.5580470625","0.0278781885","0.7376124709","1.6155272247","574.1933983296","377.4297884646","196.7636098650","246.8703247923","282.6371612826","-35.7668364903","-41.8603853054","6.0935488151","158.3145135242","151.2120804431","-26.8894326848","-184.1262405213","157.2368078366","4.5488104352","13.3155919547","140.4501111343","0.0000000000","0.0000000000"
"8","23","-1261.8516988794","0.0207841940","0.7583966648","1.7905912599","574.3684623649","377.4218718043","196.9465905606","246.8624081320","283.9906381746","-37.1282300425","-43.1544542024","6.0262241599","159.0718710134","151.0631778849","-26.1444107238","-183.9649656156","157.8205548918","4.6990850514","14.7974082289","139.5753777331","0.0000000000","0.0000000000"
"9","539","-1261.9045788177","0.0197136808","0.7781103457","1.8221162662","574.3999873712","379.2677716422","195.1322157290","248.7083079699","282.2327694054","-33.5244614355","-39.5512666138","6.0268051783","158.8308275596","150.7037143012","-27.3017724553","-184.2782082194","156.9764357641","4.5819585926","13.9273246190","140.3215443480","0.0000000000","0.0000000000"
"10","130","-1262.2032454111","0.0146237404","0.7927340860","2.0001699203","574.5780410253","377.5912633862","196.9867776391","247.0317997139","282.1217309757","-35.0899312618","-41.1583394708","6.0684082090","158.6636865305","149.2941466964","-25.8361022512","-184.6707474604","158.8346452092","4.6178782041","13.5543414162","140.4914669102","0.0000000000","0.0000000000"
"11","947","-1262.5060418553","0.0108032803","0.8035373663","2.1806856343","574.7585567393","378.9437788028","195.8147779365","248.3843151305","286.4960063090","-38.1116911785","-44.1907661297","6.0790749511","159.2422869218","152.8433691674","-25.5896497802","-183.0251616193","157.4355118391","4.6763342514","13.7796728914","140.7862797791","0.0000000000","0.0000000000"
"12","196","-1262.5626321148","0.0102088966","0.8137462629","2.2144225929","574.7922936978","380.3990658984","194.3932277994","249.8396022261","283.9430263470","-34.1034241209","-40.1036777560","6.0002536352","157.8524909773","154.3301363777","-28.2396010080","-184.4669764141","156.2273754061","4.6020352122","14.6177028106","138.6327529545","0.0000000000","0.0000000000"
"13","611","-1262.6003221472","0.0098312838","0.8235775467","2.2368919555","574.8147630605","378.9559192892","195.8588437712","248.3964556170","286.4094753376","-38.0130197206","-44.1145389008","6.1015191802","158.3675805321","153.1413067563","-25.0994119508","-182.0252387342","156.9258267834","4.6534143137","13.3442981040","140.3698681145","0.0000000000","0.0000000000"
"14","588","-1262.8543368496","0.0076259341","0.8312034808","2.3883258519","574.9661969569","378.0930473998","196.8731495571","247.5335837275","284.7349088081","-37.2013250807","-43.3034188666","6.1020937859","157.7601137695","151.7609241032","-24.7861290645","-183.3437550949","158.5576260304","4.8630429289","15.1388797589","137.7581910817","0.0000000000","0.0000000000"
"15","579","-1262.9880434772","0.0066715232","0.8378750040","2.4680366537","575.0459077586","379.6765246022","195.3693831564","249.1170609299","286.1618867973","-37.0448258673","-43.1074633587","6.0626374914","159.7001380273","151.2646953999","-24.8029466300","-178.9411822467","154.1382356167","4.5249526691","12.7385867442","142.4365986140","0.0000000000","0.0000000000"
