" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","302.0892416719"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","185","-1288.5454871470","0.1867583079","0.1867583079","0.0000000000","588.0876636776","386.3475189112","201.7401447664","253.1053265333","290.4929374464","-37.3874171730","-43.5610786531","6.1736614801","162.1865992552","150.9663123791","-22.6599741878","-182.4191252157","159.7591510279","4.8199864079","15.2824191105","142.0841937368","0.0000000000","0.0000000000"
"2","888","-1288.7481564880","0.1524971593","0.3392554672","0.1208237464","588.2084874240","386.7490526955","201.4594347285","253.5068603176","288.1773657631","-34.6705054455","-40.7932742982","6.1227688527","161.2904187627","154.7281084599","-27.8411614596","-189.1028084648","161.2616470052","4.9559633746","16.3494218684","139.9850335197","0.0000000000","0.0000000000"
"3","851","-1289.8907161375","0.0486468140","0.3879022812","0.8019743174","588.8896379950","386.3869262748","202.5027117202","253.1447338969","289.3167995947","-36.1720656977","-42.1932683843","6.0212026866","161.5913461565","153.7471524427","-26.0216990045","-188.3106937559","162.2889947514","4.9524177098","16.6908294581","139.9480989886","0.0000000000","0.0000000000"
"4","982","-1290.3944309500","0.0293963791","0.4172986603","1.1022699145","589.1899335922","386.8591894577","202.3307441344","253.6169970799","290.3350851414","-36.7180880615","-42.8174659316","6.0993778701","163.4699749379","152.8493331854","-25.9842229819","-188.7254399406","162.7412169587","4.9868242491","16.3816873331","142.1014633557","0.0000000000","0.0000000000"
"5","860","-1290.4438749201","0.0279782532","0.4452769135","1.1317465273","589.2194102050","388.6311246655","200.5882855395","255.3889322876","293.8403147301","-38.4513824425","-44.6004714336","6.1490889911","162.4181695676","155.3468986437","-23.9247534812","-182.5094697941","158.5847163128","4.7381198742","16.1245584843","141.5554912091","0.0000000000","0.0000000000"
"6","155","-1290.5069266851","0.0262686384","0.4715455519","1.1693355896","589.2569992672","388.9101880690","200.3468111982","255.6679956911","295.3943547721","-39.7263590810","-45.7980114266","6.0716523456","164.6008678085","158.1407232313","-27.3472362677","-186.0053612293","158.6581249616","4.8007224145","15.5976787393","144.2024666548","0.0000000000","0.0000000000"
"7","560","-1290.5292523649","0.0256886714","0.4972342233","1.1826453100","589.2703089876","387.2487514429","202.0215575447","254.0065590651","289.3980975891","-35.3915385240","-41.4020251537","6.0104866297","161.8938844778","152.8779868909","-25.3737737797","-187.9157628222","162.5419890425","4.9101476230","16.3596761404","140.6240607144","0.0000000000","0.0000000000"
"8","553","-1290.5564292664","0.0249999341","0.5222341574","1.1988471442","589.2865108218","386.9940336557","202.2924771661","253.7518412778","289.6462705477","-35.8944292699","-42.0451890625","6.1507597925","162.5544553395","153.6542822381","-26.5624670298","-187.4663636366","160.9038966068","4.6862286540","15.7393611951","142.1288654903","0.0000000000","0.0000000000"
"9","295","-1290.6668924777","0.0223854228","0.5446195802","1.2647011060","589.3523647836","387.4322393636","201.9201254199","254.1900469858","291.6582632435","-37.4682162577","-43.5681336387","6.0999173810","164.3069262779","152.0328856713","-24.6815487057","-186.0923195666","161.4107708609","4.7994652623","15.5934041864","143.9140568293","0.0000000000","0.0000000000"
"10","835","-1290.8168073287","0.0192689526","0.5638885328","1.3540746335","589.4417383112","387.4801553522","201.9615829589","254.2379629744","289.8811713753","-35.6432084009","-41.7113792472","6.0681708463","164.2007484123","154.5304201417","-28.8499971787","-190.6207952130","161.7707980343","4.8578853558","15.8604042102","143.4824588462","0.0000000000","0.0000000000"
"11","249","-1290.9189418537","0.0173980930","0.5812866258","1.4149633496","589.5026270272","387.2148224161","202.2878046111","253.9726300383","290.6984505060","-36.7258204677","-42.7608245015","6.0350040337","164.8935164877","152.6693684115","-26.8644343932","-187.4605838670","160.5961494738","4.7430018880","15.6420183068","144.5084962929","0.0000000000","0.0000000000"
"12","834","-1291.0388777916","0.0154317128","0.5967183386","1.4864645903","589.5741282679","388.5530174670","201.0211108010","255.3108250891","294.4945672944","-39.1837422053","-45.3199301126","6.1361879073","164.7868655293","157.0915121337","-27.3838103686","-186.0967555876","158.7129452190","4.8066794515","15.7644287852","144.2157572926","0.0000000000","0.0000000000"
