" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","42.1533369378"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","193","1.7136884337","0.4108120914","0.4108120914","0.0000000000","-26.1518507096","-40.8890785160","14.7372278064","-56.0912078477","5.9754066715","-62.0645243927","-64.2178846728","2.1533602801","6.6726794338","-1.3069323501","0.6096595878","-5.3511931396","5.9608527274","0.0857233973","2.2532040544","4.3331081970","0.0006437852","0.0000000000"
"2","98","0.4645928062","0.1178061273","0.5286182187","0.7446632658","-25.4071874438","-40.2526737979","14.8454863541","-55.4548031296","6.9140369810","-62.3688401106","-64.4461145329","2.0772744223","7.1961222924","-1.0201852227","0.7380999113","-6.0103263855","6.7484262968","0.1257631368","2.4992847790","4.5703804734","0.0006939032","0.0000000000"
"3","33","0.4019240292","0.1106499381","0.6392681568","0.7820240051","-25.3698267045","-40.2154507260","14.8456240215","-55.4175800577","6.9142064773","-62.3317865350","-64.4213986702","2.0896121351","7.1960388189","-1.0197599111","0.7379275695","-6.0104826525","6.7484102220","0.1257669867","2.4994628949","4.5701962080","0.0006127293","0.0000000000"
"4","100","0.2373325493","0.0938577208","0.7331258776","0.8801471802","-25.2717035294","-40.1245973719","14.8528938425","-55.3267267036","7.2438296146","-62.5705563182","-64.6645666802","2.0940103620","7.1736272422","-0.6691926254","0.7393949978","-5.9687167578","6.7081117556","0.1157446791","2.4811200651","4.5762823473","0.0004801507","0.0000000000"
"5","306","0.2274260292","0.0929325078","0.8260583854","0.8860530704","-25.2657976392","-40.1187595098","14.8529618706","-55.3208888415","7.2441747803","-62.5650636218","-64.6676621821","2.1025985603","7.1734858357","-0.6686071912","0.7392961357","-5.9689166142","6.7082127499","0.1157504161","2.4812101797","4.5761129394","0.0004123005","0.0000000000"
"6","278","-0.6847059075","0.0373279199","0.8633863053","1.4298314104","-24.7220192992","-39.7693581378","15.0473388385","-54.9714874695","8.2661464025","-63.2376338719","-65.3406769746","2.1030431026","6.9349830359","0.8740431250","0.4571202415","-6.2047597604","6.6618800019","0.1069374652","2.4203369150","4.4070936160","0.0006150398","0.0000000000"
"7","284","-0.6864896237","0.0372613969","0.9006477022","1.4308947940","-24.7209559156","-39.7680018997","15.0470459841","-54.9701312314","8.2659148723","-63.2360461036","-65.3309331286","2.0948870249","6.9351777837","0.8736785331","0.4570585555","-6.2046467766","6.6617053321","0.1069424334","2.4203226552","4.4072967418","0.0006159532","0.0000000000"
"8","0","-1.1521645326","0.0233894004","0.9240371026","1.7085124486","-24.4433382610","-39.6893019744","15.2459637134","-54.8914313061","6.9656179975","-61.8570493035","-63.9649134097","2.1078641061","7.1749494185","-1.3602955731","1.1509641521","-5.6407223059","6.7916864580","0.1194415162","2.7153471053","4.3401601031","0.0000006939","0.0000000000"
"9","181","-1.5050716402","0.0164343858","0.9404714884","1.9189022326","-24.2329484770","-39.3813266929","15.1483782159","-54.5834560246","8.2192776280","-62.8027336525","-64.8596194472","2.0568857946","7.6090232986","-0.0884932674","0.6987475967","-6.9242571362","7.6230047329","0.1626234262","2.8701156522","4.5757378206","0.0005463996","0.0000000000"
"10","21","-1.5236134871","0.0161324697","0.9566039581","1.9299561759","-24.2218945337","-39.3700309186","15.1481363850","-54.5721602503","8.2195475472","-62.7917077975","-64.8298095410","2.0381017436","7.6088965995","-0.0879938097","0.6986447573","-6.9244388267","7.6230835840","0.1626188334","2.8701843283","4.5756187052","0.0004747325","0.0000000000"
