" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","290.7990615638"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","568","-1187.1565682008","0.7437779962","0.7437779962","0.0000000000","534.3742252290","340.9216290547","193.4525961743","212.1506511861","301.6343908253","-89.4904421565","-95.5374143685","6.0469722120","147.5811013317","178.2306539973","-24.1773645036","-177.3321217439","153.1547572402","4.5983201827","11.8104397139","131.1723414351","0.0000000000","0.0000000000"
"2","84","-1188.6369486087","0.1692475084","0.9130255046","0.8825464479","535.2567716769","342.7457526453","192.5110190316","213.9747747767","302.9684489040","-88.9936741273","-95.0845064068","6.0908322795","148.0130664906","177.2462529127","-22.2908704993","-175.3898720477","153.0990015483","4.6458771736","12.6641673170","130.7030220001","0.0000000000","0.0000000000"
"3","261","-1190.5446327063","0.0251203454","0.9381458500","2.0198350900","536.3940603190","343.6331600809","192.7609002381","214.8621822124","302.0766563880","-87.2144741756","-93.2404074817","6.0259333061","147.1748015766","178.7091381453","-23.8072833339","-178.0148055859","154.2075222520","4.6081451724","12.7068367423","129.8598196619","0.0000000000","0.0000000000"
"4","335","-1190.8915591798","0.0177564995","0.9559023495","2.2266594477","536.6008846767","343.7690428418","192.8318418348","214.9980649733","305.4519821306","-90.4539171573","-96.5950203245","6.1411031672","146.7913030884","178.9136631612","-20.2529841191","-173.0651711828","152.8121870637","4.6351857767","12.8343132171","129.3218040946","0.0000000000","0.0000000000"
"5","538","-1191.1791190257","0.0133190025","0.9692213520","2.3980916817","536.7723169107","344.6895129353","192.0828039754","215.9185350668","310.5832843296","-94.6647492628","-100.6905390100","6.0257897472","149.3928762105","185.9633666533","-24.7729585342","-176.7966986692","152.0237401350","4.5503505985","12.2716244045","132.5709012074","0.0000000000","0.0000000000"
"6","85","-1191.5960785058","0.0087778569","0.9779992089","2.6466670520","537.0208922810","344.2499601996","192.7709320814","215.4789823311","302.7895335434","-87.3105512124","-93.4068973292","6.0963461168","147.5307363691","178.3776297609","-23.1188325866","-175.3108924851","152.1920598985","4.6261591627","12.1810974312","130.7234797752","0.0000000000","0.0000000000"
"7","841","-1191.6349040690","0.0084435829","0.9864427918","2.6698133749","537.0440386038","343.8821195600","193.1619190438","215.1111416915","302.5890743672","-87.4779326757","-93.5071243332","6.0291916575","147.8521765870","178.7428361250","-24.0059383449","-178.6418132366","154.6358748917","4.6191484680","12.3928495937","130.8401785253","0.0000000000","0.0000000000"
"8","711","-1192.1305176858","0.0051438052","0.9915865970","2.9652793475","537.3395045765","345.3655985587","191.9739060177","216.5946206902","305.2973711845","-88.7027504943","-94.7138619506","6.0111114563","148.2673120382","181.3917732694","-24.3617141231","-178.4107940305","154.0490799074","4.5793197121","12.7803548049","130.9076375212","0.0000000000","0.0000000000"
"9","392","-1192.7376508862","0.0028029149","0.9943895119","3.3272290507","537.7014542797","343.3475826953","194.3538715845","214.5766048267","299.0415289518","-84.4649241251","-90.4806477020","6.0157235769","146.9650081719","176.0863042678","-24.0097834878","-180.1421978552","156.1324143674","4.7049428630","13.0122108306","129.2478544783","0.0000000000","0.0000000000"
"10","112","-1193.2034692267","0.0017591691","0.9961486810","3.6049322138","537.9791574428","343.6565570408","194.3226004020","214.8855791723","298.9780100884","-84.0924309161","-90.1529066120","6.0604756959","147.2043313299","175.6407282300","-23.8670494716","-179.4965885294","155.6295390579","4.6854109904","11.9358908170","130.5830295225","0.0000000000","0.0000000000"
