" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","290.7990615638"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","19075","-1171.6813385748","0.0130138934","0.0130138934","0.0000000000","525.1484823971","332.5469730528","192.6015093443","203.7759951842","277.3851247759","-73.6091295916","-79.8400912879","6.2309616963","145.2741194780","151.5140503152","-19.4030450173","-168.3315177653","148.9284727480","4.2663886179","10.6719603292","130.3357705309","0.0000000000","0.0000000000"
"2","14801","-1171.6901416120","0.0128998344","0.0259137278","0.0052480357","525.1537304328","332.5639622379","192.5897681949","203.7929843694","278.0533716046","-74.2603872352","-80.3717758835","6.1113886483","145.0069969592","155.7767646023","-22.7303899569","-171.9884099705","149.2580200136","4.2624883371","10.3508973406","130.3936112815","0.0000000000","0.0000000000"
"3","12240","-1171.6947654712","0.0128403251","0.0387540528","0.0080046045","525.1564870017","332.3819647810","192.7745222206","203.6109869125","278.5259406752","-74.9149537627","-81.0389838712","6.1240301085","144.8930960963","156.0621885544","-22.4293439755","-172.3973106113","149.9679666358","4.2962308430","10.4153136670","130.1815515863","0.0000000000","0.0000000000"
"4","24509","-1171.8440950283","0.0110591823","0.0498132351","0.0970292022","525.2455115993","332.6156729181","192.6298386812","203.8446950495","276.8636513269","-73.0189562774","-79.2579296038","6.2389733265","145.3440929700","151.4279091885","-19.9083508316","-168.4925626358","148.5842118042","4.2333825032","10.5863732260","130.5243372409","0.0000000000","0.0000000000"
"5","17140","-1171.8525748504","0.0109657989","0.0607790340","0.1020845493","525.2505669464","332.8675446900","192.3830222565","204.0965668214","278.2692529384","-74.1726861170","-80.2579976559","6.0853115389","145.2125984713","156.1734239409","-23.1167694738","-171.6867421026","148.5699726289","4.2225562669","10.2505113465","130.7395308579","0.0000000000","0.0000000000"
"6","24645","-1171.9436461585","0.0100112547","0.0707902886","0.1563777965","525.3048601936","332.8441676913","192.4606925024","204.0731898227","278.4725893071","-74.3993994843","-80.5017264993","6.1023270150","145.0117043173","156.1574661726","-22.6965811829","-172.0245795137","149.3279983308","4.2602675038","10.3760896598","130.3753471537","0.0000000000","0.0000000000"
"7","14661","-1171.9682910354","0.0097675440","0.0805578326","0.1710701340","525.3195525312","332.7781099681","192.5414425630","204.0071320996","278.3021405064","-74.2950084068","-80.3864571499","6.0914487431","145.0514008875","156.0752487310","-22.8245091121","-172.0667016110","149.2421924990","4.2513212040","10.3240610252","130.4760186583","0.0000000000","0.0000000000"
"8","24217","-1172.0916045755","0.0086343766","0.0891922092","0.2445849727","525.3930673698","332.7865776230","192.6064897468","204.0155997544","277.0695200524","-73.0539202980","-79.2630120682","6.2090917702","145.9623525346","150.7545302922","-19.6473627744","-168.7312752130","149.0839124386","4.2775013969","10.5883992786","131.0964518591","0.0000000000","0.0000000000"
"9","24599","-1172.1047266389","0.0085218159","0.0977140250","0.2524078473","525.4008902445","333.1535947305","192.2472955140","204.3826168619","279.1442138462","-74.7615969843","-80.9019090677","6.1403120834","145.8583743926","153.5940978528","-20.3082583992","-168.0823990603","147.7741406610","4.2061533987","10.4872204218","131.1650005722","0.0000000000","0.0000000000"
"10","24129","-1172.1366540552","0.0082540338","0.1059680588","0.2714417576","525.4199241548","333.1806334439","192.2392907108","204.4096555754","278.2968637975","-73.8872082222","-80.1152547716","6.2280465494","145.6922505740","152.3056249204","-19.7010116969","-167.7279438615","148.0269321647","4.2322930537","10.6167622124","130.8431953079","0.0000000000","0.0000000000"
"11","22256","-1172.1419675226","0.0082102926","0.1141783514","0.2746094446","525.4230918417","331.9095664925","193.5135253493","203.1385886239","277.7824938524","-74.6348516896","-80.7302471976","6.0953955080","145.4976447408","156.6134663381","-24.3286172266","-173.6699823130","149.3413650864","4.2326741231","10.2784933029","130.9864773148","0.0000000000","0.0000000000"
