" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","287.3642549542"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","22705","-1189.9106311149","0.0156460839","0.0156460839","0.0000000000","538.0637936570","358.9982744823","179.0655191748","236.4869969268","269.5079888723","-33.0209919455","-39.0590416417","6.0380496962","149.6811890287","136.8529345582","-17.0261347145","-163.9596983590","146.9335636445","4.5986557086","11.3377503420","133.7447829780","0.0000000000","0.0000000000"
"2","25059","-1190.3145260473","0.0104471136","0.0260931975","0.2407867843","538.3045804413","359.0678645092","179.2367159321","236.5565869537","268.4988419115","-31.9422549577","-37.9460396745","6.0037847168","150.2589164901","135.9653412122","-17.7254157908","-164.0868146272","146.3613988363","4.5401647866","10.7002932934","135.0184584102","0.0000000000","0.0000000000"
"3","12593","-1190.3241301064","0.0103472591","0.0364404566","0.2465123587","538.3103060158","359.9983288731","178.3119771427","237.4870513176","271.5991083949","-34.1120570772","-40.1583583295","6.0463012522","150.8604255707","141.4243378108","-20.6856549867","-164.2939220066","143.6082670199","4.4376818204","10.9913956242","135.4313481262","0.0000000000","0.0000000000"
"4","22236","-1190.3650345130","0.0099325502","0.0463730068","0.2708980089","538.3346916660","359.0555108747","179.2791807912","236.5442333192","268.4821741364","-31.9379408171","-38.0432227649","6.1052819478","149.4288503947","135.2277811787","-16.1744574370","-163.4079257765","147.2334683395","4.6381405955","11.2791641213","133.5115456779","0.0000000000","0.0000000000"
"5","19380","-1190.3744146724","0.0098398169","0.0562128237","0.2764901028","538.3402837599","359.2995994813","179.0406842786","236.7883219258","267.9703816668","-31.1820597410","-37.2505476316","6.0684878905","149.4896685683","137.2923139347","-18.8116008362","-166.3526610048","147.5410601686","4.5712167712","11.5323978091","133.3860539880","0.0000000000","0.0000000000"
"6","22741","-1190.3862926110","0.0097236315","0.0659364552","0.2835712777","538.3473649348","360.2189891792","178.1283757555","237.7077116237","272.2925577665","-34.5848461427","-40.6536354441","6.0687893013","151.0569436599","142.2260561441","-20.9904420376","-163.8890014088","142.8985593712","4.4099604457","10.9296354937","135.7173477205","0.0000000000","0.0000000000"
"7","22335","-1190.5430448330","0.0083128868","0.0742493420","0.3770209856","538.4408146427","360.1971339909","178.2436806518","237.6858564354","272.0556782469","-34.3698218115","-40.4236173058","6.0537954943","150.6523002319","142.0284418299","-20.6250638149","-164.3791394409","143.7540756260","4.4962045217","11.2516984403","134.9043972699","0.0000000000","0.0000000000"
"8","17672","-1190.6263166833","0.0076486953","0.0818980374","0.4266644930","538.4904581501","359.8894774285","178.6009807216","237.3781998730","271.1497558394","-33.7715559663","-39.8404098742","6.0688539079","150.6131855874","140.9466564225","-20.4100861706","-164.7995071102","144.3894209397","4.4760578093","11.1070673213","135.0300604568","0.0000000000","0.0000000000"
"9","20051","-1190.6304284325","0.0076173104","0.0895153478","0.4291157614","538.4929094184","358.7878235511","179.7050858673","236.2765459956","270.2324199067","-33.9558739112","-39.9726875590","6.0168136478","149.8837837422","138.2699768004","-17.9213406359","-164.5532930303","146.6319523944","4.5304909353","11.1631099071","134.1901828998","0.0000000000","0.0000000000"
"10","14456","-1190.6486875891","0.0074794868","0.0969948346","0.4400011755","538.5037948325","360.4807843964","178.0230104361","237.9695068409","272.7386877042","-34.7691808632","-40.8700498822","6.1008690190","150.7344195672","142.8424444895","-20.8381763526","-162.6277200720","141.7895437194","4.3546931991","10.1038286461","136.2758977220","0.0000000000","0.0000000000"
