" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","15015","-1248.1864731673","0.0245560227","0.0245560227","0.0000000000","566.3686931567","364.9103691693","201.4583239874","230.7739338895","315.9231615203","-85.1496175409","-91.3897298090","6.2401122681","146.7139966104","195.6296378493","-26.4204729394","-177.6951377502","151.2746648108","4.3910425960","10.0198503728","132.3031036415","0.0000000000","0.0000000000"
"2","19394","-1248.5541035164","0.0170019288","0.0415579515","0.2191672202","566.5878603769","364.8415546862","201.7463056907","230.7051194064","316.1367300750","-85.4316106686","-91.7381567680","6.3065460994","146.4619201118","195.7748100986","-26.1000001354","-177.8596354934","151.7596353580","4.4203056996","10.0789813451","131.9626330671","0.0000000000","0.0000000000"
"3","20051","-1248.7134894947","0.0144969868","0.0560549383","0.3141870733","566.6828802300","365.1069577232","201.5759225068","230.9705224434","315.2513760182","-84.2808535748","-90.5501235050","6.2692699303","147.1754577392","193.6361642719","-25.5602459928","-176.7666951572","151.2064491644","4.4156737232","10.4811759090","132.2786081069","0.0000000000","0.0000000000"
"4","24388","-1248.8694639158","0.0124033475","0.0684582858","0.4071730859","566.7758662426","365.4167498196","201.3591164230","231.2803145399","317.4622570310","-86.1819424911","-92.4359968727","6.2540543816","146.3512056929","197.5559026671","-26.4448513290","-177.6857807409","151.2409294119","4.4005432724","10.1476271037","131.8030353169","0.0000000000","0.0000000000"
"5","17415","-1248.8963973242","0.0120737417","0.0805320275","0.4232297588","566.7919229155","365.6553506324","201.1365722831","231.5189153526","316.5970202499","-85.0781048973","-91.3281860384","6.2500811412","146.8746544440","194.9659333852","-25.2435675793","-174.9228005914","149.6792330121","4.3519032912","9.6167571571","132.9059939958","0.0000000000","0.0000000000"
"6","6138","-1248.9287014314","0.0116899428","0.0922219703","0.4424882378","566.8111813945","364.6470504008","202.1641309937","230.5106151211","314.8257430881","-84.3151279671","-90.5858349836","6.2707070165","146.4692367236","194.2580164658","-25.9015101012","-178.2214720938","152.3199619926","4.4431879338","10.1738686260","131.8521801638","0.0000000000","0.0000000000"
"7","16870","-1248.9861695953","0.0110370823","0.1032590526","0.4767485696","566.8454417263","364.6113105359","202.2341311904","230.4748752562","315.4642638122","-84.9893885560","-91.2703711110","6.2809825551","146.2293619416","194.7784916807","-25.5435898101","-178.2843380338","152.7407482237","4.4755209239","10.2248988519","131.5289421658","0.0000000000","0.0000000000"
"8","11769","-1249.0194863642","0.0106754205","0.1139344731","0.4966107590","566.8653039157","365.5240694911","201.3412344246","231.3876342114","316.4326504744","-85.0450162630","-91.3047441487","6.2597278857","146.4057244127","196.4037191789","-26.3767931172","-177.5955745020","151.2187813847","4.4062592291","10.1660846199","131.8333805638","0.0000000000","0.0000000000"
"9","11768","-1249.0422421230","0.0104352364","0.1243697095","0.5101768762","566.8788700329","365.0150531143","201.8638169186","230.8786178346","315.1046109428","-84.2259931083","-90.5407894120","6.3147963038","147.0453450558","193.3432741928","-25.2840083057","-177.1790513936","151.8950430878","4.4512149739","10.5546677758","132.0394623061","0.0000000000","0.0000000000"
"10","7188","-1249.0509007787","0.0103452713","0.1347149808","0.5153388371","566.8840319938","365.2718175840","201.6122144098","231.1353823043","315.4932176039","-84.3578352996","-90.6293685962","6.2715332967","146.9554137554","193.7056607254","-25.1678568769","-176.9656153804","151.7977585035","4.4579949087","10.5829885281","131.9144303186","0.0000000000","0.0000000000"
"11","11943","-1249.0621593985","0.0102294510","0.1449444318","0.5220507977","566.8907439544","365.4350184125","201.4557255419","231.2985831328","317.5310215588","-86.2324384261","-92.5178357583","6.2853973323","146.8753260093","196.9565933303","-26.3008977808","-176.8270612026","150.5261634218","4.3688246333","10.0178030854","132.4886982907","0.0000000000","0.0000000000"
"12","24257","-1249.1031919504","0.0098182055","0.1547626373","0.5465128432","566.9152059999","365.6659044069","201.2493015930","231.5294691271","318.5657507126","-87.0362815855","-93.3069878968","6.2707063113","147.2750798137","197.6662842240","-26.3756133250","-176.9226590039","150.5470456789","4.3821589973","10.0640867059","132.8288341105","0.0000000000","0.0000000000"
"13","24927","-1249.1086028158","0.0097652240","0.1645278612","0.5497385952","566.9184317519","363.9026495648","203.0157821871","229.7662142850","313.8854928016","-84.1091401458","-90.3232136042","6.2140734584","147.0374160777","194.8657780977","-28.0177013738","-180.2493181169","152.2316167430","4.3222447866","9.9475662259","132.7676050653","0.0000000000","0.0000000000"
"14","7770","-1249.1575749093","0.0092985215","0.1738263827","0.5789338932","566.9476270499","365.5509719428","201.3966551071","231.4145366631","316.7357489530","-85.3212122899","-91.5900121831","6.2687998932","146.4876058081","196.6285927877","-26.3804496429","-177.6356858028","151.2552361600","4.4107614615","10.1708697063","131.9059746403","0.0000000000","0.0000000000"
"15","21834","-1249.1944697928","0.0089617052","0.1827880879","0.6009292183","566.9696223750","365.5008592349","201.4687631402","231.3644239551","316.8011428192","-85.4348645286","-91.7113852940","6.2765207655","146.2920657298","196.8817090198","-26.3726319304","-177.1556936345","150.7830617041","4.3819182552","10.1545765748","131.7555708998","0.0000000000","0.0000000000"
"16","22388","-1249.2142994799","0.0087857477","0.1915738356","0.6127509229","566.9814440796","365.4508392326","201.5306048470","231.3144039529","318.0567096264","-86.7423056735","-92.9790968007","6.2367911272","147.2615428408","197.4236422340","-26.6284754484","-177.4357811894","150.8073057410","4.3927994187","10.0529514721","132.8157919500","0.0000000000","0.0000000000"
"17","16716","-1249.2588750761","0.0084027181","0.1999765537","0.6393251966","567.0080183533","365.6433561630","201.3646621903","231.5069208833","316.1056533194","-84.5987324361","-90.8817222710","6.2829898348","146.7942424767","194.8310561749","-25.5196453321","-176.5397340680","151.0200887359","4.4191528596","10.5525003709","131.8225892462","0.0000000000","0.0000000000"
