" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","302.5785328349"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","23346","-1127.9624530613","0.0754835242","0.0754835242","0.0000000000","492.0624746506","304.7054796067","187.3569950439","175.9345017382","248.3827571908","-72.4482554527","-78.5756245449","6.1273690922","151.9718277986","122.3866169420","-25.9756875498","-181.3711766003","155.3954890505","4.4883540694","11.5752332161","135.9071567197","0.0010837935","0.0000000000"
"2","26002","-1128.8220915054","0.0319533161","0.1074368404","0.5124837179","492.5749583685","305.3905084795","187.1844498890","176.6195306110","251.1176809004","-74.4981502894","-80.6268974688","6.1287471794","151.6001254564","125.5659428427","-26.0483873987","-181.3629611108","155.3145737121","4.4993344878","11.6953270452","135.4043936380","0.0010702854","0.0000000000"
"3","21379","-1128.9119647999","0.0292068325","0.1366436729","0.5660627550","492.6285374056","305.3874538512","187.2410835544","176.6164759826","251.3847967797","-74.7683207970","-80.8973045469","6.1289837499","151.7446595129","125.5831600644","-25.9430227976","-181.2277011708","155.2846783732","4.5030000164","11.7103121104","135.5302069578","0.0011404284","0.0000000000"
"4","24564","-1129.1297176138","0.0234917632","0.1601354361","0.6958786938","492.7583533444","305.5574189664","187.2009343780","176.7864410978","250.4764876116","-73.6900465138","-79.8340468803","6.1440003665","152.5512153954","124.0378673016","-26.1125950854","-180.9104795447","154.7978844593","4.4902334482","11.5616386548","136.4984056059","0.0009376865","0.0000000000"
"5","26138","-1129.1587580213","0.0228193635","0.1829547995","0.7131914793","492.7756661299","305.4952699238","187.2803962060","176.7242920553","251.8746527138","-75.1503606585","-81.2826611313","6.1323004728","151.6956487338","126.1301000446","-25.9510960647","-181.2975678775","155.3464718128","4.5049801800","11.7281935467","135.4613960244","0.0010789827","0.0000000000"
"6","21317","-1129.2729582841","0.0203566815","0.2033114810","0.7812733289","492.8437479795","305.9983674072","186.8453805724","177.2273895386","250.5736573706","-73.3462678320","-79.4188124160","6.0725445841","152.3200719619","124.8765553624","-26.6229699538","-181.2339349234","154.6109649696","4.4776218058","11.7340469440","136.1072998590","0.0011033531","0.0000000000"
"7","21206","-1129.3022956219","0.0197681459","0.2230796269","0.7987631330","492.8612377836","305.5908628468","187.2703749367","176.8198849783","251.1124705181","-74.2925855398","-80.4013055186","6.1087199787","151.4947447302","125.6853092273","-26.0675834393","-181.4237389168","155.3561554775","4.5020311976","11.7492100508","135.2423100909","0.0011933909","0.0000000000"
"8","15233","-1129.4804155219","0.0165428163","0.2396224433","0.9049514371","492.9674260877","305.2220901757","187.7453359121","176.4511123071","248.8718969409","-72.4207846338","-78.5256518124","6.1048671786","152.3856177022","122.6551797173","-26.1689004786","-180.1566623627","153.9877618842","4.4633345664","11.4623997619","136.4589568770","0.0009264969","0.0000000000"
"9","25873","-1129.5205213498","0.0158924813","0.2555149246","0.9288610051","492.9913356557","305.4909048081","187.5004308476","176.7199269395","251.1084104661","-74.3884835266","-80.5108070767","6.1223235501","151.3648210488","125.8150012182","-26.0714118009","-180.7253447674","154.6539329665","4.4821822321","11.6001844674","135.2814383902","0.0010159591","0.0000000000"
"10","23188","-1129.7384461155","0.0127805100","0.2682954346","1.0587794550","493.1212541056","306.3007123477","186.8205417579","177.5297344792","254.6352247513","-77.1054902721","-83.2360254629","6.1305351909","151.1972257248","129.5427276705","-26.1047286440","-180.9865153228","154.8817866787","4.5020535529","11.7864463397","134.9076523067","0.0010735254","0.0000000000"
"11","26131","-1129.8129586059","0.0118628168","0.2801582513","1.1032009655","493.1656756161","306.3602594973","186.8054161188","177.5892816287","253.8759695728","-76.2866879441","-82.3845231646","6.0978352205","150.9994686781","129.0996041894","-26.2231032946","-181.1019661756","154.8788628810","4.4985571383","11.7989575388","134.7008687942","0.0010852068","0.0000000000"
"12","20965","-1129.9078853412","0.0107885149","0.2909467662","1.1597926716","493.2222673222","304.8969522712","188.3253150510","176.1259744027","248.1486537725","-72.0226793698","-78.1488509605","6.1261715907","151.8334215532","121.6949023240","-25.3796701047","-181.5966372196","156.2169671149","4.6065065850","11.9195858221","135.3060769304","0.0012522156","0.0000000000"
"13","26210","-1129.9121728024","0.0107423585","0.3016891248","1.1623486928","493.2248233434","306.1656410724","187.0591822709","177.3946632039","253.1475229981","-75.7528597943","-81.9014471385","6.1485873443","152.1738828910","127.1474397205","-26.1737996134","-180.9304285485","154.7566289352","4.5026398460","11.6893601213","135.9809559218","0.0009270019","0.0000000000"
"14","24014","-1129.9977425907","0.0098613678","0.3115504926","1.2133621433","493.2758367939","304.4700626118","188.8057741820","175.6990847433","247.5057583318","-71.8066735885","-77.9576135112","6.1509399226","151.1521036885","121.5537262567","-25.2000716134","-180.8361113869","155.6360397736","4.5402464262","11.6462703357","134.9646295385","0.0009573880","0.0000000000"
"15","23353","-1130.0255010384","0.0095913959","0.3211418884","1.2299106732","493.2923853238","306.3198483734","186.9725369504","177.5488705048","253.7309373806","-76.1751978023","-82.2878065169","6.1126087146","152.2671004780","127.8032769271","-26.3394400245","-180.7794693338","154.4400293092","4.4829149197","11.5135240674","136.2694824428","0.0011790481","0.0000000000"
"16","26672","-1130.0316226089","0.0095328608","0.3306747493","1.2335601205","493.2960347711","304.7006766542","188.5953581168","175.9296987857","247.5928404843","-71.6631416986","-77.8063944782","6.1432527796","151.6686061780","121.0670077104","-25.1427734041","-182.0733639022","156.9305904981","4.6131475623","11.7550066450","135.2992519753","0.0011999955","0.0000000000"
"17","26245","-1130.0511119740","0.0093488702","0.3400236194","1.2451789381","493.3076535887","306.1598317680","187.1478218207","177.3888538995","254.6280667572","-77.2392128578","-83.3754682501","6.1362553923","151.3286620520","129.3132205102","-26.0138158049","-181.3304804277","155.3166646228","4.5174416083","11.8594968028","134.9506569422","0.0010666987","0.0000000000"
"18","21385","-1130.0856377052","0.0090316021","0.3490552215","1.2657618648","493.3282365154","305.9106972917","187.4175392237","177.1397194231","252.9722156923","-75.8324962692","-81.9606618949","6.1281656256","151.5149653179","127.4335309084","-25.9762805339","-181.3911554750","155.4148749411","4.5075611335","11.6189723497","135.3871330525","0.0012987822","0.0000000000"
"19","25974","-1130.0857240308","0.0090308224","0.3580860439","1.2658133288","493.3282879794","306.6652972848","186.6629906946","177.8943194163","253.0185339733","-75.1242145571","-81.1923284791","6.0681139220","151.9174882044","127.7871236193","-26.6860778504","-181.1955191688","154.5094413184","4.4884524191","11.8556755586","135.5722795052","0.0010807215","0.0000000000"
"20","24039","-1130.1061804634","0.0088479607","0.3669340046","1.2780086753","493.3404833259","304.8771101223","188.4633732036","176.1061322538","247.9088632630","-71.8027310093","-77.9247350689","6.1220040596","151.8635040857","121.6174148587","-25.5720556813","-180.4237706737","154.8517149923","4.5122482760","11.5945134603","135.7558811949","0.0008611545","0.0000000000"
"21","23236","-1130.1202495922","0.0087243492","0.3756583539","1.2863961543","493.3488708049","306.1878415952","187.1610292097","177.4168637266","254.8921716481","-77.4753079214","-83.6055194199","6.1302114985","151.4677344479","129.3430095615","-25.9185723614","-181.1536304948","155.2350581334","4.5192468607","11.8625200679","135.0848337703","0.0011337490","0.0000000000"
"22","21901","-1130.1346317406","0.0085997723","0.3842581262","1.2949702437","493.3574448943","306.3416299954","187.0158148990","177.5706521268","254.5707242283","-77.0000721015","-83.1469926370","6.1469205355","151.8595584163","128.6513572288","-25.9401914169","-181.4828126723","155.5426212554","4.5569074475","11.4614835880","135.8401248050","0.0010425759","0.0000000000"
"23","20662","-1130.2677548702","0.0075278735","0.3917859998","1.3743331862","493.4368078368","306.2879310785","187.1488767583","177.5169532099","254.1114113254","-76.5944581155","-82.7091446686","6.1146865531","151.2671389985","128.8799096535","-26.0356373265","-181.2798149777","155.2441776512","4.5162885752","11.8826927712","134.8670200682","0.0011375839","0.0000000000"
"24","21540","-1130.3160597601","0.0071728833","0.3989588831","1.4031307228","493.4656053734","305.4266790985","188.0389262749","176.6557012299","249.0945548233","-72.4388535934","-78.5589890754","6.1201354821","152.1413519952","122.7310384279","-25.7778355998","-181.1216006967","155.3437650969","4.5510858266","11.7868263597","135.8020231688","0.0014166401","0.0000000000"
"25","23894","-1130.3215779436","0.0071334110","0.4060922941","1.4064204538","493.4688951044","306.0691787360","187.3997163684","177.2982008675","251.9915375313","-74.6933366639","-80.8313977079","6.1380610440","151.9409234428","126.0875601059","-26.0369460174","-182.5885318705","156.5515858531","4.5769325056","11.8722406750","135.4902598457","0.0014904166","0.0000000000"
