" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.8972861554"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","977","-1133.9378982183","0.7071578438","0.7071578438","0.0000000000","497.8194267374","314.1227146934","183.6967120440","188.0344655305","260.2345146217","-72.1972228775","-78.1831562387","5.9859333612","157.9563202020","126.2072910644","-23.9290966448","-181.4089933139","157.4798966691","5.0090777511","14.1162062348","138.8306985372","0.0003376789","0.0000000000"
"2","865","-1136.3709410639","0.0620667894","0.7692246332","1.4504875298","499.2699142672","316.8328272290","182.4370870382","190.7445780660","260.9391573487","-70.1945792826","-76.1731422304","5.9785629478","159.3595868100","127.0724720205","-25.4929014819","-184.1717328407","158.6788313588","4.9948122084","15.2161984695","139.1470183968","0.0015577353","0.0000000000"
"3","816","-1136.8087094221","0.0400625786","0.8092872118","1.7114683611","499.5308950985","315.9885345590","183.5423605394","189.9002853961","263.5470127079","-73.6467273118","-79.5852201507","5.9384928389","161.3028747892","127.6106229937","-25.3664850750","-185.2584827262","159.8919976512","5.0380995723","14.5697051307","141.6874244918","0.0076455945","0.0000000000"
"4","967","-1137.4267829454","0.0215929997","0.8308802114","2.0799402684","499.8993670059","318.5870215547","181.3123454512","192.4987723917","273.4103447329","-80.9115723412","-86.9836454972","6.0720731560","158.8162316414","137.6026071173","-23.0084940258","-179.1678082048","156.1593141791","4.8222027315","14.8395969595","139.1516323573","0.0027995932","0.0000000000"
"5","337","-1137.4620731161","0.0208442682","0.8517244796","2.1009789249","499.9204056623","316.0365802190","183.8838254433","189.9483310560","266.0082087346","-76.0598776786","-82.1027866679","6.0429089893","153.7015796587","135.4265419608","-23.1199128849","-182.4968194988","159.3769066139","5.2425680130","16.3026947130","132.1526047131","0.0037122195","0.0000000000"
"6","109","-1137.6180528197","0.0178338671","0.8695583467","2.1939680867","500.0133948241","315.7278979313","184.2854968928","189.6396487684","263.2301536359","-73.5905048675","-79.5645724356","5.9740675681","158.9968173572","128.6608548831","-24.4275186044","-185.8221140523","161.3945954478","5.0495435765","15.6700214357","138.2633415457","0.0139107994","0.0000000000"
"7","683","-1138.0334447320","0.0117718064","0.8813301531","2.4416089328","500.2610356702","316.9906974895","183.2703381806","190.9024483266","266.0720123782","-75.1695640516","-81.1728967991","6.0033327475","161.3831511288","127.7643630717","-23.0755018224","-182.1950132999","159.1195114776","5.0837497857","15.0048703872","141.2797330650","0.0147978909","0.0000000000"
"8","281","-1138.2649254897","0.0093392563","0.8906694095","2.5796089491","500.3990356865","319.6677293161","180.7313063704","193.5794801532","276.3389048629","-82.7594247097","-88.8027887523","6.0433640426","160.2191242420","140.6798122606","-24.5600316397","-178.8714249254","154.3113932857","4.8176559472","13.6517906735","141.7480325825","0.0016450387","0.0000000000"
"9","484","-1138.4418003999","0.0078252190","0.8984946284","2.6850550377","500.5044817751","317.9559085106","182.5485732645","191.8676593477","268.5729729209","-76.7053135732","-82.8198259819","6.1145124086","161.7470142638","128.9194799072","-22.0935212501","-177.7094121113","155.6158908612","4.9830982455","13.7906505210","142.9488492724","0.0244162249","0.0000000000"
"10","16","-1138.5474901851","0.0070403785","0.9055350069","2.7480632645","500.5674900019","317.8774005851","182.6900894169","191.7891514221","269.1447617998","-77.3556103777","-83.3255727921","5.9699624144","159.8409126644","133.6206826930","-24.3168335576","-181.9967244859","157.6798909283","4.9426593335","14.0178193195","140.8781203878","0.0023136236","0.0000000000"
"11","9","-1138.6537384818","0.0063307179","0.9118657248","2.8114044546","500.6308311920","318.6057605247","182.0250706673","192.5175113618","276.2069030002","-83.6893916385","-89.6888095023","5.9994178639","155.7516776858","146.2337854023","-25.7785600879","-181.6127486800","155.8341885922","5.0257795795","17.6990197117","133.0254740838","0.0014043108","0.0000000000"
"12","32","-1138.6896098643","0.0061076510","0.9179733758","2.8327896074","500.6522163448","317.3947792827","183.2574370621","191.3065301197","266.5835373828","-75.2770072631","-81.2388191348","5.9618118717","160.1100964220","129.6909222796","-23.2174813187","-182.4915782223","159.2740969036","5.1591100475","14.9895799299","139.9503391650","0.0110672796","0.0000000000"
"13","149","-1138.8927884803","0.0049846522","0.9229580281","2.9539169643","500.7733437017","318.5830474067","182.1902962949","192.4947982438","267.7954963177","-75.3006980740","-81.3332984171","6.0326003431","163.9088901687","126.9544756793","-23.0678695303","-179.5563625297","156.4884929994","4.9630855956","13.7545418011","145.1784949182","0.0127678538","0.0000000000"
"14","169","-1139.0374572145","0.0043132639","0.9272712920","3.0401629567","500.8595896941","318.9147089313","181.9448807628","192.8264597684","272.5567351882","-79.7302754199","-85.8572987135","6.1270232936","158.5037734317","136.4922644248","-22.4393026682","-178.5164182974","156.0771156292","4.9898304515","14.6647802688","138.8480254068","0.0011373046","0.0000000000"
"15","107","-1139.0995680204","0.0040535137","0.9313248057","3.0771910549","500.8966177923","318.2837899194","182.6128278729","192.1955407565","268.4967736002","-76.3012328437","-82.2708027413","5.9695698976","160.0416434447","132.8702901499","-24.4151599944","-182.1846612422","157.7695012478","4.9404904630","14.1414088679","140.9577248635","0.0020192504","0.0000000000"
"16","697","-1139.1163007133","0.0039862519","0.9353110576","3.0871664495","500.9065931869","317.0638412192","183.8427519677","190.9755920562","261.0051472903","-70.0295552341","-75.9572797367","5.9277245026","160.8004595669","124.7640085619","-24.5593208384","-185.0210257297","160.4617048913","5.1250819881","15.3502682666","140.3056532978","0.0194560144","0.0000000000"
"17","406","-1139.1191627126","0.0039748595","0.9392859171","3.0888726645","500.9082994019","319.8399452675","181.0683541344","193.7516961045","278.3914535556","-84.6397574511","-90.7688690756","6.1291116245","157.4137237456","142.9639938586","-21.9862640486","-176.7540655764","154.7678015277","4.9812247043","15.5476156854","136.8831542087","0.0017291472","0.0000000000"
"18","820","-1139.1754684941","0.0037572362","0.9430431532","3.1224400281","500.9418667655","316.8561879585","184.0856788070","190.7679387956","267.4721836348","-76.7042448392","-82.7167162604","6.0124714212","162.5275760530","128.6004571201","-23.6558495383","-184.0073865137","160.3515369753","5.1697688844","14.7630366410","142.5564103444","0.0383601832","0.0000000000"
"19","383","-1139.2212156745","0.0035892255","0.9466323788","3.1497127557","500.9691394931","319.2917317320","181.6774077611","193.2034825691","274.3338120948","-81.1303295258","-87.2187902148","6.0884606890","155.0725611413","143.6855078395","-24.4242568859","-178.1106020473","153.6863451614","4.8261142672","15.5956961427","134.6335608428","0.0171898886","0.0000000000"
"20","935","-1139.3075455935","0.0032923662","0.9499247450","3.2011793672","501.0206061046","317.4001218791","183.6204842255","191.3118727161","267.0886217656","-75.7767490494","-81.7672632357","5.9905141862","160.2638007951","130.5786497140","-23.7538287435","-183.2237312847","159.4699025413","5.0390622947","15.3614661976","139.8119141025","0.0513582003","0.0000000000"
"21","985","-1139.4345040821","0.0028998182","0.9528245632","3.2768671854","501.0962939228","317.2897245826","183.8065693402","191.2014754197","260.4367950266","-69.2353196069","-75.1586786959","5.9233590890","158.6297161848","127.4667392804","-25.6596604386","-186.9962921459","161.3366317073","5.0369338089","16.2309136996","137.3600861912","0.0017824851","0.0000000000"
"22","201","-1139.4815854196","0.0027664549","0.9555910181","3.3049352866","501.1243620240","320.2674053691","180.8569566549","194.1791562062","274.0839148503","-79.9047586441","-85.9492231528","6.0444645087","162.4487577338","134.6054225782","-22.9702654617","-177.9069880121","154.9367225504","4.8631380065","14.2656914291","143.3174000351","0.0025282631","0.0000000000"
"23","27","-1139.4940422744","0.0027322074","0.9583232255","3.3123615893","501.1317883267","317.7725921551","183.3591961716","191.6843429921","261.6450273687","-69.9606843766","-75.8944651855","5.9337808090","160.0993017314","127.2364191164","-25.6906934792","-184.4802173672","158.7895238881","5.0063735686","15.1345635494","139.9386422219","0.0197223915","0.0000000000"
"24","22","-1139.5460201149","0.0025938208","0.9609170463","3.3433487992","501.1627755366","318.1458922453","183.0168832913","192.0576430824","268.0936013944","-76.0359583120","-82.0812645505","6.0453062385","163.4725505041","127.8213218291","-23.2002709388","-183.5619837145","160.3617127757","5.1965089650","14.8174758080","143.4419607599","0.0166049712","0.0000000000"
