" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","302.0892416719"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","27881","-1271.3184619248","0.0543932495","0.0543932495","0.0000000000","577.8175669942","377.6770251444","200.1405418497","244.4348327666","279.0081057235","-34.5732729569","-40.7153366641","6.1420637072","160.1059827138","144.9651950456","-26.0630720359","-177.3892015637","151.3261295278","4.2742470769","13.3947814371","142.4369541998","0.0000000000","0.0000000000"
"2","27232","-1271.3980696833","0.0502309965","0.1046242460","0.0474591153","577.8650261094","377.4533037428","200.4117223666","244.2111113649","277.5588973073","-33.3477859423","-39.5469867712","6.1992008289","159.8100667716","143.3942519038","-25.6454213681","-177.5182730937","151.8728517256","4.2838343572","13.4174403063","142.1087921082","0.0000000000","0.0000000000"
"3","24700","-1271.5057789955","0.0451018373","0.1497260833","0.1116713073","577.9292383014","376.7260512349","201.2031870665","243.4838588570","274.9505605380","-31.4667016810","-37.5809425297","6.1142408487","160.2172219316","142.2400658570","-27.5067272506","-181.8858919397","154.3791646891","4.4271706578","13.9740246354","141.8160266385","0.0000000000","0.0000000000"
"4","27276","-1272.0051080542","0.0273740073","0.1771000906","0.4093522849","578.2269192790","376.4385525923","201.7883666867","243.1963602145","274.1416158480","-30.9452556335","-37.0902300844","6.1449744508","160.3590396804","138.7286882327","-24.9461120651","-180.0310843078","155.0849722428","4.4228262621","13.8300200152","142.1061934030","0.0000000000","0.0000000000"
"5","27873","-1272.1208157509","0.0243830015","0.2014830921","0.4783328092","578.2958998033","378.0667828220","200.2291169813","244.8245904442","279.8714962198","-35.0469057757","-41.2390747419","6.1921689662","159.5236822404","146.0191680182","-25.6713540388","-177.5543555362","151.8830014975","4.2971116284","13.5543770165","141.6721935954","0.0000000000","0.0000000000"
"6","27284","-1272.1800088091","0.0229815833","0.2244646755","0.5136214573","578.3311884514","376.5344487863","201.7967396651","243.2922564085","275.1966994124","-31.9044430040","-38.0607999653","6.1563569613","160.3343460828","140.2278035249","-25.3654501953","-179.4791903769","154.1137401816","4.3312490199","13.3297709230","142.6733261400","0.0000000000","0.0000000000"
"7","26637","-1272.2314579206","0.0218291026","0.2462937780","0.5442934591","578.3618604532","378.0633962679","200.2984641854","244.8212038900","279.8130801651","-34.9918762751","-41.2130165317","6.2211402565","159.3939110596","146.1030960775","-25.6839269720","-177.7238867723","152.0399598004","4.3014857783","13.5544696245","141.5379556568","0.0000000000","0.0000000000"
"8","24042","-1272.3291926744","0.0197965822","0.2660903602","0.6025591990","578.4201261931","376.0387418121","202.3813843810","242.7965494342","273.5471500669","-30.7506006327","-36.9999533555","6.2493527228","159.3636455602","140.2978485273","-26.1143440206","-181.4586893562","155.3443453356","4.3132758250","13.7519033839","141.2984663514","0.0000000000","0.0000000000"
"9","26586","-1272.3337537561","0.0197064940","0.2857968542","0.6052783423","578.4228453364","378.1439094615","200.2789358749","244.9017170836","279.2355652701","-34.3338481865","-40.5497505536","6.2159023671","159.3362294770","145.6282679761","-25.7289321831","-177.4844368844","151.7555047013","4.2867048261","13.5089839589","141.5405406920","0.0000000000","0.0000000000"
"10","27002","-1272.3424002607","0.0195368362","0.3053336904","0.6104330592","578.4280000534","377.2605755185","201.1674245349","244.0183831406","275.2094622275","-31.1910790869","-37.3794546393","6.1883755524","161.1564945751","140.8251229719","-26.7721553195","-181.6958797146","154.9237243951","4.4159822475","13.3285459356","143.4119663919","0.0000000000","0.0000000000"
