" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","287.1178148844"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","857","-1209.4170478346","0.2560770428","0.2560770428","0.0000000000","549.8396949741","362.2010957670","187.6385992071","236.1128466041","326.5769096218","-90.4619667948","-96.5120496726","6.0500828778","146.5264696083","201.2126722003","-21.1622321868","-172.2456409994","151.0834088126","4.6555991668","12.4087655204","129.4621049211","0.0000000000","0.0000000000"
"2","979","-1209.8888668925","0.1597578593","0.4158349021","0.2812805623","550.1209755364","362.6282808142","187.4926947222","236.5400316513","327.1059480102","-90.5659163589","-96.6125401764","6.0466238175","144.5458866382","202.9008586171","-20.3407972451","-171.3729867802","151.0321895351","4.7245733043","11.9823409183","127.8389724156","0.0000000000","0.0000000000"
"3","913","-1209.9667526012","0.1477872266","0.5636221286","0.3277130571","550.1674080312","362.8969374638","187.2704705674","236.8086883009","327.2137150910","-90.4050267901","-96.4462751787","6.0412483886","145.8930975123","202.6280861760","-21.3074685973","-172.1436583335","150.8361897361","4.6017232836","11.7290620940","129.5623121348","0.0000000000","0.0000000000"
"4","163","-1210.1090893653","0.1281801654","0.6918022941","0.4125688178","550.2522637919","362.8986315267","187.3536322652","236.8103823638","326.5726121381","-89.7622297744","-95.8749223618","6.1126925875","146.4241474628","199.7999447460","-19.6514800707","-169.3761097605","149.7246296898","4.6873199389","11.8432627075","129.8935648164","0.0000000000","0.0000000000"
"5","704","-1210.3767108203","0.0980831278","0.7898854219","0.5721145421","550.4118095162","362.7480224016","187.6637871146","236.6597732386","326.8899467744","-90.2301735358","-96.2690258880","6.0388523522","146.7410974898","201.1371836140","-20.9883343294","-172.1619661867","151.1736318572","4.6986639253","12.1726893115","129.8697442530","0.0000000000","0.0000000000"
"6","134","-1210.4716622246","0.0891984763","0.8790838982","0.6287209550","550.4684159291","362.9360922490","187.5323236801","236.8478430860","327.8677147052","-91.0198716192","-97.0669814028","6.0471097836","146.8229442199","202.3800211698","-21.3352506845","-173.3724850820","152.0372343975","4.8434841468","12.1003294984","129.8791305747","0.0000000000","0.0000000000"
"7","463","-1211.6565911961","0.0272740305","0.9063579287","1.3351305030","551.1748254771","364.5020424328","186.6727830443","238.4137932698","333.2421918465","-94.8283985767","-100.8976218214","6.0692232447","147.3883813918","206.3280928150","-20.4742823603","-169.6196597825","149.1453774222","4.6201727262","12.2893732078","130.4788354578","0.0000000000","0.0000000000"
"8","355","-1211.6791153982","0.0266665717","0.9330245004","1.3485585748","551.1882535490","363.7109096405","187.4773439085","237.6226604775","327.3606645520","-89.7380040745","-95.7938149310","6.0558108566","147.4169982820","200.6167408615","-20.6730745915","-173.5950038252","152.9219292337","4.8771225302","13.0602615052","129.4796142466","0.0000000000","0.0000000000"
"9","806","-1212.1292999522","0.0170002191","0.9500247194","1.6169414695","551.4566364436","364.7851930797","186.6714433639","238.6969439168","332.4821325866","-93.7851886698","-99.8325296493","6.0473409795","148.5755183056","206.4218263127","-22.5152120318","-171.5243306597","149.0091186280","4.6089240615","11.2250265492","132.7415676949","0.0000000000","0.0000000000"
"10","235","-1212.7134953577","0.0094785450","0.9595032644","1.9652165326","551.8049115067","364.7175347734","187.0873767333","238.6292856104","330.1749891142","-91.5457035038","-97.5810708633","6.0353673595","148.1050034280","203.0490062253","-20.9790205390","-172.1724598898","151.1934393507","4.7349773525","12.0955389221","131.2744871533","0.0000000000","0.0000000000"
