" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.4079949925"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","19858","-1242.8014322959","0.0242009908","0.0242009908","0.0000000000","563.0114185843","367.7399542121","195.2714643722","237.1804905398","267.1393978286","-29.9589072888","-36.1451331814","6.1862258926","155.0986557758","139.2180364525","-27.1772943997","-177.5825385088","150.4052441092","4.1344703079","11.6591695396","139.3050159283","0.0000000000","0.0000000000"
"2","24070","-1242.9265075337","0.0213556926","0.0455566834","0.0745650957","563.0859836800","368.3290858292","194.7568978509","237.7696221569","269.2039068404","-31.4342846835","-37.5728608786","6.1385761951","155.6301904625","140.6583782605","-27.0846618826","-176.2593153729","149.1746534903","4.0786819736","11.7368990090","139.8146094798","0.0000000000","0.0000000000"
"3","26742","-1242.9555050328","0.0207453233","0.0663020066","0.0918523009","563.1032708851","368.2551595431","194.8481113421","237.6956958708","268.8434988606","-31.1478029898","-37.2999302400","6.1521272502","155.4576157201","140.8774491741","-27.4915660336","-177.0108757753","149.5193097416","4.1037776169","11.6232398517","139.7305982516","0.0000000000","0.0000000000"
"4","18680","-1243.0791309572","0.0183328570","0.0846348636","0.1655533711","563.1769719554","368.3181941517","194.8587778038","237.7587304794","270.0426072370","-32.2838767576","-38.4118220048","6.1279452472","156.0451926978","141.5264864420","-27.5290719028","-176.3669087972","148.8378368944","4.0761554050","11.4357088126","140.5333284801","0.0000000000","0.0000000000"
"5","15028","-1243.0817613281","0.0182846981","0.1029195617","0.1671214981","563.1785400824","367.4634145622","195.7151255202","236.9039508899","267.3016008851","-30.3977051075","-36.5670960399","6.1693909325","155.0291571506","139.1394774644","-26.8670337299","-177.7997569815","150.9327232516","4.1624937115","11.5711443007","139.2955191384","0.0000000000","0.0000000000"
"6","27077","-1243.0953609024","0.0180377172","0.1209572790","0.1752290467","563.1866476309","368.3759612204","194.8106864105","237.8164975481","270.1131423119","-32.2966447638","-38.4363488862","6.1397041225","156.0121101488","141.6914264120","-27.5903942489","-176.6220485131","149.0316542642","4.0980562402","11.4141492891","140.4999046194","0.0000000000","0.0000000000"
"7","24955","-1243.2833938946","0.0149458247","0.1359031036","0.2873271591","563.2987457434","368.1987154700","195.1000302734","237.6392517977","269.4554893509","-31.8162375532","-37.9447472158","6.1285096626","155.8228848209","141.1232240899","-27.4906195599","-176.9118180518","149.4211984919","4.1203806470","11.1069309793","140.5955731946","0.0000000000","0.0000000000"
"8","15778","-1243.4656150582","0.0124561043","0.1483592080","0.3959604805","563.4073790648","368.3342370756","195.0731419892","237.7747734033","269.2190827080","-31.4443093047","-37.6172070104","6.1728977057","154.7768476484","141.6554915180","-27.2132564584","-177.4965081113","150.2832516529","4.1411096798","11.8137217299","138.8220162387","0.0000000000","0.0000000000"
"9","24906","-1243.6029855118","0.0108573292","0.1592165372","0.4778555158","563.4892741001","367.6257576962","195.8635164039","237.0662940240","267.4536928435","-30.3873988196","-36.5926910709","6.2052922513","155.3458120638","139.1342423305","-27.0263615507","-177.3221766695","150.2958151188","4.1266621831","11.6176288430","139.6015210377","0.0000000000","0.0000000000"
"10","19216","-1243.6242993293","0.0106283668","0.1698449040","0.4905620025","563.5019805868","368.3380697476","195.1639108392","237.7786060753","268.5242853965","-30.7456793212","-36.9181727210","6.1724933998","154.6420460916","141.1791307896","-27.2968914846","-177.6177224047","150.3208309200","4.1391733253","11.8215829846","138.6812897817","0.0000000000","0.0000000000"
