" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","34.0787193596"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","167","-124.5514583881","0.1370642011","0.1370642011","0.0000000000","53.9364031256","31.4340621037","22.5023410219","15.3376898701","69.2768071669","-53.9391172968","-55.8893238710","1.9502065742","0.8463344662","68.5569756421","-0.1265029414","-3.0080932459","2.8815903045","0.0880763527","0.3323313137","0.4259267998","0.0000000000","0.0000000000"
"2","212","-124.7991721500","0.1069900325","0.2440542336","0.1476775155","54.0840806411","31.4135802692","22.6705003719","15.3172080356","69.6571943469","-54.3395181265","-56.2382038160","1.8986856894","1.1365607446","68.3826545801","0.1379790223","-3.7031937532","3.8411727754","0.1252768025","0.4681159941","0.5431679480","0.0000000000","0.0000000000"
"3","2","-124.9495957002","0.0920481790","0.3361024126","0.2373543103","54.1737574359","31.5033395223","22.6704179135","15.4069672888","69.6571933044","-54.2502260156","-56.1759605345","1.9257345189","1.1365730030","68.3826963734","0.1379239279","-3.7031452966","3.8410692246","0.1252524848","0.4681163777","0.5432041406","0.0000000000","0.0000000000"
"4","113","-125.1693035768","0.0738919764","0.4099943891","0.3683357830","54.3047389086","31.7059350245","22.5988038841","15.6095627910","69.7983493577","-54.1887865667","-56.1209042886","1.9321177218","1.1336904958","68.7349685031","-0.0703096412","-3.5645890196","3.4942793783","0.1077844821","0.4564585299","0.5694474838","0.0000000000","0.0000000000"
"5","34","-125.1776913298","0.0732747808","0.4832691699","0.3733362421","54.3097393677","31.7110280244","22.5987113433","15.6146557908","69.7982991196","-54.1836433287","-56.1162320927","1.9325887640","1.1335679174","68.7349488980","-0.0702176958","-3.5646868119","3.4944691161","0.1077963393","0.4564323738","0.5693392043","0.0000000000","0.0000000000"
"6","109","-125.2316250380","0.0694274823","0.5526966522","0.4054894659","54.3418925915","31.7530775742","22.5888150173","15.6567053407","69.9620014168","-54.3052960761","-56.2235268295","1.9182307534","0.9818893767","69.0575962109","-0.0774841709","-3.5483266298","3.4708424589","0.1048026995","0.4082547098","0.4688319674","0.0000000000","0.0000000000"
"7","116","-125.2993625808","0.0648803786","0.6175770307","0.4458720105","54.3822751361","31.7934845632","22.5887905729","15.6971123296","69.9619881444","-54.2648758148","-56.1661735208","1.9012977060","0.9819045969","69.0575527671","-0.0774692197","-3.5483144900","3.4708452703","0.1047963701","0.4082634972","0.4688447296","0.0000000000","0.0000000000"
"8","303","-125.4916488935","0.0535308933","0.6711079240","0.5605057906","54.4969089162","31.6846683570","22.8122405592","15.5882961234","70.2982358633","-54.7099397399","-56.5865134326","1.8765736928","1.2448834324","68.9333224380","0.1200299929","-4.4303690693","4.5503990623","0.1484123308","0.5870559125","0.5094151891","0.0000000000","0.0000000000"
"9","228","-125.5220210968","0.0519294844","0.7230374084","0.5786125421","54.5150156677","31.7031227026","22.8118929651","15.6067504691","70.2982221079","-54.6914716389","-56.5763002977","1.8848286588","1.2449484911","68.9333984425","0.1198751743","-4.4300828814","4.5499580558","0.1483963382","0.5869134700","0.5096386829","0.0000000000","0.0000000000"
"10","250","-125.6104432488","0.0475349189","0.7705723274","0.6313264633","54.5677295889","31.8059698629","22.7617597260","15.7095976293","70.1628725193","-54.4532748900","-56.3258770035","1.8726021136","1.4199627243","68.5656438792","0.1772659157","-4.2674393275","4.4447052433","0.1455984546","0.5812900299","0.6930742398","0.0000000000","0.0000000000"
