" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","49.5158302966"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","348","-36.1599085628","0.2297141535","0.2297141535","0.0000000000","-7.9622921389","-32.3608278503","24.3985357114","-52.9284145932","5.6167811749","-58.5439291251","-61.0636504284","2.5197213033","7.5312599713","-2.8183178737","0.9038390774","-7.6404717888","8.5443108661","0.1150826374","2.2711037499","5.1442716508","0.0008019332","0.0000000000"
"2","1268","-37.5677124141","0.0562064700","0.2859206235","0.8392790675","-7.1230130714","-31.6309607710","24.5079476996","-52.1985475139","6.5752927055","-58.7738402194","-61.3170655551","2.5432253356","8.0505892955","-2.4901860998","1.0148895098","-8.3387712589","9.3536607687","0.1571508442","2.5132161838","5.3793596360","0.0008626315","0.0000000000"
"3","1314","-37.5997489729","0.0544343460","0.3403549695","0.8583780444","-7.1039140945","-31.6117150054","24.5078009109","-52.1793017483","6.5754051163","-58.7547068646","-61.2927811611","2.5380742965","8.0503235999","-2.4898834546","1.0149649710","-8.3391743626","9.3541393336","0.1571465671","2.5133915257","5.3790148166","0.0007706905","0.0000000000"
"4","1027","-37.6849757165","0.0499872799","0.3903422494","0.9091869847","-7.0531051542","-31.5606300965","24.5075249424","-52.1282168394","6.6299169065","-58.7581337459","-61.2789327491","2.5207990032","8.0318702191","-2.4407704810","1.0388171684","-8.2565754890","9.2953926574","0.1461725902","2.4982653113","5.3867513154","0.0006810023","0.0000000000"
"5","1009","-37.6994374301","0.0492695803","0.4396118297","0.9178085079","-7.0444836310","-31.5436673267","24.4991836957","-52.1112540696","6.5834400704","-58.6946941400","-61.1967111624","2.5020170224","8.0684582184","-2.5156254157","1.0306072677","-8.3048810682","9.3354883360","0.1499037533","2.5217244774","5.3960709176","0.0007590700","0.0000000000"
"6","779","-37.7116952319","0.0486693299","0.4882811597","0.9251161427","-7.0371759962","-31.5422794143","24.5051034181","-52.1098661572","7.0439860421","-59.1538521993","-61.6649915703","2.5111393711","8.0642300067","-2.0272659351","1.0070219704","-8.3452942724","9.3523162428","0.1510725188","2.5179515345","5.3945419829","0.0006639705","0.0000000000"
"7","1287","-37.7434934964","0.0471460765","0.5354272361","0.9440730576","-7.0182190813","-31.5238976105","24.5056785292","-52.0914843534","7.0438162996","-59.1353006530","-61.6312024355","2.4959017825","8.0645148702","-2.0274747643","1.0067761936","-8.3449695933","9.3517457870","0.1511227400","2.5179414107","5.3947887706","0.0006619489","0.0000000000"
"8","1291","-37.7467194268","0.0469942316","0.5824214677","0.9459962345","-7.0162959044","-31.5158973605","24.4996014561","-52.0834841034","6.5834157836","-58.6668998870","-61.1501349286","2.4832350416","8.0684115063","-2.5156761706","1.0306804479","-8.3049411661","9.3356216140","0.1499352255","2.5217966899","5.3959220646","0.0007575264","0.0000000000"
"9","1351","-37.7555942578","0.0465790109","0.6290004786","0.9512870709","-7.0110050680","-31.5189027509","24.5078976829","-52.0864894938","6.6296689494","-58.7161584432","-61.2415712021","2.5254127589","8.0320111618","-2.4412330095","1.0388907970","-8.2563959886","9.2952867856","0.1461855054","2.4981616016","5.3868964720","0.0007675828","0.0000000000"
"10","194","-38.4763933927","0.0226543275","0.6516548061","1.3810000776","-6.5812920612","-31.2927801907","24.7114881295","-51.8603669336","7.8156957920","-59.6760627256","-62.1807785868","2.5047158612","7.7848313035","-0.7135397549","0.7444042435","-8.5144010310","9.2588052745","0.1363011655","2.4325613453","5.2156183539","0.0003504388","0.0000000000"
