" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","49.5158302966"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","1130","-36.1596688374","0.2295953556","0.2295953556","0.0000000000","-7.9624350540","-32.3607089245","24.3982738705","-52.9282956674","5.6167964994","-58.5430553093","-61.0647070843","2.5216517750","7.5312787631","-2.8182731230","0.9037908594","-7.6404528972","8.5442437566","0.1150916054","2.2711180553","5.1442657202","0.0008033821","0.0000000000"
"2","1266","-37.5586396411","0.0566758182","0.2862711738","0.8340131407","-7.1284219133","-31.6368835523","24.5084616390","-52.2044702952","6.5752359613","-58.7797062565","-61.3229315921","2.5432253356","8.0506514713","-2.4902615343","1.0148460243","-8.3387675059","9.3536135301","0.1571750845","2.5133303363","5.3792849321","0.0008611184","0.0000000000"
"3","1028","-37.5996290194","0.0543996791","0.3406708528","0.8584494478","-7.1039856062","-31.6127656717","24.5087800654","-52.1803524145","6.5753490067","-58.7557014213","-61.2937757177","2.5380742965","8.0505372918","-2.4898701596","1.0146818745","-8.3389981892","9.3536800638","0.1572100123","2.5135609383","5.3789967338","0.0007696074","0.0000000000"
"4","921","-37.6846390167","0.0499662739","0.3906371267","0.9091291722","-7.0533058818","-31.5611868953","24.5078810135","-52.1287736382","6.6299326706","-58.7587063088","-61.2795053119","2.5207990032","8.0319476469","-2.4407324152","1.0387174388","-8.2565236190","9.2952410578","0.1461796746","2.4982814237","5.3868048098","0.0006817389","0.0000000000"
"5","1285","-37.6957899911","0.0494121963","0.4400493230","0.9157769587","-7.0466580953","-31.5459954375","24.4993373422","-52.1135821804","6.5834252472","-58.6970074277","-61.1990244500","2.5020170224","8.0685673172","-2.5156867094","1.0305446395","-8.3047471860","9.3352918255","0.1499375712","2.5218461726","5.3960266363","0.0007569370","0.0000000000"
"6","1286","-37.7134934211","0.0485451286","0.4885944517","0.9263310698","-7.0361039842","-31.5419187002","24.5058147160","-52.1095054431","7.0439180110","-59.1534234541","-61.6645628251","2.5111393711","8.0643404795","-2.0273336902","1.0069112216","-8.3451902909","9.3521015125","0.1511287055","2.5180449423","5.3945031189","0.0006637128","0.0000000000"
"7","1015","-37.7406841571","0.0472429349","0.5358373865","0.9425411515","-7.0198939025","-31.5256402857","24.5057463832","-52.0932270286","7.0440150687","-59.1372420973","-61.6331438798","2.4959017825","8.0642967072","-2.0271963387","1.0069147002","-8.3452414230","9.3521561232","0.1511231508","2.5179559580","5.3945530541","0.0006645444","0.0000000000"
"8","1345","-37.7532995827","0.0466506887","0.5824880753","0.9500619881","-7.0123730659","-31.5203393408","24.5079662748","-52.0879260837","6.6297120507","-58.7176381344","-61.2413338802","2.5236957458","8.0319543713","-2.4411606626","1.0389183420","-8.2565358520","9.2954541940","0.1461812477","2.4981216397","5.3868823779","0.0007691059","0.0000000000"
"9","1064","-37.7544420916","0.0465974203","0.6290854956","0.9507431084","-7.0116919456","-31.5112082341","24.4995162885","-52.0787949770","6.5834436196","-58.6622385966","-61.1454736382","2.4832350416","8.0684549147","-2.5156019574","1.0305906623","-8.3048741356","9.3354647979","0.1499243533","2.5217143267","5.3960571103","0.0007591244","0.0000000000"
"10","487","-38.4744956383","0.0226801850","0.6517656806","1.3800116238","-6.5824234302","-31.2939149545","24.7114915243","-51.8615016974","7.8157323388","-59.6772340363","-62.1819498975","2.5047158612","7.7848357065","-0.7135186661","0.7444152984","-8.5143639541","9.2587792525","0.1363215556","2.4325453134","5.2156192226","0.0003496149","0.0000000000"
"11","54","-38.4873179917","0.0223912282","0.6741569087","1.3876558228","-6.5747792312","-31.2862610460","24.7114818148","-51.8538477889","7.8163825662","-59.6702303551","-62.1568098148","2.4865794597","7.7846975678","-0.7126435997","0.7443285981","-8.5146386893","9.2589672874","0.1363354472","2.4325705712","5.2153782664","0.0004132830","0.0000000000"
"12","1177","-39.0167906356","0.0131865403","0.6873434491","1.7033072585","-6.2591277955","-30.8748283462","24.6157005507","-51.4424150891","7.7007687228","-59.1431838119","-61.6088218056","2.4656379938","8.5501744337","-1.9881760111","1.1387703002","-8.9883917334","10.1271620336","0.1906429609","2.7381240735","5.6206616388","0.0007457605","0.0000000000"
"13","182","-39.0552081927","0.0126895533","0.7000330024","1.7262103437","-6.2362247103","-30.8558935191","24.6196688088","-51.4234802620","7.6507564392","-59.0742367012","-61.5598343351","2.4855976339","8.5503855419","-2.0348117382","1.1351826355","-8.9729686692","10.1081513047","0.1883745978","2.7382468513","5.6229255959","0.0008384969","0.0000000000"
