" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","287.1178148844"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","21251","-1192.7969338313","0.0148711912","0.0148711912","0.0000000000","539.9314156570","351.9037681073","188.0276475498","225.8155189443","301.8977429468","-76.0822240024","-82.1574235911","6.0751995887","144.3382320256","178.9625966594","-21.4030857383","-169.5398897661","148.1368040277","4.3549117787","10.0933337906","129.8899864564","0.0000000000","0.0000000000"
"2","5076","-1192.9029528581","0.0133752614","0.0282464526","0.0632045081","539.9946201652","351.5641347687","188.4304853965","225.4758856057","302.3849541625","-76.8867743593","-83.0046023103","6.1178279510","144.0445672724","179.1262393602","-20.7858524700","-170.3875474167","149.6016949467","4.4271579269","10.2198133342","129.3975960113","0.0000000000","0.0000000000"
"3","17221","-1192.9134166826","0.0132360347","0.0414824873","0.0694426419","540.0008582990","351.8126833458","188.1881749532","225.7244341829","302.1141503251","-76.3897161422","-82.5108630468","6.1211469046","144.1722742099","178.9673537928","-21.0254776777","-169.9085676608","148.8830899831","4.3897989386","10.1449199787","129.6375552926","0.0000000000","0.0000000000"
"4","6883","-1192.9513888220","0.0127428569","0.0542253442","0.0920801860","540.0234958431","351.7775681584","188.2459276847","225.6893189954","301.8460140604","-76.1566950650","-82.2479876316","6.0912925666","144.1782098310","178.8430825657","-21.1752783363","-169.9942693287","148.8189909924","4.3867157047","10.1706906414","129.6208034849","0.0000000000","0.0000000000"
"5","19436","-1192.9523448254","0.0127306805","0.0669560247","0.0926501189","540.0240657759","351.7238774056","188.3001883703","225.6356282426","301.9322470795","-76.2966188368","-82.4257761349","6.1291572981","144.2067837118","178.7971237499","-21.0716603823","-169.9915776421","148.9199172597","4.3989744079","10.2183245057","129.5894847982","0.0000000000","0.0000000000"
"6","17166","-1193.0716789128","0.0112986221","0.0782546468","0.1637925593","540.0952082163","351.5582723142","188.5369359021","225.4700231513","302.2223774690","-76.7385373458","-82.8728951443","6.1343577985","144.0831028299","178.9756459372","-20.8363712981","-170.4647917066","149.6284204085","4.4347993472","10.3071512172","129.3411522655","0.0000000000","0.0000000000"
"7","18985","-1193.3385290778","0.0086523470","0.0869069938","0.3228784699","540.2542941269","351.7436652259","188.5106289011","225.6554160629","302.7206756261","-77.0652595632","-83.2234692059","6.1582096427","144.1109853693","179.2561332530","-20.6464429962","-170.3605107070","149.7140677108","4.4424983837","10.2663084447","129.4021785409","0.0000000000","0.0000000000"
"8","11721","-1193.5059803473","0.0073183094","0.0942253033","0.4227065427","540.3541221997","352.6588913704","187.6952308294","226.5706422074","304.5171070583","-77.9464648509","-84.0504741618","6.1040093110","144.4604938823","181.5712562573","-21.5146430813","-169.3609248552","147.8462817739","4.3347407464","9.9128002281","130.2129529077","0.0000000000","0.0000000000"
"9","16555","-1193.5624759939","0.0069163191","0.1011416223","0.4563870966","540.3878027537","352.4843327212","187.9034700325","226.3960835583","302.7822144184","-76.3861308601","-82.4457816750","6.0596508149","144.0158940925","180.1600135837","-21.3936932577","-169.5103371690","148.1166439113","4.3666415765","10.2253942527","129.4238582632","0.0000000000","0.0000000000"
"10","17577","-1193.5893357526","0.0067330211","0.1078746434","0.4723998623","540.4038155194","352.4613663217","187.9424491977","226.3731171587","302.6704147526","-76.2972975939","-82.3863617790","6.0890641851","144.1157837179","179.9355733503","-21.3809423156","-169.4746178341","148.0936755186","4.3712158854","10.2489922680","129.4955755646","0.0000000000","0.0000000000"
"11","9258","-1193.5893482428","0.0067329370","0.1146075804","0.4724073085","540.4038229656","352.5549227397","187.8489002259","226.4666735767","304.7832489142","-78.3165753375","-84.4377969652","6.1212216278","144.3001887645","181.6171234633","-21.1340633136","-169.7285006110","148.5944372974","4.3695462477","9.9585546859","129.9720878309","0.0000000000","0.0000000000"
"12","14166","-1193.6013314242","0.0066527365","0.1212603169","0.4795512251","540.4109668822","352.2874096700","188.1235572122","226.1991605071","302.7572500536","-76.5580895465","-82.6369781429","6.0788885964","143.8586973172","180.0634950497","-21.1649423133","-169.9690885175","148.8041462042","4.3994882455","10.3070038259","129.1522052458","0.0000000000","0.0000000000"
"13","24267","-1193.6064735801","0.0066186149","0.1278789318","0.4826167827","540.4140324398","352.3548647877","188.0591676521","226.2666156247","303.4676193289","-77.2010037042","-83.3141022911","6.1130985869","143.8736713855","180.5972002578","-21.0032523144","-169.8706881282","148.8674358138","4.4029406083","10.2799278159","129.1908029613","0.0000000000","0.0000000000"
"14","19276","-1193.6100826757","0.0065947707","0.1344737025","0.4847683881","540.4161840452","352.3126895801","188.1034944651","226.2244404171","302.5996817999","-76.3752413828","-82.4993496451","6.1241082623","143.9034877665","179.6802612066","-20.9840671731","-169.8370606588","148.8529934856","4.4075545924","10.2935910611","129.2023421131","0.0000000000","0.0000000000"
"15","9838","-1193.6413967963","0.0063914611","0.1408651636","0.5034366749","540.4348523319","352.1318882694","188.3029640626","226.0436391064","303.7647667149","-77.7211276085","-83.8275777602","6.1064501517","143.7475681188","180.7794747312","-20.7622761350","-170.3519845893","149.5897084543","4.4405931658","10.3575345723","128.9494403807","0.0000000000","0.0000000000"
"16","4674","-1193.6447710204","0.0063699312","0.1472350948","0.5054482588","540.4368639159","352.3464426606","188.0904212553","226.2581934977","305.0479942159","-78.7898007182","-84.9177416806","6.1279409624","144.1710242377","181.7738566954","-20.8968867172","-170.2048644204","149.3079777032","4.4067379448","10.0333405721","129.7309457208","0.0000000000","0.0000000000"
"17","16644","-1193.6558402375","0.0062998099","0.1535349047","0.5120473047","540.4434629618","352.5021830912","187.9412798706","226.4139339283","302.3684188545","-75.9544849262","-82.0454959988","6.0910110725","144.0707842901","179.6604156171","-21.3627810527","-169.4660194327","148.1032383800","4.3721193543","10.2390276815","129.4596372542","0.0000000000","0.0000000000"
"18","23804","-1193.6593156233","0.0062779536","0.1598128583","0.5141191975","540.4455348545","352.2632946005","188.1822402540","226.1750454376","302.7137822817","-76.5387368441","-82.6705166885","6.1317798444","143.8890076597","179.8714270640","-21.0466524420","-169.9424453111","148.8957928691","4.4123205929","10.3568553473","129.1198317194","0.0000000000","0.0000000000"
"19","12844","-1193.6807647559","0.0061447308","0.1659575892","0.5269063538","540.4583220109","351.6948353787","188.7634866322","225.6065862157","303.3462117633","-77.7396255476","-83.9050674152","6.1654418677","144.0168077036","179.7373658134","-20.4079617537","-170.8484347383","150.4404729845","4.4824468369","10.3449550233","129.1894058435","0.0000000000","0.0000000000"
"20","4924","-1193.6871627136","0.0061055426","0.1720631318","0.5307205726","540.4621362297","352.1170772542","188.3450589755","226.0288280912","302.8211720780","-76.7923439868","-82.9154059864","6.1230619995","143.7779486974","179.7881558817","-20.7449325010","-170.3100311537","149.5650986527","4.4442980206","10.3667751327","128.9668755440","0.0000000000","0.0000000000"
"21","21704","-1193.7143964108","0.0059415098","0.1780046416","0.5469562663","540.4783719233","352.0615383115","188.4168336118","225.9732891486","303.0296574257","-77.0563682771","-83.1772300972","6.1208618201","143.7645689888","180.0781299066","-20.8130414697","-170.4112155883","149.5981741186","4.4478518363","10.4447490683","128.8719680841","0.0000000000","0.0000000000"
"22","16631","-1193.7367066083","0.0058104213","0.1838150629","0.5602567568","540.4916724138","352.5264024649","187.9652699489","226.4381533020","304.4353076914","-77.9971543895","-84.1494434855","6.1522890960","144.3303162263","181.2898760981","-21.1848846329","-169.8366535831","148.6517689502","4.3793975122","10.0502178283","129.9007008858","0.0000000000","0.0000000000"
"23","12348","-1193.7493916377","0.0057371815","0.1895522444","0.5678190884","540.4992347455","352.3314183042","188.1678164413","226.2431691412","303.8114782137","-77.5683090724","-83.6070841429","6.0387750705","144.6074397448","180.8319250707","-21.6278866018","-169.6616605326","148.0337739308","4.3431059715","9.9975382355","130.2667955378","0.0000000000","0.0000000000"
"24","19315","-1193.7742241128","0.0055964674","0.1951487118","0.5826232648","540.5140389219","352.8848704804","187.6291684415","226.7966213174","305.4948697373","-78.6982484198","-84.7980997846","6.0998513648","146.5376446215","177.3074332552","-18.3502081394","-167.1974980115","148.8472898721","4.5116947097","10.3484120599","131.6775378519","0.0000000000","0.0000000000"
"25","13973","-1193.7824969812","0.0055503596","0.2006990714","0.5875552341","540.5189708911","352.4102625868","188.1087083043","226.3220134239","302.8268778271","-76.5048644032","-82.6500812820","6.1452168788","143.9501513472","179.8750265891","-20.9983001093","-169.8403836527","148.8420835434","4.4076592903","10.3050882679","129.2374037890","0.0000000000","0.0000000000"
"26","9779","-1193.7847303656","0.0055379773","0.2062370487","0.5888866929","540.5203023499","352.1670368596","188.3532654903","226.0787876966","303.4159361511","-77.3371484545","-83.4756332355","6.1384847810","143.8275676891","180.3453972853","-20.7570288233","-170.3178977188","149.5608688955","4.4452072787","10.3822691939","129.0000912165","0.0000000000","0.0000000000"
"27","9620","-1193.7910215952","0.0055032460","0.2117402947","0.5926372845","540.5240529415","352.6067495248","187.9173034167","226.5185003618","304.4525063707","-77.9340060089","-84.0404670482","6.1064610393","144.2986223049","181.4375174430","-21.2836333772","-169.8217015603","148.5380681832","4.3674139419","9.9955754055","129.9356329576","0.0000000000","0.0000000000"
"28","9406","-1193.8172278322","0.0053609000","0.2171011947","0.6082604454","540.5396761025","352.3187205397","188.2209555628","226.2304713768","302.7046987098","-76.4742273330","-82.6063344428","6.1321071098","143.9497396363","179.7812989710","-21.0263398976","-169.9236764716","148.8973365740","4.4179559698","10.3715103902","129.1602732764","0.0000000000","0.0000000000"
"29","9238","-1193.8178279677","0.0053576836","0.2224588783","0.6086182233","540.5400338804","352.3726705199","188.1673633605","226.2844213570","302.9346493505","-76.6502279936","-82.7532508965","6.1030229029","143.9634911512","180.1168234641","-21.1456652647","-169.9351650264","148.7894997616","4.4049253197","10.3344741823","129.2240916492","0.0000000000","0.0000000000"
"30","23637","-1193.8208587039","0.0053414705","0.2278003488","0.6104250329","540.5418406900","352.5515060592","187.9903346307","226.4632568963","303.9020265465","-77.4387696502","-83.5559676759","6.1171980257","143.6938952087","181.2933980083","-21.0852666705","-169.7811678596","148.6959011892","4.3955368700","10.2467635040","129.0515948347","0.0000000000","0.0000000000"
"31","21253","-1193.8257242723","0.0053155443","0.2331158932","0.6133256995","540.5447413566","352.4745850722","188.0701562844","226.3863359092","304.3569506903","-77.9706147811","-84.0839731477","6.1133583666","144.7821915307","180.7235143152","-21.1487551556","-169.3736697055","148.2249145499","4.3781868159","10.1832919970","130.2207127178","0.0000000000","0.0000000000"
