" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.1224593979"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","1428","-142.6565431808","0.0523091070","0.0523091070","0.0000000000","58.1461080752","20.9620843927","37.1840236825","-3.1824739577","47.6739032164","-50.8491238169","-53.4286818517","2.5795580348","2.5866964478","44.3569662583","0.7302405104","-6.9012387763","7.6314792867","0.1449475584","0.4014528169","2.0402960725","0.0000000000","0.0000000000"
"2","1882","-143.0616684484","0.0348845912","0.0871936981","0.2415202632","58.3876283384","21.0995890256","37.2880393128","-3.0449693248","48.2923308675","-51.3373001922","-53.8762461781","2.5389459859","2.6847431054","44.7681418363","0.8394459258","-7.4282273242","8.2676732500","0.1646428063","0.4398211381","2.0802791610","0.0000000000","0.0000000000"
"3","2851","-143.1171237794","0.0330027168","0.1201964149","0.2745806207","58.4206886959","21.1326464723","37.2880422236","-3.0119118781","48.2922315764","-51.3041434545","-53.8548437149","2.5507002604","2.6848336416","44.7680510828","0.8393468520","-7.4281285600","8.2674754121","0.1646539939","0.4398768416","2.0803028061","0.0000000000","0.0000000000"
"4","1252","-143.5067773637","0.0223524582","0.1425488731","0.5068772553","58.6529853305","21.3692625071","37.2837228234","-2.7752958433","48.4811803295","-51.2564761727","-53.8243007819","2.5678246092","2.8873625409","44.8084974775","0.7853203111","-7.5061798591","8.2915001702","0.1671982100","0.5253864511","2.1947778798","0.0000000000","0.0000000000"
"5","1893","-143.5214238729","0.0220274586","0.1645763317","0.5156089466","58.6617170218","21.3782083324","37.2835086894","-2.7663500180","48.4811929559","-51.2475429739","-53.7792754214","2.5317324475","2.8871044010","44.8085496699","0.7855388851","-7.5063385543","8.2918774394","0.1671563298","0.5251938159","2.1947542553","0.0000000000","0.0000000000"
"6","2214","-143.7399062794","0.0177042971","0.1822806289","0.6458598407","58.7919679159","21.4968558996","37.2951120163","-2.6477024507","48.3007433948","-50.9484458455","-53.5203166694","2.5718708239","3.0905772868","44.3442665891","0.8658995188","-7.5212389545","8.3871384734","0.1798981957","0.6406170750","2.2700620161","0.0000000000","0.0000000000"
"7","1863","-143.7580788680","0.0173854700","0.1996660988","0.6566936463","58.8028017215","21.5079542539","37.2948474675","-2.6366040964","48.3007511139","-50.9373552103","-53.5020866399","2.5647314296","3.0904561597","44.3443070335","0.8659879207","-7.5212182866","8.3872062073","0.1798638763","0.6405017578","2.2700905256","0.0000000000","0.0000000000"
"8","1544","-143.7883955277","0.0168663099","0.2165324088","0.6747672848","58.8208753600","21.5370044051","37.2838709549","-2.6075539452","48.4947291855","-51.1022831308","-53.6357709128","2.5334877820","3.1294171544","44.5116476469","0.8536643842","-7.5662162921","8.4198806763","0.1838678048","0.6641077677","2.2814415820","0.0000000000","0.0000000000"
"9","2859","-143.7922801183","0.0168009183","0.2333333271","0.6770831298","58.8231912050","21.5384159596","37.2847752454","-2.6061423908","48.5540968807","-51.1602392714","-53.7296323729","2.5693931015","3.1263712676","44.5852461589","0.8424794541","-7.5925263324","8.4350057866","0.1850924756","0.6603782304","2.2809005615","0.0000000000","0.0000000000"
"10","2299","-143.8113033374","0.0164843316","0.2498176587","0.6884240489","58.8345321241","21.5495729196","37.2849592046","-2.5949854308","48.5540377257","-51.1490231565","-53.6859129651","2.5368898086","3.1266268115","44.5851666674","0.8422442468","-7.5922951978","8.4345394446","0.1850994324","0.6604317066","2.2810956725","0.0000000000","0.0000000000"
"11","2078","-143.8382157505","0.0160466149","0.2658642736","0.7044682052","58.8505762804","21.5670485116","37.2835277688","-2.5775098387","48.4947306198","-51.0722404585","-53.6440406983","2.5718002399","3.1292389836","44.5116691798","0.8538224564","-7.5662835476","8.4201060040","0.1838319277","0.6640630134","2.2813440424","0.0000000000","0.0000000000"
"12","2121","-143.8484971512","0.0158824784","0.2817467520","0.7105975849","58.8567056601","21.5718352752","37.2848703848","-2.5727230751","48.7590655662","-51.3317886413","-53.9028267277","2.5710380864","3.1253079854","44.7943215677","0.8394360131","-7.5842099611","8.4236459742","0.1839733925","0.6624402995","2.2788942935","0.0000000000","0.0000000000"
"13","1561","-143.9334779072","0.0145885323","0.2963352842","0.7612598768","58.9073679520","21.6218110279","37.2855569241","-2.5227473224","48.7591267427","-51.2818740652","-53.8476195409","2.5657454757","3.1253791925","44.7943939368","0.8393536134","-7.5842470430","8.4236006564","0.1840195422","0.6625761669","2.2787834834","0.0000000000","0.0000000000"
"14","504","-144.0454235941","0.0130435019","0.3093787861","0.8279976341","58.9741057093","21.5032243075","37.4708814017","-2.6413340428","49.1110461946","-51.7523802374","-54.2703457477","2.5179655104","2.9683772033","45.3516957851","0.7909732061","-8.2455877445","9.0365609506","0.1912361594","0.6337891616","2.1433518823","0.0000000000","0.0000000000"
"15","2841","-144.1105334922","0.0122212981","0.3216000842","0.8668136769","59.0129217521","21.6138877788","37.3990339733","-2.5306705716","48.9270983323","-51.4577689039","-53.9841407521","2.5263718483","3.1887190750","44.7642865370","0.9740927203","-8.0487216038","9.0228143240","0.1995675120","0.6789242773","2.3102272857","0.0000000000","0.0000000000"
"16","197","-144.1201612071","0.0121041995","0.3337042837","0.8725533540","59.0186614292","21.5479183685","37.4707430607","-2.5966399818","49.1112489032","-51.7078888851","-54.2361884787","2.5282995936","2.9683149460","45.3518703359","0.7910636213","-8.2456747403","9.0367383616","0.1912090732","0.6338241240","2.1432817488","0.0000000000","0.0000000000"
"17","568","-144.1367677755","0.0119048501","0.3456091338","0.8824535580","59.0285616331","21.6296192173","37.3989424158","-2.5149391331","48.9586526879","-51.4735918210","-53.9730301323","2.4994383113","3.1884252480","44.7964503829","0.9737770570","-8.0494217647","9.0231988217","0.1996254323","0.6787448670","2.3100549487","0.0000000000","0.0000000000"
"18","2220","-144.2010100371","0.0111641040","0.3567732378","0.9207523489","59.0668604241","21.6830813584","37.3837790656","-2.4614769919","49.5014362771","-51.9629132690","-54.4668186725","2.5039054035","3.2233124229","45.3407648797","0.9373589745","-8.1432372422","9.0805962167","0.2064065103","0.6949629185","2.3219429940","0.0000000000","0.0000000000"
"19","2538","-144.2174975216","0.0109815451","0.3677547829","0.9305815596","59.0766896348","21.6778242197","37.3988654151","-2.4667341307","48.9585060624","-51.4252401931","-53.9528868094","2.5276466163","3.1884963124","44.7964172138","0.9735925362","-8.0494098185","9.0230023548","0.1995965194","0.6787590004","2.3101407927","0.0000000000","0.0000000000"
