" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.8972861554"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","61","-1128.8487310740","0.7474809809","0.7474809809","0.0000000000","494.7854590073","312.4544042875","182.3310547198","186.3661551246","258.6167770347","-72.2482635001","-78.2618504807","6.0135869805","146.0994098049","135.5254127345","-23.0080455047","-181.9701029397","158.9620574350","5.2320808814","15.9672861650","124.8928218110","0.0072209476","0.0000000000"
"2","49","-1131.2089552593","0.0705615004","0.8180424813","1.4070758164","496.1925348237","314.6878191208","181.5047157029","188.5995699578","266.9556281594","-78.3560582016","-84.3712095195","6.0151513179","148.7476075211","142.5558574843","-24.3478368460","-179.2858340106","154.9379971646","4.8467717670","14.0925105230","129.7883898988","0.0199353323","0.0000000000"
"3","166","-1131.9447346767","0.0338082636","0.8518507450","1.8457194973","496.6311785046","315.1378662111","181.4933122935","189.0496170481","272.8816599340","-83.8320428859","-89.8489011286","6.0168582427","147.7048416574","150.8580951831","-25.6812769065","-179.1658220062","153.4845450997","4.8337756290","14.3966536943","128.4716321988","0.0027801353","0.0000000000"
"4","767","-1132.5178015594","0.0190608859","0.8709116309","2.1873601587","496.9728191660","313.4355050308","183.5373141352","187.3472558678","264.9831386521","-77.6358827843","-83.6449687524","6.0090859681","150.1411298255","138.0773476581","-23.2353388315","-182.1679515229","158.9326126914","5.0131746906","14.4750753355","130.5804767200","0.0724030794","0.0000000000"
"5","669","-1132.7963855147","0.0144263215","0.8853379524","2.3534413084","497.1389003157","315.5026196527","181.6362806630","189.4143704898","270.9707947286","-81.5564242388","-87.5593423431","6.0029181043","147.1278991482","147.7191628494","-23.8762672690","-179.0641398051","155.1878725361","4.9310895743","14.5811097402","127.6154985143","0.0002013195","0.0000000000"
"6","405","-1133.0224235053","0.0115077006","0.8968456530","2.4881965542","497.2736555615","314.3061740751","182.9674814864","188.2179249121","268.4018762164","-80.1839513043","-86.1675726900","5.9836213857","148.5139164374","144.3222871723","-24.4343273933","-183.8499805183","159.4156531250","5.1014518619","14.9954108530","128.3958982841","0.0211554384","0.0000000000"
"7","917","-1133.1686940630","0.0099417779","0.9067874309","2.5753974928","497.3608565001","313.2061033558","184.1547531443","187.1178541929","266.7985029739","-79.6806487810","-85.6602833133","5.9796345322","148.0691745238","143.7675695335","-25.0382410834","-183.2799589962","158.2417179129","4.9938841022","14.7294371935","128.2835473537","0.0623058743","0.0000000000"
"8","448","-1133.3092940395","0.0086377825","0.9154252134","2.6592178468","497.4446768541","314.4871885630","182.9574882912","188.3989394000","267.5966353033","-79.1976959033","-85.1725966888","5.9749007855","151.0140602741","140.0288148722","-23.4462398430","-181.7603568982","158.3141170552","5.1069886630","14.8511125474","131.0422383751","0.0137206886","0.0000000000"
"9","625","-1133.3432428771","0.0083494616","0.9237746750","2.6794568515","497.4649158588","314.0468929638","183.4180228950","187.9586438008","266.3311046823","-78.3724608814","-84.3527011550","5.9802402735","147.7180234926","144.3310732597","-25.7179920700","-184.2925485464","158.5745564763","5.0453269544","15.2809388938","127.3867518025","0.0050058418","0.0000000000"
"10","690","-1133.4880153385","0.0072241140","0.9309987890","2.7657646822","497.5512236895","315.0107500403","182.5404736491","188.9225008774","267.7707241838","-78.8482233064","-84.8428023891","5.9945790827","148.6575161902","142.4659009807","-23.3526929871","-179.3892971781","156.0366041909","4.8431502711","13.8880089123","129.9005861012","0.0257709056","0.0000000000"
"11","769","-1133.8784330643","0.0048890933","0.9358878824","2.9985168689","497.7839758762","315.0109046024","182.7730712738","188.9226554394","267.9787626066","-79.0561071672","-85.0067127480","5.9506055807","148.9729003757","144.0440784486","-25.0382162177","-181.9137002745","156.8754840568","4.9238951746","15.3703073905","128.6340887879","0.0446090228","0.0000000000"
"12","890","-1133.8846578923","0.0048587541","0.9407466364","3.0022278744","497.7876868817","315.8582798138","181.9294070679","189.7700306508","273.3285322372","-83.5585015864","-89.6218084915","6.0633069052","146.5913957943","149.1468898599","-22.4097534170","-177.4733698241","155.0636164072","5.0000475034","15.0280340638","126.5625933608","0.0007208662","0.0000000000"
"13","3","-1134.0031541217","0.0043158134","0.9450624498","3.0728708157","497.8583298230","314.6873715571","183.1709582659","188.5991223942","268.5764799331","-79.9773575390","-85.9600368707","5.9826793318","151.3886259519","141.7926729195","-24.6048189383","-182.1701692805","157.5653503422","5.0022271229","14.6462788589","131.7293471124","0.0107728578","0.0000000000"
"14","603","-1134.0098295934","0.0042870993","0.9493495491","3.0768504779","497.8623094852","314.8784051965","182.9839042887","188.7901560335","268.8045148448","-80.0143588113","-86.0491610919","6.0348022806","150.3160303169","142.3834820479","-23.8949975199","-183.1136363418","159.2186388218","5.0797142943","14.9342676422","130.2961391899","0.0059091905","0.0000000000"
"15","259","-1134.0564491940","0.0040918236","0.9534413727","3.1046433092","497.8901023165","316.8170849011","181.0730174154","190.7288357381","270.7206217408","-79.9917860027","-86.0467772411","6.0549912384","150.0364381253","145.2848966649","-24.6007130493","-182.1227870802","157.5220740309","4.9876415075","15.0438192985","130.0033218671","0.0016554521","0.0000000000"
"16","682","-1134.0728303159","0.0040253410","0.9574667137","3.1144091105","497.8998681178","313.5695889842","184.3302791336","187.4813398212","264.4434003293","-76.9620605081","-82.9356672022","5.9736066941","151.4997023196","136.7299040886","-23.7862060789","-183.2004259613","159.4142198824","5.0588018410","14.6478474944","131.7383015933","0.0547513910","0.0000000000"
"17","453","-1134.3968514649","0.0029112673","0.9603779809","3.3075781856","498.0930371928","314.1267946506","183.9662425422","188.0385454876","268.7559419744","-80.7173964868","-86.7258191325","6.0084226457","150.3829708399","143.2640702970","-24.8910991625","-184.0648302958","159.1737311333","5.0662508634","14.0104400102","131.2908056932","0.0154742731","0.0000000000"
"18","238","-1134.4914524604","0.0026484842","0.9630264651","3.3639756980","498.1494347053","315.0119845709","183.1374501344","188.9237354079","273.0457689832","-84.1220335753","-90.1632518382","6.0412182629","140.1882824509","156.1227401036","-23.2652535713","-177.6185205694","154.3532669981","5.3354057364","17.6889644094","117.1526112759","0.0113010292","0.0000000000"
"19","105","-1134.5175993150","0.0025801322","0.9656065973","3.3795634575","498.1650224647","314.3479541871","183.8170682776","188.2597050242","258.5288572111","-70.2691521869","-76.1666990021","5.8975468152","148.1398688944","136.3419869381","-25.9529986214","-188.5279355086","162.5749368872","5.2859130815","17.2237648077","125.6213198070","0.0088711982","0.0000000000"
"20","817","-1134.6068137364","0.0023599164","0.9679665137","3.4327496995","498.2182087068","317.7337380366","180.4844706702","191.6454888736","277.5993468626","-85.9538579889","-92.0094036955","6.0555457066","148.7227031707","153.9360066296","-25.0593629377","-177.7577133560","152.6983504183","4.6516283180","13.9544258268","130.1122127976","0.0044362284","0.0000000000"
"21","681","-1134.6636419551","0.0022295460","0.9701960597","3.4666285203","498.2520875276","315.1245076966","183.1275798309","189.0362585337","267.9877215112","-78.9514629776","-85.0006759869","6.0492130093","151.8350248414","139.9652173568","-23.8125206869","-180.7900751295","156.9775544425","4.9085554424","13.9318376854","132.9401199216","0.0545117920","0.0000000000"
