" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.1224593979"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","2386","-142.6573200969","0.0521070169","0.0521070169","0.0000000000","58.1465712430","20.9625489120","37.1840223310","-3.1820094384","47.6738909112","-50.8495577871","-53.4291158219","2.5795580348","2.5866880599","44.3569550655","0.7302477859","-6.9012397174","7.6314875033","0.1449604074","0.4014330495","2.0402946029","0.0000000000","0.0000000000"
"2","2178","-143.0566983322","0.0349501019","0.0870571188","0.2380941014","58.3846653444","21.0962546843","37.2884106601","-3.0483036661","48.2921031855","-51.3404068516","-53.8810698505","2.5406629990","2.6849614721","44.7678977005","0.8392440129","-7.4280477381","8.2672917510","0.1646807163","0.4399705023","2.0803102534","0.0000000000","0.0000000000"
"3","1784","-143.1182247323","0.0328645637","0.1199216825","0.2747737991","58.4213450421","21.1331878927","37.2881571493","-3.0113704576","48.2923338747","-51.3037043324","-53.8544045928","2.5507002604","2.6847688531","44.7681801454","0.8393848763","-7.4281624668","8.2675473430","0.1646851950","0.4398989896","2.0801846684","0.0000000000","0.0000000000"
"4","2540","-143.5061016334","0.0222984704","0.1422201529","0.5060112428","58.6525824858","21.3691184174","37.2834640685","-2.7754399330","48.4812465067","-51.2566864397","-53.8245110488","2.5678246092","2.8870358280","44.8085552091","0.7856554695","-7.5064631789","8.2921186485","0.1671256180","0.5252596078","2.1946506023","0.0000000000","0.0000000000"
"5","34","-143.5233739149","0.0219166321","0.1641367850","0.5163083196","58.6628795626","21.3799519248","37.2829276377","-2.7646064255","48.4812325128","-51.2458389383","-53.7775713858","2.5317324475","2.8868941451","44.8086309538","0.7857074138","-7.5064516838","8.2921590976","0.1671071422","0.5250674121","2.1947195909","0.0000000000","0.0000000000"
"6","2534","-143.7388953607","0.0176674570","0.1818042419","0.6447940016","58.7913652446","21.4964559356","37.2949093090","-2.6481024148","48.3007652920","-50.9488677068","-53.5207385307","2.5718708239","3.0904670624","44.3443093179","0.8659889117","-7.5213091704","8.3872980821","0.1798760277","0.6405407525","2.2700502821","0.0000000000","0.0000000000"
"7","1275","-143.7449880969","0.0175601411","0.1993643830","0.6484262590","58.7949975020","21.4999092385","37.2950882635","-2.6446491119","48.3007672779","-50.9454163897","-53.5101478193","2.5647314296","3.0904346899","44.3442926220","0.8660399660","-7.5213890109","8.3874289769","0.1799120477","0.6405542202","2.2699684220","0.0000000000","0.0000000000"
"8","2217","-143.7852217352","0.0168676567","0.2162320397","0.6724120227","58.8189832657","21.5344413142","37.2845419515","-2.6101170361","48.5540875977","-51.1642046338","-53.7314564719","2.5672518381","3.1263891319","44.5852073550","0.8424911108","-7.5926722148","8.4351633256","0.1850592237","0.6603767877","2.2809531205","0.0000000000","0.0000000000"
"9","2588","-143.7857567530","0.0168586346","0.2330906743","0.6727309799","58.8193022229","21.5357195442","37.2835826787","-2.6088388061","48.4947276170","-51.1035664231","-53.6362524962","2.5326860731","3.1292626440","44.5116812489","0.8537837241","-7.5662939028","8.4200776269","0.1838269291","0.6640447229","2.2813909920","0.0000000000","0.0000000000"
"10","2597","-143.7987696130","0.0166406768","0.2497313510","0.6804887517","58.8270599947","21.5426888141","37.2843711806","-2.6018695362","48.5540851828","-51.1559547190","-53.6928445276","2.5368898086","3.1264969534","44.5851856931","0.8424025363","-7.5923549775","8.4347575138","0.1850454529","0.6602614620","2.2811900385","0.0000000000","0.0000000000"
"11","2364","-143.8391546528","0.0159820316","0.2657133826","0.7045647752","58.8511360182","21.5673804511","37.2837555671","-2.5771778993","48.4947522300","-51.0719301293","-53.6437303691","2.5718002399","3.1292812063","44.5116794828","0.8537915409","-7.5662927531","8.4200842940","0.1838601713","0.6641255768","2.2812954582","0.0000000000","0.0000000000"
"12","1788","-143.8535200124","0.0157540851","0.2814674678","0.7131288557","58.8597000987","21.5747064666","37.2849936321","-2.5698518838","48.7591131097","-51.3289649935","-53.9022573763","2.5732923829","3.1253617328","44.7943547216","0.8393966552","-7.5842181878","8.4236148430","0.1839862385","0.6624376050","2.2789378893","0.0000000000","0.0000000000"
"13","2926","-143.9328158531","0.0145530976","0.2960205654","0.7604020175","58.9069732605","21.6218243052","37.2851489553","-2.5227340451","48.7591477109","-51.2818817560","-53.8476272318","2.5657454757","3.1253165765","44.7943943481","0.8394367863","-7.5842819034","8.4237186897","0.1839842879","0.6625435363","2.2787887523","0.0000000000","0.0000000000"
"14","2537","-144.0366871318","0.0131173081","0.3091378735","0.8223261200","58.9688973630","21.4982271418","37.4706702212","-2.6463312085","49.1111178721","-51.7574490806","-54.2754145910","2.5179655104","2.9684899662","45.3517403380","0.7908875680","-8.2455285395","9.0364161075","0.1912202522","0.6339349391","2.1433347749","0.0000000000","0.0000000000"
"15","583","-144.1102210674","0.0121873515","0.3213252249","0.8661642533","59.0127354963","21.6136473253","37.3990881710","-2.5309110250","48.9271950641","-51.4581060891","-53.9844779373","2.5263718483","3.1885860043","44.7643598715","0.9742491883","-8.0488555168","9.0231047051","0.1995273038","0.6789220601","2.3101366404","0.0000000000","0.0000000000"
"16","197","-144.1201611859","0.0120668079","0.3333920328","0.8720901736","59.0186614166","21.5479183559","37.4707430607","-2.5966399945","49.1112489032","-51.7078888977","-54.2361884913","2.5282995936","2.9683149460","45.3518703359","0.7910636213","-8.2456747403","9.0367383616","0.1912090732","0.6338241240","2.1432817488","0.0000000000","0.0000000000"
"17","567","-144.1304806620","0.0119429250","0.3453349579","0.8782422524","59.0248134954","21.6258955212","37.3989179742","-2.5186628292","48.9586326348","-51.4772954640","-53.9780733298","2.5007778658","3.1883417617","44.7964515997","0.9738392735","-8.0495227024","9.0233619759","0.1996001776","0.6787465186","2.3099950654","0.0000000000","0.0000000000"
"18","1257","-144.2010728263","0.0111289174","0.3564638753","0.9203266136","59.0668978566","21.6835715424","37.3833263143","-2.4609868080","49.5012195478","-51.9608437170","-54.4647491205","2.5039054035","3.2234994465","45.3405143939","0.9372057074","-8.1430152948","9.0802210022","0.2063550303","0.6949028899","2.3222415263","0.0000000000","0.0000000000"
"19","1507","-144.2173910737","0.0109487867","0.3674126619","0.9300549316","59.0766261746","21.6777840338","37.3988421408","-2.4667743165","48.9585360575","-51.4253103740","-53.9516174358","2.5263070618","3.1885400596","44.7963629092","0.9736330886","-8.0493583226","9.0229914112","0.1996303412","0.6788265087","2.3100832097","0.0000000000","0.0000000000"
"20","141","-144.2192669533","0.0109282673","0.3783409292","0.9311732596","59.0777445026","21.6786820868","37.3990624158","-2.4658762636","48.9271386088","-51.3930148724","-53.9283908115","2.5353759391","3.1885670352","44.7642750201","0.9742965535","-8.0490062613","9.0233028148","0.1995400166","0.6789122185","2.3101148001","0.0000000000","0.0000000000"
"21","616","-144.2194565985","0.0109261950","0.3892671243","0.9312863188","59.0778575618","21.6782586496","37.3995989122","-2.4662997007","49.1843759915","-51.6506756922","-54.1965812306","2.5459055384","3.2172082006","45.0395954127","0.9275723781","-8.1230081657","9.0505805438","0.2048423448","0.6756025963","2.3367632596","0.0000000000","0.0000000000"
"22","1361","-144.2289446080","0.0108230174","0.4000901417","0.9369427089","59.0835139519","21.6922899535","37.3912239985","-2.4522683969","49.2401885613","-51.6924569582","-54.2148580644","2.5224011063","3.2251938362","45.0748689923","0.9401257327","-8.1319295935","9.0720553262","0.2045186324","0.6976642958","2.3230109081","0.0000000000","0.0000000000"
