" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","306.2361725008"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","24479","-1153.0176313749","0.0399401701","0.0399401701","0.0000000000","504.8188726860","307.4109928677","197.4078798183","174.1688004898","246.1962629524","-72.0274624626","-78.2403300647","6.2128676022","151.5262563687","122.8372521745","-28.1672455908","-185.2826517776","157.1154061868","4.4749419688","11.1185209960","135.9324843156","0.0003090882","0.0000000000"
"2","24465","-1153.0380999416","0.0391309620","0.0790711320","0.0122025803","504.8310752663","307.9910037862","196.8400714801","174.7488114084","246.7378133047","-71.9890018964","-78.1803845182","6.1913826218","150.3792121717","122.8819320387","-26.5233309057","-184.4388937018","157.9155627961","4.5292870435","11.4930924419","134.3555825188","0.0012501676","0.0000000000"
"3","26925","-1153.1606123140","0.0346189648","0.1136900968","0.0852397932","504.9041124793","307.7835870571","197.1205254221","174.5413946793","246.2248803545","-71.6834856753","-77.8964781069","6.2129924316","151.0451931995","122.1923963259","-27.0127091709","-184.9069004692","157.8941912983","4.4794490884","11.4954417891","135.0697575080","0.0005448140","0.0000000000"
"4","24000","-1153.5847797291","0.0226516848","0.1363417816","0.3381122600","505.1569849460","307.1122242953","198.0447606507","173.8700319175","245.8640819045","-71.9940499871","-78.2299132229","6.2358632358","151.1932963557","122.4024073884","-27.7316218395","-184.8926581555","157.1610363160","4.4598803015","11.1441374745","135.5888956696","0.0003829100","0.0000000000"
"5","24515","-1153.7239279495","0.0197092095","0.1560509911","0.4210671323","505.2399398183","307.9186858747","197.3212539436","174.6764934968","248.4097624920","-73.7332689952","-79.9020114046","6.1687424094","151.1458346833","125.4850001376","-28.2210723289","-185.2424023146","157.0213299857","4.4765723564","11.2141131000","135.4548063671","0.0003428598","0.0000000000"
"6","21906","-1153.7404584915","0.0193860836","0.1754370747","0.4309220122","505.2497946982","308.5805259461","196.6692687520","175.3383335683","249.5842024058","-74.2458688376","-80.4360881614","6.1902193238","150.0797927053","126.0167417994","-26.5123320989","-184.1720635564","157.6597314575","4.5374151740","11.5593298040","133.9820009599","0.0010467675","0.0000000000"
"7","24516","-1153.8054231045","0.0181667111","0.1936037857","0.4696514415","505.2885241275","307.9035873874","197.3849367401","174.6613950095","246.7940740059","-72.1326789963","-78.2806440204","6.1479650241","152.1817213506","123.1448962164","-28.5325435611","-185.1395088463","156.6069652852","4.4622206754","11.1107901571","136.6084585551","0.0002519630","0.0000000000"
"8","27018","-1153.8395531865","0.0175571412","0.2111609270","0.4899984972","505.3088711832","308.5783225293","196.7305486540","175.3361301514","247.2589059979","-71.9227758465","-78.1055955346","6.1828196882","150.9989896992","123.1422140036","-26.8822977050","-184.2294794080","157.3471817031","4.5123640792","11.5215616606","134.9637858434","0.0012781161","0.0000000000"
"9","23685","-1153.9253303995","0.0161139211","0.2272748481","0.5411356065","505.3600082925","308.6925086816","196.6674996109","175.4503163037","249.8204942033","-74.3701778996","-80.5883636548","6.2181857552","149.9801458135","126.4258633241","-26.5855149342","-184.3903069050","157.8047919708","4.5338296573","11.5933139235","133.8517538550","0.0012483776","0.0000000000"
"10","24126","-1154.0150414976","0.0147312703","0.2420061183","0.5946179483","505.4134906343","308.0739641020","197.3395265323","174.8317717241","249.5470855793","-74.7153138552","-80.9331179991","6.2178041439","151.2944607925","126.4214049460","-28.1687801592","-185.2090250233","157.0402448641","4.4903996504","11.2636728532","135.5400839067","0.0003043822","0.0000000000"
