" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","294.4803082432"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","16433","-1229.0366342999","0.0223988526","0.0223988526","0.0000000000","557.1469073127","360.3824001882","196.7645071245","228.9286936141","307.7163869394","-78.7876933254","-84.9034043337","6.1157110083","145.7710435477","186.9104681730","-24.9651247812","-174.3273357700","149.3622109888","4.3688853442","10.1915409836","131.2106172198","0.0000000000","0.0000000000"
"2","16594","-1229.0452286124","0.0222071748","0.0446060274","0.0051236020","557.1520309147","359.2865272986","197.8655036161","227.8328207245","297.8371358553","-70.0043151308","-75.9679889873","5.9636738565","146.1504331864","177.0369920132","-25.3502893443","-176.0409564930","150.6906671488","4.3647775672","9.7631076885","132.0225479307","0.0000000000","0.0000000000"
"3","24220","-1229.4240971166","0.0152038232","0.0598098505","0.2309905824","557.3778978952","358.5319928113","198.8459050839","227.0782862371","297.7674466325","-70.6891603954","-76.7499803176","6.0608199222","146.2133522424","175.9444262050","-24.3903318149","-176.1228875193","151.7325557044","4.4269925485","10.2764235352","131.5099361586","0.0000000000","0.0000000000"
"4","22263","-1229.5921830136","0.0128515063","0.0726613568","0.3311969960","557.4781043087","358.7185892458","198.7595150628","227.2648826717","296.2933710507","-69.0284883790","-75.0267833806","5.9982950016","146.1421276704","174.3530733228","-24.2018299426","-176.7818471257","152.5800171831","4.3917841664","10.2247026355","131.5256408685","0.0000000000","0.0000000000"
"5","24277","-1229.6671447472","0.0119233575","0.0845847143","0.3758863280","557.5227936408","361.0355754608","196.4872181799","229.5818688867","307.5527357172","-77.9708668305","-84.0718064343","6.1009396038","146.3431323976","186.3769551802","-25.1673518605","-173.7517393981","148.5843875376","4.3501618771","10.2145270894","131.7784434310","0.0000000000","0.0000000000"
"6","14621","-1229.7560002140","0.0109096075","0.0954943218","0.4288585750","557.5757658878","361.0879588719","196.4878070159","229.6342522977","309.6224725178","-79.9882202200","-86.1078172449","6.1195970248","145.4774561694","189.1642305850","-25.0192142366","-174.2215479808","149.2023337442","4.3736093443","10.2586825511","130.8451642739","0.0000000000","0.0000000000"
"7","9379","-1229.7803365396","0.0106473123","0.1061416341","0.4433669660","557.5902742787","358.0430054273","199.5472688514","226.5892988532","292.6894446464","-66.1001457932","-72.0605606964","5.9604149032","146.6174271625","170.6864934366","-24.6144759527","-178.6105034687","153.9960275160","4.3808880565","10.0920503235","132.1444887825","0.0000000000","0.0000000000"
"8","24349","-1229.7920562262","0.0105232575","0.1166648916","0.4503537970","557.5972611097","359.7110399315","197.8862211783","228.2573333573","298.5937665877","-70.3364332304","-76.3221170839","5.9856838535","145.9290397639","177.9988768097","-25.3341499859","-176.2281026960","150.8939527101","4.3793506882","9.7560298767","131.7936591990","0.0000000000","0.0000000000"
"9","19608","-1229.8275297463","0.0101565040","0.1268213956","0.4715017594","557.6184090721","359.0112065882","198.6072024840","227.5575000140","294.6548707743","-67.0973707603","-73.0762552659","5.9788845056","146.7005130189","174.3747448080","-26.4203870526","-178.1284539398","151.7080668872","4.2995083305","10.0352145982","132.3657900902","0.0000000000","0.0000000000"
"10","10874","-1229.8401752193","0.0100288789","0.1368502745","0.4790405090","557.6259478218","357.5650190275","200.0609287943","226.1113124533","292.6266763499","-66.4951813113","-72.4802387922","5.9850574809","146.3122713579","170.6345343496","-24.3201293576","-178.5931791552","154.2730497975","4.3904632904","10.2560020584","131.6658060091","0.0000000000","0.0000000000"
"11","24160","-1229.8449557947","0.0099810495","0.1468313239","0.4818905061","557.6287978188","359.0662327539","198.5625650650","227.6125261797","297.4544495175","-69.8419233377","-75.8982598538","6.0563365161","146.7875901799","175.2979676450","-24.6311083075","-175.5870569541","150.9559486466","4.4051030286","10.2981579571","132.0843291942","0.0000000000","0.0000000000"
"12","14616","-1229.8585483063","0.0098462998","0.1566776237","0.4899938441","557.6369011569","359.8512694099","197.7856317470","228.3975628357","299.8212143268","-71.4236514911","-77.3963351639","5.9726836728","145.9323614728","179.2176028025","-25.3287499486","-175.9947323958","150.6659824473","4.3811549747","9.9094532716","131.6417532265","0.0000000000","0.0000000000"
"13","14369","-1229.8655437144","0.0097776613","0.1664552850","0.4941642402","557.6410715529","359.8320842887","197.8089872642","228.3783777146","299.6962575786","-71.3178798640","-77.3084891638","5.9906092998","145.7818774133","179.3444747284","-25.4300945631","-176.0913337831","150.6612392199","4.3710375103","9.8732885572","131.5375513458","0.0000000000","0.0000000000"
"14","17205","-1229.8910553991","0.0095313716","0.1759866567","0.5093733355","557.6562806482","358.9191502844","198.7371303639","227.4654437102","301.5027074411","-74.0372637308","-80.1096073602","6.0723436294","145.9091170353","179.7047261057","-24.1111356999","-176.3879130309","152.2767773310","4.4871842144","10.4051995044","131.0167333166","0.0000000000","0.0000000000"
"15","11730","-1229.8985026057","0.0094606532","0.1854473099","0.5138130765","557.6607203893","360.9695447660","196.6911756232","229.5158381919","310.1179222870","-80.6020840951","-86.7355616870","6.1334775919","145.5545065084","189.5016214394","-24.9382056608","-174.2762687420","149.3380630811","4.3851817538","10.3385360572","130.8307886974","0.0000000000","0.0000000000"
"16","21417","-1229.8996114400","0.0094501687","0.1948974786","0.5144741214","557.6613814341","360.1925545498","197.4688268843","228.7388479756","300.2356159681","-71.4967679924","-77.5375293463","6.0407613538","146.6714655771","178.0312782097","-24.4671278187","-174.9100606377","150.4429328191","4.3861243284","9.9005451217","132.3847961270","0.0000000000","0.0000000000"
"17","19620","-1229.9124155263","0.0093299393","0.2042274179","0.5221074302","557.6690147429","359.9645167577","197.7044979852","228.5108101836","298.1447414967","-69.6339313132","-75.5792529621","5.9453216489","146.7483047701","176.9141787234","-25.5177419967","-175.4841239094","149.9663819126","4.3500552065","9.7923064970","132.6059430666","0.0000000000","0.0000000000"
"18","19178","-1229.9921979546","0.0086144936","0.2128419115","0.5696706770","557.7165779897","358.0694610139","199.6471169759","226.6157544397","290.2121707927","-63.5964163529","-69.5413481916","5.9449318387","147.9009143903","167.0806009149","-24.7693445124","-176.7550104750","151.9856659625","4.2584427223","9.5033707436","134.1391009244","0.0000000000","0.0000000000"
"19","11560","-1230.0459043165","0.0081640447","0.2210059562","0.6016883656","557.7485956783","360.9368625184","196.8117331599","229.4831559443","307.5989884156","-78.1158324714","-84.2441374636","6.1283049922","146.3687457694","186.3750837609","-25.1448411147","-174.0537477364","148.9089066217","4.3669689797","10.2554541921","131.7463225976","0.0000000000","0.0000000000"
"20","17213","-1230.0684403072","0.0079821175","0.2289880737","0.6151234654","557.7620307782","359.9676883980","197.7943423801","228.5139818239","299.7751478183","-71.2611659944","-77.2621206791","6.0009546847","145.8863771959","179.2092189586","-25.3204483361","-175.9706133141","150.6501649779","4.3800925491","9.8980132709","131.6082713758","0.0000000000","0.0000000000"
"21","22661","-1230.0928569338","0.0077895812","0.2367776549","0.6296797288","557.7765870415","360.5220118670","197.2545751745","229.0683052928","303.6690407069","-74.6023229388","-80.6327756004","6.0304526616","146.1311986530","183.0204190921","-25.4825770382","-175.5755819234","150.0930048852","4.3877233551","10.2599733345","131.4835019634","0.0000000000","0.0000000000"
"22","11449","-1230.1348665986","0.0074691219","0.2442467768","0.6547242918","557.8016316046","359.5508013162","198.2508302884","228.0970947421","303.7539411787","-75.6568464367","-81.6733665015","6.0165200649","145.6205371608","182.9589281050","-24.8255240871","-176.0707358632","151.2452117761","4.4342204348","10.2469405599","130.9393761661","0.0000000000","0.0000000000"
"23","11936","-1230.1433418042","0.0074060870","0.2516528638","0.6597768868","557.8066841995","359.1525615123","198.6541226872","227.6988549382","296.9012237640","-69.2023688258","-75.2137220291","6.0113532033","146.8100052595","174.6365423266","-24.5453238221","-175.5918889620","151.0465651399","4.4096033974","10.2975416446","132.1028602176","0.0000000000","0.0000000000"
"24","21435","-1230.1438238258","0.0074025180","0.2590553818","0.6600642497","557.8069715625","358.4359058072","199.3710657552","226.9821992331","289.0332787642","-62.0510795311","-67.9357114537","5.8846319226","146.7726591445","168.7216587731","-26.4610391534","-179.6916724425","153.2306332891","4.2309757328","9.8521670697","132.6895163420","0.0000000000","0.0000000000"
"25","22091","-1230.1520929273","0.0073415582","0.2663969400","0.6649939733","557.8119012860","357.5687296717","200.2431716143","226.1150230976","289.6505389123","-63.5211244010","-69.4643075041","5.9431831031","146.7485133978","167.2817893892","-24.3797638748","-178.0582338462","153.6784699715","4.3249905395","9.8548851064","132.5686377519","0.0000000000","0.0000000000"
"26","24251","-1230.1665794685","0.0072359711","0.2736329110","0.6736302977","557.8205376104","359.2707726006","198.5497650098","227.8170660265","298.3973967418","-70.5802824760","-76.5915046380","6.0112221620","145.8461695536","176.7616155810","-24.2103883927","-176.6790173612","152.4686289685","4.4005469838","10.3245783221","131.1210442477","0.0000000000","0.0000000000"
