" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.1224593979"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","402","-101.6538726077","0.1066435249","0.1066435249","0.0000000000","33.7018766635","-3.6821882639","37.3840649274","-27.8267466142","23.9627405589","-51.7880980714","-54.3419496201","2.5538515487","3.1663061804","19.7338802697","1.0625541089","-7.9384606282","9.0010147371","0.1876972614","0.8804364032","2.0981725157","0.0000000000","0.0000000000"
"2","399","-102.3667901603","0.0522779239","0.1589214488","0.4250143073","34.1268909708","-3.4033115094","37.5302024802","-27.5478698598","24.5131515434","-52.0610214032","-54.5579761083","2.4969547051","3.6776227448","19.6617900401","1.1737387585","-8.5693631232","9.7431018817","0.2236955594","1.2108835452","2.2430436402","0.0000000000","0.0000000000"
"3","58","-102.3704573027","0.0520865644","0.2110080132","0.4272005181","34.1290771815","-3.2696721238","37.3987493054","-27.4142304742","24.2794508326","-51.6936813068","-54.2711087666","2.5774274598","3.7086539897","19.3797539881","1.1910428548","-8.0930257096","9.2840685644","0.1995154073","1.1612784407","2.3478601417","0.0000000000","0.0000000000"
"4","1220","-102.6303276048","0.0401666373","0.2511746505","0.5821253001","34.2840019636","-3.2114216542","37.4954236178","-27.3559800045","24.5888973943","-51.9448773988","-54.4796206374","2.5347432387","3.6703357987","19.7229144400","1.1956471556","-8.5608506359","9.7564977916","0.2225497010","1.1190971378","2.3286889598","0.0000000000","0.0000000000"
"5","1039","-102.6597876004","0.0390005885","0.2901752391","0.5996882281","34.3015648916","-3.1932052268","37.4947701183","-27.3377635771","24.5737006526","-51.9114642297","-54.4484312811","2.5369670514","3.6686633492","19.7053858910","1.1996514124","-8.5601343069","9.7597857193","0.2227674544","1.1183617542","2.3275341406","0.0000000000","0.0000000000"
"6","1238","-102.7453523941","0.0358022931","0.3259775321","0.6506987010","34.3525753645","-3.1029000353","37.4554753998","-27.2474583856","24.7104169800","-51.9578753656","-54.5125918939","2.5547165283","3.7346267670","19.7597628364","1.2160273766","-8.6240251586","9.8400525352","0.2364126892","1.1678884685","2.3303256093","0.0000000000","0.0000000000"
"7","933","-102.7643465264","0.0351286772","0.3611062093","0.6620222797","34.3638989432","-3.2149875077","37.5788864509","-27.3595458580","24.6720904553","-52.0316363134","-54.5819225594","2.5502862461","3.4647424074","20.2802463603","0.9271016876","-8.8430513971","9.7701530847","0.2174738227","1.0944370925","2.1528314922","0.0000000000","0.0000000000"
"8","1224","-102.7658987209","0.0350741930","0.3961804023","0.6629476390","34.3648243024","-3.1375484905","37.5023727929","-27.2821068408","24.7408478758","-52.0229547166","-54.5476692970","2.5247145805","3.6931221210","19.9187977594","1.1289279954","-8.6659523038","9.7948802992","0.2286690767","1.1039543075","2.3604987368","0.0000000000","0.0000000000"
"9","887","-102.8121704946","0.0334882236","0.4296686259","0.6905331091","34.3924097726","-3.0851704332","37.4775802058","-27.2297287835","25.0109959163","-52.2407246998","-54.7518324506","2.5111077508","3.7085682300","20.1245422652","1.1778854211","-8.6235025762","9.8013879972","0.2282491647","1.1400845371","2.3402345282","0.0000000000","0.0000000000"
"10","1225","-102.8268697800","0.0329995709","0.4626681967","0.6992962635","34.4011729270","-3.0850617686","37.4862346957","-27.2296201190","24.8206027624","-52.0502228814","-54.5646499333","2.5144270519","3.7106861567","19.9383669359","1.1715496698","-8.6143484555","9.7858981253","0.2260442388","1.1422056130","2.3424363048","0.0000000000","0.0000000000"
