" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","290.7990615638"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","401","-1273.4110214852","0.4971617904","0.4971617904","0.0000000000","585.7958469648","393.0159927036","192.7798542612","264.2450148351","350.2954738809","-86.0504590458","-92.1120633408","6.0616042950","145.4651155122","228.7882144621","-23.9578560935","-177.1841889600","153.2263328665","4.6470076059","11.9099630803","128.9081448260","0.0000000000","0.0000000000"
"2","80","-1274.1953770471","0.2269114708","0.7240732612","0.4676029292","586.2634498940","392.8470550518","193.4163948423","264.0760771832","348.8498742500","-84.7737835484","-90.8684034770","6.0946199286","146.0498775021","226.5272695345","-23.7272727866","-178.2493536759","154.5220808893","4.7607799092","12.6508634145","128.6382341784","0.0000000000","0.0000000000"
"3","648","-1275.0418708201","0.0973260004","0.8213992616","0.9722502945","586.7680972593","393.5177386123","193.2503586470","264.7467607437","347.2915837124","-82.5448229687","-88.5866542670","6.0418312983","145.0946181079","224.7463215488","-22.5493559443","-175.2273327301","152.6779767858","4.7406639691","11.5926712647","128.7612828742","0.0000000000","0.0000000000"
"4","292","-1275.4233716309","0.0664576805","0.8878569421","1.1996865559","586.9955335208","395.2931931708","191.7023403499","266.5222153023","353.7657533116","-87.2435380093","-93.3496757471","6.1061377378","146.6846390200","229.6910297970","-22.6099155053","-173.4374237329","150.8275082276","4.6542763295","12.1503867030","129.8799759874","0.0000000000","0.0000000000"
"5","212","-1276.2580143742","0.0288445947","0.9167015368","1.6972687884","587.4931157533","395.3412936278","192.1518221254","266.5703157593","352.4362160665","-85.8659003072","-91.9829912340","6.1170909268","146.3809347954","227.8944929064","-21.8392116353","-174.0984039502","152.2591923149","4.8418850208","12.7279826765","128.8110670981","0.0000000000","0.0000000000"
"6","782","-1276.7733942963","0.0172281159","0.9339296527","2.0045186798","587.8003656446","393.8288372522","193.9715283924","265.0578593837","346.9009764262","-81.8431170425","-87.8917575861","6.0486405436","145.1627481387","225.0813111687","-23.3430828812","-178.4736432992","155.1305604180","4.7799402063","12.8383930394","127.5444148929","0.0000000000","0.0000000000"
"7","315","-1277.3636225468","0.0095478352","0.9434774879","2.3563902955","588.1522372604","396.7052418272","191.4469954332","267.9342639586","356.1729912834","-88.2387273248","-94.2760992810","6.0373719562","149.4234510909","229.6763116141","-22.9267714215","-174.2762127362","151.3494413147","4.6750738364","13.0287325710","131.7196446835","0.0000000000","0.0000000000"
"8","219","-1277.3825211870","0.0093690884","0.9528465763","2.3676569454","588.1635039103","396.2517679473","191.9117359629","267.4807900788","353.3616630386","-85.8808729599","-91.8493618006","5.9684888407","147.8589317288","229.8252506274","-24.3225193175","-177.6377260533","153.3152067358","4.6633087374","12.8335674018","130.3620555895","0.0000000000","0.0000000000"
"9","175","-1277.6814421382","0.0069482849","0.9597948612","2.5458622380","588.3417092028","394.9820115839","193.3596976189","266.2110337153","353.4665079025","-87.2554741872","-93.3419950880","6.0865209008","146.6279090848","230.8931559825","-24.0545571647","-178.2597886996","154.2052315349","4.7512135557","12.9442773487","128.9324181804","0.0000000000","0.0000000000"
"10","867","-1277.8228038057","0.0060323291","0.9658271903","2.6301366831","588.4259836480","396.8369809171","191.5890027309","268.0660030485","356.2675884571","-88.2015854086","-94.3183283931","6.1167429845","148.9313988259","229.8632106580","-22.5270210268","-173.7635777077","151.2365566809","4.6863206285","12.6879355310","131.5571426665","0.0000000000","0.0000000000"
"11","116","-1278.0402309830","0.0048535287","0.9706807190","2.7597584898","588.5556054546","395.6620179301","192.8935875245","266.8910400616","350.7332586106","-83.8422185491","-89.8742923363","6.0320737872","146.0790823447","227.3087104973","-22.6545342314","-175.5398120969","152.8852778655","4.7434652159","12.0207217028","129.3148954260","0.0000000000","0.0000000000"
"12","68","-1278.1111333495","0.0045213184","0.9752020375","2.8020277818","588.5978747466","395.6285345916","192.9693401550","266.8575567230","350.6688000579","-83.8112433348","-89.9561704865","6.1449271517","146.6142018565","226.7813654076","-22.7267672063","-175.5789667267","152.8521995204","4.7026412257","12.6623225531","129.2492380777","0.0000000000","0.0000000000"
"13","517","-1278.4111575039","0.0033493942","0.9785514317","2.9808907621","588.7767377269","394.8520160928","193.9247216341","266.0810382242","347.2332404658","-81.1522022416","-87.2532443324","6.1010420908","146.1359064870","224.7118223793","-23.6144884004","-177.3963594637","153.7818710632","4.7596722306","12.2732748576","129.1029593987","0.0000000000","0.0000000000"
"14","350","-1278.5067143916","0.0030441527","0.9815955844","3.0378581411","588.8337051059","396.9113237801","191.9223813259","268.1403459115","353.9256294442","-85.7852835327","-91.8115548323","6.0262712996","148.4012486826","228.1327704954","-22.6083897338","-173.7782384200","151.1698486862","4.6722868217","12.1570011456","131.5719607153","0.0000000000","0.0000000000"
"15","154","-1278.5156444898","0.0030170891","0.9846126735","3.0431819257","588.8390288905","394.9253517699","193.9136771206","266.1543739013","350.5798734321","-84.4254995307","-90.4734900031","6.0479904724","145.3815880095","228.2516649557","-23.0533795331","-178.0577888134","155.0044092804","4.7929088447","12.3280758213","128.2606033435","0.0000000000","0.0000000000"
"16","291","-1278.5504163371","0.0029139824","0.9875266559","3.0639115775","588.8597585423","397.2163191595","191.6434393828","268.4453412909","353.8876188974","-85.4422776065","-91.5519655345","6.1096879280","148.1038820749","227.2340642678","-21.4503274452","-171.5881693282","150.1378418830","4.6274294580","12.3308174010","131.1456352159","0.0000000000","0.0000000000"
"17","613","-1278.7971280213","0.0022768866","0.9898035424","3.2109916924","589.0068386572","396.8130894026","192.1937492546","268.0421115341","353.6601726912","-85.6180611571","-91.7185623867","6.1005012296","148.6354715363","225.8107682519","-20.7860670971","-172.9097909981","152.1237239010","4.7624093348","12.7982764907","131.0747857109","0.0000000000","0.0000000000"
"18","458","-1278.8586731737","0.0021409803","0.9919445228","3.2476825695","589.0435295344","395.1132864559","193.9302430784","266.3423085874","347.4828333083","-81.1405247209","-87.1356817065","5.9951569855","145.5984591312","225.7014031093","-23.8170289322","-179.7321189981","155.9150900659","4.8243501429","13.0142012216","127.7599077667","0.0000000000","0.0000000000"
"19","615","-1279.2284465006","0.0014791839","0.9934237066","3.4681273515","589.2639743163","396.9460574313","192.3179168850","268.1750795627","357.8952128755","-89.7201333128","-95.8271238824","6.1069905696","147.2137434134","233.4883939404","-22.8069244783","-173.6781973706","150.8712728923","4.6715818349","12.6705797768","129.8715818018","0.0000000000","0.0000000000"
