" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.8736791419"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","22570","-1119.4133977854","0.0512663618","0.0512663618","0.0000000000","489.1745460634","301.8469631043","187.3275829592","173.9702281376","249.5078208771","-75.5375927395","-81.6536528091","6.1160600696","149.2098948134","124.5543347279","-24.2564086642","-178.4633719344","154.2069632702","4.5535602005","11.7162975447","132.9387596143","0.0012774539","0.0000000000"
"2","22132","-1119.8312702385","0.0337561414","0.0850225032","0.2491196500","489.4236657135","301.7465155229","187.6771501906","173.8697805562","248.7704222145","-74.9006416583","-81.0504911564","6.1498494980","149.0204368353","123.4757028809","-23.7257175017","-178.6269963213","154.9012788195","4.5949960641","11.8166508037","132.6075402627","0.0012497048","0.0000000000"
"3","23955","-1119.9968452126","0.0286051678","0.1136276710","0.3478291469","489.5223752103","302.0021087742","187.5202664362","174.1253738075","249.0320561551","-74.9066823476","-81.0388575758","6.1321752282","149.1712792926","123.9850431707","-24.1242663081","-178.3322929329","154.2080266248","4.5648145935","11.7492804077","132.8559272083","0.0012570831","0.0000000000"
"4","24167","-1120.1326935903","0.0249715959","0.1385992669","0.4288167786","489.6033628420","302.3738225793","187.2295402627","174.4970876126","251.2713374082","-76.7742497956","-82.8836796197","6.1094298241","149.7549747530","125.9559863029","-24.4396236477","-178.0584019231","153.6187782754","4.5477079371","11.7118958385","133.4942539298","0.0011170476","0.0000000000"
"5","23905","-1120.3715189486","0.0196664406","0.1582657075","0.5711953662","489.7457414296","302.6603262249","187.0854152047","174.7835912583","253.2158879978","-78.4322967395","-84.5566346194","6.1243378798","148.7086448026","128.8866959133","-24.3794527181","-178.4025425714","154.0230898533","4.5550468178","11.8010802206","132.3512165149","0.0013012493","0.0000000000"
"6","24157","-1120.4061762953","0.0189965296","0.1772622371","0.5918567571","489.7664028205","302.4407538498","187.3256489707","174.5640188832","249.8335253474","-75.2695064643","-81.4183101748","6.1488037105","149.6174626564","124.2300985339","-24.0140358429","-177.9930157383","153.9789798954","4.5639131286","11.7180519736","133.3343815723","0.0011159819","0.0000000000"
"7","24056","-1120.4178125149","0.0187767629","0.1960390001","0.5987938283","489.7733398917","302.5480447148","187.2252951769","174.6713097481","249.9172464574","-75.2459367093","-81.3361136789","6.0901769696","149.8770143129","124.5711591970","-24.5309270525","-178.1577434108","153.6268163583","4.5429933708","11.7242752181","133.6084722789","0.0012734451","0.0000000000"
"8","17137","-1120.4253172608","0.0186363756","0.2146753756","0.6032678721","489.7778139355","303.4341842833","186.3436296523","175.5574493166","249.4087818522","-73.8513325356","-80.0235261581","6.1721936225","149.3430707548","122.7244822881","-22.6587711908","-176.3187761816","153.6600049908","4.6152934378","11.7029862032","133.0247574206","0.0000336933","0.0000000000"
"9","23894","-1120.4623287776","0.0179592235","0.2326345992","0.6253327295","489.7998787930","302.5769656075","187.2229131854","174.7002306409","252.3038137366","-77.6035830957","-83.7227145856","6.1191314899","148.9460665589","127.5642675496","-24.2065203720","-178.3384351018","154.1319147298","4.5693980461","11.8557905894","132.5195566531","0.0013212704","0.0000000000"
"10","15229","-1120.5997664601","0.0156530556","0.2482876548","0.7072678442","489.8818139077","303.2130829703","186.6687309374","175.3363480036","249.9020089296","-74.5656609260","-80.6840315443","6.1183706183","149.6241130204","122.7126253922","-22.4347294829","-175.5984296551","153.1637001722","4.6010531803","11.3990151872","133.6240402166","0.0000044363","0.0000000000"
"11","24234","-1120.6157006505","0.0154056135","0.2636932683","0.7167672020","489.8913132654","302.5107202906","187.3805929748","174.6339853239","252.4862888042","-77.8523034803","-83.9876550055","6.1353515253","148.9667033145","127.5324496067","-24.0128641171","-178.2194624949","154.2065983778","4.5793817377","11.8633162904","132.5227285163","0.0012767701","0.0000000000"
"12","24059","-1120.6854590479","0.0143675696","0.2780608380","0.7583545031","489.9329005666","302.7381999454","187.1947006211","174.8614649788","252.4003070261","-77.5388420473","-83.6509341639","6.1120921165","148.7435478429","127.9167471803","-24.2599879971","-178.3307270318","154.0707390347","4.5688136182","11.8797629407","132.2936928377","0.0012784463","0.0000000000"
"13","21348","-1120.7175763688","0.0139134533","0.2919742913","0.7775016273","489.9520476907","302.4244245637","187.5276231270","174.5476895971","252.0412427507","-77.4935531536","-83.6436872949","6.1501341412","148.6698975060","127.1176166326","-23.7462713879","-178.5829091390","154.8366377511","4.6062407630","11.9377829342","132.1246195614","0.0012542473","0.0000000000"
"14","23901","-1120.7831424668","0.0130304658","0.3050047571","0.8165896391","489.9911357026","302.7789746618","187.2121610408","174.9022396951","249.9598467802","-75.0576070852","-81.2051572717","6.1475501865","150.5881284799","123.7121840611","-24.3404657608","-176.6521776484","152.3117118876","4.4948203512","11.0373311973","135.0555913677","0.0003855636","0.0000000000"
"15","22052","-1120.8563640400","0.0121104482","0.3171152053","0.8602415539","490.0347876173","302.4468432623","187.5879443550","174.5701082956","252.2688832044","-77.6987749089","-83.8660117758","6.1672368669","148.7812794800","127.2079476617","-23.7203439372","-178.5468182172","154.8264742799","4.6112034183","11.9648802494","132.2039351025","0.0012607098","0.0000000000"
"16","22005","-1120.8592269835","0.0120758262","0.3291910316","0.8619483318","490.0364943952","302.4593930097","187.5771013855","174.5826580430","251.9099001308","-77.3272420878","-83.4875905692","6.1603484814","148.7677093318","126.8149016561","-23.6727108571","-178.5058021914","154.8330913344","4.6116514608","11.9584013586","132.1963625678","0.0012939446","0.0000000000"
"17","24506","-1120.9359347430","0.0111841530","0.3403751846","0.9076785781","490.0822246416","303.4514539982","186.6307706434","175.5747190315","250.7939058936","-75.2191868621","-81.3501676495","6.1309807874","149.7881122544","123.8641861975","-22.8583925583","-175.5188971594","152.6605046011","4.5735005149","11.3117630495","133.9028278739","0.0000208161","0.0000000000"
"18","19252","-1120.9359638268","0.0111838277","0.3515590123","0.9076959167","490.0822419802","302.6395391591","187.4427028210","174.7628041924","252.6290790093","-77.8662748169","-84.0039477530","6.1376729361","148.5174832968","127.9375677717","-23.8259720593","-178.5156019645","154.6896299052","4.5963419999","11.9020804054","132.0177964008","0.0012644907","0.0000000000"
"19","19681","-1120.9664774843","0.0108477222","0.3624067345","0.9258869979","490.1004330613","302.4820937172","187.6183393441","174.6053587505","249.2665330723","-74.6611743218","-80.8454135979","6.1842392761","149.5646148503","122.8421810716","-23.1402628496","-177.2325487725","154.0922859229","4.6210788221","11.7750182646","133.1683782640","0.0001394996","0.0000000000"
"20","24467","-1121.0797031628","0.0096864640","0.3720931984","0.9933878374","490.1679339008","302.7494145793","187.4185193215","174.8726796126","252.1485385826","-77.2758589700","-83.4232069679","6.1473479979","148.9170027765","127.2995748194","-24.0680390133","-178.2084708804","154.1404318672","4.5814902156","11.8917730969","132.4424435642","0.0012958998","0.0000000000"
"21","21495","-1121.2517175607","0.0081556835","0.3802488819","1.0959362736","490.2704823370","302.7833261301","187.4871562070","174.9065911634","249.5897818794","-74.6831907161","-80.8015765310","6.1183858149","149.9261134844","123.1317679840","-23.4680995889","-176.9975189772","153.5294193883","4.6056433897","11.7637381823","133.5566196071","0.0001123053","0.0000000000"
"22","24170","-1121.2861874768","0.0078793478","0.3881282297","1.1164859255","490.2910319889","303.2936258782","186.9974061107","175.4168909116","254.9072879462","-79.4903970347","-85.6303231267","6.1399260921","149.2551303467","130.2133801892","-24.5612225897","-178.0029508133","153.4417282236","4.5495585896","11.7961175232","132.9083168761","0.0011373579","0.0000000000"
"23","11963","-1121.3173322674","0.0076377292","0.3957659589","1.1350532641","490.3095993275","302.0151254762","188.2944738513","174.1383905096","235.8135511316","-61.6751606221","-67.7238356659","6.0486750439","151.0037803825","107.7082057133","-22.8984349641","-183.4697878488","160.5713528847","5.0045666734","12.3658521589","133.6062778554","0.0270836948","0.0000000000"
"24","23989","-1121.3231523912","0.0075934058","0.4033593648","1.1385230004","490.3130690638","303.1331046284","187.1799644354","175.2563696617","253.0534016662","-77.7970320045","-83.9683091808","6.1712771763","149.2632154516","127.8174794641","-24.0272932495","-177.9422313191","153.9149380696","4.5754653541","11.8391027075","132.8475322077","0.0011151823","0.0000000000"
"25","21331","-1121.3895377494","0.0071056828","0.4104650476","1.1780994239","490.3526454874","303.2771729469","187.0754725405","175.4004379802","250.3295159794","-74.9290779992","-81.0375990550","6.1085210557","149.8385366528","123.4714278036","-22.9804484771","-175.2029520730","152.2225035959","4.5432212001","11.1791067700","134.1162013200","0.0000073627","0.0000000000"
"26","24153","-1121.4271855938","0.0068431422","0.4173081898","1.2005436357","490.3750896991","303.2882096996","187.0868799995","175.4114747329","253.6314212948","-78.2199465619","-84.3792569222","6.1593103603","149.1195781356","128.6339931663","-24.1221500071","-177.8830064656","153.7608564586","4.5647938928","11.8012890557","132.7523608438","0.0011343432","0.0000000000"
