" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.8345836172"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","202","-17.3210908131","0.3202414745","0.3202414745","0.0000000000","-16.9986590316","-36.5664767925","19.5678177609","-54.4513348298","5.7790907756","-60.2294902420","-62.5570216528","2.3275314108","7.1010662003","-2.0791936251","0.7572182004","-6.4960854653","7.2533036657","0.1001124232","2.2618180765","4.7384991004","0.0006366001","0.0000000000"
"2","313","-18.6780463341","0.0824440431","0.4026855177","0.8089652285","-16.1896938031","-35.8667660905","19.6770722874","-53.7516241278","6.7822166732","-60.5338408010","-62.8466677661","2.3128269651","7.6211057732","-1.7108466365","0.8719575365","-7.1884184904","8.0603760269","0.1420148326","2.5042270348","4.9741695870","0.0006943187","0.0000000000"
"3","324","-18.7861949772","0.0739930489","0.4766785666","0.8734393328","-16.1252196988","-35.8028848324","19.6776651336","-53.6877428697","6.7820245784","-60.4697674481","-62.7894624654","2.3196950173","7.6213141024","-1.7112547637","0.8719652396","-7.1880735841","8.0600388237","0.1420571205","2.5040326062","4.9744432022","0.0007811736","0.0000000000"
"4","567","-18.7976396479","0.0731510502","0.5498296168","0.8802622098","-16.1183968218","-35.7922415559","19.6738447341","-53.6770995932","7.0263751564","-60.7034747496","-63.0072865991","2.3038118495","7.6376342750","-1.4880519044","0.8767927858","-7.1653761527","8.0421689384","0.1343081839","2.5130623972","4.9897346906","0.0005290033","0.0000000000"
"5","523","-18.8296384396","0.0708473592","0.6206769760","0.8993386714","-16.0993203602","-35.7729240438","19.6736036836","-53.6577820811","7.0260573869","-60.6838394679","-62.9761695095","2.2923300415","7.6376255360","-1.4885844466","0.8770162975","-7.1652605493","8.0422768468","0.1342914873","2.5128625313","4.9898650455","0.0006064718","0.0000000000"
"6","38","-18.9354377996","0.0637346476","0.6844116236","0.9624122226","-16.0362468090","-35.7136287398","19.6773819308","-53.5984867771","6.7513624315","-60.3498492086","-62.6593473104","2.3094981018","7.6019141631","-1.7439557306","0.8934039989","-7.1104062459","8.0038102448","0.1307867279","2.4890596559","4.9814731329","0.0005946465","0.0000000000"
"7","539","-18.9920788282","0.0602249853","0.7446366089","0.9961794477","-16.0024795839","-35.6799128343","19.6774332504","-53.5647708716","6.7513699393","-60.3161408109","-62.6374404048","2.3212995939","7.6018528786","-1.7439455846","0.8934626453","-7.1104457091","8.0039083544","0.1307722382","2.4890570564","4.9814286824","0.0005949015","0.0000000000"
"8","134","-19.7431566661","0.0284176226","0.7730542315","1.4439434646","-15.5547155670","-35.4347556713","19.8800401043","-53.3196137086","7.9374191544","-61.2570328630","-63.5608634004","2.3038305373","7.3576741856","-0.0207029116","0.6004478805","-7.3632842602","7.9637321406","0.1212806191","2.4251687578","4.8107046960","0.0005201127","0.0000000000"
"9","135","-19.7929573504","0.0270370671","0.8000912986","1.4736327369","-15.5250262947","-35.4048315319","19.8798052372","-53.2896895692","7.9367469966","-61.2264365659","-63.5238280386","2.2973914727","7.3576472487","-0.0214829947","0.6005827427","-7.3631029195","7.9636856622","0.1212639330","2.4250385951","4.8108985725","0.0004461482","0.0000000000"
"10","52","-20.3055778996","0.0161931487","0.8162844473","1.7792375952","-15.2194214364","-35.0295977295","19.8101762931","-52.9144557668","7.5998877272","-60.5143434940","-62.7978729414","2.2835294473","8.0937767228","-1.4725143618","0.9786253662","-7.8270640013","8.8056893674","0.1730245024","2.6872363985","5.2328592773","0.0006565446","0.0000000000"
