" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","34.0787193596"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","67","-124.5525525502","0.1368979343","0.1368979343","0.0000000000","53.9370554234","31.4347105589","22.5023448645","15.3383383254","69.2767770731","-53.9384387478","-55.8886453219","1.9502065742","0.8463749022","68.5569446014","-0.1265424305","-3.0080575942","2.8815151638","0.0881017123","0.3323447640","0.4259284259","0.0000000000","0.0000000000"
"2","37","-124.7998559705","0.1069041055","0.2438020398","0.1474328855","54.0844883089","31.4139851799","22.6705031290","15.3176129463","69.6571536185","-54.3369249886","-56.2356106781","1.8986856894","1.1366390786","68.3826708199","0.1378437200","-3.7030876357","3.8409313557","0.1252762451","0.4681852187","0.5431776148","0.0000000000","0.0000000000"
"3","394","-124.9488869706","0.0921024203","0.3359044601","0.2362794948","54.1733349182","31.5031479426","22.6701869757","15.4067757090","69.6571934233","-54.2504177143","-56.1761522333","1.9257345189","1.1364675709","68.3826970205","0.1380288319","-3.7032133072","3.8412421392","0.1252387991","0.4680997151","0.5431290568","0.0000000000","0.0000000000"
"4","118","-125.1681810503","0.0739661194","0.4098705796","0.3670142776","54.3040697011","31.7052709391","22.5987987620","15.6088987055","69.7982712678","-54.1893725623","-56.1214902841","1.9321177218","1.1336466562","68.7349371192","-0.0703125076","-3.5646186217","3.4943061141","0.1078008989","0.4563889448","0.5694568126","0.0000000000","0.0000000000"
"5","34","-125.1776913298","0.0732660153","0.4831365949","0.3726839443","54.3097393677","31.7110280244","22.5987113433","15.6146557908","69.7982991196","-54.1836433287","-56.1162320927","1.9325887640","1.1335679174","68.7349488980","-0.0702176958","-3.5646868119","3.4944691161","0.1077963393","0.4564323738","0.5693392043","0.0000000000","0.0000000000"
"6","465","-125.2315292272","0.0694258284","0.5525624233","0.4047800493","54.3418354727","31.7530360030","22.5887994698","15.6566637694","69.9619124058","-54.3052486364","-56.2234793898","1.9182307534","0.9819575809","69.0574964706","-0.0775416456","-3.5482265528","3.4706849071","0.1048036850","0.4082793898","0.4688745060","0.0000000000","0.0000000000"
"7","245","-125.3000993980","0.0648248356","0.6173872589","0.4456589750","54.3827143984","31.7939255292","22.5887888692","15.6975532956","69.9620538751","-54.2645005794","-56.1657982854","1.9012977060","0.9818745223","69.0576331112","-0.0774537584","-3.5483612639","3.4709075054","0.1048012986","0.4082500136","0.4688232101","0.0000000000","0.0000000000"
"8","463","-125.4925343704","0.0534771159","0.6708643748","0.5603813804","54.4974368038","31.6853298546","22.8121069492","15.5889576210","70.2981252922","-54.7091676711","-56.5857413639","1.8765736928","1.2449905057","68.9332593996","0.1198753869","-4.4300865281","4.5499619150","0.1484327717","0.5870938605","0.5094638734","0.0000000000","0.0000000000"
"9","446","-125.5207277256","0.0519904718","0.7228548467","0.5771891856","54.5142446090","31.7021917840","22.8120528251","15.6058195504","70.2981025318","-54.6922829814","-56.5771116402","1.8848286588","1.2451399903","68.9332430318","0.1197195098","-4.4299127578","4.5496322676","0.1484253262","0.5871046414","0.5096100227","0.0000000000","0.0000000000"
"10","89","-125.6088121363","0.0476068214","0.7704616680","0.6297017583","54.5667571817","31.8048396226","22.7619175592","15.7084673890","70.1628723574","-54.4544049684","-56.3270070819","1.8726021136","1.4199227517","68.5656150817","0.1773345240","-4.2674978379","4.4448323619","0.1456088226","0.5813021183","0.6930118107","0.0000000000","0.0000000000"
