" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","801","-1258.4387328741","0.9533814429","0.9533814429","0.0000000000","572.4807001373","369.2305221824","203.2501779549","235.0940869027","322.6045702926","-87.5087324622","-93.6972379135","6.1885054513","144.5501318343","204.7945690794","-26.7401306210","-181.1489141245","154.4087835035","4.5876506094","11.4367926733","128.5256885516","0.0000000000","0.0000000000"
"2","564","-1261.8618701740","0.0310897374","0.9844711803","2.0407441550","574.5214442923","370.5370028159","203.9844414764","236.4005675362","325.5796242189","-89.1790566827","-95.3557864691","6.1767297864","146.1756293605","206.1639195141","-26.7599246557","-184.8005463477","158.0406216921","4.7994959542","12.2932961616","129.0828372447","0.0000000000","0.0000000000"
"3","904","-1263.4604758309","0.0062856680","0.9907568483","2.9937719961","575.4744721334","373.1167165582","202.3577555752","238.9802812785","335.7447739929","-96.7644927145","-102.9170159842","6.1525232697","146.6326659282","217.4277144953","-28.3156064306","-182.5324147012","154.2168082707","4.6129766729","11.7096628073","130.3100264480","0.0000000000","0.0000000000"
"4","501","-1264.1153736564","0.0032653740","0.9940222223","3.3841971507","575.8648972880","373.3565509529","202.5083463351","239.2201156732","323.4453410694","-84.2252253963","-90.3575911269","6.1323657307","145.8894784153","203.5102071908","-25.9543445367","-181.1802738554","155.2259293187","4.7160118286","11.7124387687","129.4610278179","0.0000000000","0.0000000000"
"5","361","-1264.4256162700","0.0023943976","0.9964166199","3.5691519874","576.0498521247","374.1738528703","201.8759992544","240.0374175905","330.7208752703","-90.6834576798","-96.8688113385","6.1853536587","148.0284195089","209.2377731952","-26.5453174338","-181.1497735392","154.6044561054","4.6293624440","12.1478043266","131.2512527384","0.0000000000","0.0000000000"
"6","261","-1265.7719088456","0.0006230298","0.9970396498","4.3717603738","576.8524605111","374.7760802950","202.0763802161","240.6396450152","326.9909910291","-86.3513460139","-92.5254919945","6.1741459806","146.6492255353","206.0640294706","-25.7222639768","-181.8251637361","156.1028997593","4.7842527816","12.2965461848","129.5684265689","0.0000000000","0.0000000000"
"7","221","-1265.8014627012","0.0006048863","0.9976445361","4.3893792575","576.8700793948","375.0762505359","201.7938288589","240.9398152562","333.2848320815","-92.3450168253","-98.4832085233","6.1381916980","148.2842888634","211.4512048598","-26.4506616417","-180.2358512080","153.7851895663","4.7075302501","11.5848759489","131.9918826644","0.0000000000","0.0000000000"
"8","448","-1266.2425932039","0.0003891287","0.9980336647","4.6523644714","577.1330646087","373.0546291623","204.0784354463","238.9181938826","333.5252648733","-94.6070709907","-100.7090931223","6.1020221316","146.7449299481","214.2356615306","-27.4553266054","-184.8905550762","157.4352284708","4.7355598928","12.2131969882","129.7961730671","0.0000000000","0.0000000000"
"9","704","-1266.3281236319","0.0003572299","0.9983908946","4.7033544568","577.1840545941","374.2672782046","202.9167763895","240.1308429248","335.1361423450","-95.0052994202","-101.1316625556","6.1263631354","146.9602363857","216.4253074129","-28.2494014537","-182.9623336155","154.7129321618","4.6239133130","12.0629430728","130.2733800000","0.0000000000","0.0000000000"
"10","641","-1266.3398042509","0.0003530815","0.9987439762","4.7103179972","577.1910181345","375.1243262379","202.0666918966","240.9878909582","332.0980132084","-91.1101222502","-97.2132241812","6.1031019310","147.0184227918","211.7844558702","-26.7048654537","-181.3809689270","154.6761034733","4.6548306438","12.2466503367","130.1169418114","0.0000000000","0.0000000000"
"11","532","-1266.3580981628","0.0003466810","0.9990906572","4.7212241311","577.2019242684","372.5506829385","204.6512413299","238.4142476588","321.7947212963","-83.3804736375","-89.5836354027","6.2031617652","145.5497623400","202.4576783843","-26.2127194280","-183.8419789653","157.6292595373","4.5031576085","11.0129661871","130.0336385444","0.0000000000","0.0000000000"
"12","621","-1266.6815606060","0.0002508719","0.9993415291","4.9140601270","577.3947602643","375.2410682876","202.1536919767","241.1046330079","333.5804929332","-92.4758599252","-98.6098882571","6.1340283318","146.2305320416","214.5966502885","-27.2466893969","-182.3449001879","155.0982107910","4.6272718896","12.0258233666","129.5774367853","0.0000000000","0.0000000000"
"13","664","-1266.9496669259","0.0001918735","0.9995334026","5.0738949094","577.5545950467","373.9791854833","203.5754095634","239.8427502035","325.4235924353","-85.5808422317","-91.6837205863","6.1028783546","146.6808250088","204.7904928378","-26.0477254113","-184.2906236888","158.2428982775","4.8867103621","12.9006415649","128.8934730817","0.0000000000","0.0000000000"
"14","884","-1268.3708707891","0.0000463227","0.9995797253","5.9211625539","578.4018626912","375.5356067624","202.8662559288","241.3991714827","333.1135700140","-91.7143985313","-97.8384133968","6.1240148654","147.7702882074","213.6633103616","-28.3200285550","-183.6842941921","155.3642656371","4.5890754264","12.0309539865","131.1502587945","0.0000000000","0.0000000000"
"15","724","-1268.5120783685","0.0000402224","0.9996199478","6.0053451376","578.4860452749","375.1114358579","203.3746094170","240.9750005782","327.3169963093","-86.3419957311","-92.4720730847","6.1300773536","147.2372606701","206.1842395650","-26.1045039258","-184.3413824479","158.2368785221","4.8890251762","13.0728450420","129.2753904519","0.0000000000","0.0000000000"
"16","145","-1268.6186286065","0.0000361571","0.9996561049","6.0688663336","578.5495664709","374.5027404080","204.0468260629","240.3663051283","319.7887434406","-79.4224383123","-85.4981062879","6.0756679755","151.1926652915","195.4712926292","-26.8752144802","-185.0037258201","158.1285113400","4.6394923800","11.8294622391","134.7237106724","0.0000000000","0.0000000000"
"17","308","-1268.6600455070","0.0000346902","0.9996907951","6.0935575132","578.5742576505","373.4798839408","205.0943737096","239.3434486611","325.7845969790","-86.4411483179","-92.4859245953","6.0447762774","150.3506480787","203.5564615726","-28.1225126723","-187.7988551642","159.6763424919","4.7581592606","12.4157052129","133.1767836052","0.0000000000","0.0000000000"
"18","727","-1268.7430439591","0.0000319272","0.9997227224","6.1430380309","578.6237381682","374.6895715463","203.9341666219","240.5531362666","323.6929992023","-83.1398629357","-89.2284924838","6.0886295480","148.0911510666","202.8773789312","-27.2755307954","-185.7234028757","158.4478720802","4.7079395969","12.1923441496","131.1908673201","0.0000000000","0.0000000000"
"19","248","-1268.9579416051","0.0000257533","0.9997484756","6.2711518273","578.7518519646","374.5824288328","204.1694231318","240.4459935530","333.2718320107","-92.8258384577","-98.8979800109","6.0721415532","147.9571754504","213.0587145306","-27.7440579702","-186.3501918361","158.6061338659","4.7991357938","12.6003455332","130.5576941234","0.0000000000","0.0000000000"
"20","964","-1268.9850225543","0.0000250652","0.9997735408","6.2872964584","578.7679965957","375.5634398879","203.2045567077","241.4270046082","328.5804892344","-87.1534846262","-93.2138646424","6.0603800162","149.8696385751","207.6345103807","-28.9236597213","-184.4112260735","155.4875663522","4.5639776965","11.3774704140","133.9281904646","0.0000000000","0.0000000000"
"21","373","-1269.1385829056","0.0000214971","0.9997950380","6.3788432945","578.8595434318","374.5613695921","204.2981738397","240.4249343124","324.3914009688","-83.9664666564","-90.1659153279","6.1994486715","149.3407168618","202.1205968535","-27.0699127465","-183.9084591831","156.8385464366","4.5757294451","11.4697191422","133.2952682745","0.0000000000","0.0000000000"
"22","987","-1269.2260825963","0.0000196961","0.9998147341","6.4310072794","578.9117074166","374.8990635760","204.0126438407","240.7626282962","324.4756554833","-83.7130271870","-89.8183571546","6.1053299676","148.1709393556","203.6274423844","-27.3227262566","-186.1380419404","158.8153156838","4.7541982689","12.2750511375","131.1416899491","0.0000000000","0.0000000000"
"23","793","-1269.3370369138","0.0000176276","0.9998323617","6.4971540199","578.9778541572","374.0115574241","204.9662967331","239.8751221443","325.7216476479","-85.8465255036","-91.9465219513","6.0999964477","147.4534333590","204.1472848544","-25.8790705655","-186.7885009117","160.9094303462","4.9227849385","12.9393335842","129.5913148363","0.0000000000","0.0000000000"
"24","744","-1269.4269684683","0.0000161115","0.9998484732","6.5507677894","579.0314679267","375.6562674510","203.3752004757","241.5198321713","325.6456743618","-84.1258421905","-90.1984558014","6.0726136109","150.8972172627","203.2763782427","-28.5279211435","-184.9543813602","156.4264602167","4.6031724990","11.8921395456","134.4019052180","0.0000000000","0.0000000000"
"25","979","-1269.6565458566","0.0000128066","0.9998612798","6.6876330894","579.1683332267","374.2462416945","204.9220915321","240.1098064148","325.2350400431","-85.1252336283","-91.1373336459","6.0121000176","149.4572791248","204.9907497777","-29.2129888594","-187.6357514318","158.4227625724","4.6630324738","12.5121240830","132.2821225681","0.0000000000","0.0000000000"
"26","774","-1269.8964859525","0.0000100746","0.9998713544","6.8306762412","579.3113763784","375.2029943287","204.1083820498","241.0665590489","332.6587156809","-91.5937367223","-97.6640314170","6.0702946947","147.8524681379","212.8876802287","-28.0814326856","-185.9996258252","157.9181931396","4.7608685187","12.6199736521","130.4716259671","0.0000000000","0.0000000000"
"27","807","-1269.9543892139","0.0000095078","0.9998808622","6.8651959615","579.3458960987","376.2448183197","203.1010777791","242.1083830399","326.6745463318","-84.5661632919","-90.6820505147","6.1158872229","148.5252162312","205.3210465286","-27.1717164280","-184.5398203557","157.3681039277","4.6151791149","11.9337988300","131.9762382863","0.0000000000","0.0000000000"
"28","389","-1270.1683814570","0.0000076762","0.9998885384","6.9927699911","579.4734701284","374.3734398327","205.1000302957","240.2370045529","325.2933954767","-85.0563909238","-91.1274977871","6.0711068633","149.0853429738","203.3782046425","-27.1701521395","-188.1892279932","161.0190758537","4.8373378170","12.4829894567","131.7650157000","0.0000000000","0.0000000000"
"29","642","-1270.1701494658","0.0000076626","0.9998962010","6.9938240107","579.4745241479","377.5856917490","201.8888323990","243.4492564692","334.9016166054","-91.4523601362","-97.5757406151","6.1233804789","148.3951502764","212.9705172528","-26.4640509238","-180.9518190192","154.4877680954","4.7363785594","11.6657729112","131.9929988058","0.0000000000","0.0000000000"
"30","322","-1270.1880092042","0.0000075270","0.9999037280","7.0044713068","579.4851714441","376.9024660123","202.5827054318","242.7660307326","334.4946573981","-91.7286266655","-97.8304583866","6.1018317211","147.7312028086","212.9857755365","-26.2223209470","-180.0955159168","153.8731949697","4.6863886695","11.6301063127","131.4147078264","0.0000000000","0.0000000000"
"31","87","-1270.2958903863","0.0000067572","0.9999104852","7.0687859611","579.5494860984","376.0437643609","203.5057217375","241.9073290811","332.5951403117","-90.6878112306","-96.7609205555","6.0731093249","147.8054707327","212.4615489715","-27.6718793926","-184.1245373964","156.4526580038","4.7317589008","12.4442259517","130.6294858802","0.0000000000","0.0000000000"
"32","725","-1270.4049850254","0.0000060588","0.9999165440","7.1338240322","579.6145241695","373.6344343475","205.9800898219","239.4979990678","326.1430222405","-86.6450231727","-92.8077184999","6.1626953272","146.5450076165","205.6829844272","-26.0849698033","-187.2653904169","161.1804206137","4.9461461457","12.9287643618","128.6700971090","0.0000000000","0.0000000000"
"33","436","-1270.5192286574","0.0000054047","0.9999219488","7.2019317368","579.6826318741","376.2352518408","203.4473800334","242.0988165610","326.6997801727","-84.6009636117","-90.9838898797","6.3829262680","145.4332110776","204.6284268233","-23.3618577282","-177.6065201428","154.2446624146","4.5446146701","11.6020596614","129.2865367461","0.0000000000","0.0000000000"
"34","753","-1270.5498174239","0.0000052419","0.9999271907","7.2201675950","579.7008677323","374.0676962906","205.6331714417","239.9312610109","325.0375667627","-85.1063057518","-91.2591994770","6.1528937252","149.0340246687","202.7013501340","-26.6978080400","-186.9183563572","160.2205483172","4.9601064368","12.4752544234","131.5986638084","0.0000000000","0.0000000000"
"35","669","-1270.7044871097","0.0000044907","0.9999316814","7.3123757742","579.7930759115","374.5048815393","205.2881943722","240.3684462595","325.5161078385","-85.1476615790","-91.2694301592","6.1217685803","149.6923652914","202.2402867839","-26.4165442368","-187.2699209854","160.8533767486","4.9086260361","12.5119271071","132.2718121482","0.0000000000","0.0000000000"
"36","947","-1270.7103001336","0.0000044647","0.9999361461","7.3158412777","579.7965414150","377.0390376456","202.7575037694","242.9026023659","332.9709436881","-90.0683413221","-96.1416972327","6.0733559106","147.6251809020","213.2525168844","-27.9067540984","-184.9382592449","157.0315051465","4.7077420912","12.5698053460","130.3476334648","0.0000000000","0.0000000000"
"37","988","-1270.8062797726","0.0000040561","0.9999402022","7.3730606850","579.8537608223","374.1855895388","205.6681712834","240.0491542591","320.2761925099","-80.2270382509","-86.2580610514","6.0310228006","151.2807131624","197.0218591974","-28.0263798498","-190.0565454887","162.0301656388","4.8473289537","12.4818599843","133.9515242243","0.0000000000","0.0000000000"
"38","5","-1270.8085232417","0.0000040470","0.9999442492","7.3743981559","579.8550982932","376.0451349709","203.8099633222","241.9086996912","325.7027090827","-83.7940093915","-89.8733845864","6.0793751949","147.8590826610","205.1396936511","-27.2960672295","-186.3093852209","159.0133179914","4.8252277656","12.8496290983","130.1842257971","0.0000000000","0.0000000000"
"39","368","-1270.8703186920","0.0000038045","0.9999480537","7.4112382510","579.8919383883","374.3218796800","205.5700587084","240.1854444002","329.4020260443","-89.2126660960","-95.3054687475","6.0928026515","149.2961217638","207.9392781214","-27.8333738409","-187.1339390782","159.3005652373","4.7157682158","12.6071405780","131.9732129699","0.0000000000","0.0000000000"
"40","746","-1270.9945563841","0.0000033600","0.9999514138","7.4853040339","579.9660041712","376.4958581747","203.4701459965","242.3594228950","333.5848108403","-91.2253879453","-97.2699522149","6.0445642696","148.1756624641","212.9773298645","-27.5681814883","-185.0650362535","157.4968547652","4.7767900598","12.7225527278","130.6763196765","0.0000000000","0.0000000000"
"41","913","-1271.1567894764","0.0000028568","0.9999542706","7.5820212281","580.0627213654","375.0189338280","205.0437875374","240.8824985483","327.0462500098","-86.1637514615","-92.2852264255","6.1214749640","147.9829391881","205.0890377526","-26.0257269309","-187.1012603794","161.0755334484","4.9080055558","13.1490546968","129.9258789355","0.0000000000","0.0000000000"
"42","429","-1271.1568926064","0.0000028565","0.9999571271","7.5820827103","580.0627828475","375.8305661759","204.2322166716","241.6941308962","328.1261447125","-86.4320138164","-92.4782123216","6.0461985052","148.9558122387","205.9592661395","-26.7889336657","-187.4359040078","160.6469703421","4.8808213045","12.4039191326","131.6710718016","0.0000000000","0.0000000000"
"43","425","-1271.3288633248","0.0000024052","0.9999595323","7.6846051065","580.1653052438","374.5120668834","205.6532383604","240.3756316036","327.3555963104","-86.9799647068","-93.1043907061","6.1244259994","147.0507755049","206.5412068703","-26.2363860649","-187.4325904505","161.1962043856","4.9384829834","13.1175770311","128.9947154905","0.0000000000","0.0000000000"
"44","230","-1271.3416387911","0.0000023747","0.9999619070","7.6922213531","580.1729214904","374.6474138436","205.5255076468","240.5109785639","323.4983117717","-82.9873332078","-89.0550822600","6.0677490522","149.2781930780","202.3377766938","-28.1176580001","-189.2508319250","161.1331739249","4.8043754823","12.5492005737","131.9246170220","0.0000000000","0.0000000000"
"45","304","-1271.3802341024","0.0000022848","0.9999641918","7.7152304086","580.1959305459","376.5672836061","203.6286469398","242.4308483263","332.0742900419","-89.6434417156","-95.7517192038","6.1082774882","148.3702120989","210.1144022019","-26.4103242589","-184.5254238588","158.1150995999","4.8279811391","13.3542094859","130.1880214739","0.0000000000","0.0000000000"
"46","826","-1271.4188023632","0.0000021983","0.9999663901","7.7382233375","580.2189234748","376.2629486689","203.9559748059","242.1265133892","329.9938343643","-87.8673209751","-93.9917533938","6.1244324187","151.7051335754","206.4666077828","-28.1779069939","-185.8365303651","157.6586233713","4.7438831173","11.8365878975","135.1246625606","0.0000000000","0.0000000000"
"47","328","-1271.5205145107","0.0000019857","0.9999683759","7.7988602482","580.2795603855","374.4857050762","205.7938553093","240.3492697965","324.1538860284","-83.8046162320","-89.9723432123","6.1677269803","148.1040826468","202.9944064702","-26.9446030885","-186.2826280190","159.3380249304","4.8803125030","12.1857447011","131.0380254428","0.0000000000","0.0000000000"
"48","938","-1271.5929284430","0.0000018470","0.9999702229","7.8420306782","580.3227308154","377.3595882595","202.9631425559","243.2231529798","336.3044976890","-93.0813447092","-99.1735721043","6.0922273951","148.3379041840","217.0114576311","-29.0448641261","-184.8670929353","155.8222288092","4.7503806630","12.5781236682","131.0093998529","0.0000000000","0.0000000000"
"49","90","-1271.6080105401","0.0000018194","0.9999720423","7.8510220504","580.3317221876","375.4953685175","204.8363536702","241.3589332377","326.7884138951","-85.4294806574","-91.4915894884","6.0621088310","148.7407338549","205.5510378659","-27.5033578257","-188.4064332391","160.9030754134","4.9841362958","12.6393675548","131.1172300043","0.0000000000","0.0000000000"
"50","4","-1271.6844317215","0.0000016855","0.9999737278","7.8965814497","580.3772815870","375.1612094288","205.2160721582","241.0247741491","326.1535779020","-85.1288037529","-91.2461250599","6.1173213070","148.8149171782","202.9183193790","-25.5796586552","-186.0354654098","160.4558067547","4.8381145827","13.0897401876","130.8870624079","0.0000000000","0.0000000000"
