" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.4079949925"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","7969","-1247.8957209320","0.0152192435","0.0152192435","0.0000000000","566.0484395529","371.1708226124","194.8776169404","240.6113589402","272.1543324652","-31.5429735250","-37.7116767458","6.1687032208","158.4885720575","140.4721664387","-26.8064060309","-179.1537913001","152.3473852692","4.3252613438","12.0191691231","142.1441415906","0.0000000000","0.0000000000"
"2","3798","-1248.1466268459","0.0118420260","0.0270612695","0.1495805550","566.1980201078","370.7338789436","195.4641411642","240.1744152713","271.0663771838","-30.8915528288","-37.0925444066","6.2009915777","158.0351536152","139.8297417090","-26.7985181403","-179.7001340956","152.9016159553","4.3328801563","11.9981103833","141.7041630756","0.0000000000","0.0000000000"
"3","5187","-1248.1492130288","0.0118114399","0.0388727094","0.1511223388","566.1995618917","371.4505983793","194.7489635123","240.8911347071","272.7265137210","-31.8353790139","-37.9885989322","6.1532199183","157.5728992405","139.0366242577","-23.8830097772","-175.0268610391","151.1438512619","4.3926599781","12.5715459912","140.6086932711","0.0000000000","0.0000000000"
"4","18838","-1248.1520607607","0.0117778520","0.0506505614","0.1528200481","566.2012596010","371.3385570092","194.8627025918","240.7790933370","272.9257523455","-32.1468414365","-38.3106622734","6.1638208369","158.9285552977","140.8827712203","-26.8855741724","-178.8878773664","152.0023031940","4.3210489796","11.8452486094","142.7622577087","0.0000000000","0.0000000000"
"5","21484","-1248.1837323360","0.0114106741","0.0620612355","0.1717014358","566.2201409887","370.7438258730","195.4763151157","240.1843622007","270.9360126275","-30.7516504269","-36.9392597717","6.1876093449","157.7196783392","139.5852583565","-26.3689240681","-179.6689111899","153.2999871217","4.3549636902","12.1744903609","141.1902242881","0.0000000000","0.0000000000"
"6","26662","-1248.2078386009","0.0111388943","0.0732001298","0.1860726733","566.2345122261","370.8147147718","195.4197974543","240.2552510995","271.8695295042","-31.6142784046","-37.8024752627","6.1881968580","158.5210343893","140.3194773934","-26.9709822785","-179.4650110842","152.4940288057","4.3283267170","11.8113925129","142.3813151595","0.0000000000","0.0000000000"
"7","9941","-1248.2620403812","0.0105512169","0.0837513467","0.2183857115","566.2668252644","370.9005987232","195.3662265412","240.3411350509","271.1883510137","-30.8472159628","-37.0816427574","6.2344267947","158.0267345272","139.7220394206","-26.5604229341","-179.4237687266","152.8633457925","4.3375961792","12.0265668071","141.6625715408","0.0000000000","0.0000000000"
"8","4748","-1248.4285983839","0.0089323828","0.0926837295","0.3176812526","566.3661208055","371.3659125917","195.0002082137","240.8064489195","273.1204469468","-32.3139980274","-38.4270989476","6.1131009203","157.2107629091","139.2485127392","-23.3388287015","-175.1888786112","151.8500499097","4.4506569510","12.8161068495","139.9439991086","0.0000000000","0.0000000000"
"9","16560","-1248.5328355276","0.0080481806","0.1007319101","0.3798234698","566.4282630227","371.5422001131","194.8860629096","240.9827364408","272.4230414054","-31.4403049646","-37.6072208834","6.1669159188","158.5810092821","141.1951414675","-27.3531093442","-178.4721652464","151.1190559023","4.2410682900","11.8535362156","142.4864047765","0.0000000000","0.0000000000"
"10","25800","-1248.5438083553","0.0079603520","0.1086922621","0.3863650520","566.4348046049","371.2651554646","195.1696491403","240.7056917923","272.3969447411","-31.6912529488","-37.7592379865","6.0679850377","155.6895683124","144.0546668851","-27.3472904564","-180.8079541994","153.4606637430","4.4574776126","13.6301076730","137.6019830268","0.0000000000","0.0000000000"
"11","9028","-1248.6248468828","0.0073407036","0.1160329657","0.4346771373","566.4831166902","371.3476567128","195.1354599774","240.7881930405","272.7151892872","-31.9269962467","-38.0940855747","6.1670893280","158.5768424475","141.2904448408","-27.1520980011","-179.0513796861","151.8992816850","4.3017980399","11.8900924575","142.3849519501","0.0000000000","0.0000000000"
"12","8489","-1248.6527457885","0.0071387364","0.1231717021","0.4513094030","566.4997489558","372.2017973201","194.2979516358","241.6423336478","273.4635598213","-31.8212261735","-37.9041071089","6.0828809354","158.8548982860","142.4245695719","-27.8159080366","-178.3603988344","150.5444907978","4.2163627889","12.0610274729","142.5775080241","0.0000000000","0.0000000000"
"13","12737","-1248.7177885718","0.0066891914","0.1298608936","0.4900854345","566.5385249874","371.7354725745","194.8030524129","241.1760089022","274.0187127434","-32.8427038412","-39.0306312965","6.1879274554","158.1582176501","142.7636809066","-26.9031858133","-179.2884450560","152.3852592427","4.3354967970","12.1147711453","141.7079497077","0.0000000000","0.0000000000"
"14","2437","-1248.7284190058","0.0066184591","0.1364793526","0.4964228946","566.5448624474","371.4881918652","195.0566705822","240.9287281929","272.5611187415","-31.6323905485","-37.7928239465","6.1604333979","157.3083057287","138.6884842247","-23.4356712119","-175.3023426323","151.8666714204","4.4367587963","12.7364447473","140.1351021850","0.0000000000","0.0000000000"
"15","27530","-1248.7410024864","0.0065356976","0.1430150503","0.5039246867","566.5523642395","372.1970452008","194.3553190388","241.6375815285","274.4014898420","-32.7639083135","-38.8853133501","6.1214050367","158.1444247421","140.5242774788","-24.2672123789","-174.2351644990","149.9679521201","4.3493111024","12.3919020471","141.4032115925","0.0000000000","0.0000000000"
"16","21091","-1248.7636447074","0.0063893777","0.1494044279","0.5174231170","566.5658626698","371.9317780975","194.6340845724","241.3723144252","274.7554514998","-33.3831370746","-39.5574287834","6.1742917088","157.2289345757","141.4533858947","-23.9268689706","-175.0611926099","151.1343236393","4.4015939805","12.6564269985","140.1709135967","0.0000000000","0.0000000000"
"17","16904","-1248.7855410264","0.0062509944","0.1556554223","0.5304768689","566.5789164218","371.8514860963","194.7274303255","241.2920224240","274.2663872851","-32.9743648611","-39.1558888246","6.1815239635","158.1718252844","142.9155949604","-26.8210329596","-179.0669395920","152.2459066324","4.3342704302","12.1928428718","141.6447119824","0.0000000000","0.0000000000"
"18","24209","-1248.8214822471","0.0060303155","0.1616857378","0.5519036566","566.6003432094","372.0141122741","194.5862309353","241.4546486018","274.3665862629","-32.9119376611","-39.0534345051","6.1414968440","157.2182998926","141.0545223730","-23.9062360027","-174.9487277976","151.0424917949","4.4034404277","12.7003307734","140.1145286915","0.0000000000","0.0000000000"
"19","22561","-1248.8386524541","0.0059276576","0.1676133954","0.5621398803","566.6105794332","371.2430318323","195.3675476009","240.6835681600","272.4602610771","-31.7766929171","-37.9799921487","6.2032992316","157.6550646067","141.7210862695","-26.9158897990","-179.8170448983","152.9011550993","4.3401036322","12.0973122133","141.2176487611","0.0000000000","0.0000000000"
"20","27527","-1248.8947861635","0.0056040829","0.1732174782","0.5956046612","566.6440442141","371.5578457977","195.0861984163","240.9983821254","273.4269321614","-32.4285500360","-38.6289940991","6.2004440631","157.5465396777","142.4350040305","-26.5546115468","-179.2645825422","152.7099709954","4.3442241972","12.1446246712","141.0576908093","0.0000000000","0.0000000000"
"21","21867","-1248.9095677906","0.0055218546","0.1787393328","0.6044169046","566.6528564575","371.7425024936","194.9103539639","241.1830388213","274.1842104413","-33.0011716200","-39.1038991755","6.1027275555","159.2768589908","142.3872390158","-27.4798875652","-178.8202362411","151.3403486759","4.2652782669","11.7250656891","143.2865150348","0.0000000000","0.0000000000"
"22","15777","-1248.9467696593","0.0053202054","0.1840595383","0.6265952426","566.6750347954","372.0062970254","194.6687377700","241.4468333532","274.1161887795","-32.6693554263","-38.7975434396","6.1281880133","157.6649560819","143.3336558488","-26.8824231512","-179.1293716918","152.2469485406","4.3367091077","12.3910070049","140.9372399692","0.0000000000","0.0000000000"
"23","9897","-1248.9623077195","0.0052381787","0.1892977170","0.6358584426","566.6842979955","371.4560489773","195.2282490182","240.8965853050","272.1306071590","-31.2340218540","-37.3959604203","6.1619385662","157.9217461585","140.9008823720","-26.6920213715","-179.7321929723","153.0401716008","4.3894884877","11.4522370588","142.0800206120","0.0000000000","0.0000000000"
"24","10318","-1248.9679460946","0.0052087270","0.1945064439","0.6392198272","566.6876593801","371.6109399600","195.0767194200","241.0514762878","273.9535701516","-32.9020938639","-39.0874493088","6.1853554450","159.0365763495","141.9938425431","-27.0768487410","-178.6130446726","151.5361959316","4.2994148687","11.7425847899","142.9945766910","0.0000000000","0.0000000000"
"25","15627","-1248.9731680214","0.0051815983","0.1996880422","0.6423329412","566.6907724941","371.8799878375","194.8107846565","241.3205241652","272.8606271392","-31.5401029739","-37.6529706082","6.1128676342","157.8527988784","139.0859884668","-24.0781602060","-175.0988820033","151.0207217973","4.3835513942","12.7666760510","140.7025714331","0.0000000000","0.0000000000"
"26","27366","-1248.9992373948","0.0050482628","0.2047363050","0.6578745093","566.7063140622","371.4098563399","195.2964577223","240.8503926676","273.5890444820","-32.7386518144","-38.9402710444","6.2016192300","158.2390700450","142.3359804192","-26.9860059823","-179.4008264485","152.4148204662","4.3393629716","11.9549400787","141.9447669948","0.0000000000","0.0000000000"
"27","13077","-1248.9993423708","0.0050477329","0.2097840379","0.6579370920","566.7063766448","371.5421246483","195.1642519965","240.9826609760","272.8885560337","-31.9058950576","-38.1437291687","6.2378341110","157.6766711526","141.7958014547","-26.5839165736","-179.2983369003","152.7144203267","4.3445644026","12.1687664776","141.1633402724","0.0000000000","0.0000000000"
