" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","290.7990615638"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","25403","-1257.1397723102","0.0326609028","0.0326609028","0.0000000000","576.0955475787","383.0228756252","193.0726719534","254.2518977567","318.8901302123","-64.6382324557","-70.6690429391","6.0308104835","144.4041032429","194.9708692900","-20.4848423205","-169.0938965665","148.6090542460","4.4516395342","10.7415357357","129.2109279730","0.0000000000","0.0000000000"
"2","25521","-1257.2873751165","0.0281789691","0.0608398720","0.0879951746","576.1835427533","383.3818759338","192.8016668195","254.6108980652","318.5550445980","-63.9441465328","-70.0005395708","6.0563930380","144.1164399105","195.1951974248","-20.7565927373","-169.5483099578","148.7917172205","4.4742519794","10.7085636957","128.9336242354","0.0000000000","0.0000000000"
"3","17460","-1257.5230156761","0.0222632061","0.0831030780","0.2284751064","576.3240226851","383.5668852728","192.7571374123","254.7959074042","318.0514581940","-63.2555507897","-69.2199959674","5.9644451777","145.7678410616","195.1508890402","-22.8672719078","-169.8757416980","147.0084697902","4.2948223071","9.4700283625","132.0029903920","0.0000000000","0.0000000000"
"4","22797","-1257.7000607725","0.0186508229","0.1017539009","0.3340226536","576.4295702323","384.0838711934","192.3456990388","255.3128933249","318.5663264902","-63.2534331653","-69.2051679435","5.9517347782","147.0085439679","195.3374931945","-23.7797106723","-169.1563407806","145.3766301083","4.2285629024","9.4345131010","133.3454679645","0.0000000000","0.0000000000"
"5","24927","-1257.9390594055","0.0146859556","0.1164398565","0.4765045410","576.5720521197","383.6532899264","192.9187621933","254.8823120579","322.3045689737","-67.4222569159","-73.4579137225","6.0356568067","143.8949393717","198.4287310450","-20.0191014430","-168.9807917579","148.9616903149","4.4976545421","10.8309583694","128.5663264602","0.0000000000","0.0000000000"
"6","22382","-1257.9499453208","0.0145269525","0.1309668091","0.4829943093","576.5785418880","383.8636338980","192.7149079900","255.0926560295","318.4981027413","-63.4054467118","-69.4452358945","6.0397891827","144.6599178138","194.8030958709","-20.9649109434","-169.1142711297","148.1493601862","4.4622158078","10.7300870617","129.4676149443","0.0000000000","0.0000000000"
"7","24767","-1257.9765868603","0.0141450421","0.1451118512","0.4988769811","576.5944245598","383.8123265569","192.7820980029","255.0413486884","321.7389212523","-66.6975725639","-72.7379696566","6.0403970927","143.6676446877","198.2848927617","-20.2136161971","-169.6331271987","149.4195110016","4.5423908753","10.8484604921","128.2767933204","0.0000000000","0.0000000000"
"8","24983","-1258.0482237228","0.0131671793","0.1582790305","0.5415841517","576.6371317303","383.7038643089","192.9332674215","254.9328864403","321.0453177420","-66.1124313017","-72.1515462654","6.0391149637","144.1037886258","197.4032989509","-20.4617698347","-169.0352012065","148.5734313718","4.4803898465","10.8272054851","128.7961932942","0.0000000000","0.0000000000"
"9","15645","-1258.1173560025","0.0122876542","0.1705666847","0.5827981852","576.6783457639","383.6765066249","193.0018391390","254.9055287564","319.6289846658","-64.7019441331","-70.7210707907","6.0191266576","144.9788354361","195.2694959401","-20.6193467105","-168.6345206350","148.0151739245","4.4456798342","10.8006979422","129.7324576597","0.0000000000","0.0000000000"
"10","22349","-1258.1378994012","0.0120377993","0.1826044840","0.5950453775","576.6905929562","383.7094715722","192.9811213840","254.9384937036","320.3979139146","-65.4594202109","-71.5164624304","6.0570422195","144.1600019441","196.6899609741","-20.4520490036","-169.0343934003","148.5823443967","4.4678045043","10.8799123469","128.8122850929","0.0000000000","0.0000000000"
"11","25157","-1258.1429130573","0.0119775969","0.1945820809","0.5980343285","576.6935819072","383.7137849646","192.9797969426","254.9428070960","320.7448746077","-65.8020675117","-71.8392558109","6.0371882992","144.1472310660","197.0553792922","-20.4577357505","-169.0319340152","148.5741982647","4.4667100096","10.8814694318","128.7990516245","0.0000000000","0.0000000000"
"12","24722","-1258.2498518267","0.0107628373","0.2053449183","0.6617871521","576.7573347308","384.0481850275","192.7091497033","255.2772071590","320.3851052967","-65.1078981378","-71.1601487778","6.0522506400","143.8511251908","197.2543277887","-20.7203476827","-169.4686130093","148.7482653266","4.4891233040","10.8443944074","128.5176074794","0.0000000000","0.0000000000"
"13","22914","-1258.2693780904","0.0105547179","0.2158996361","0.6734279672","576.7689755459","384.7399603118","192.0290152341","255.9689824433","320.6387655784","-64.6697831351","-70.7612699129","6.0914867778","145.4149646382","195.2919739467","-20.0681730064","-165.3134100750","145.2452370686","4.3139888545","9.5176956800","131.5832801036","0.0000000000","0.0000000000"
"14","14538","-1258.2809228126","0.0104335672","0.2263332034","0.6803104912","576.7758580698","384.0821174273","192.6937406425","255.3111395588","316.1538846950","-60.8427451362","-66.9693915493","6.1266464131","146.0460274462","190.3595821015","-20.2517248527","-166.5782016170","146.3264767643","4.2638112488","9.6367630445","132.1454531530","0.0000000000","0.0000000000"
"15","19550","-1258.3173478109","0.0100603628","0.2363935662","0.7020256886","576.7975732673","384.0735672930","192.7240059742","255.3025894245","320.4637523090","-65.1611628845","-71.2294588430","6.0682959585","143.8401756758","197.3736807791","-20.7501041459","-169.6188741734","148.8687700275","4.5099132258","10.7949933024","128.5352691475","0.0000000000","0.0000000000"
"16","22788","-1258.3284519976","0.0099492686","0.2463428348","0.7086455821","576.8041931607","383.5696930764","193.2345000843","254.7987152079","319.5801142893","-64.7813990814","-70.7704521731","5.9890530917","146.0506548298","195.8801257301","-22.3506662706","-170.1394703850","147.7888041143","4.3651374852","9.9013145170","131.7842028276","0.0000000000","0.0000000000"
