" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","302.5549258214"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","23773","-1136.2683157642","0.0299529921","0.0299529921","0.0000000000","497.0281874307","304.9400260537","192.0881613770","174.3805623815","247.9709543729","-73.5903919915","-79.7350716055","6.1446796140","151.0840222084","123.8443588930","-26.9574267284","-181.9516516756","154.9942249472","4.4595264467","11.0049221754","135.6192037379","0.0003698484","0.0000000000"
"2","20913","-1136.5313337001","0.0230257070","0.0529786991","0.1568012815","497.1849887122","305.1497400854","192.0352486269","174.5902764131","247.9486589162","-73.3583825031","-79.5404831305","6.1821006274","150.2551235443","123.0259976598","-25.3324622880","-181.8982142763","156.5657519883","4.5605388770","11.6300733145","134.0631565399","0.0013548130","0.0000000000"
"3","15579","-1136.5696281607","0.0221606197","0.0751393188","0.1796309812","497.2078184119","304.9777940955","192.2300243164","174.4183304232","247.4060314403","-72.9877010170","-79.1803267883","6.1926257713","150.7868120154","122.3565014252","-25.7372820004","-182.1961268572","156.4588448568","4.5175280492","11.5981067869","134.6706934512","0.0004837281","0.0000000000"
"4","18668","-1136.7879245552","0.0178146372","0.0929539560","0.3097709821","497.3379584128","305.3592472986","191.9787111142","174.7997836263","247.6614529905","-72.8616693642","-78.9849043402","6.1232349760","151.4434765269","122.4315225044","-26.2135460408","-181.9166990025","155.7031529617","4.4890427818","11.5889120114","135.3650150397","0.0005066940","0.0000000000"
"5","26526","-1136.8125167932","0.0173818784","0.1103358344","0.3244319383","497.3526193690","305.1900070308","192.1626123383","174.6305433585","247.9776817790","-73.3471384205","-79.4824666811","6.1353282605","151.1272373354","123.0344645065","-26.1840200629","-182.1025742292","155.9185541664","4.4961695250","11.4572516516","135.1733991211","0.0004170377","0.0000000000"
"6","20559","-1136.8776479696","0.0162858563","0.1266216907","0.3632606664","497.3914480971","305.1871392637","192.2043088334","174.6276755915","247.9571223157","-73.3294467243","-79.4717209211","6.1422741968","149.8598439639","122.7656792357","-24.6684008838","-179.9000475244","155.2316466405","4.5496041032","11.1895067070","134.1206722176","0.0000609361","0.0000000000"
"7","26592","-1137.0095226483","0.0142737522","0.1408954429","0.4418793300","497.4700667607","305.2121406118","192.2579261489","174.6526769395","248.3534873588","-73.7008104194","-79.8413250658","6.1405146465","151.0026574713","123.5685048358","-26.2176749483","-182.1987910152","155.9811160669","4.4987659716","11.5051521641","134.9983301276","0.0004092080","0.0000000000"
"8","23393","-1137.0235436996","0.0140750157","0.1549704586","0.4502381470","497.4784255778","305.2505603633","192.2278652144","174.6910966911","247.5401539906","-72.8490572996","-79.0230984634","6.1740411638","149.8304397121","122.2530484842","-24.5433342057","-180.4552300990","155.9118958933","4.5784232309","11.6270734250","133.6249429597","0.0000000965","0.0000000000"
"9","23426","-1137.1114839531","0.0128901188","0.1678605774","0.5026647787","497.5308522094","305.5955880649","191.9352641445","175.0361243926","251.1058671220","-76.0697427294","-82.2192023199","6.1494595905","150.7061405629","127.4153741858","-27.0156476267","-181.9731767297","154.9575291030","4.4717731807","11.1280104441","135.1059300903","0.0004268479","0.0000000000"
"10","23312","-1137.1582543243","0.0123011243","0.1801617017","0.5305474937","497.5587349244","305.4603235238","192.0984114006","174.9008598515","249.0957376881","-74.1948778366","-80.2841707580","6.0892929214","151.3045059303","124.6305927848","-26.8393610270","-181.8460803124","155.0067192854","4.4426444111","11.2738157186","135.5876784378","0.0003673628","0.0000000000"
"11","25954","-1137.1959661591","0.0118458646","0.1920075663","0.5530298541","497.5812172848","305.5375365728","192.0436807119","174.9780729006","251.3566078208","-76.3785349203","-82.5058630730","6.1273281527","150.8450632079","127.4578555111","-26.9463108982","-181.8604005671","154.9140896689","4.4747917287","11.1513754505","135.2184473516","0.0004486771","0.0000000000"
"12","21362","-1137.2227330756","0.0115329933","0.2035405596","0.5689872708","497.5971747015","305.5393578965","192.0578168050","174.9798942242","248.2180625710","-73.2381683467","-79.3648881571","6.1267198103","150.5082602307","122.8668319737","-25.1570296335","-179.7318111924","154.5747815589","4.5255616188","11.2402327174","134.7422611705","0.0002047240","0.0000000000"
"13","18060","-1137.2791063515","0.0109008268","0.2144413864","0.6025948720","497.6307823027","305.7165442348","191.9142380680","175.1570805625","248.3321572541","-73.1750766916","-79.2904906269","6.1154139353","151.7793379806","123.2331217881","-26.6803025145","-181.7924906405","155.1121881259","4.4675031951","11.4446191663","135.8667792234","0.0004363958","0.0000000000"
"14","23298","-1137.2919387405","0.0107618368","0.2252032232","0.6102450538","497.6384324845","305.6241910314","192.0142414531","175.0647273592","248.7567334675","-73.6920061083","-79.7658800399","6.0738739315","151.6542641332","123.7848257707","-26.6823564364","-181.9343144385","155.2519580021","4.4725094166","11.5042089405","135.6771085133","0.0004372629","0.0000000000"
"15","20885","-1137.3042996363","0.0106296296","0.2358328528","0.6176141494","497.6458015801","305.3830370183","192.2627645618","174.8235733460","247.9574075885","-73.1338342425","-79.2743194705","6.1404852280","150.0623949032","122.8758697694","-24.9808570841","-180.3808757735","155.4000186894","4.5585935642","11.5667662750","133.9370337273","0.0000013368","0.0000000000"
"16","16632","-1137.3076578253","0.0105939932","0.2464268460","0.6196161738","497.6478036045","305.6558125542","191.9919910504","175.0963488819","248.3550439934","-73.2586951115","-79.3863815072","6.1276863957","150.8626586814","123.1696279212","-25.6772426091","-181.6807234966","156.0034808875","4.5467693472","11.6566699462","134.6577731377","0.0014462502","0.0000000000"
"17","20754","-1137.3077097818","0.0105934428","0.2570202888","0.6196471483","497.6478345790","305.4326499098","192.2151846692","174.8731862376","248.6571560445","-73.7816385534","-79.9025957600","6.1209572066","150.2642231906","123.5212277372","-25.1282948833","-179.7325488047","154.6042539213","4.5157883382","11.0518045792","134.6965663494","0.0000639237","0.0000000000"
"18","15636","-1137.3142840692","0.0105240269","0.2675443157","0.6235664882","497.6517539189","304.4368036489","193.2149502701","173.8773399766","246.7791935364","-72.9018535598","-79.0748256324","6.1729720726","151.0476929937","122.2604595055","-26.5289589627","-182.1608188043","155.6318598416","4.4968736770","11.2106918241","135.3398669124","0.0002605801","0.0000000000"
"19","17952","-1137.3697924812","0.0099557722","0.2775000880","0.6566584905","497.6848459213","305.8038118124","191.8810341089","175.2443481401","248.5727974735","-73.3284493333","-79.4376019996","6.1091526663","151.7287769946","124.1356004833","-27.2915800044","-181.6622247600","154.3706447556","4.4421861560","10.9979589466","136.2882671946","0.0003646974","0.0000000000"
"20","23203","-1137.4516940462","0.0091728767","0.2866729646","0.7054850859","497.7336725166","305.6407793949","192.0928931217","175.0813157226","250.1407336063","-75.0594178837","-81.2574739781","6.1980560944","150.3996569215","125.5477527247","-25.8066760398","-182.2059627847","156.3992867450","4.5280953666","11.7168363411","134.1542463442","0.0004788696","0.0000000000"
"21","21288","-1137.4565418860","0.0091285156","0.2958014803","0.7083751835","497.7365626142","305.6327571343","192.1038054799","175.0732934621","250.8329866031","-75.7596931410","-81.9508179840","6.1911248430","150.5596429484","125.9867397167","-25.7133960621","-182.0245398909","156.3111438288","4.5290492344","11.7116472624","134.3184462038","0.0005002479","0.0000000000"
"22","15354","-1137.4653232007","0.0090487062","0.3048501865","0.7136102691","497.7417976998","305.8741175082","191.8676801916","175.3146538359","250.9096367047","-75.5949828688","-81.7777506480","6.1827677792","149.9531572170","126.2253174035","-25.2688379158","-181.5885759805","156.3197380647","4.5716497016","11.7003109796","133.6799337078","0.0012628279","0.0000000000"
"23","23131","-1137.4923482709","0.0088074391","0.3136576256","0.7297215872","497.7579090179","305.8491070911","191.9088019268","175.2896434188","251.1139474761","-75.8243040574","-82.0023792990","6.1780752417","149.8680778308","126.6139710251","-25.3681013797","-181.8442988105","156.4761974307","4.5684739974","11.7342378453","133.5640290629","0.0013369252","0.0000000000"
"24","26710","-1137.4930353934","0.0088013894","0.3224590150","0.7301312235","497.7583186542","305.4318900418","192.3264286124","174.8724263695","248.5170046073","-73.6445782378","-79.7770357417","6.1324575039","150.2427372842","123.2309986761","-24.9567313530","-179.7957689941","154.8390376411","4.5414093703","11.1079430154","134.5933041741","0.0000807244","0.0000000000"
"25","23307","-1137.5178609676","0.0085855797","0.3310445947","0.7449312858","497.7731187166","305.8563238505","191.9167948660","175.2968601782","251.3965423026","-76.0996821244","-82.2886814512","6.1889993268","150.0110088864","126.7175286402","-25.3319952241","-181.8062219446","156.4742267205","4.5752036238","11.7697659089","133.6646719428","0.0013674109","0.0000000000"
