" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","316","-122.3947732566","0.0743741975","0.0743741975","0.0000000000","48.2614312613","15.9093029572","32.3521283041","-5.5525266876","47.1924663064","-52.7440024932","-55.1351429164","2.3911404231","2.1562441564","44.4493510826","0.5868710674","-5.7609976818","6.3478687491","0.1286250222","0.3934040913","1.6342150429","0.0000000000","0.0000000000"
"2","307","-122.8105182050","0.0490757060","0.1234499034","0.2478513128","48.5092825740","16.0538449647","32.4554376094","-5.4079846801","47.8448487036","-53.2528333837","-55.6040272091","2.3511938254","2.2575830414","44.8935027209","0.6937629413","-6.2848864907","6.9786494319","0.1487716385","0.4342482713","1.6745631316","0.0000000000","0.0000000000"
"3","925","-122.8362344421","0.0478297527","0.1712796562","0.2631823544","48.5246136157","16.0689295323","32.4556840833","-5.3929001124","47.8447362068","-53.2376363192","-55.5866932186","2.3490568994","2.2577334948","44.8933270578","0.6936756542","-6.2848019784","6.9784776327","0.1488000981","0.4343444271","1.6745889695","0.0000000000","0.0000000000"
"4","891","-123.1826465336","0.0338262050","0.2051058611","0.4697000570","48.7311313183","16.2802786456","32.4508526728","-5.1815509992","48.0016925096","-53.1832435088","-55.5332492058","2.3500056971","2.4586242642","44.9004700915","0.6425981539","-6.3624792336","7.0050773875","0.1511279848","0.5187781835","1.7887180959","0.0000000000","0.0000000000"
"5","779","-123.1882845170","0.0336360300","0.2387418911","0.4730612081","48.7344924694","16.2837686481","32.4507238212","-5.1780609966","48.0016145907","-53.1796755873","-55.5211363530","2.3414607657","2.4586664033","44.9004415337","0.6425066537","-6.3623394764","7.0048461301","0.1511553771","0.5187627351","1.7887482911","0.0000000000","0.0000000000"
"6","1030","-123.3902541964","0.0274846628","0.2662265539","0.5934678429","48.8548991041","16.3922513424","32.4626477618","-5.0695783024","47.8452976868","-52.9148759891","-55.2769783457","2.3621023565","2.6612005341","44.4615346851","0.7225624676","-6.3792387234","7.1018011909","0.1638417686","0.6338768666","1.8634818989","0.0000000000","0.0000000000"
"7","1031","-123.4550399787","0.0257605010","0.2919870550","0.6320906602","48.8935219215","16.4308608610","32.4626610605","-5.0309687837","47.8453152276","-52.8762840113","-55.2278456679","2.3515616566","2.6610515515","44.4615395894","0.7227240867","-6.3794513155","7.1021754021","0.1638294841","0.6338534673","1.8633686001","0.0000000000","0.0000000000"
"8","1191","-123.5057082891","0.0244877757","0.3164748307","0.6622971782","48.9237284394","16.4727993545","32.4509290849","-4.9890302902","48.0348941141","-53.0239244043","-55.3791778330","2.3552534287","2.7012205662","44.6217397324","0.7119338155","-6.4176053590","7.1295391745","0.1676673220","0.6586490405","1.8749042037","0.0000000000","0.0000000000"
"9","611","-123.5087269488","0.0244139669","0.3408887975","0.6640967882","48.9255280494","16.4726145565","32.4529134929","-4.9892150882","48.2140172829","-53.2032323712","-55.5427450375","2.3395126664","2.6972162089","44.8184413535","0.6983597206","-6.4371727837","7.1355325042","0.1679815213","0.6566964170","1.8725382705","0.0000000000","0.0000000000"
"10","613","-123.5176629163","0.0241967763","0.3650855739","0.6694240718","48.9308553331","16.4801470796","32.4507082535","-4.9816825651","48.0348870195","-53.0165695847","-55.3735720313","2.3570024466","2.7012188329","44.6217042758","0.7119639108","-6.4175359612","7.1294998720","0.1676610574","0.6586284927","1.8749292828","0.0000000000","0.0000000000"
"11","201","-123.5436893572","0.0235751449","0.3886607187","0.6849400452","48.9463713065","16.4932214812","32.4531498253","-4.9686081636","48.2140962642","-53.1827044278","-55.5310932761","2.3483888483","2.6972409309","44.8185172763","0.6983380571","-6.4372447654","7.1355828224","0.1680474650","0.6568188875","1.8723745783","0.0000000000","0.0000000000"
"12","1290","-123.8034044296","0.0181828329","0.4068435516","0.8397722852","49.1012035464","16.4637084914","32.6374950550","-4.9981211533","48.6678036989","-53.6659248522","-55.9752091709","2.3092843187","2.5433438666","45.4783592934","0.6461005388","-7.0954656323","7.7415661711","0.1755610945","0.6299984548","1.7377843174","0.0000000000","0.0000000000"
"13","1362","-123.8342735924","0.0176301189","0.4244736704","0.8581753050","49.1196065663","16.5536023132","32.5660042531","-4.9082273315","48.4854270258","-53.3936543574","-55.7181247073","2.3244703499","2.7625996276","44.8944257629","0.8284016354","-6.9043833236","7.7327849590","0.1839375146","0.6744678981","1.9041942150","0.0000000000","0.0000000000"
"14","1271","-123.8490119911","0.0173721846","0.4418458550","0.8669617773","49.1283930386","16.5624035482","32.5659894904","-4.8994260966","48.4855565600","-53.3849826566","-55.7157291796","2.3307465230","2.7625692098","44.8944845852","0.8285027651","-6.9044453587","7.7329481238","0.1839107205","0.6744756301","1.9041828591","0.0000000000","0.0000000000"
"15","176","-123.8624356129","0.0171405451","0.4589864001","0.8749644296","49.1363956909","16.4989916599","32.6374040310","-4.9628379849","48.6676505591","-53.6304885440","-55.9482995570","2.3178110130","2.5434601872","45.4781997763","0.6459905956","-7.0953527745","7.7413433701","0.1755628430","0.6299825224","1.7379148217","0.0000000000","0.0000000000"
"16","946","-123.8815045805","0.0168167893","0.4758031894","0.8863326222","49.1477638835","16.5823405373","32.5654233462","-4.8794891075","48.4610462170","-53.3405353245","-55.6531522665","2.3126169420","2.7614609723","44.8679512185","0.8316340261","-6.9032302227","7.7348642488","0.1840951836","0.6740131736","1.9033526150","0.0000000000","0.0000000000"
"17","778","-123.9141732566","0.0162762839","0.4920794733","0.9058084434","49.1672397046","16.6000343931","32.5672053115","-4.8617952516","48.6975815438","-53.5593767955","-55.8572376620","2.2978608665","2.7919800621","45.1209832833","0.7846181984","-6.9734462813","7.7580644797","0.1892636651","0.6721604128","1.9305559843","0.0000000000","0.0000000000"
"18","701","-123.9439196193","0.0157992538","0.5078787271","0.9235420925","49.1849733538","16.6183963881","32.5665769657","-4.8434332566","48.6977217814","-53.5411550380","-55.8678492007","2.3266941627","2.7917898245","45.1212095840","0.7847223729","-6.9734288600","7.7581512329","0.1891918520","0.6719673370","1.9306306356","0.0000000000","0.0000000000"
"19","710","-123.9690196842","0.0154076270","0.5232863541","0.9385057958","49.1999370571","16.6436524743","32.5562845828","-4.8181771705","48.7351345966","-53.5533117671","-55.8889810090","2.3356692419","2.8032730775","45.1232358463","0.8086256729","-6.9527269435","7.7613526164","0.1875494712","0.6985118248","1.9172117816","0.0000000000","0.0000000000"
"20","418","-123.9923769716","0.0150519170","0.5383382711","0.9524305214","49.2138617827","16.6578309173","32.5560308654","-4.8039987275","48.7352415491","-53.5392402766","-55.8588080962","2.3195678196","2.8033660559","45.1232935067","0.8085819866","-6.9527824508","7.7613644374","0.1875716907","0.6986604072","1.9171339579","0.0000000000","0.0000000000"
"21","1004","-123.9979585799","0.0149681371","0.5533064083","0.9557580638","49.2171893251","16.6682027355","32.5489865896","-4.7936269093","48.9446446922","-53.7375185862","-56.0504775317","2.3129589455","2.8022951514","45.3351515147","0.8071980261","-6.9617688866","7.7689669127","0.1893528186","0.6963175337","1.9166247991","0.0000000000","0.0000000000"
"22","534","-124.0257306453","0.0145581603","0.5678645686","0.9723147121","49.2337459734","16.6994258965","32.5343200768","-4.7624037482","48.5825838767","-53.3449876249","-55.6644141818","2.3194265569","2.8245471539","44.9156547409","0.8423819819","-6.9289230271","7.7713050090","0.1945175294","0.7206815298","1.9093480946","0.0000000000","0.0000000000"
"23","749","-124.0546646786","0.0141429696","0.5820075382","0.9895640813","49.2509953426","16.7166788251","32.5343165174","-4.7451508196","48.5825533879","-53.3277042075","-55.6534005830","2.3256963755","2.8247558400","44.9156270718","0.8421704761","-6.9286967366","7.7708672127","0.1945570169","0.7207799610","1.9094188621","0.0000000000","0.0000000000"
"24","1238","-124.1373121189","0.0130210882","0.5950286264","1.0388353392","49.3002666005","16.7513661586","32.5489004419","-4.7104634861","48.9445343381","-53.6549978243","-55.9913185070","2.3363206828","2.8025036833","45.3349505557","0.8070800992","-6.9615569792","7.7686370784","0.1893593035","0.6963371574","1.9168072224","0.0000000000","0.0000000000"
"25","694","-124.1605511589","0.0127219796","0.6077506059","1.0526895703","49.3141208315","16.7536531444","32.5604676872","-4.7081765004","48.7232965464","-53.4314730468","-55.7759234887","2.3444504419","2.9622174463","44.9928086462","0.7682704539","-7.0077468309","7.7760172848","0.1877776249","0.7564272900","2.0180125314","0.0000000000","0.0000000000"
"26","963","-124.2094041154","0.0121154102","0.6198660162","1.0818138434","49.3432451046","16.7800559845","32.5631891201","-4.6817736603","48.6578210539","-53.3395947142","-55.6696712679","2.3300765537","2.9629349186","44.9272042110","0.7676819244","-6.9945453523","7.7622272766","0.1862081315","0.7579321724","2.0187946147","0.0000000000","0.0000000000"
"27","1189","-124.2118302094","0.0120860527","0.6319520689","1.0832601882","49.3446914495","16.6538389122","32.6908525373","-4.8079907326","48.9571255001","-53.7651162327","-56.0825782994","2.3174620667","2.9157911346","45.4463319680","0.5950023975","-7.3622723610","7.9572747584","0.1964488740","0.8891937416","1.8301485190","0.0000000000","0.0000000000"
"28","1192","-124.2189434382","0.0120003869","0.6439524558","1.0875008245","49.3489320857","16.6584656978","32.6904663880","-4.8033639470","48.9567102282","-53.7600741752","-56.0832245645","2.3231503893","2.9158025968","45.4459512248","0.5949564066","-7.3615442851","7.9565006917","0.1964580949","0.8891250088","1.8302194931","0.0000000000","0.0000000000"
"29","964","-124.2555437782","0.0115691093","0.6555215651","1.1093205540","49.3707518153","16.8078668870","32.5628849283","-4.6539627578","48.6578846747","-53.3102989471","-55.6363606072","2.3260616601","2.9627904521","44.9272514619","0.7678427607","-6.9947019415","7.7625447022","0.1861890081","0.7578283195","2.0187731245","0.0000000000","0.0000000000"
"30","1110","-124.2753685610","0.0113420127","0.6668635778","1.1211393349","49.3825705961","16.8218435813","32.5607270148","-4.6399860634","48.7232464122","-53.3632324756","-55.6841555631","2.3209230874","2.9622759362","44.9927701940","0.7682002820","-7.0075989121","7.7757991941","0.1877978130","0.7564247187","2.0180534045","0.0000000000","0.0000000000"
"31","572","-124.2908173260","0.0111681391","0.6780317169","1.1303493005","49.3917805618","16.8302890482","32.5614915136","-4.6315405966","48.7322297763","-53.3637703728","-55.6915319387","2.3277615658","2.9866781393","45.0034125394","0.7421390976","-7.0348477853","7.7769868828","0.1905127615","0.7530917180","2.0430736597","0.0000000000","0.0000000000"
"32","835","-124.3133278451","0.0109195470","0.6889512639","1.1437692151","49.4052004764","16.8841499076","32.5210505688","-4.5776797372","48.7678359990","-53.3455157361","-55.6709317423","2.3254160062","3.0508624174","44.9071997213","0.8097738603","-6.9723854106","7.7821592709","0.1967704820","0.8148127475","2.0392791878","0.0000000000","0.0000000000"
"33","747","-124.3536194779","0.0104883262","0.6994395902","1.1677895528","49.4292208141","16.8675079794","32.5617128347","-4.5943216654","48.7321334097","-53.3264550751","-55.6608725266","2.3344174516","2.9867355840","45.0033167703","0.7420810554","-7.0347279329","7.7768089883","0.1905087453","0.7530959440","2.0431308947","0.0000000000","0.0000000000"
