" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","34.0787193596"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","295","-124.5512710993","0.1430458801","0.1430458801","0.0000000000","53.9362914712","31.4340670761","22.5022243952","15.3376948425","69.2768478640","-53.9391530215","-55.8893595957","1.9502065742","0.8462848823","68.5570182216","-0.1264552399","-3.0081365000","2.8816812601","0.0880559012","0.3323046521","0.4259243290","0.0000000000","0.0000000000"
"2","257","-124.7997087428","0.1115784326","0.2546243126","0.1481090662","54.0844005374","31.4139486529","22.6704518845","15.3175764193","69.6571777467","-54.3380921545","-56.2367778439","1.8986856894","1.1366142297","68.3826821201","0.1378813969","-3.7030988187","3.8409802156","0.1252650179","0.4681223875","0.5432268244","0.0000000000","0.0000000000"
"3","2","-124.9495957002","0.0960473037","0.3506716164","0.2374659647","54.1737574359","31.5033395223","22.6704179135","15.4069672888","69.6571933044","-54.2502260156","-56.1759605345","1.9257345189","1.1365730030","68.3826963734","0.1379239279","-3.7031452966","3.8410692246","0.1252524848","0.4681163777","0.5432041406","0.0000000000","0.0000000000"
"4","148","-125.1691868494","0.0771112873","0.4277829037","0.3683778490","54.3046693202","31.7058501735","22.5988191467","15.6094779399","69.7982932153","-54.1888152753","-56.1209329972","1.9321177218","1.1338050108","68.7349130318","-0.0704248273","-3.5644813266","3.4940564993","0.1077981691","0.4565144723","0.5694923694","0.0000000000","0.0000000000"
"5","34","-125.1776913298","0.0764582766","0.5042411803","0.3734478965","54.3097393677","31.7110280244","22.5987113433","15.6146557908","69.7982991196","-54.1836433287","-56.1162320927","1.9325887640","1.1335679174","68.7349488980","-0.0702176958","-3.5646868119","3.4944691161","0.1077963393","0.4564323738","0.5693392043","0.0000000000","0.0000000000"
"6","227","-125.2310507566","0.0724854434","0.5767266237","0.4052587555","54.3415502268","31.7529353730","22.5886148537","15.6565631395","69.9619838530","-54.3054207135","-56.2236514669","1.9182307534","0.9819098152","69.0575763250","-0.0775022872","-3.5482988809","3.4707965937","0.1047752539","0.4082577168","0.4688768445","0.0000000000","0.0000000000"
"7","85","-125.3000992338","0.0676493187","0.6443759424","0.4464228293","54.3827143006","31.7939254314","22.5887888692","15.6975531978","69.9620538751","-54.2645006773","-56.1657983833","1.9012977060","0.9818745223","69.0576331112","-0.0774537584","-3.5483612639","3.4709075054","0.1048012986","0.4082500136","0.4688232101","0.0000000000","0.0000000000"
"8","109","-125.4912707158","0.0558777239","0.7002536663","0.5603919899","54.4966834611","31.6846560845","22.8120273766","15.5882838509","70.2982141057","-54.7099302548","-56.5865039476","1.8765736928","1.2449421793","68.9333363669","0.1199355596","-4.4302083051","4.5501438647","0.1484113019","0.5869497804","0.5095810970","0.0000000000","0.0000000000"
"9","215","-125.5206893184","0.0542578238","0.7545114901","0.5779302409","54.5142217121","31.7022765426","22.8119451695","15.6059043090","70.2981857183","-54.6922814093","-56.5771100682","1.8848286588","1.2449701257","68.9333519054","0.1198636872","-4.4300559388","4.5499196261","0.1483947385","0.5869726101","0.5096027772","0.0000000000","0.0000000000"
"10","220","-125.6113378489","0.0495557684","0.8040672585","0.6319714442","54.5682629154","31.8063977465","22.7618651690","15.7100255129","70.1628703962","-54.4528448833","-56.3634331092","1.9105882259","1.4200502254","68.5656607090","0.1771594618","-4.2673736431","4.4445331049","0.1456163227","0.5813029930","0.6931309097","0.0000000000","0.0000000000"
"11","268","-125.6217262240","0.0490436292","0.8531108876","0.6381645980","54.5744560692","31.8126304121","22.7618256571","15.7162581786","70.1628849909","-54.4466268124","-56.3227707604","1.8761439480","1.4198184216","68.5657187715","0.1773477979","-4.2675711985","4.4449189963","0.1455937091","0.5812065329","0.6930181796","0.0000000000","0.0000000000"
"12","127","-125.7253798404","0.0442146719","0.8973255595","0.6999589385","54.6362504097","31.8707585534","22.7654918563","15.7743863198","70.2305413261","-54.4561550062","-56.3303059419","1.8741509356","1.4413173276","68.5676048581","0.2216191404","-4.2335953382","4.4552144786","0.1483198222","0.6010114837","0.6919860217","0.0000000000","0.0000000000"
"13","272","-126.3347149729","0.0240400585","0.9213656181","1.0632213499","54.9995128211","32.2267900436","22.7727227776","16.1304178100","70.3740629615","-54.2436451515","-56.1303008729","1.8866557214","1.2570968829","69.2400211329","-0.1230550543","-4.3359202311","4.2128651768","0.1280240834","0.6030308123","0.5260419872","0.0000000000","0.0000000000"
"14","293","-126.5079240801","0.0202167696","0.9415823877","1.1664820263","55.1027734975","32.3300682554","22.7727052421","16.2336960218","70.3739767489","-54.1402807271","-56.0468484628","1.9065677357","1.2571691229","69.2399090374","-0.1231014114","-4.3357820301","4.2126806187","0.1280263242","0.6031126835","0.5260301152","0.0000000000","0.0000000000"
"15","251","-126.7120438517","0.0164840404","0.9580664281","1.2881704643","55.2244619355","32.2165226411","23.0079392944","16.1201504075","70.7764949329","-54.6563445254","-56.5051054705","1.8487609452","1.5285400789","69.1659299499","0.0820249041","-5.1662026629","5.2482275669","0.1709169140","0.7523873455","0.6052358194","0.0000000000","0.0000000000"
"16","183","-126.7150566098","0.0164344527","0.9745008808","1.2899665559","55.2262580272","32.2182483674","23.0080096598","16.1218761338","70.7766267474","-54.6547506136","-56.4907017755","1.8359511619","1.5285332677","69.1660467620","0.0820467178","-5.1663835615","5.2484302793","0.1709032413","0.7523634175","0.6052666089","0.0000000000","0.0000000000"
"17","246","-127.5817992560","0.0069077037","0.9814085845","1.8066855287","55.7429769999","33.1980574202","22.5449195797","17.1016851866","71.8522988015","-54.7506136149","-56.6083141692","1.8577005543","3.0098592765","68.7116746527","0.1307648723","-4.5138785353","4.6446434076","0.1593802129","0.9994160215","1.8510630421","0.0000000000","0.0000000000"
"18","114","-127.6861742052","0.0062230635","0.9876316480","1.8689099003","55.8052013715","33.2611217269","22.5440796446","17.1647494934","71.8522547283","-54.6875052350","-56.5489001459","1.8613949109","3.0099150447","68.7117035712","0.1306361125","-4.5136953784","4.6443314909","0.1593916481","0.9999168131","1.8506065834","0.0000000000","0.0000000000"
"19","254","-127.9064204196","0.0049928960","0.9926245440","2.0002123096","55.9365037808","33.1039628302","22.8325409506","17.0075905967","71.7262351683","-54.7185861656","-56.5827343077","1.8641481421","2.8852119450","68.8218464126","0.0191768107","-4.5996168355","4.6187936462","0.1515606719","0.8622125880","1.8714386851","0.0000000000","0.0000000000"
"20","309","-128.7351523567","0.0021799112","0.9948044552","2.4942707444","56.4305622156","33.2223443760","23.2082178396","17.1259721425","72.1216358009","-54.9956636584","-56.8103081164","1.8146444580","3.1966224442","69.1147693714","-0.1897560147","-5.5846936583","5.3949376436","0.1767858685","1.2068296844","1.8130068913","0.0000000000","0.0000000000"
"21","294","-128.8887059185","0.0018696114","0.9966740666","2.5858135329","56.5221050041","33.3141627508","23.2079422533","17.2177905173","72.1215273463","-54.9037368290","-56.7248439934","1.8211071644","3.1968141227","69.1146917441","-0.1899785205","-5.5843263502","5.3943478296","0.1767788106","1.2070697450","1.8129655671","0.0000000000","0.0000000000"
"22","153","-129.6114721278","0.0009075237","0.9975815903","3.0166992345","56.9529907057","34.1777672127","22.7752234930","18.0813949791","72.4903368471","-54.4089418680","-56.2686302021","1.8596883341","2.7383092359","69.7952947134","-0.0432671022","-5.3335503285","5.2902832263","0.1816939404","1.1351636199","1.4214516756","0.0000000000","0.0000000000"
