" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","295.1924324625"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","964","-1116.4187594270","0.2560120653","0.2560120653","0.0000000000","489.5838758084","304.8514459643","184.7324298441","179.6574397032","253.8421863905","-74.1847605917","-80.2006852441","6.0159246524","150.3136484873","124.7789430520","-21.2504051488","-183.3943777985","162.1439726497","5.4359592713","15.0943946734","129.7818336192","0.0014609234","0.0000000000"
"2","951","-1117.0037509694","0.1426270285","0.3986390938","0.3487496896","489.9326254980","306.3577460015","183.5748794965","181.1637397404","255.7037150811","-74.5399753406","-80.4845560682","5.9445807276","152.3636598530","125.9993537204","-22.6592984923","-185.4305487417","162.7712502494","5.3966331944","15.4076444638","131.5002399922","0.0591422026","0.0000000000"
"3","564","-1117.1770378082","0.1199345518","0.5185736455","0.4520567067","490.0359325151","306.1019416268","183.9339908882","180.9079353658","261.9698076321","-81.0618722664","-87.1203971187","6.0585248524","150.4845758282","133.3986633910","-21.9134315870","-181.5706045977","159.6571730107","5.3001555829","14.4625665778","130.7176138967","0.0042397708","0.0000000000"
"4","76","-1117.5141624040","0.0856116692","0.6041853147","0.6530375579","490.2369133663","305.9737273637","184.2631860026","180.7797211026","251.0180321963","-70.2383110937","-76.1462651452","5.9079540515","151.9213094836","122.5811439556","-23.4844212429","-185.4351720221","161.9507507792","5.1906272404","15.6979598819","131.0298047911","0.0029175702","0.0000000000"
"5","114","-1117.6893124203","0.0718565363","0.6760418510","0.7574553305","490.3413311389","309.0375826025","181.3037485364","183.8435763414","267.1870897441","-83.3435134028","-89.4244363169","6.0809229141","150.6507747301","138.6356291148","-22.0993141008","-177.0383904383","154.9390763376","4.8606747069","14.3580161596","131.4317895591","0.0002943045","0.0000000000"
"6","506","-1117.7974516201","0.0644914322","0.7405332832","0.8219238050","490.4057996134","306.7340601800","183.6717394334","181.5400539189","254.1575822492","-72.6175283303","-78.5687126902","5.9511843599","151.1146858764","128.8405046116","-25.7976082389","-186.2083895120","160.4107812731","5.0780227495","15.4179067112","130.6119129618","0.0068434540","0.0000000000"
"7","831","-1117.9908250489","0.0531521710","0.7936854542","0.9372056825","490.5210814908","309.0385758626","181.4825056282","183.8445696015","259.4519382238","-75.6073686223","-81.5206233935","5.9132547711","152.5558332307","131.2258678501","-24.3297628569","-181.2536865473","156.9239236904","4.9355024397","13.5359930515","134.0783276761","0.0060100633","0.0000000000"
"8","476","-1118.3557075254","0.0369023958","0.8305878500","1.1547347255","490.7386105339","307.4756481155","183.2629624183","182.2816418544","257.7166502010","-75.4350083465","-81.3542906112","5.9192822647","152.2431932841","130.4434767128","-24.9700197959","-184.3000334399","159.3300136440","5.0504210558","14.5889453122","132.5940988239","0.0097280922","0.0000000000"
"9","695","-1118.6205743553","0.0283155081","0.8589033581","1.3126382472","490.8965140556","307.7603542876","183.1361597680","182.5663480265","253.4403605837","-70.8740125573","-76.8222840586","5.9482715014","151.3344388418","126.8476937108","-24.7417719689","-184.2175662388","159.4757942699","5.1046662330","14.8493408604","131.3762214343","0.0042103141","0.0000000000"
"10","164","-1118.7108993930","0.0258700158","0.8847733739","1.3664865964","490.9503624048","307.6001676299","183.3501947749","182.4061613688","263.1561951428","-80.7500337740","-86.7814441092","6.0314103352","151.3841108660","133.9845009165","-22.2124166396","-181.7863888691","159.5739722295","5.3068217786","14.7302054367","131.3407607761","0.0063228745","0.0000000000"
"11","284","-1118.7815297316","0.0241058432","0.9088792172","1.4085937157","490.9924695241","306.4207064101","184.5717631141","181.2267001490","254.7943870307","-73.5676868817","-79.5873493134","6.0196624317","150.8414116493","125.4481151053","-21.4951397239","-183.2956641684","161.8005244446","5.4224684961","15.3978035873","130.0195736336","0.0015659324","0.0000000000"
"12","426","-1118.8185568213","0.0232295965","0.9321088137","1.4306678572","491.0145436655","307.1043079426","183.9102357229","181.9103016815","256.3085665069","-74.3982648254","-80.3253008812","5.9270360559","152.5205684501","128.9109576683","-25.1229596115","-185.8581194875","160.7351598760","5.1253416724","15.1562232193","132.2268164455","0.0121871129","0.0000000000"
"13","514","-1119.2089181628","0.0157220760","0.9478308897","1.6633864297","491.2472622381","307.5826507023","183.6646115357","182.3886444413","262.3801057816","-79.9914613403","-86.0114890284","6.0200276881","151.0678528551","133.5355434912","-22.2232905648","-181.4980865190","159.2747959543","5.2904430158","14.7647432804","131.0074763419","0.0051902169","0.0000000000"
"14","94","-1119.5984746569","0.0106494617","0.9584803514","1.8956251829","491.4795009913","307.7419761953","183.7375247959","182.5479699342","262.8993516040","-80.3513816698","-86.4118612696","6.0604795998","151.0106685726","134.0547880698","-22.1661050383","-181.5157117352","159.3496066969","5.2935519915","14.7839646224","130.9285492235","0.0046027352","0.0000000000"
"15","892","-1120.0363851923","0.0068729870","0.9653533384","2.1566907748","491.7405665832","309.1827210368","182.5578455464","183.9887147757","259.4302752486","-75.4415604729","-81.3624078144","5.9208473414","152.8375585263","128.8210687792","-22.2283520569","-181.6145972920","159.3862452351","5.2946936250","15.6025369685","131.9399534583","0.0003744745","0.0000000000"
"16","652","-1120.0924047085","0.0064985514","0.9718518898","2.1900874780","491.7739632864","308.6828908497","183.0910724367","183.4888845886","254.6749208362","-71.1860362476","-77.1374931472","5.9514568996","152.7519159511","125.4401862713","-23.5171813861","-183.5305834199","160.0134020337","5.2913056043","15.3664510799","132.0725712844","0.0215879825","0.0000000000"
"17","32","-1120.2411602570","0.0056003200","0.9774522098","2.2787698736","491.8626456819","310.8214258321","181.0412198498","185.6274195710","261.4501434929","-75.8169746598","-81.7304619827","5.9134873229","153.1756492706","132.8154292774","-24.5409350551","-181.1780428940","156.6371078389","4.9397564712","13.9520623674","134.2778264204","0.0060040115","0.0000000000"
"18","392","-1120.2758917057","0.0054091518","0.9828613616","2.2994754412","491.8833512496","309.1243163971","182.7590348525","183.9303101360","256.3897553117","-72.4594451757","-78.3302296275","5.8707844517","153.9749385246","126.5578705505","-24.1430537634","-186.3830039042","162.2399501408","5.3165180966","16.2123209206","132.4278420308","0.0182574766","0.0000000000"
"19","791","-1121.3525775935","0.0018430216","0.9847043832","2.9413545830","492.5252303913","310.2503032961","182.2749270953","185.0562970350","261.7674325899","-76.7111355549","-82.7590283874","6.0478928325","153.5758256953","128.9695498520","-20.7779429574","-177.7000283115","156.9220853541","5.1362464882","14.5559755302","133.8445355663","0.0390681107","0.0000000000"
"20","391","-1121.4745438732","0.0016314026","0.9863357858","3.0140662362","492.5979420446","310.0264572213","182.5714848233","184.8324509602","260.3663102441","-75.5338592839","-81.4803870511","5.9465277671","154.5258733575","128.3484379437","-22.5080010571","-182.3696149391","159.8616138820","5.1481796334","15.2910102655","134.0512378757","0.0354455828","0.0000000000"
"21","196","-1121.5562586029","0.0015033943","0.9878391801","3.0627814476","492.6466572560","308.8246043988","183.8220528572","183.6305981377","256.7399140316","-73.1093158940","-79.0242124107","5.9148965168","152.9018546512","129.1258061261","-25.2877467457","-185.6882998131","160.4005530674","5.1188598243","15.4153284113","132.3554840253","0.0121823903","0.0000000000"
"22","481","-1121.6578166807","0.0013582095","0.9891973896","3.1233265077","492.7072023161","309.2991319744","183.4080703418","184.1051257133","257.5998786885","-73.4947529752","-79.3798133570","5.8850603818","153.8677341340","128.2887439450","-24.5565993905","-186.8975661498","162.3409667592","5.3949894567","16.8042860455","131.6284820510","0.0399765808","0.0000000000"
"23","684","-1122.1107723909","0.0008634767","0.9900608663","3.3933614602","492.9772372685","311.4157359363","181.5615013323","186.2217296752","270.4581574310","-84.2364277558","-90.3443221008","6.1078943450","152.1480380143","140.0472541533","-21.7371347366","-176.7161049221","154.9789701855","4.9445907317","14.1612954276","133.0421436026","0.0000082523","0.0000000000"
"24","733","-1122.2818231800","0.0007277198","0.9907885861","3.4953354295","493.0792112379","314.1551308238","178.9240804141","188.9611245627","278.0141564861","-89.0530319234","-95.1582953942","6.1052634709","154.1139482041","147.1765702177","-23.2763619357","-174.4551141821","151.1787522464","4.7322534400","13.5469963340","135.8282994630","0.0063989671","0.0000000000"
"25","3","-1122.2838876809","0.0007262190","0.9915148051","3.4965662064","493.0804420148","314.1006997962","178.9797422186","188.9066935351","273.7146184846","-84.8079249495","-90.8456802423","6.0377552928","153.9681730333","145.2587545388","-25.5123090876","-176.6040469439","151.0917378564","4.7204566952","13.3006048255","135.9464934577","0.0006180550","0.0000000000"
"26","855","-1122.3675640996","0.0006679245","0.9921827296","3.5464509020","493.1303267104","312.2105355700","180.9197911404","187.0165293090","271.1776842795","-84.1611549705","-90.0726359676","5.9114809971","145.8992744069","152.5262912556","-27.2478813830","-179.8177361904","152.5698548074","4.9891026862","18.1711022707","122.7262345101","0.0128349398","0.0000000000"
"27","556","-1122.3743572050","0.0006634026","0.9928461323","3.5505006929","493.1343765013","311.0425530559","182.0918234453","185.8485467949","265.2698607993","-79.4213140045","-85.3965769528","5.9752629483","151.2789586854","138.1670786544","-24.1761765405","-179.7634565636","155.5872800231","4.9330813695","14.1508478299","132.1770544401","0.0179750460","0.0000000000"
