" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","287.3642549542"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","22253","-1189.9187625260","0.0185819681","0.0185819681","0.0000000000","538.0686412948","359.0096060883","179.0590352065","236.4983285328","269.5068967906","-33.0085682578","-39.0489543666","6.0403861088","149.6770922255","136.8397868615","-17.0099822963","-163.9428759193","146.9328936229","4.5993047838","11.3379814923","133.7398059494","0.0000000000","0.0000000000"
"2","11644","-1190.1009170939","0.0154875594","0.0340695275","0.1085936196","538.1772349144","359.2608887123","178.9163462021","236.7496111568","267.9618213489","-31.2122101921","-37.2476211065","6.0354109144","149.5028630622","137.2801398948","-18.8211816082","-166.4100657828","147.5888841747","4.5741033851","11.5473757579","133.3813839192","0.0000000000","0.0000000000"
"3","22158","-1190.3636591711","0.0119090070","0.0459785345","0.2652304446","538.3338717395","359.0573956864","179.2764760531","236.5461181309","268.4822778891","-31.9361597582","-38.0414417059","6.1052819478","149.4299050102","135.2313885682","-16.1790156893","-163.4125248454","147.2335091561","4.6380327843","11.2797246447","133.5121475812","0.0000000000","0.0000000000"
"4","24194","-1190.4707650954","0.0106994152","0.0566779496","0.3290829196","538.3977242145","358.6297767181","179.7679474964","236.1184991626","268.0632039395","-31.9447047769","-38.0008950065","6.0561902297","149.4947893500","135.8068652769","-17.2384506875","-164.9298314511","147.6913807636","4.5909681840","11.3106845987","133.5931365673","0.0000000000","0.0000000000"
"5","5534","-1190.5300268125","0.0100837717","0.0667617213","0.3644124996","538.4330537944","359.2183164320","179.2147373624","236.7070388765","268.4996684801","-31.7926296035","-37.8377583271","6.0451287236","150.2536997562","135.9647068985","-17.7187381747","-164.0866204965","146.3678823218","4.5406624751","10.7047029687","135.0083343123","0.0000000000","0.0000000000"
"6","17105","-1190.6194057039","0.0092215992","0.0759833205","0.4176967924","538.4863380872","358.7994302851","179.6869078021","236.2881527296","270.2317255820","-33.9435728524","-39.9430630879","5.9994902355","149.8865515581","138.2696998110","-17.9245257870","-164.5533595728","146.6288337857","4.5304012434","11.1620488401","134.1941014746","0.0000000000","0.0000000000"
"7","19343","-1190.8262253117","0.0074986939","0.0834820145","0.5409947699","538.6096360647","359.3352699096","179.2743661551","236.8239923541","270.3183480239","-33.4943556698","-39.5516281004","6.0572724307","149.9684234704","137.1916397254","-16.8417151719","-163.2258559469","146.3841407750","4.5887891704","11.1255007998","134.2541335002","0.0000000000","0.0000000000"
"8","24321","-1190.8890510759","0.0070420766","0.0905240911","0.5784490990","538.6470903938","359.3695207465","179.2775696473","236.8582431910","270.4913832550","-33.6331400640","-39.6671246799","6.0339846159","150.3850764181","137.9671708538","-17.8608640169","-164.1071327557","146.2462687387","4.5381771528","11.1366968996","134.7102023657","0.0000000000","0.0000000000"
"9","7214","-1190.8893481160","0.0070399852","0.0975640762","0.5786261830","538.6472674778","359.6838397801","178.9634276977","237.1725622246","270.3385745897","-33.1660123651","-39.2364535123","6.0704411472","150.0975591202","137.7292005539","-17.4881850844","-164.1059910545","146.6178059702","4.5778605062","10.5366140041","134.9830846100","0.0000000000","0.0000000000"
"10","23900","-1190.8984018318","0.0069765348","0.1045406110","0.5840236637","538.6526649586","359.6315711175","179.0210938411","237.1202935620","271.6373043579","-34.5170107959","-40.5543465572","6.0373357612","149.4488496227","139.2225781843","-17.0341234492","-163.9538113241","146.9196878749","4.6147842855","11.4894116314","133.3446537058","0.0000000000","0.0000000000"
"11","19588","-1190.9074963434","0.0069133743","0.1114539853","0.5894454654","538.6580867602","359.5478604339","179.1102263263","237.0365828784","270.1952541662","-33.1586712879","-39.2100022160","6.0513309282","150.0288267253","138.4722913978","-18.3058639569","-164.8066410639","146.5007771070","4.5469948630","11.2743034884","134.2075283739","0.0000000000","0.0000000000"
"12","16462","-1190.9631032492","0.0065394360","0.1179934213","0.6225961859","538.6912374807","359.7296155534","178.9616219273","237.2183379980","269.7995164697","-32.5811784717","-38.6402808820","6.0591024102","150.1968951849","136.4351827600","-16.8325614753","-163.2818451442","146.4492836690","4.5988804335","11.2186577851","134.3793569664","0.0000000000","0.0000000000"
"13","26750","-1190.9725641220","0.0064778590","0.1244712803","0.6282363982","538.6968776930","359.0800599405","179.6168177525","236.5687823850","268.6972019533","-32.1284195683","-38.1680603724","6.0396408040","149.5799008322","137.4027220112","-18.2854208900","-165.5970620512","147.3116411611","4.5702089504","11.4932136060","133.5164782758","0.0000000000","0.0000000000"
"14","24731","-1190.9789005502","0.0064369423","0.1309082226","0.6320139354","538.7006552303","358.7951772450","179.9054779853","236.2838996895","269.1902990545","-32.9063993650","-38.9427346334","6.0363352683","149.6593297366","137.1078431268","-17.5768738089","-164.9169096234","147.3400358144","4.5672642821","11.3542118340","133.7378536205","0.0000000000","0.0000000000"
"15","24532","-1190.9808951325","0.0064241161","0.1373323387","0.6332030295","538.7018443243","359.8632274243","178.8386169000","237.3519498688","271.0869625492","-33.7350126804","-39.7766992743","6.0416865939","150.3225166257","137.7877986251","-17.0233527016","-163.0659783132","146.0426256115","4.5819555961","11.2785494970","134.4620115326","0.0000000000","0.0000000000"
"16","22109","-1191.0267468857","0.0061362100","0.1434685487","0.6605380994","538.7291793942","359.2756898880","179.4534895062","236.7644123325","268.9897670432","-32.2253547107","-38.2452950685","6.0199403578","149.7500152911","135.7134338679","-16.4736821158","-163.2433482681","146.7696661523","4.6127058592","11.1146852146","134.0226242173","0.0000000000","0.0000000000"
"17","18567","-1191.0405388660","0.0060521605","0.1495207092","0.6687603530","538.7374016479","358.4404955348","180.2969061131","235.9292179793","267.9221399280","-31.9929100814","-38.0448306121","6.0519205307","149.7406321589","136.7745239441","-18.5930161749","-166.8652293972","148.2722132223","4.6157136134","11.3389301367","133.7859884088","0.0000000000","0.0000000000"
