" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","301.8428016021"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","744","-1281.1241902469","0.4346427390","0.4346427390","0.0000000000","583.8102871494","376.0804203402","207.7298668091","239.2612563549","320.2127780632","-80.9515217083","-87.0959532079","6.1444314996","148.0468422452","199.7553624724","-27.5894266545","-184.2948551569","156.7054285024","4.4832371805","11.4469054517","132.1166996130","0.0000000000","0.0000000000"
"2","26","-1281.8291495449","0.2147694455","0.6494121845","0.4202698989","584.2305570482","373.5944827928","210.6360742554","236.7753188075","320.1539307687","-83.3772291176","-89.6018720027","6.2246428851","147.2094074597","199.8536505599","-26.9091272509","-188.0579062813","161.1487790304","4.7694961664","11.6136986220","130.8262126714","0.0000000000","0.0000000000"
"3","531","-1282.7134134907","0.0887036608","0.7381158453","0.9474344035","584.7577215529","377.7415225361","207.0161990167","240.9223585508","324.3250709004","-83.4027123496","-89.6449389539","6.2422266043","146.4271100404","205.0022777715","-27.1043169114","-182.8479682242","155.7436513127","4.6557360304","11.1247698636","130.6466041464","0.0000000000","0.0000000000"
"4","554","-1282.9771689610","0.0681387243","0.8062545696","1.1046753749","584.9149625243","374.3386524657","210.5763100586","237.5194884804","323.5580091204","-86.0385206400","-92.2285221868","6.1900015468","148.2487517461","203.2371036705","-27.9278462962","-190.2270329723","162.2991866761","4.7393398820","11.9958156086","131.5135962555","0.0000000000","0.0000000000"
"5","921","-1283.1343293299","0.0582291053","0.8644836749","1.1983684045","585.0086555539","378.0042231779","207.0044323760","241.1850591926","331.4220167564","-90.2369575638","-96.4825308841","6.2455733203","147.8639551839","210.4358773770","-26.8778158046","-182.1872487292","155.3094329246","4.6836728614","11.7485241068","131.4317582157","0.0000000000","0.0000000000"
"6","561","-1283.2694795860","0.0508680520","0.9153517270","1.2789398426","585.0892269920","378.3339613430","206.7552656490","241.5147973577","330.2647687044","-88.7499713467","-94.9793030397","6.2293316930","147.8275336012","209.7759585774","-27.3387234742","-182.6629809614","155.3242574872","4.5942653437","11.7838182721","131.4494499854","0.0000000000","0.0000000000"
"7","390","-1284.9162016180","0.0098012804","0.9251530074","2.2606528349","586.0709399843","378.5593264016","207.5116135827","241.7401624163","331.6840423189","-89.9438799026","-96.1377821357","6.1939022331","147.5941332771","211.8629816924","-27.7730726506","-185.3904487013","157.6173760508","4.6916681483","12.4057247654","130.4967403635","0.0000000000","0.0000000000"
"8","721","-1285.2656802319","0.0069104477","0.9320634550","2.4689986815","586.2792858309","380.4758229712","205.8034628597","243.6566589859","335.6482360712","-91.9915770854","-98.2005463463","6.2089692609","149.4454092417","214.8508537629","-28.6480269333","-183.1581813215","154.5101543882","4.5311168490","11.7566805842","133.1576118084","0.0000000000","0.0000000000"
"9","505","-1285.3577153111","0.0063028338","0.9383662888","2.5238664923","586.3341536417","378.6592181105","207.6749355312","241.8400541252","334.4834425287","-92.6430600365","-98.8085053069","6.1654452704","147.6850572358","215.7541252053","-28.9557399123","-185.3956679535","156.4399280412","4.6351458712","11.6156101963","131.4343011684","0.0000000000","0.0000000000"
"10","1","-1285.4338703406","0.0058406630","0.9442069518","2.5692672221","586.3795543714","378.8185210235","207.5610333479","241.9993570382","326.8982581686","-84.8989011304","-91.1274640529","6.2285629225","147.2974966615","206.2066918304","-26.6059303233","-184.2691453046","157.6632149813","4.7804239378","12.2385477927","130.2785249310","0.0000000000","0.0000000000"
