" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.1224593979"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","1424","-101.6546242547","0.1038147949","0.1038147949","0.0000000000","33.7023247668","-3.6820705599","37.3843953267","-27.8266289103","23.9627013303","-51.7875155956","-54.3413671443","2.5538515487","3.1663909993","19.7339265653","1.0623837657","-7.9383509751","9.0007347408","0.1877203500","0.8804280045","2.0982426448","0.0000000000","0.0000000000"
"2","1448","-102.3673309035","0.0509019811","0.1547167760","0.4248885745","34.1272133414","-3.4030593734","37.5302727147","-27.5476177237","24.5131111482","-52.0607288719","-54.5576835771","2.4969547051","3.6775743841","19.6617727422","1.1737640219","-8.5693995415","9.7431635635","0.2236919451","1.2108917653","2.2429906737","0.0000000000","0.0000000000"
"3","58","-102.3704573027","0.0507430897","0.2054598658","0.4267524147","34.1290771815","-3.2696721238","37.3987493054","-27.4142304742","24.2794508326","-51.6936813068","-54.2711087666","2.5774274598","3.7086539897","19.3797539881","1.1910428548","-8.0930257096","9.2840685644","0.1995154073","1.1612784407","2.3478601417","0.0000000000","0.0000000000"
"4","1236","-102.6324613560","0.0390472086","0.2445070744","0.5829492580","34.2852740248","-3.2103544320","37.4956284568","-27.3549127824","24.5889144340","-51.9438272164","-54.4785704550","2.5347432387","3.6703187264","19.7229326196","1.1956630880","-8.5608031417","9.7564662297","0.2225268869","1.1191113855","2.3286804540","0.0000000000","0.0000000000"
"5","231","-102.6585764744","0.0380406861","0.2825477605","0.5985180975","34.3008428643","-3.1945655880","37.4954084523","-27.3391239384","24.5733730748","-51.9124970131","-54.4494640645","2.5369670514","3.6689762446","19.7051116842","1.1992851460","-8.5599093127","9.7591944587","0.2228678606","1.1186979922","2.3274103919","0.0000000000","0.0000000000"
"6","625","-102.7452674363","0.0348818038","0.3174295643","0.6501999491","34.3525247159","-3.1032013157","37.4557260316","-27.2477596660","24.7103955747","-51.9581552407","-54.5111547559","2.5529995152","3.7348310117","19.7595365444","1.2160280186","-8.6238348779","9.8398628965","0.2364541435","1.1678635651","2.3305133030","0.0000000000","0.0000000000"
"7","1296","-102.7633417180","0.0342570037","0.3516865680","0.6609751479","34.3632999147","-3.2150667362","37.5783666509","-27.3596250866","24.6720655135","-52.0316906001","-54.5819768461","2.5502862461","3.4646459155","20.2801614998","0.9272580983","-8.8431544333","9.7704125315","0.2174174472","1.0943492598","2.1528792085","0.0000000000","0.0000000000"
"8","987","-102.7673388552","0.0341203470","0.3858069150","0.6633580889","34.3656828557","-3.1371735259","37.5028563816","-27.2817318762","24.7404973169","-52.0222291932","-54.5469437737","2.5247145805","3.6934819061","19.9182821687","1.1287332422","-8.6661228356","9.7948560778","0.2287149405","1.1041135960","2.3606533696","0.0000000000","0.0000000000"
"9","1134","-102.8145526927","0.0325468326","0.4183537476","0.6915051816","34.3938299484","-3.0838548572","37.4776848056","-27.2284132076","25.0108656811","-52.2392788887","-54.7503866395","2.5111077508","3.7090496273","20.1242846372","1.1775314167","-8.6232479817","9.8007793984","0.2283075860","1.1403450911","2.3403969502","0.0000000000","0.0000000000"
"10","1561","-102.8273028216","0.0321344906","0.4504882382","0.6991063231","34.4014310899","-3.0849642509","37.4863953409","-27.2295226013","24.8204536450","-52.0499762462","-54.5644032982","2.5144270519","3.7108493614","19.9382109796","1.1713933040","-8.6142349339","9.7856282378","0.2260570607","1.1424131205","2.3423791801","0.0000000000","0.0000000000"
