" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","34.0787193596"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","97","-124.5525639861","0.1357592308","0.1357592308","0.0000000000","53.9370622411","31.4346947849","22.5023674562","15.3383225514","69.2767889661","-53.9384664148","-55.8886729889","1.9502065742","0.8463332482","68.5569482616","-0.1264925436","-3.0080892663","2.8815967227","0.0880876694","0.3323194449","0.4259261339","0.0000000000","0.0000000000"
"2","37","-124.7998559705","0.1060161001","0.2417753309","0.1474260678","54.0844883089","31.4139851799","22.6705031290","15.3176129463","69.6571536185","-54.3373655744","-56.2360512638","1.8986856894","1.1366390786","68.3826708199","0.1378437200","-3.7030876357","3.8409313557","0.1252762451","0.4681852187","0.5431776148","0.0000000000","0.0000000000"
"3","81","-124.9494759963","0.0912835818","0.3330589128","0.2366238318","54.1736860729","31.5033304248","22.6703556481","15.4069581913","69.6571587564","-54.2502005651","-56.1759350841","1.9257345189","1.1367015344","68.3827327429","0.1377244791","-3.7029982426","3.8407227217","0.1252489820","0.4681441704","0.5433083819","0.0000000000","0.0000000000"
"4","279","-125.1672410010","0.0734207021","0.4064796148","0.3664470383","54.3035092795","31.7046973292","22.5988119502","15.6083250957","69.7982995024","-54.1899744068","-56.1220921286","1.9321177218","1.1337198189","68.7349296643","-0.0703499807","-3.5645691456","3.4942191649","0.1077974414","0.4564505256","0.5694718519","0.0000000000","0.0000000000"
"5","34","-125.1776913298","0.0726574268","0.4791370416","0.3726771266","54.3097393677","31.7110280244","22.5987113433","15.6146557908","69.7982991196","-54.1836433287","-56.1162320927","1.9325887640","1.1335679174","68.7349488980","-0.0702176958","-3.5646868119","3.4944691161","0.1077963393","0.4564323738","0.5693392043","0.0000000000","0.0000000000"
"6","228","-125.2319550556","0.0688198269","0.5479568685","0.4050270943","54.3420893354","31.7532269501","22.5888623854","15.6568547165","69.9619250176","-54.3050703011","-56.2233010545","1.9182307534","0.9819910361","69.0574669319","-0.0775329504","-3.5482554128","3.4707224624","0.1048160228","0.4082711173","0.4689038960","0.0000000000","0.0000000000"
"7","245","-125.3000992331","0.0642863748","0.6122432433","0.4456520590","54.3827143001","31.7939254309","22.5887888692","15.6975531973","69.9620538751","-54.2645006777","-56.1657983837","1.9012977060","0.9818745223","69.0576331112","-0.0774537584","-3.5483612639","3.4709075054","0.1048012986","0.4082500136","0.4688232101","0.0000000000","0.0000000000"
"8","297","-125.4961040160","0.0528439338","0.6650871771","0.5625026496","54.4995648907","31.6873906102","22.8121742805","15.5910183766","70.2981631274","-54.7071447508","-56.5850059815","1.8778612307","1.2450402597","68.9332336015","0.1198892661","-4.4302657957","4.5501550618","0.1484239770","0.5871459678","0.5094703148","0.0000000000","0.0000000000"
"9","119","-125.5216594602","0.0515105933","0.7165977704","0.5777378326","54.5148000737","31.7028171377","22.8119829360","15.6064449042","70.2981051456","-54.6916602415","-56.5764889003","1.8848286588","1.2450084295","68.9332782807","0.1198184353","-4.4299920712","4.5498105065","0.1484279635","0.5870138655","0.5095666006","0.0000000000","0.0000000000"
"10","106","-125.6064355141","0.0473237095","0.7639214799","0.6282780889","54.5653403300","31.8034737972","22.7618665328","15.7071015637","70.1628642734","-54.4557627097","-56.3684921990","1.9127294893","1.4199646475","68.5655849464","0.1773146794","-4.2674902242","4.4448049036","0.1456156630","0.5814041280","0.6929448566","0.0000000000","0.0000000000"
