" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.1224593979"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","1101","-142.6568320143","0.0527991922","0.0527991922","0.0000000000","58.1462802667","20.9620016647","37.1842786020","-3.1825566857","47.6738879958","-50.8519404473","-53.4332154951","2.5812750478","2.5867498247","44.3569507249","0.7301874461","-6.9011905767","7.6313780228","0.1449863585","0.4014670401","2.0402964261","0.0000000000","0.0000000000"
"2","1250","-143.0587350599","0.0353250677","0.0881242599","0.2395992972","58.3858795639","21.0976903247","37.2881892392","-3.0468680257","48.2921930777","-51.3390611034","-53.8797241024","2.5406629990","2.6848705614","44.7679776861","0.8393448303","-7.4281430957","8.2674879260","0.1646644720","0.4398830549","2.0803230346","0.0000000000","0.0000000000"
"3","2851","-143.1112621584","0.0335174349","0.1216416947","0.2709139538","58.4171942205","21.1289298501","37.2882643704","-3.0156285002","48.2923605910","-51.3079890913","-53.8600289062","2.5520398149","2.6847198618","44.7680828371","0.8395578921","-7.4283105465","8.2678684387","0.1646534611","0.4398590987","2.0802073020","0.0000000000","0.0000000000"
"4","228","-143.5070524316","0.0225621895","0.1442038842","0.5068690488","58.6531493155","21.3694543370","37.2836949785","-2.7751040133","48.4811461578","-51.2562501712","-53.8240747804","2.5678246092","2.8872029485","44.8085102170","0.7854329923","-7.5062109013","8.2916438936","0.1671479891","0.5251821892","2.1948727703","0.0000000000","0.0000000000"
"5","2213","-143.5209035297","0.0222518327","0.1664557170","0.5151265463","58.6614068130","21.3777008610","37.2837059519","-2.7668574893","48.4812182679","-51.2480757572","-53.7798082047","2.5317324475","2.8871105683","44.8085821978","0.7855255017","-7.5063223737","8.2918478753","0.1671701842","0.5252556966","2.1946846875","0.0000000000","0.0000000000"
"6","1354","-143.7421275469","0.0178356695","0.1842913865","0.6470118843","58.7932921510","21.4981720563","37.2951200947","-2.6463862941","48.3007418690","-50.9471281631","-53.5212532835","2.5741251204","3.0904883573","44.3442965422","0.8659569695","-7.5212244182","8.3871813877","0.1799048513","0.6406367008","2.2699468052","0.0000000000","0.0000000000"
"7","2267","-143.7541404976","0.0176226923","0.2019140788","0.6541735483","58.8004538150","21.5056906421","37.2947631729","-2.6388677083","48.3007383646","-50.9396060728","-53.5043375024","2.5647314296","3.0904984453","44.3443207926","0.8659191267","-7.5211816979","8.3871008245","0.1798744848","0.6405262385","2.2700977219","0.0000000000","0.0000000000"
"8","1256","-143.7873720213","0.0170466872","0.2189607660","0.6739849177","58.8202651844","21.5363337529","37.2839314315","-2.6082245975","48.4947029981","-51.1029275956","-53.6356136687","2.5326860731","3.1293963776","44.5116441996","0.8536624209","-7.5661696146","8.4198320355","0.1838584590","0.6641556944","2.2813822242","0.0000000000","0.0000000000"
"9","2629","-143.7908875780","0.0169868638","0.2359476298","0.6760807588","58.8223610255","21.5378855547","37.2844754708","-2.6066727957","48.5540701357","-51.1607429314","-53.7301360329","2.5693931015","3.1264511820","44.5851882545","0.8424306992","-7.5924390332","8.4348697324","0.1850300952","0.6603382737","2.2810828131","0.0000000000","0.0000000000"
"10","655","-143.8112114790","0.0166451091","0.2525927389","0.6881970949","58.8344773616","21.5497572100","37.2847201516","-2.5948011404","48.5540847220","-51.1488858623","-53.6857756709","2.5368898086","3.1263790844","44.5852363900","0.8424692475","-7.5925048053","8.4349740528","0.1850752763","0.6603878043","2.2809160038","0.0000000000","0.0000000000"
