" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","1411","-168.0275889595","0.0691851121","0.0691851121","0.0000000000","75.4659789509","43.3034556415","32.1625233094","21.8416259967","70.3574798787","-48.5154783195","-50.8562845992","2.3408062797","1.7142244302","68.4804372574","0.1628181911","-5.2683625250","5.4311807161","0.1260055669","0.3502845493","1.2379343141","0.0000000000","0.0000000000"
"2","1192","-168.5133499046","0.0425646779","0.1117497899","0.2895921848","75.7555711357","43.4221282247","32.3334429109","21.9602985800","70.7452827783","-48.7849841984","-51.1140340603","2.3290498619","1.9930185786","68.3232279667","0.4290362331","-5.9730108859","6.4020471189","0.1613734063","0.4718970461","1.3597481262","0.0000000000","0.0000000000"
"3","37","-168.5247068811","0.0420840065","0.1538337964","0.2963627818","75.7623417327","43.4290651350","32.3332765978","21.9672354902","70.7453027838","-48.7780672936","-51.1147025701","2.3366352765","1.9927025563","68.3232004729","0.4293997546","-5.9732879103","6.4026876649","0.1613306939","0.4718405696","1.3595312928","0.0000000000","0.0000000000"
"4","1284","-168.8238256161","0.0312040857","0.1850378822","0.4746859856","75.9406649365","43.6858103700","32.2548545665","22.2239807252","71.1425166089","-48.9185358837","-51.2550712808","2.3365353971","1.8349726975","69.1014970514","0.2060468599","-5.8488076571","6.0548545170","0.1423499375","0.4131693940","1.2794533660","0.0000000000","0.0000000000"
"5","484","-168.8288566683","0.0310474906","0.2160853728","0.4776853074","75.9436642583","43.6887598284","32.2549044298","22.2269301837","71.1424529474","-48.9155227637","-51.2525370732","2.3370143096","1.8350490249","69.1014218789","0.2059820436","-5.8487559688","6.0547380123","0.1423864039","0.4132156352","1.2794469859","0.0000000000","0.0000000000"
"6","1273","-168.9606422900","0.0272140223","0.2432993951","0.5562508786","76.0222298295","43.7620361205","32.2601937089","22.3002064758","71.1375865186","-48.8373800428","-51.1815623352","2.3441822924","2.0160006200","68.9319911861","0.1895947125","-5.9018879683","6.0914826808","0.1489276359","0.4770697373","1.3900032469","0.0000000000","0.0000000000"
"7","934","-169.0210695269","0.0256182536","0.2689176487","0.5922752970","76.0582542479","43.7978276876","32.2604265603","22.3359980429","71.1375344150","-48.8015363722","-51.1364478941","2.3349115219","2.0159748293","68.9319653459","0.1895942399","-5.9018940324","6.0914882723","0.1489525684","0.4769950283","1.3900272327","0.0000000000","0.0000000000"
"8","1544","-169.0254497173","0.0255062862","0.2944239348","0.5948865998","76.0608655507","43.5814848577","32.4793806930","22.1196552129","71.4795287594","-49.3598735464","-51.6537302199","2.2938566735","2.0844996395","68.9993605106","0.3956686092","-6.7527777715","7.1484463807","0.1838787043","0.5759922725","1.3246286627","0.0000000000","0.0000000000"
"9","1256","-169.1618453053","0.0222541687","0.3166781036","0.6762004574","76.1421794083","43.8700369256","32.2721424827","22.4082072809","71.0351706676","-48.6269633868","-50.9358514186","2.3088880318","2.2227924980","68.5158955655","0.2964826042","-5.8814015145","6.1778841186","0.1616438027","0.5956822414","1.4654664539","0.0000000000","0.0000000000"
"10","760","-169.1780989744","0.0218953806","0.3385734841","0.6858902762","76.1518692271","43.8796680088","32.2722012183","22.4178383641","71.0351820664","-48.6173437024","-50.9419605976","2.3246168952","2.2226122291","68.5159261602","0.2966436771","-5.8816906787","6.1783343558","0.1616178162","0.5956906118","1.4653038012","0.0000000000","0.0000000000"
"11","1096","-169.2699577977","0.0199737090","0.3585471931","0.7406530101","76.2066319609","43.7806206102","32.4260113507","22.3187909654","71.5114136840","-49.1926227185","-51.4837567380","2.2911340195","2.2907801342","68.7837457468","0.4368878029","-6.6148194130","7.0517072160","0.1849111696","0.5863526211","1.5195163435","0.0000000000","0.0000000000"
"12","813","-169.2722735673","0.0199275080","0.3784747011","0.7420335837","76.2080125346","43.7820937137","32.4259188209","22.3202640689","71.5114755409","-49.1912114720","-51.4795477996","2.2883363276","2.2906188188","68.7838659512","0.4369907709","-6.6149584037","7.0519491746","0.1848517132","0.5860770017","1.5196901039","0.0000000000","0.0000000000"
"13","975","-169.3006007414","0.0193709382","0.3978456394","0.7589211666","76.2249001175","43.9638884015","32.2610117160","22.5020587567","71.3484570894","-48.8463983327","-51.1573369269","2.3109385943","2.2615519844","68.8069824385","0.2799226666","-5.9155194620","6.1954421286","0.1644396890","0.6221231255","1.4749891698","0.0000000000","0.0000000000"
"14","489","-169.3131593876","0.0191291867","0.4169748261","0.7664081535","76.2323871043","43.9715344577","32.2608526467","22.5097048129","71.3484256216","-48.8387208087","-51.1521075462","2.3133867375","2.2615665474","68.8069554225","0.2799036518","-5.9154897568","6.1953934085","0.1644109161","0.6221536451","1.4750019862","0.0000000000","0.0000000000"
"15","1280","-169.3812769139","0.0178695428","0.4348443688","0.8070172297","76.2729961806","43.8452960658","32.4277001148","22.3834664210","71.6277376518","-49.2442712308","-51.5466154073","2.3023441765","2.3139516973","68.8226189388","0.4911670157","-6.5715062551","7.0626732707","0.1882304803","0.6063050809","1.5194161361","0.0000000000","0.0000000000"
"16","273","-169.4419837149","0.0168170111","0.4516613800","0.8432083137","76.3091872645","43.8815320031","32.4276552614","22.4197023584","71.6278471593","-49.2081448009","-51.5159157625","2.3077709616","2.3136459720","68.8227708534","0.4914303339","-6.5717277227","7.0631580566","0.1882061495","0.6061843889","1.5192554335","0.0000000000","0.0000000000"
"17","728","-169.5428562274","0.0152033900","0.4668647699","0.9033446658","76.3693236167","43.9262239900","32.4430996267","22.4643943452","71.4293075453","-48.9649132000","-51.2372701885","2.2723569884","2.5010883660","68.3641573574","0.5640618219","-6.5854484383","7.1495102602","0.1971487958","0.7165213173","1.5874182528","0.0000000000","0.0000000000"
"18","1074","-169.5867590480","0.0145503581","0.4814151281","0.9295178563","76.3954968072","43.9527121889","32.4427846183","22.4908825442","71.4217705161","-48.9308879719","-51.2299703649","2.2990823929","2.5013041388","68.3588320604","0.5616343169","-6.5870982733","7.1487325902","0.1969259594","0.7169072435","1.5874709358","0.0000000000","0.0000000000"
"19","532","-169.5910249807","0.0144884195","0.4959035476","0.9320610430","76.3980399939","43.9551319768","32.4429080171","22.4933023321","71.4217512564","-48.9284489243","-51.2206022485","2.2921533242","2.5014199555","68.3587739260","0.5615573748","-6.5869851466","7.1485425214","0.1969827947","0.7169614700","1.5874756908","0.0000000000","0.0000000000"
"20","1075","-169.6344047876","0.0138733519","0.5097768994","0.9579224326","76.4239013835","43.9809425820","32.4429588015","22.5191129372","71.4293602278","-48.9102472905","-51.1845223805","2.2742750900","2.5009801813","68.3641942463","0.5641858002","-6.5855461948","7.1497319950","0.1970999213","0.7163872471","1.5874930130","0.0000000000","0.0000000000"
"21","1290","-169.6685221079","0.0134080135","0.5231849129","0.9782618803","76.4442408311","44.0126025177","32.4316383135","22.5507728729","71.7071268982","-49.1563540253","-51.4378284628","2.2814744375","2.5405861577","68.6317016971","0.5348390434","-6.6481614681","7.1830005115","0.2008009351","0.7412463455","1.5985388772","0.0000000000","0.0000000000"
"22","1360","-169.6848151776","0.0131913258","0.5363762387","0.9879751882","76.4539541391","44.0212054570","32.4327486821","22.5593758122","71.7224321921","-49.1630563799","-51.4786565752","2.3156001953","2.5393544962","68.6432629803","0.5398147156","-6.6334322997","7.1732470153","0.1998931331","0.7450794595","1.5943819036","0.0000000000","0.0000000000"
