" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","34.0787193596"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","275","-79.3806534758","0.1826697210","0.1826697210","0.0000000000","27.0072886828","4.3186636521","22.6886250307","-11.7777085815","45.7722306534","-57.5499068142","-59.5112587793","1.9613519651","1.2987488419","44.1768237545","0.2966580571","-3.4895401426","3.7861981997","0.0958856684","0.3808869843","0.8219761892","0.0000000000","0.0000000000"
"2","320","-79.8851791484","0.1102944984","0.2929642194","0.3007790010","27.3080676838","4.5189514867","22.7891161970","-11.5774207468","46.4228867351","-58.0003074819","-59.9392594740","1.9389519921","1.4101047849","44.6126880156","0.4000939346","-4.0010054837","4.4010994183","0.1171203371","0.4296200270","0.8633644209","0.0000000000","0.0000000000"
"3","117","-79.9512598870","0.1032417482","0.3962059676","0.3401738220","27.3474625047","4.5583359208","22.7891265840","-11.5380363128","46.4229443109","-57.9609806237","-59.8934740271","1.9324934034","1.4099878372","44.6128028387","0.4001536350","-4.0010450587","4.4011986938","0.1171101382","0.4295442729","0.8633334261","0.0000000000","0.0000000000"
"4","122","-80.1945696941","0.0809444811","0.4771504487","0.4852258672","27.4925145500","4.7085930901","22.7839214599","-11.3877791434","46.5081778010","-57.8959569444","-59.8244342973","1.9284773528","1.6099876142","44.5355620113","0.3626281755","-4.0565468428","4.4191750182","0.1181370763","0.5151663917","0.9766841462","0.0000000000","0.0000000000"
"5","138","-80.2161790132","0.0792140896","0.5563645382","0.4981085207","27.5053972035","4.7214197797","22.7839774238","-11.3749524539","46.5081685455","-57.8831209994","-59.8136945821","1.9305735827","1.6101573230","44.5355484536","0.3624627689","-4.0564132555","4.4188760244","0.1181413844","0.5152414860","0.9767744526","0.0000000000","0.0000000000"
"6","202","-80.4131807893","0.0650497528","0.6214142911","0.6155534807","27.6228421635","4.8245249634","22.7983172001","-11.2718472702","46.4861922299","-57.7580395001","-59.7048646635","1.9468251634","1.8058694325","44.2475868937","0.4327359037","-4.0891873849","4.5219232886","0.1307937292","0.6283057873","1.0467699160","0.0000000000","0.0000000000"
"7","247","-80.4276965638","0.0641123255","0.6855266166","0.6242072329","27.6314959157","4.8330657771","22.7984301386","-11.2633064564","46.4862269826","-57.7495334391","-59.6859870752","1.9364536362","1.8058409216","44.2476097332","0.4327763278","-4.0892254069","4.5220017347","0.1308123609","0.6283258195","1.0467027412","0.0000000000","0.0000000000"
"8","33","-80.8835272706","0.0406421589","0.7261687755","0.8959561489","27.9032448317","5.0218702581","22.8813745736","-11.0745019755","47.0796758469","-58.1541778223","-60.0533162853","1.8991384630","1.9432135256","44.5717006615","0.5647616598","-4.5746057196","5.1393673793","0.1578711736","0.7001193411","1.0852230109","0.0000000000","0.0000000000"
"9","146","-80.8985685443","0.0400354235","0.7662041990","0.9049231837","27.9122118665","5.0063889224","22.9058229441","-11.0899833112","47.0523725019","-58.1423558131","-60.0614348451","1.9190790320","1.9095754849","44.6253572203","0.5174397968","-4.6118250169","5.1292648137","0.1531188215","0.6523292109","1.1041274525","0.0000000000","0.0000000000"
"10","252","-80.9311269452","0.0387529255","0.8049571245","0.9243332630","27.9316219458","5.0257289482","22.9058929975","-11.0706432853","47.0523284344","-58.1229717198","-60.0325447662","1.9095730465","1.9095247486","44.6252836361","0.5175200497","-4.6118851464","5.1294051961","0.1531449578","0.6523254336","1.1040543573","0.0000000000","0.0000000000"
"11","250","-81.1134255566","0.0322948456","0.8372519701","1.0330127559","28.0403014386","5.0258870549","23.0144143837","-11.0704851786","47.0775411178","-58.1480262964","-60.0541795969","1.9061533005","2.0393001660","44.6552195755","0.3830213763","-4.9124107562","5.2954321325","0.1593406737","0.8562379382","1.0237215540","0.0000000000","0.0000000000"
