" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","291.5111857831"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","10465","-1084.8646594859","0.0268311828","0.0268311828","0.0000000000","472.9671416857","293.3507253088","179.6164163769","170.8394477533","236.0566441170","-65.2091206973","-71.2982204769","6.0890997796","149.6097943585","103.8725602006","-17.4257104420","-175.1377939193","157.7120834772","5.1124537787","12.1230216331","132.3740825940","0.0002363527","0.0000000000"
"2","16020","-1084.9555710572","0.0244995115","0.0513306943","0.0541980182","473.0213397039","293.4394922924","179.5818474116","170.9282147369","236.1287603536","-65.2005456167","-71.2720394241","6.0714938073","149.7611301050","104.2628927142","-17.8952624656","-175.2216043687","157.3263419031","5.0879948566","12.0649936235","132.6079258205","0.0002158045","0.0000000000"
"3","11501","-1085.0985000126","0.0212365599","0.0725672542","0.1394068208","473.1065485065","293.5208398296","179.5857086770","171.0095622741","236.4603752833","-65.4508130092","-71.5145868309","6.0637738217","149.9669283150","104.8380250242","-18.3445780559","-175.2855423550","156.9409642991","5.0674256591","11.9906815747","132.9084773432","0.0003437380","0.0000000000"
"4","20782","-1085.2255435143","0.0187029398","0.0912701940","0.2151453205","473.1822870062","293.9434827826","179.2388042236","171.4322052271","238.0473233300","-66.6151181029","-72.6808595495","6.0657414466","150.2307795581","105.8956914644","-18.0791476925","-174.5972335787","156.5180858862","5.0727651274","12.0167853132","133.1411011155","0.0001280019","0.0000000000"
"5","4201","-1085.3550530577","0.0164310227","0.1077012168","0.2923539805","473.2594956662","293.8505923191","179.4089033471","171.3393147636","236.8295813053","-65.4902665417","-71.5733874735","6.0831209318","150.0089898533","104.4826855411","-17.6620940891","-174.6588514892","156.9967574000","5.0985171007","12.0914467969","132.8186238818","0.0004020739","0.0000000000"
"6","22462","-1085.4143129714","0.0154856109","0.1231868276","0.3276824853","473.2948241710","294.0466204956","179.2482036754","171.5353429401","238.7168294175","-67.1814864773","-73.2251152151","6.0436287378","150.4723080673","106.7558846602","-18.5113633101","-174.6529485213","156.1415852112","5.0559244325","11.9337114981","133.4823571170","0.0003150198","0.0000000000"
"7","23153","-1085.5657296714","0.0133097196","0.1364965472","0.4179513581","473.3850930438","294.0026607074","179.3824323364","171.4913831519","237.2209320098","-65.7295488579","-71.7883542982","6.0588054403","150.1839051992","105.1564208818","-18.1193940712","-174.7420636669","156.6226695957","5.0773432087","12.0290144462","133.0772324300","0.0003151142","0.0000000000"
"8","15569","-1085.6314060448","0.0124636722","0.1489602194","0.4571051119","473.4242467976","294.0002612989","179.4239854986","171.4889837434","236.4064261360","-64.9174423925","-71.0090001998","6.0915578073","150.2993036144","103.7985218919","-17.6913993703","-174.6849602931","156.9935609228","5.0890272437","12.1385969463","133.0714930038","0.0001864207","0.0000000000"
"9","23050","-1085.7448916868","0.0111265322","0.1600867517","0.5247609318","473.4919026175","293.9981398053","179.4937628122","171.4868622499","237.0590210230","-65.5721587731","-71.6478789846","6.0757202115","150.3725659055","104.6772902334","-17.9908351159","-174.7480746465","156.7572395306","5.0818041231","12.1273227775","133.1633243914","0.0001146135","0.0000000000"
"10","18072","-1085.7874982275","0.0106624264","0.1707491780","0.5501613295","473.5173030152","294.0816895479","179.4356134673","171.5704119924","236.5539195829","-64.9835075905","-71.0400448271","6.0565372366","150.4600129085","104.2136426931","-18.1197360188","-174.7716836596","156.6519476409","5.0680359544","12.0486882348","133.3429969689","0.0002917504","0.0000000000"
