" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.3688994677"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","1155","-149.4939528925","0.0489879055","0.0489879055","0.0000000000","62.0753932876","29.2907992761","32.7845940115","8.7232125332","10.9050756214","-2.1817674834","-4.2954886705","2.1137211871","16.3776890226","-8.4482576133","2.9756442121","-12.5698555763","15.5454997884","0.4389757533","5.0494652407","10.8892480285","0.0000000000","0.0000000000"
"2","1110","-149.5540664637","0.0461298327","0.0951177382","0.0358374229","62.1112307105","29.3039544875","32.8072762230","8.7363677446","10.8648596393","-2.1284918947","-4.2467765331","2.1182846384","16.3869308784","-8.4788053949","2.9567341558","-12.5769003387","15.5336344945","0.4414873075","5.0296209765","10.9158225944","0.0000000000","0.0000000000"
"3","1571","-149.5787878862","0.0450034183","0.1401211565","0.0505753940","62.1259686816","29.3415208465","32.7844478351","8.7739341036","10.9050802461","-2.1311461426","-4.2809043309","2.1497581884","16.3777602585","-8.4482858752","2.9756058629","-12.5698381529","15.5454440158","0.4389585918","5.0493564456","10.8894452210","0.0000000000","0.0000000000"
"4","134","-149.5796984178","0.0449624599","0.1850836164","0.0511182183","62.1265115059","29.3192164789","32.8072950269","8.7516297360","10.8648473224","-2.1132175863","-4.2649770049","2.1517594185","16.3870209502","-8.4788000407","2.9566264128","-12.5768504255","15.5334768383","0.4415135494","5.0296414592","10.9158659416","0.0000000000","0.0000000000"
"5","218","-149.6950517385","0.0400638566","0.2251474730","0.1198874771","62.1952807647","29.4076472097","32.7876335550","8.8400604668","10.3037725783","-1.4637121115","-3.5869021564","2.1231900448","17.1986816259","-9.3757883612","2.4808793136","-13.0593171645","15.5401964781","0.4290025520","5.5934812955","11.1761977783","0.0000000000","0.0000000000"
"6","631","-149.7357832172","0.0384647838","0.2636122568","0.1441700342","62.2195633218","29.4319966195","32.7875667023","8.8644098766","10.3037675475","-1.4393576709","-3.5530296020","2.1136719311","17.1987918890","-9.3757711709","2.4807468294","-13.0592293199","15.5399761492","0.4289772115","5.5935991884","11.1762154891","0.0000000000","0.0000000000"
"7","1347","-149.7599406666","0.0375467066","0.3011589634","0.1585717860","62.2339650736","29.4677542582","32.7662108154","8.9001675153","10.9348112123","-2.0346436970","-4.1701764271","2.1355327301","16.7573467543","-8.7306420574","2.9081065154","-12.5972903853","15.5053969007","0.4337249704","5.0694188456","11.2542029383","0.0000000000","0.0000000000"
"8","304","-149.7848772594","0.0366219972","0.3377809606","0.1734380334","62.2488313210","29.4822790681","32.7665522529","8.9146923253","10.9348258101","-2.0201334849","-4.1350503333","2.1149168484","16.7573599846","-8.7306392079","2.9081050334","-12.5973326309","15.5054376643","0.4337067658","5.0693474686","11.2543057502","0.0000000000","0.0000000000"
"9","920","-149.8366658124","0.0347736711","0.3725546317","0.2043123974","62.2797056849","29.5439598146","32.7357458703","8.9763730717","10.5412910757","-1.5649180040","-3.7023830523","2.1374650484","17.2021489925","-9.3269417603","2.6660838436","-12.8156869800","15.4817708236","0.4281634769","5.3569009581","11.4170845574","0.0000000000","0.0000000000"
"10","355","-149.8859681110","0.0331008256","0.4056554572","0.2337045510","62.3090978386","29.5732604516","32.7358373870","9.0056737087","10.5412902422","-1.5356165334","-3.6590666001","2.1234500667","17.2019788219","-9.3268336713","2.6661450916","-12.8157572770","15.4819023685","0.4281962591","5.3569652195","11.4168173433","0.0000000000","0.0000000000"
"11","965","-149.9104412642","0.0323005762","0.4379560335","0.2482945134","62.3236878010","29.6624120975","32.6612757035","9.0948253546","11.2092213046","-2.1143959500","-4.2419206108","2.1275246609","16.9935429038","-8.4210188521","2.6366972529","-12.5418789322","15.1785761851","0.4103339113","5.1452191570","11.4379898356","0.0000000000","0.0000000000"
"12","1201","-149.9270710062","0.0317678677","0.4697239011","0.2582085326","62.3336018202","29.6723392568","32.6612625634","9.1047525139","11.2092279336","-2.1044754197","-4.2332227473","2.1287473275","16.9934419294","-8.4209651744","2.6367511787","-12.5418854912","15.1786366699","0.4103535087","5.1451992618","11.4378891589","0.0000000000","0.0000000000"
"13","443","-150.0643442771","0.0276930660","0.4974169671","0.3400456313","62.4154389189","29.6344914948","32.7809474241","9.0669047519","11.1496709719","-2.0827662200","-4.2167443840","2.1339781640","16.5825431581","-8.3608595955","2.9279874093","-12.5385797170","15.4665671263","0.4407448532","5.0930666529","11.0487316520","0.0000000000","0.0000000000"
"14","685","-150.0782710681","0.0273100637","0.5247270308","0.3483482540","62.4237415416","29.6427698459","32.7809716957","9.0751831030","11.1496643783","-2.0744812753","-4.1956424937","2.1211612185","16.5825310414","-8.3608583453","2.9279916821","-12.5385619729","15.4665536550","0.4407455367","5.0930145116","11.0487709932","0.0000000000","0.0000000000"
"15","923","-150.0880517377","0.0270442550","0.5517712857","0.3541791169","62.4295724045","29.6842771578","32.7452952467","9.1166904149","11.3644546507","-2.2477642359","-4.3669370685","2.1191728326","16.5819691778","-8.1499442788","2.9324297517","-12.5313053129","15.4637350646","0.4390026507","5.0990261313","11.0439403958","0.0000000000","0.0000000000"
"16","152","-150.1149144496","0.0263274438","0.5780987295","0.3701936432","62.4455869308","29.7001830517","32.7454038791","9.1325963088","11.3644727778","-2.2318764690","-4.3586915615","2.1268150925","16.5820991820","-8.1499213007","2.9322948965","-12.5312266234","15.4635215200","0.4390315699","5.0992477323","11.0438198798","0.0000000000","0.0000000000"
"17","1580","-150.1311480115","0.0259035059","0.6040022354","0.3798714749","62.4552647625","29.7158071820","32.7394575805","9.1482204391","11.1807105256","-2.0324900865","-4.1467616485","2.1142715620","16.9546321486","-8.6605766075","2.8866549845","-12.5613787819","15.4480337664","0.4326735140","5.1203442082","11.4016144264","0.0000000000","0.0000000000"
"18","890","-150.2379533411","0.0232794965","0.6272817319","0.4435447468","62.5189380343","29.7792252670","32.7397127674","9.2116385241","11.1807036594","-1.9690651353","-4.0910904440","2.1220253087","16.9545597097","-8.6606235317","2.8867674814","-12.5614281697","15.4481956510","0.4326614502","5.1202883705","11.4016098890","0.0000000000","0.0000000000"
