" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","290.7990615638"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","21921","-1209.6750004267","0.0294968582","0.0294968582","0.0000000000","547.7988573484","354.4099671294","193.3888902189","225.6389892609","295.4415718766","-69.8025826157","-75.7441553353","5.9415727197","145.5793907820","173.9307202369","-24.0685391423","-173.7601864165","149.6916472742","4.3302554484","9.9225900968","131.3265452367","0.0000000000","0.0000000000"
"2","17506","-1210.1031678946","0.0192231694","0.0487200276","0.2552571460","548.0541144944","354.9184747480","193.1356397463","226.1474968795","294.5057698284","-68.3582729489","-74.2876404892","5.9293675403","146.1650028507","172.6544277210","-24.3136607433","-173.2829135790","148.9692528357","4.3096468384","9.9276934221","131.9276625902","0.0000000000","0.0000000000"
"3","19268","-1210.3603821505","0.0148634032","0.0635834308","0.4085984944","548.2074558428","356.0519476357","192.1555082071","227.2809697671","300.9540843078","-73.6731145406","-79.6096212901","5.9365067495","145.5324075467","179.9147775895","-24.4931008285","-172.7759916330","148.2828908045","4.3016314180","9.7884710317","131.4423050970","0.0000000000","0.0000000000"
"4","9492","-1210.3686877665","0.0147404648","0.0783238956","0.4135499865","548.2124073349","354.9700971957","193.2423101391","226.1991193272","297.4196596130","-71.2205402858","-77.1731796385","5.9526393527","145.2880843651","176.2319955724","-24.1004203245","-173.6777795872","149.5773592627","4.3366575273","10.0370559851","130.9143708527","0.0000000000","0.0000000000"
"5","17509","-1210.5292561490","0.0125538581","0.0908777537","0.5092747441","548.3081320924","355.0034252882","193.3047068042","226.2324474196","297.0047755442","-70.7723281245","-76.7428812805","5.9705531560","145.3517348072","175.6813356001","-24.0282948631","-173.6812434279","149.6529485648","4.3484425904","10.0776387824","130.9256534344","0.0000000000","0.0000000000"
"6","14504","-1210.5539331272","0.0122478579","0.1031256116","0.5239862191","548.3228435675","355.0169438428","193.3058997247","226.2459659743","297.1122653254","-70.8662993511","-76.8146641388","5.9483647877","145.3135146379","175.8276553524","-24.0289046650","-173.7184760300","149.6895713650","4.3477655196","10.0775821003","130.8881670180","0.0000000000","0.0000000000"
"7","7563","-1210.5626430856","0.0121416428","0.1152672544","0.5291787647","548.3280361131","354.0243008984","194.3037352147","225.2533230299","295.0719350273","-69.8083094222","-75.7364604556","5.9281510334","145.3476652264","173.2136436856","-23.4893738847","-175.3283151969","151.8389413122","4.4203425161","10.1482913172","130.7790313930","0.0000000000","0.0000000000"
"8","9334","-1210.5730451756","0.0120159990","0.1272832533","0.5353800949","548.3342374432","355.6805305540","192.6537068893","226.9095526854","299.6186341163","-72.7090814309","-78.8007906567","6.0917092259","145.6692800466","174.6316344259","-20.6822803563","-169.2336701595","148.5513898032","4.4459785797","10.4147226553","130.8085788117","0.0000000000","0.0000000000"
"9","3093","-1210.6306356609","0.0113435412","0.1386267945","0.5697133500","548.3685706984","355.1831065356","193.1854641628","226.4121286670","297.3139654446","-70.9018367776","-76.8647956550","5.9629588774","145.2310161052","176.1292239072","-24.0462745678","-173.5708681982","149.5245936304","4.3453488778","9.8940856328","130.9915815946","0.0000000000","0.0000000000"
"10","11148","-1210.6313585896","0.0113353436","0.1499621381","0.5701443326","548.3690016809","354.0332682463","194.3357334346","225.2622903778","294.4896842299","-69.1946515962","-75.1424937266","5.9478421304","145.4077719273","172.6761342270","-23.5942219244","-175.6433513278","152.0491294034","4.4402914031","10.0633312658","130.9041492584","0.0000000000","0.0000000000"
"11","19353","-1210.6329399048","0.0113174330","0.1612795711","0.5710870525","548.3699444009","355.1920287086","193.1779156922","226.4210508401","297.3971647818","-70.9761139417","-76.9221851108","5.9460711691","145.4911339372","176.3392869645","-24.4332561199","-174.0229076924","149.5896515725","4.3169513107","9.8731499021","131.3010327243","0.0000000000","0.0000000000"
"12","16928","-1210.7241682745","0.0103306573","0.1716102283","0.6254739339","548.4243312822","355.4412298702","192.9831014120","226.6702520017","296.4543443059","-69.7840923042","-75.7364704174","5.9523781132","145.8702224820","174.9283725718","-24.3442507479","-173.1830832117","148.8388324638","4.3146734247","10.0330849581","131.5224640991","0.0000000000","0.0000000000"
"13","4912","-1210.7318513331","0.0102515904","0.1818618187","0.6300542809","548.4289116293","354.4689672259","193.9599444034","225.6979893573","300.5439206482","-74.8459312908","-80.9006506960","6.0547194051","145.5969592018","177.9830289357","-23.0360674894","-174.0775101716","151.0414426822","4.4436032497","10.0589159636","131.0944399885","0.0000000000","0.0000000000"
"14","3110","-1210.8005231226","0.0095712237","0.1914330424","0.6709937879","548.4698511362","355.1545047984","193.3153463378","226.3835269298","295.8436720872","-69.4601451574","-75.3849599368","5.9248147795","146.1474600173","173.8299026840","-24.1336906141","-173.2103985890","149.0767079749","4.3269222637","9.9724100454","131.8481277083","0.0000000000","0.0000000000"
"15","14570","-1210.8023470115","0.0095537827","0.2009868251","0.6720811210","548.4709384693","355.4418765080","193.0290619613","226.6708986395","297.8430940112","-71.1721953717","-77.2128174616","6.0406220899","144.6031248647","172.8711481407","-19.6311789942","-168.6410400733","149.0098610791","4.4501285011","10.5315155643","129.6214807992","0.0000000000","0.0000000000"
"16","9947","-1210.8098061182","0.0094827852","0.2104696102","0.6765279564","548.4753853048","355.6103148884","192.8650704164","226.8393370198","304.2770333947","-77.4376963749","-83.3745121685","5.9368157936","143.9261188404","185.1963131908","-24.8453986365","-173.3526351054","148.5072364689","4.2673859808","9.7459435878","129.9127892719","0.0000000000","0.0000000000"
"17","14889","-1210.8766786599","0.0088693856","0.2193389958","0.7163948203","548.5152521687","354.9884798106","193.5267723580","226.2175019421","295.6323273694","-69.4148254273","-75.3484707797","5.9336453523","146.2792031360","173.4133810409","-24.0602568074","-173.6725921308","149.6123353233","4.3674268809","10.1287090308","131.7830672243","0.0000000000","0.0000000000"
"18","16794","-1210.9176212091","0.0085135837","0.2278525795","0.7408032096","548.5396605580","356.7353220467","191.8043385113","227.9643441781","302.8781068155","-74.9137626374","-80.8879650256","5.9742023882","145.2149138991","182.1968251724","-24.5336322560","-172.5904932081","148.0568609521","4.3110911193","9.7669436315","131.1368791484","0.0000000000","0.0000000000"
"19","3600","-1210.9358956721","0.0083594155","0.2362119951","0.7516977488","548.5505550972","355.3755195813","193.1750355160","226.6045417127","301.7075534584","-75.1030117457","-81.0966568816","5.9936451359","145.5340103409","179.8064362224","-23.6328931048","-173.3509845156","149.7180914107","4.3651519613","10.1108446416","131.0580137380","0.0000000000","0.0000000000"
"20","4274","-1210.9540898618","0.0082086980","0.2444206931","0.7625444321","548.5614017805","355.6228495313","192.9385522492","226.8518716628","296.3484769087","-69.4966052460","-75.4361794908","5.9395742448","145.8429696632","174.7894240062","-24.2839167606","-173.1389336270","148.8550168664","4.3285771907","9.9133906498","131.6010018228","0.0000000000","0.0000000000"
"21","19637","-1210.9691359160","0.0080861140","0.2525068070","0.7715143169","548.5703716653","355.5258616235","193.0445100418","226.7548837550","296.0200962915","-69.2652125365","-75.2288887853","5.9636762488","145.9349467833","174.3684723233","-24.2833228151","-173.1974499089","148.9141270938","4.3259628756","10.0746872717","131.5342966359","0.0000000000","0.0000000000"
"22","6964","-1210.9737112316","0.0080492020","0.2605560090","0.7742419459","548.5730992943","355.6366594882","192.9364398061","226.8656816196","296.5406217256","-69.6749401060","-75.5983595124","5.9234194064","146.0660184200","175.1427447467","-24.6681414411","-173.5160287404","148.8478872994","4.2956040542","9.8686161747","131.9017981911","0.0000000000","0.0000000000"
"23","20010","-1210.9871583818","0.0079416876","0.2684976966","0.7822586250","548.5811159734","355.5147843441","193.0663316292","226.7438064756","295.0094740867","-68.2656676111","-74.1848254668","5.9191578557","146.7309212215","172.6668069613","-24.3882540962","-172.7361613428","148.3479072466","4.3059901401","9.9729793191","132.4519517623","0.0000000000","0.0000000000"
"24","24379","-1211.1462410212","0.0067736708","0.2752713675","0.8770976391","548.6759549874","355.6320426678","193.0439123197","226.8610647992","299.5468192802","-72.6857544810","-78.6317486159","5.9459941348","145.2100920508","178.7852876878","-24.4485604584","-173.9745459993","149.5259855409","4.3269700017","10.0062851524","130.8768368966","0.0000000000","0.0000000000"
"25","7305","-1211.2112805064","0.0063471359","0.2816185034","0.9158717044","548.7147290527","356.6710056303","192.0437234225","227.9000277617","302.5299073826","-74.6298796208","-80.5733219677","5.9434423469","145.3124206288","181.6783692134","-24.4608824596","-172.7070995935","148.2462171339","4.3193953414","9.9468318780","131.0461934094","0.0000000000","0.0000000000"
"26","11799","-1211.2716174715","0.0059754936","0.2875939971","0.9518423062","548.7506996546","356.6571192250","192.0935804295","227.8861413565","302.7309744483","-74.8448330918","-80.7915720535","5.9467389617","145.2569809878","181.9098304140","-24.4358369535","-172.7370892500","148.3012522965","4.3207755638","9.9405908519","130.9956145721","0.0000000000","0.0000000000"
"27","24560","-1211.2778698176","0.0059382493","0.2935322464","0.9555697170","548.7544270654","354.2137897909","194.5406372744","225.4428119224","298.4013426228","-72.9585307004","-78.9543108723","5.9957801719","145.4236233241","176.1179158353","-23.1401965366","-175.8570715287","152.7168749921","4.4891530172","10.1688400693","130.7656302376","0.0000000000","0.0000000000"
