" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","290.7990615638"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","14309","-1259.4441071879","0.0189189477","0.0189189477","0.0000000000","577.4693043173","384.2716776157","193.1976267016","255.5006997471","328.5667156179","-73.0660158707","-79.2746601476","6.2086442769","145.3947085273","206.4698644855","-23.2978573949","-175.1730475886","151.8751901937","4.5284763139","10.3085491648","130.5576830486","0.0000000000","0.0000000000"
"2","16722","-1259.7042741705","0.0145850490","0.0335039967","0.1551016517","577.6244059690","384.3904751797","193.2339307892","255.6194973112","327.8897254659","-72.2702281547","-78.4561638563","6.1859357017","145.3740085775","205.9377006257","-23.4219837374","-175.1462395642","151.7242558268","4.5214763047","10.3102577993","130.5422744735","0.0000000000","0.0000000000"
"3","24006","-1259.7216693762","0.0143335330","0.0478375297","0.1654720111","577.6347763284","384.6247514214","193.0100249070","255.8537735529","328.2161699504","-72.3623963975","-78.5308775150","6.1684811175","145.5290073395","206.3297363079","-23.6425736970","-174.6849404641","151.0423667671","4.4875243937","10.2321603074","130.8093226384","0.0000000000","0.0000000000"
"4","24787","-1259.7252372967","0.0142824832","0.0621200130","0.1675990695","577.6369033868","384.6782720240","192.9586313628","255.9072941554","334.1007508248","-78.1934566694","-84.4165175278","6.2230608585","143.6918021123","214.1801807508","-23.7712320382","-174.2108880350","150.4396559967","4.4399474032","10.0209690452","129.2308856639","0.0000000000","0.0000000000"
"5","4081","-1259.8189438650","0.0130049138","0.0751249267","0.2234633586","577.6927676759","384.2483792611","193.4443884147","255.4774013926","328.5421088770","-73.0647074844","-79.2900639806","6.2253564962","145.2626029591","206.3514859699","-23.0719800520","-175.6525716410","152.5805915890","4.5666993660","10.3941255527","130.3017780404","0.0000000000","0.0000000000"
"6","9891","-1259.9015926534","0.0119732917","0.0870982185","0.2727354202","577.7420397375","384.4586415256","193.2833982118","255.6876636571","328.3378672444","-72.6502035873","-78.8167024250","6.1664988376","145.3725622664","206.2400699389","-23.2747649610","-175.1600708924","151.8853059314","4.5399661740","10.3631256755","130.4694704169","0.0000000000","0.0000000000"
"7","23991","-1260.0266539693","0.0105657450","0.0976639635","0.3472922162","577.8165965335","384.2849479536","193.5316485799","255.5139700851","329.1485524072","-73.6345823221","-79.8240998656","6.1895175435","145.2921464710","206.7423335591","-22.8859276229","-175.6593057313","152.7733781084","4.5906157907","10.4415441449","130.2599865353","0.0000000000","0.0000000000"
"8","23939","-1260.1139548459","0.0096824628","0.1073464262","0.3993376757","577.8686419929","385.0637304137","192.8049115792","256.2927525452","333.4068897049","-77.1141371597","-83.2824186165","6.1682814568","143.8467215386","213.6373441718","-24.0771760054","-173.7791280627","149.7019520573","4.4082347194","9.9743133527","129.4641734665","0.0000000000","0.0000000000"
"9","16720","-1260.1254486436","0.0095718116","0.1169182378","0.4061898404","577.8754941576","384.3628515819","193.5126425757","255.5918737134","328.4349062404","-72.8430325270","-79.0327730126","6.1897404856","145.2711969566","206.2099575735","-23.0462482897","-175.6172394212","152.5709911315","4.5765511637","10.4334688086","130.2611769844","0.0000000000","0.0000000000"
"10","19672","-1260.1859759460","0.0090096407","0.1259278785","0.4422739140","577.9115782313","385.1086762238","192.8029020076","256.3376983552","330.1710362478","-73.8333378926","-80.0042027139","6.1708648213","144.8753606049","208.9350001554","-23.6393245125","-174.8333070824","151.1939825699","4.4829836915","10.0618998749","130.3304770385","0.0000000000","0.0000000000"
