" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.3688994677"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","1482","-149.4938740527","0.0469402634","0.0469402634","0.0000000000","62.0753462863","29.2906839424","32.7846623439","8.7230971995","10.9050845948","-2.1819260911","-4.2956472782","2.1137211871","16.3775679430","-8.4482060785","2.9757227303","-12.5698869813","15.5456097117","0.4390001775","5.0494038539","10.8891639116","0.0000000000","0.0000000000"
"2","735","-149.5540076712","0.0442007689","0.0911410323","0.0358493743","62.1111956606","29.3039273183","32.8072683423","8.7363405754","10.8648617101","-2.1285211347","-4.2468057731","2.1182846384","16.3868266349","-8.4787849303","2.9568200055","-12.5769368485","15.5337568540","0.4414919624","5.0295182572","10.9158164153","0.0000000000","0.0000000000"
"3","1603","-149.5787230889","0.0431217179","0.1342627502","0.0505837656","62.1259300519","29.3415356043","32.7843944476","8.7739488614","10.9050703852","-2.1311215238","-4.2808797121","2.1497581884","16.3776910246","-8.4483049295","2.9756842900","-12.5698984040","15.5455826940","0.4389644842","5.0494692408","10.8892572997","0.0000000000","0.0000000000"
"4","1922","-149.5796277628","0.0430827245","0.1773454746","0.0511230977","62.1264693840","29.3192140235","32.8072553605","8.7516272806","10.8648509186","-2.1132236380","-4.2649830566","2.1517594185","16.3868298215","-8.4787781181","2.9567992152","-12.5769539734","15.5337531886","0.4414782091","5.0295822139","10.9157693985","0.0000000000","0.0000000000"
"5","1877","-149.6950256160","0.0383872065","0.2157326811","0.1199189051","62.1952651914","29.4076143543","32.7876508372","8.8400276114","10.3037645394","-1.4637369280","-3.5869269728","2.1231900448","17.1987248304","-9.3757888030","2.4808285120","-13.0592864669","15.5401149789","0.4289892085","5.5935477916","11.1761878303","0.0000000000","0.0000000000"
"6","85","-149.7357998689","0.0368534776","0.2525861587","0.1442269626","62.2195732489","29.4320089421","32.7875643069","8.8644221992","10.3037451702","-1.4393229711","-3.5529949021","2.1136719311","17.1990124060","-9.3758644303","2.4805971946","-13.0592185596","15.5398157542","0.4289991342","5.5938114959","11.1762017758","0.0000000000","0.0000000000"
"7","1629","-149.7598482704","0.0359777821","0.2885639408","0.1585637042","62.2339099905","29.4677203427","32.7661896478","8.9001335998","10.9348194821","-2.0346858823","-4.1702186124","2.1355327301","16.7575081401","-8.7306803343","2.9079916764","-12.5972321964","15.5052238728","0.4337198397","5.0696027843","11.2541855162","0.0000000000","0.0000000000"
"8","1771","-149.7849332487","0.0350865058","0.3236504466","0.1735184134","62.2488646997","29.4822670414","32.7665976583","8.9146802985","10.9348336730","-2.0201533745","-4.1350702229","2.1149168484","16.7574121737","-8.7305747072","2.9079962065","-12.5972720135","15.5052682200","0.4337249081","5.0695128357","11.2541744298","0.0000000000","0.0000000000"
"9","1545","-149.8367101614","0.0333160643","0.3569665110","0.2043858378","62.2797321241","29.5438561026","32.7358760215","8.9762693597","10.5412999913","-1.5650306316","-3.7024956800","2.1374650484","17.2022733293","-9.3269438920","2.6659705540","-12.8157272717","15.4816978257","0.4282254745","5.3571384922","11.4169093626","0.0000000000","0.0000000000"
"10","1062","-149.8859679286","0.0317147517","0.3886812627","0.2337514436","62.3090977299","29.5732746842","32.7358230457","9.0056879413","10.5412931247","-1.5356051834","-3.6590552501","2.1234500667","17.2020636145","-9.3269552631","2.6661847732","-12.8157268602","15.4819116334","0.4282053934","5.3571174915","11.4167407296","0.0000000000","0.0000000000"
