" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","316","-122.3946588894","0.0771055022","0.0771055022","0.0000000000","48.2613630799","15.9092347758","32.3521283041","-5.5525948690","47.1924663064","-52.7427115849","-55.1338520080","2.3911404231","2.1562441564","44.4493510826","0.5868710674","-5.7609976818","6.3478687491","0.1286250222","0.3934040913","1.6342150429","0.0000000000","0.0000000000"
"2","307","-122.8105149454","0.0508723008","0.1279778030","0.2479175509","48.5092806308","16.0538430214","32.4554376094","-5.4079866234","47.8448487036","-53.2528353270","-55.6040291523","2.3511938254","2.2575830414","44.8935027209","0.6937629413","-6.2848864907","6.9786494319","0.1487716385","0.4342482713","1.6745631316","0.0000000000","0.0000000000"
"3","1283","-122.8367022917","0.0495573825","0.1775351854","0.2635294499","48.5248925298","16.0692501044","32.4556424254","-5.3925795403","47.8446498754","-53.2372294157","-55.5862863151","2.3490568994","2.2578129042","44.8932748706","0.6935621006","-6.2846976993","6.9782597999","0.1488075577","0.4343805050","1.6746248415","0.0000000000","0.0000000000"
"4","1284","-123.1801819424","0.0351509480","0.2126861335","0.4682989430","48.7296620228","16.2788684528","32.4507935700","-5.1829611919","48.0016582165","-53.1846194085","-55.5346251055","2.3500056971","2.4586914106","44.9004343739","0.6425324321","-6.3624268885","7.0049593206","0.1511702566","0.5188182709","1.7887028831","0.0000000000","0.0000000000"
"5","1194","-123.1886666167","0.0348539654","0.2475400988","0.4733571828","48.7347202627","16.2836785630","32.4510416997","-5.1781510818","48.0015800653","-53.1797311470","-55.5211919127","2.3414607657","2.4587684513","44.9003956100","0.6424160040","-6.3622715867","7.0046875907","0.1511760144","0.5188071972","1.7887852397","0.0000000000","0.0000000000"
"6","285","-123.3866211506","0.0285944425","0.2761345414","0.5913701407","48.8527332206","16.3899873095","32.4627459111","-5.0718423353","47.8452979831","-52.9171403184","-55.2792426749","2.3621023565","2.6611039487","44.4615468311","0.7226472033","-6.3793385423","7.1019857456","0.1638574306","0.6339225171","1.8633240009","0.0000000000","0.0000000000"
"7","1255","-123.4484321928","0.0268805060","0.3030150473","0.6282195312","48.8895826111","16.4267053242","32.4628772869","-5.0351243206","47.8452817737","-52.8804060942","-55.2319677508","2.3515616566","2.6612319690","44.4615393972","0.7225104075","-6.3792436230","7.1017540305","0.1638646546","0.6340021196","1.8633651948","0.0000000000","0.0000000000"
"8","487","-123.5068025427","0.0253563956","0.3283714429","0.6630177119","48.9243807918","16.4735995930","32.4507811988","-4.9882300518","48.0348852192","-53.0231152710","-55.3783686997","2.3552534287","2.7011400413","44.6217424703","0.7120027076","-6.4176993425","7.1297020502","0.1676413136","0.6585650470","1.8749336807","0.0000000000","0.0000000000"
"9","611","-123.5087267359","0.0253076519","0.3536790948","0.6641648426","48.9255279225","16.4726144296","32.4529134929","-4.9892152151","48.2140172829","-53.2032324981","-55.5427451644","2.3395126664","2.6972162089","44.8184413535","0.6983597206","-6.4371727837","7.1355325042","0.1679815213","0.6566964170","1.8725382705","0.0000000000","0.0000000000"
"10","613","-123.5176629191","0.0250825055","0.3787616003","0.6694922549","48.9308553348","16.4801470813","32.4507082535","-4.9816825635","48.0348870195","-53.0165695830","-55.3735720296","2.3570024466","2.7012188329","44.6217042758","0.7119639108","-6.4175359612","7.1294998720","0.1676610574","0.6586284927","1.8749292828","0.0000000000","0.0000000000"
