" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.8581906307"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","811","-9.1403219025","0.1358330730","0.1358330730","0.0000000000","-21.8897956545","-37.1373561308","15.2475604763","-53.2337283644","6.5717973214","-59.8032549361","-62.0377316111","2.2344766750","7.9887019302","-2.6976639441","1.2807593353","-6.4669211052","7.7476804405","0.1361171733","2.8540989560","4.9975951179","0.0008906830","0.0000000000"
"2","464","-9.1561080110","0.1337056336","0.2695387066","0.0094110770","-21.8803845775","-36.7722859790","14.8919014014","-52.8686582125","6.6323856083","-59.5010438208","-61.7595771216","2.2585333008","9.0757753327","-3.0077191276","0.5643294032","-5.7728477564","6.3371771596","0.0838817521","2.2386134558","6.7523696195","0.0009105053","0.0000000000"
"3","691","-9.2524415808","0.1214262459","0.3909649525","0.0668414843","-21.8229541702","-36.7139750572","14.8910208870","-52.8103472907","6.6326268400","-59.4429741307","-61.7021793609","2.2592052301","9.0755652256","-3.0072557679","0.5643173823","-5.7731244358","6.3374418181","0.0838496357","2.2387183882","6.7521668648","0.0008303368","0.0000000000"
"4","900","-10.1687771340","0.0485683214","0.4395332740","0.6131258604","-21.2766697941","-36.3081699981","15.0315002040","-52.4045422316","7.8281174718","-60.2326597034","-62.4861840382","2.2535243347","9.3004662099","-2.0802586313","0.6079098932","-6.3412775143","6.9491874075","0.1034800134","2.3336962048","6.8622515573","0.0010384344","0.0000000000"
"5","1093","-10.2010061093","0.0470279695","0.4865612435","0.6323395487","-21.2574561058","-36.2902372169","15.0327811111","-52.3866094504","7.8278742312","-60.2144836816","-62.4565282787","2.2420445971","9.3004739434","-2.0804601435","0.6078604314","-6.3410718288","6.9489322602","0.1035032901","2.3337496987","6.8622484587","0.0009724959","0.0000000000"
"6","902","-10.3766678549","0.0394518435","0.5260130869","0.7370623948","-21.1527332598","-36.1593136416","15.0065803818","-52.2556858752","7.4913371633","-59.7470230384","-61.9733122694","2.2262892310","9.6039144243","-2.7987718170","0.6861945559","-6.4345358598","7.1207304157","0.1241048934","2.4928307582","6.9860173657","0.0009614070","0.0000000000"
"7","1047","-10.3986954733","0.0385923147","0.5646054017","0.7501944224","-21.1396012322","-36.2514938936","15.1118926614","-52.3478661271","8.4281006276","-60.7759667548","-62.9839006800","2.2079339252","9.2306621684","-1.3039755803","0.5014140395","-6.5148822085","7.0162962480","0.1028218502","2.3281537588","6.7991720935","0.0005144661","0.0000000000"
"8","712","-10.4144915053","0.0379874987","0.6025929004","0.7596114154","-21.1301842391","-36.2417559102","15.1115716710","-52.3381281437","8.4285461050","-60.7666742487","-62.9758630555","2.2091888068","9.2303409787","-1.3033088021","0.5015139284","-6.5152861962","7.0168001247","0.1028143544","2.3281715719","6.7989050481","0.0004500043","0.0000000000"
"9","373","-10.4356535176","0.0371920531","0.6397849535","0.7722274015","-21.1175682530","-36.1238411982","15.0062729453","-52.2202134318","7.4914394395","-59.7116528713","-61.9471914826","2.2355386113","9.6037885818","-2.7985073846","0.6861582423","-6.4347558500","7.1209140923","0.1241049397","2.4929157829","6.9859151994","0.0008526599","0.0000000000"
"10","159","-10.4659464205","0.0360822917","0.6758672452","0.7902868771","-21.0995087774","-36.4571993329","15.3576905555","-52.5535715665","7.4275850904","-59.9811566569","-62.1775740949","2.1964174380","8.5485546473","-2.5404397659","1.4194702090","-7.1154474796","8.5349176886","0.1836998382","3.1122753439","5.2516107743","0.0009686909","0.0000000000"
