" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","22335","-1295.8239472764","0.0235501309","0.0235501309","0.0000000000","594.7683418799","390.4782424345","204.2900994455","256.3418071547","319.6556738469","-63.3138666922","-69.2394055437","5.9255388515","146.3520871859","200.7417451583","-27.4381584973","-182.3918893856","154.9537308883","4.4036798533","10.3651463260","131.5832610066","0.0000000000","0.0000000000"
"2","19792","-1296.0926436480","0.0180011385","0.0415512694","0.1601865487","594.9285284286","390.6870485696","204.2414798590","256.5506132899","321.7042611925","-65.1536479026","-71.1005491899","5.9469012874","145.8032768260","202.8660680887","-26.9650837222","-182.2500305860","155.2849468637","4.4262625992","10.2991895822","131.0778246447","0.0000000000","0.0000000000"
"3","17383","-1296.2048506477","0.0160904835","0.0576417529","0.2270800907","594.9954219706","390.6856406596","204.3097813110","256.5492053799","317.0022323288","-60.4530269489","-66.5226232333","6.0695962844","146.6187157550","196.0719914907","-25.6884749169","-180.5463338082","154.8578588913","4.4426873874","10.1126665191","132.0633618484","0.0000000000","0.0000000000"
"4","24786","-1296.3124882473","0.0144484972","0.0720902500","0.2912495303","595.0595914103","391.0188182973","204.0407731130","256.8823830175","316.8042054291","-59.9218224116","-65.8431736259","5.9213512143","146.7470440130","198.9136023277","-28.8564409116","-182.4210571536","153.5646162421","4.2724491283","9.7306477508","132.7439471339","0.0000000000","0.0000000000"
"5","22396","-1296.3372092328","0.0140956949","0.0861859449","0.3059872409","595.0743291208","391.2534889791","203.8208401416","257.1170536994","319.2635288204","-62.1464751210","-68.1094841762","5.9630090552","146.7893677713","199.3035095457","-26.8293484966","-181.0042773038","154.1749288073","4.3908547169","10.3497096566","132.0488033979","0.0000000000","0.0000000000"
"6","14498","-1296.3772624468","0.0135422741","0.0997282190","0.3298654424","595.0982073223","391.0502756142","204.0479317082","256.9138403344","321.9286809852","-65.0148406508","-70.9895369390","5.9746962882","146.3968809298","202.7530786606","-27.2212786051","-181.7340450266","154.5127664214","4.4026353862","10.2970999828","131.6971455607","0.0000000000","0.0000000000"
"7","24692","-1296.4219544405","0.0129503681","0.1126785871","0.3565091079","595.1248509878","391.0118966625","204.1129543253","256.8754613827","320.0238682217","-63.1484068390","-69.0880476473","5.9396408083","146.9368326076","200.7897381402","-27.7027025260","-181.8895637964","154.1868612704","4.3816949657","10.3563719881","132.1987656537","0.0000000000","0.0000000000"
"8","24695","-1296.6335076617","0.0104810723","0.1231596594","0.4826290855","595.2509709654","390.9586421377","204.2923288277","256.8222068579","320.2530351433","-63.4308282854","-69.4228127868","5.9919845014","146.1290027865","200.0960695903","-25.9720372335","-180.7556865034","154.7836492699","4.4301823922","10.3113666022","131.3874537922","0.0000000000","0.0000000000"
"9","19854","-1296.6417799821","0.0103947272","0.1335543866","0.4875607280","595.2559026079","390.4879174884","204.7679851195","256.3514822087","315.1144653639","-58.7629831552","-64.8113469230","6.0483637677","146.1467809893","196.0307799195","-27.0630955449","-181.4654680397","154.4023724948","4.3466001490","9.7221972807","132.0779835597","0.0000000000","0.0000000000"
"10","12677","-1296.6810348154","0.0099945889","0.1435489755","0.5109629653","595.2793048453","391.0786733369","204.2006315083","256.9422380572","321.2318285477","-64.2895904905","-70.2235811385","5.9339906480","146.0745495980","202.5574955822","-27.4002166325","-182.3391336091","154.9389169767","4.4196601275","10.5139277939","131.1409616765","0.0000000000","0.0000000000"
