" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","26065","-1297.8458348387","0.0216822856","0.0216822856","0.0000000000","595.9737142806","393.3314659048","202.6422483758","259.1950306251","337.5339580925","-78.3389274674","-84.4546931918","6.1157657244","146.7363134177","218.4622232268","-27.6645785520","-180.8550449913","153.1904664393","4.4613029675","10.2715377762","132.0034726741","0.0000000000","0.0000000000"
"2","15458","-1298.1115493247","0.0166228974","0.0383051830","0.1584088620","596.1321231426","393.3895885326","202.7425346101","259.2531532528","338.0824458777","-78.8211683417","-84.9695359267","6.1483675850","146.5798196026","218.8873197641","-27.3846934890","-181.1621975144","153.7775040254","4.5029035107","10.3599280474","131.7169880445","0.0000000000","0.0000000000"
"3","26051","-1298.4133506572","0.0122923827","0.0505975657","0.3383313283","596.3120456089","393.7393775817","202.5726680272","259.6029423020","338.0082223645","-78.3957295740","-84.6567982805","6.2610687065","146.0151076502","217.3376176811","-25.3445029668","-177.1033901591","151.7588871923","4.4323471288","9.7840260709","131.7987344505","0.0000000000","0.0000000000"
"4","3890","-1298.5855630579","0.0103477321","0.0609452978","0.4409978062","596.4147120868","392.9597316769","203.4549804099","258.8232963972","336.6260386275","-77.8027422303","-83.9194718032","6.1167295729","146.5044332153","217.1576988392","-27.0360934269","-181.2387878447","154.2026944178","4.5160913110","10.4042222789","131.5841196254","0.0000000000","0.0000000000"
"5","26870","-1298.6458837913","0.0097420020","0.0706872998","0.4769587313","596.4506730119","394.2998328862","202.1508401257","260.1633976065","339.8641590099","-79.7007614034","-85.9216586659","6.2208972625","146.5484382838","218.7489824399","-25.4332617138","-176.4599332923","151.0266715784","4.4223428039","9.7207099523","132.4053855276","0.0000000000","0.0000000000"
"6","23478","-1298.6502921875","0.0096991499","0.0803864497","0.4795868493","596.4533011299","393.8988358902","202.5544652398","259.7624006104","339.0573102062","-79.2949095957","-85.4238006278","6.1288910321","146.3913846692","220.3789723388","-27.7130468019","-180.8912647753","153.1782179735","4.4723076293","10.3954342777","131.5236427622","0.0000000000","0.0000000000"
"7","18005","-1298.6756734391","0.0094560712","0.0898425210","0.4947181854","596.4684324660","394.1819337488","202.2864987171","260.0454984691","337.9762438316","-77.9307453625","-84.1839271403","6.2531817778","146.1394201993","217.4189159987","-25.5820923664","-177.4266976018","151.8446052354","4.4242019864","9.8685680410","131.8466501718","0.0000000000","0.0000000000"
"8","24232","-1298.7602860516","0.0086888829","0.0985314039","0.5451610042","596.5188752848","393.9454816113","202.5733936735","259.8090463315","338.3469964459","-78.5379501144","-84.6620839762","6.1241338618","146.5080021072","219.4545608194","-27.6155664808","-180.7981725002","153.1826060195","4.4818432084","10.4236108436","131.6025480552","0.0000000000","0.0000000000"
"9","24265","-1298.7718104477","0.0085893236","0.1071207275","0.5520314104","596.5257456910","393.9896275807","202.5361181103","259.8531923009","337.9977187825","-78.1445264815","-84.2718164169","6.1272899354","146.4336438853","219.1835077372","-27.6194328400","-180.7729265112","153.1534936712","4.4775695418","10.4183163407","131.5377580028","0.0000000000","0.0000000000"
"10","16104","-1298.7775331765","0.0085403096","0.1156610370","0.5554430835","596.5291573641","393.0072416657","203.5219156984","258.8708063860","337.5659788356","-78.6951724496","-84.8606889648","6.1655165152","146.3633180941","217.9254433463","-26.7227826049","-181.4418796432","154.7190970383","4.5583310789","10.4656100301","131.3393769851","0.0000000000","0.0000000000"
"11","18568","-1298.7948625279","0.0083935865","0.1240546235","0.5657741832","596.5394884638","394.3438128287","202.1956756351","260.2073775490","338.9659248907","-78.7585473417","-84.8815466493","6.1229993076","145.9170118528","220.9545439411","-27.9056309033","-180.0718164240","152.1661855207","4.4242913158","10.1236665110","131.3690540259","0.0000000000","0.0000000000"
"12","13209","-1298.8009629569","0.0083425379","0.1323971615","0.5694110267","596.5431253073","393.8744348507","202.6686904566","259.7379995710","339.5163044976","-79.7783049266","-85.8689820776","6.0906771511","147.2728472288","220.0946749121","-27.8512176433","-180.5297953091","152.6785776658","4.4604532545","10.2909430525","132.5214509218","0.0000000000","0.0000000000"
"13","21401","-1298.8131316486","0.0082416353","0.1406387968","0.5766655375","596.5503798181","393.8033314323","202.7470483858","259.6668961526","339.9289600944","-80.2620639419","-86.3835578623","6.1214939204","147.0988602236","220.3960448263","-27.5659449555","-180.7886552663","153.2227103108","4.4993320957","10.3703874042","132.2291407237","0.0000000000","0.0000000000"
"14","26102","-1298.8226868932","0.0081632595","0.1488020563","0.5823620106","596.5560762912","394.4431502146","202.1129260766","260.3067149349","339.6376992752","-79.3309843403","-85.5456451210","6.2146607807","146.4760851579","218.9244873343","-25.7628732170","-176.3476682030","150.5847949860","4.3831050698","9.6496422590","132.4433378291","0.0000000000","0.0000000000"
"15","5127","-1298.8402987941","0.0080207476","0.1568228039","0.5928615555","596.5665758361","395.0233006854","201.5432751507","260.8868654056","344.5787212053","-83.6918557996","-89.8400479480","6.1481921484","146.7457690425","226.0387826545","-28.2058304918","-179.6055177751","151.3996872833","4.3866141561","10.0009086984","132.3582461880","0.0000000000","0.0000000000"
