" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","295.1924324625"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","15037","-1102.4734784834","0.0213244087","0.0213244087","0.0000000000","481.2702301428","296.5449755445","184.7252545984","171.3509692834","234.5513303162","-63.2003610329","-69.2235304953","6.0231694624","150.7773614751","104.7036024337","-20.9296335926","-180.7218644218","159.7922308292","5.0516330343","12.0509593416","133.6742257179","0.0005433814","0.0000000000"
"2","6641","-1102.6607152830","0.0176832094","0.0390076181","0.1116234527","481.3818535955","296.4726781796","184.9091754159","171.2786719185","234.0208609423","-62.7421890238","-68.7830788491","6.0408898253","150.5562527099","104.1282928068","-20.6636845744","-181.0849202607","160.4212356863","5.0792139456","12.1217163003","133.3547018737","0.0006205903","0.0000000000"
"3","16307","-1102.8584192725","0.0145110667","0.0535186848","0.2294870455","481.4997171884","296.4241505493","185.0755666391","171.2301442882","233.7729488336","-62.5428045453","-68.5614514080","6.0186468626","150.6539399642","103.7089739689","-20.5899650995","-181.0145344377","160.4245693381","5.0836675904","12.2187267698","133.3503976695","0.0011479346","0.0000000000"
"4","17109","-1103.0981873539","0.0114174570","0.0649361418","0.3724276488","481.6426577916","296.7402834299","184.9023743617","171.5462771688","235.1112421996","-63.5649650308","-69.5507826485","5.9858176177","150.8633248535","105.1671612952","-20.9192439491","-180.7779955496","159.8587516005","5.0690453417","12.1236789028","133.6699100593","0.0006905497","0.0000000000"
"5","7972","-1103.1007053981","0.0113887435","0.0763248852","0.3739288109","481.6441589537","296.3924623746","185.2516965791","171.1984561135","233.5321826390","-62.3189526783","-68.3721216689","6.0531689906","150.4550278646","103.3838722869","-20.3067175125","-181.3452657388","161.0385482263","5.1135014037","12.2859689387","133.0543196579","0.0012378643","0.0000000000"
"6","18854","-1103.1061767969","0.0113266013","0.0876514865","0.3771906506","481.6474207934","296.8993929887","184.7480278047","171.7053867276","235.9878249006","-64.2824381731","-70.2581545538","5.9757163807","151.1200497140","106.0317598397","-21.1639846531","-180.4313839006","159.2673992475","5.0471042201","12.0520354562","134.0201915828","0.0007184549","0.0000000000"
"7","23767","-1103.1507107665","0.0108332497","0.0984847363","0.4037401080","481.6739702509","297.1057971996","184.5681730513","171.9117909385","235.5273765110","-63.6155855725","-69.5994157572","5.9838301847","151.3779311968","105.1050140420","-20.9555687278","-180.0649301092","159.1093613814","5.0411928687","12.0879284741","134.2483240554","0.0004857985","0.0000000000"
"8","21991","-1103.2493192847","0.0098159790","0.1083007152","0.4625267530","481.7327568959","298.1183804595","183.6143764364","172.9243741984","237.2591327074","-64.3347585090","-70.3599703380","6.0252118290","150.7279410419","108.6261642254","-22.0949725598","-179.3577758347","157.2628032749","4.9219772860","12.4472558649","133.3580681475","0.0006397435","0.0000000000"
"9","18888","-1103.3874413664","0.0085496426","0.1168503579","0.5448698804","481.8151000233","297.0138502361","184.8012497872","171.8198439750","234.7265159327","-62.9066719577","-68.9243667201","6.0176947624","151.2236236437","104.3275606747","-20.8246683857","-180.6073865265","159.7827181409","5.0698069672","12.1397166280","134.0135100284","0.0005900201","0.0000000000"
"10","21910","-1103.4032499407","0.0084155477","0.1252659055","0.5542943507","481.8245244935","296.7622988474","185.0622256462","171.5682925863","234.6717475701","-63.1034549838","-69.0590497132","5.9555947294","150.8879448401","104.6577410065","-20.8739382765","-180.7721243496","159.8981860730","5.0748489467","12.2135706873","133.5982710640","0.0012541421","0.0000000000"
