" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","42.1533369378"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","193","1.7136884340","0.4103448405","0.4103448405","0.0000000000","-26.1518507098","-40.8890785162","14.7372278064","-56.0912078479","5.9754066715","-62.0645243927","-64.2178846728","2.1533602801","6.6726794338","-1.3069323501","0.6096595878","-5.3511931396","5.9608527274","0.0857233973","2.2532040544","4.3331081970","0.0006437852","0.0000000000"
"2","258","0.4727615014","0.1186373010","0.5289821414","0.7397934008","-25.4120573090","-40.2576934060","14.8456360970","-55.4598227377","6.9140535576","-62.3738762953","-64.4511507176","2.0772744223","7.1959029669","-1.0201636169","0.7383142076","-6.0105164476","6.7488306552","0.1257751023","2.4992847906","4.5701483198","0.0006947543","0.0000000000"
"3","261","0.4030602312","0.1106497357","0.6396318771","0.7813466449","-25.3705040649","-40.2160671426","14.8455630778","-55.4181964743","6.9142092912","-62.3324057655","-64.4220179007","2.0896121351","7.1959586370","-1.0198118970","0.7380625512","-6.0105215825","6.7485841338","0.1257806251","2.4994249613","4.5701428163","0.0006102342","0.0000000000"
"4","56","0.2383977714","0.0938508873","0.7334827645","0.8795121355","-25.2723385743","-40.1253489226","14.8530103483","-55.3274782543","7.2438161182","-62.5712943725","-64.6653047345","2.0940103620","7.1736879782","-0.6692146055","0.7393427456","-5.9686774344","6.7080201800","0.1157567018","2.4811078737","4.5763441141","0.0004792886","0.0000000000"
"5","93","0.2271677227","0.0928028332","0.8262855976","0.8862070630","-25.2656436467","-40.1187591350","14.8531154883","-55.3208884667","7.2441448673","-62.5650333340","-64.6676318943","2.1025985603","7.1735274530","-0.6686613556","0.7392787698","-5.9688652042","6.7081439741","0.1157782180","2.4813333629","4.5760058778","0.0004099943","0.0000000000"
"6","278","-0.6847059075","0.0372854638","0.8635710614","1.4298314105","-24.7220192992","-39.7693581378","15.0473388385","-54.9714874695","8.2661464025","-63.2376338719","-65.3406769746","2.1030431026","6.9349830359","0.8740431250","0.4571202415","-6.2047597604","6.6618800019","0.1069374652","2.4203369150","4.4070936160","0.0006150398","0.0000000000"
"7","247","-0.6875867668","0.0371782042","0.9007492655","1.4315488691","-24.7203018406","-39.7675493931","15.0472475525","-54.9696787248","8.2658984856","-63.2355772103","-65.3304642353","2.0948870249","6.9351447627","0.8737235624","0.4570301605","-6.2046700391","6.6617001997","0.1069380824","2.4203197334","4.4072707893","0.0006161575","0.0000000000"
"8","0","-1.1521645326","0.0233627977","0.9241120632","1.7085124488","-24.4433382610","-39.6893019744","15.2459637134","-54.8914313061","6.9656179975","-61.8570493035","-63.9649134097","2.1078641061","7.1749494185","-1.3602955731","1.1509641521","-5.6407223059","6.7916864580","0.1194415162","2.7153471053","4.3401601031","0.0000006939","0.0000000000"
"9","181","-1.5050716402","0.0164156936","0.9405277568","1.9189022328","-24.2329484770","-39.3813266929","15.1483782159","-54.5834560246","8.2192776280","-62.8027336525","-64.8596194472","2.0568857946","7.6090232986","-0.0884932674","0.6987475967","-6.9242571362","7.6230047329","0.1626234262","2.8701156522","4.5757378206","0.0005463996","0.0000000000"
"10","21","-1.5236134871","0.0161141209","0.9566418777","1.9299561761","-24.2218945337","-39.3700309186","15.1481363850","-54.5721602503","8.2195475472","-62.7917077975","-64.8298095410","2.0381017436","7.6088965995","-0.0879938097","0.6986447573","-6.9244388267","7.6230835840","0.1626188334","2.8701843283","4.5756187052","0.0004747325","0.0000000000"
"11","235","-2.2978563307","0.0074294595","0.9640713372","2.3915302876","-23.7603204222","-38.9258966775","15.1655762553","-54.1280260092","8.8687626014","-62.9967886106","-65.0860956088","2.0893069982","7.4690510695","0.7608137535","0.6388977784","-6.7814234508","7.4203212293","0.1407310188","2.6672396823","4.6604486002","0.0006317682","0.0000000000"
"12","148","-2.3115980935","0.0073280639","0.9713994012","2.3997226034","-23.7521281063","-38.9168891654","15.1647610591","-54.1190184971","9.2848836200","-63.4039021171","-65.4767917971","2.0728896800","7.4261997512","1.2978656727","0.5608181961","-6.8398254787","7.4006436748","0.1374071413","2.6348351928","4.6530196951","0.0009377220","0.0000000000"
"13","317","-2.3201028262","0.0072660050","0.9786654062","2.4047928014","-23.7470579084","-38.9113988538","15.1643409454","-54.1135281855","9.2848643176","-63.3983925031","-65.4630157393","2.0646232362","7.4263061421","1.2977924221","0.5607657535","-6.8397608330","7.4005265865","0.1374370588","2.6349689331","4.6529618313","0.0009383188","0.0000000000"
"14","238","-2.3598155592","0.0069831066","0.9856485128","2.4284680211","-23.7233826887","-38.8884019099","15.1650192213","-54.0905312416","8.8686718043","-62.9592030459","-65.0438910851","2.0846880391","7.4691904183","0.7606471580","0.6388342281","-6.7813000253","7.4201342534","0.1407293597","2.6673003191","4.6605294543","0.0006312851","0.0000000000"
"15","159","-2.8078499608","0.0044613860","0.9901098988","2.6955690767","-23.4562816330","-38.6499306523","15.1936490193","-53.8520599840","9.7509429002","-63.6030028842","-65.6578779431","2.0548750588","7.4530286285","1.9161194465","0.3817948251","-7.1702349133","7.5520297384","0.1534226114","2.7675942542","4.5306516673","0.0013600956","0.0000000000"
"16","140","-2.8591349899","0.0042383518","0.9943482505","2.7261432589","-23.4257074509","-38.6192595243","15.1935520734","-53.8213888560","9.7513758102","-63.5727646662","-65.6381531917","2.0653885255","7.4530389796","1.9166241275","0.3817127031","-7.1701158837","7.5518285869","0.1534447783","2.7675542105","4.5305577503","0.0014822405","0.0000000000"
"17","316","-4.4473093972","0.0008658878","0.9952141383","3.6729523860","-22.4788983238","-38.0226784153","15.5437800915","-53.2248077470","10.2149070147","-63.4397147617","-65.4705495675","2.0308348058","7.8678349393","1.9693542539","0.3777178214","-8.0678830408","8.4456008623","0.1906146287","3.1169909498","4.5587574761","0.0014718847","0.0000000000"
