" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.3688994677"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","755","-149.4940124139","0.0483800025","0.0483800025","0.0000000000","62.0754287720","29.2907655744","32.7846631976","8.7231788315","10.9050857290","-2.1818681931","-4.2955893802","2.1137211871","16.3774471420","-8.4482098418","2.9758484288","-12.5699590291","15.5458074578","0.4389655140","5.0493636257","10.8891180023","0.0000000000","0.0000000000"
"2","384","-149.5539615955","0.0455648860","0.0939448885","0.0357394201","62.1111681921","29.3039195270","32.8072486651","8.7363327841","10.8648677910","-2.1285350069","-4.2468196453","2.1182846384","16.3869635417","-8.4787847735","2.9566890228","-12.5768642099","15.5335532327","0.4414961158","5.0296774525","10.9157899734","0.0000000000","0.0000000000"
"3","1279","-149.5787517733","0.0444492104","0.1383940989","0.0505183805","62.1259471524","29.3415400392","32.7844071132","8.7739532963","10.9050725401","-2.1311192437","-4.2808774321","2.1497581884","16.3776484111","-8.4482659849","2.9756901139","-12.5699036642","15.5455937781","0.4389728965","5.0492881889","10.8893873256","0.0000000000","0.0000000000"
"4","1494","-149.5798325929","0.0444011948","0.1827952937","0.0511627240","62.1265914960","29.3193176501","32.8072738458","8.7517309073","10.8648393314","-2.1131084242","-4.2648678427","2.1517594185","16.3870859567","-8.4788162128","2.9565695875","-12.5768320330","15.5334016205","0.4414983169","5.0297072105","10.9158804294","0.0000000000","0.0000000000"
"5","924","-149.6950395352","0.0395695323","0.2223648260","0.1198447176","62.1952734896","29.4076383584","32.7876351311","8.8400516155","10.3037516660","-1.4637000505","-3.5868900953","2.1231900448","17.1987039206","-9.3757998692","2.4808476146","-13.0592951695","15.5401427841","0.4289937648","5.5935012591","11.1762088967","0.0000000000","0.0000000000"
"6","88","-149.7357354406","0.0379915410","0.2603563670","0.1441060672","62.2195348392","29.4319942447","32.7875405945","8.8644075018","10.3037395502","-1.4393320484","-3.5530039794","2.1136719311","17.1988037450","-9.3758976691","2.4808334743","-13.0593812963","15.5402147706","0.4289517587","5.5936555144","11.1761964720","0.0000000000","0.0000000000"
"7","1311","-149.7598850211","0.0370850510","0.2974414180","0.1585031279","62.2339318999","29.4677482111","32.7661836888","8.9001614682","10.9348238283","-2.0346623601","-4.1701950902","2.1355327301","16.7572990677","-8.7305814704","2.9081062310","-12.5973217500","15.5054279810","0.4337466437","5.0693511034","11.2542013206","0.0000000000","0.0000000000"
"8","1371","-149.7848727561","0.0361698614","0.3336112794","0.1733998643","62.2488286363","29.4822744944","32.7665541419","8.9146877515","10.9348322707","-2.0201445192","-4.1350613677","2.1149168484","16.7576056119","-8.7306280108","2.9078546697","-12.5971928239","15.5050474935","0.4337057263","5.0696407959","11.2542590897","0.0000000000","0.0000000000"
"9","1355","-149.8371180752","0.0343286711","0.3679399505","0.2045465348","62.2799753068","29.5440529334","32.7359223734","8.9764661905","10.5412989784","-1.5648327878","-3.7022978362","2.1374650484","17.2020122235","-9.3269002272","2.6661869821","-12.8158829314","15.4820699135","0.4282107264","5.3570698532","11.4167316438","0.0000000000","0.0000000000"
"10","180","-149.8859432382","0.0326928282","0.4006327787","0.2336542384","62.3090830104","29.5732439474","32.7358390630","9.0056572045","10.5412917076","-1.5356345031","-3.6590845698","2.1234500667","17.2020789515","-9.3268714694","2.6660842255","-12.8156681150","15.4817523405","0.4282074782","5.3570711008","11.4168003725","0.0000000000","0.0000000000"
