" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","301.8428016021"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","22793","-1225.5556018148","0.0304322943","0.0304322943","0.0000000000","550.6824099680","340.8753263676","209.8070836004","204.0561623823","266.4688264575","-62.4126640752","-68.4641229239","6.0514588487","149.2199851013","144.8159493749","-27.5671080187","-185.3527326222","157.7856246035","4.2761827761","9.8737449552","135.0700573700","0.0000000000","0.0000000000"
"2","13225","-1226.2260977226","0.0155647454","0.0459970397","0.3997241375","551.0821341055","340.9826459389","210.0994881666","204.1634819535","264.9089098853","-60.7454279317","-66.7166321918","5.9712042600","149.6825193286","145.2059686520","-29.9795780953","-187.1922790545","157.2127009592","4.1918483011","9.9703387499","135.5203322777","0.0000000000","0.0000000000"
"3","20331","-1226.3299071646","0.0140300156","0.0600270553","0.4616113753","551.1440213433","341.4159839026","209.7280374408","204.5968199172","268.0916416674","-63.4948217502","-69.5578845230","6.0630627728","148.9703000397","146.6520640443","-27.5307224166","-185.2915827812","157.7608603646","4.2922756412","10.0168005407","134.6612238579","0.0000000000","0.0000000000"
"4","18824","-1226.3726537605","0.0134429178","0.0734699731","0.4870952686","551.1695052366","341.8090930177","209.3604122189","204.9899290323","267.5191211857","-62.5291921534","-68.5347416781","6.0055495247","147.9970191997","149.0877311859","-29.5656291998","-186.2180190419","156.6523898420","4.2445409901","10.2439835410","133.5084946686","0.0000000000","0.0000000000"
"5","20636","-1226.5378243805","0.0113962208","0.0848661939","0.5855637049","551.2679736729","341.3152955173","209.9526781556","204.4961315320","265.0018488210","-60.5057172890","-66.4764320736","5.9707147846","150.0592152452","145.3110919179","-30.3684583422","-187.0103166808","156.6418583386","4.1832810491","9.9985890031","135.8773451930","0.0000000000","0.0000000000"
"6","10554","-1226.5836621474","0.0108856349","0.0957518288","0.6128904367","551.2953004047","342.8288966535","208.4664037512","206.0097326681","273.8575703986","-67.8478377305","-74.0971158827","6.2492781522","147.9062776780","150.9796866302","-25.0283939096","-180.2284827076","155.2000887980","4.3717865640","10.4027909214","133.1317001926","0.0000000000","0.0000000000"
"7","20420","-1226.6270224555","0.0104237173","0.1061755461","0.6387402019","551.3211501699","340.0417763182","211.2793738517","203.2226123329","266.7720878184","-63.5494754855","-69.6132295600","6.0637540746","148.3058203801","145.4029537846","-26.9366863464","-187.9304993769","160.9938130305","4.4127667194","10.7809086458","133.1121450149","0.0000000000","0.0000000000"
"8","25713","-1226.6301936361","0.0103907141","0.1165662602","0.6406307391","551.3230407071","342.5798845238","208.7431561832","205.7607205385","267.2360716714","-61.4748057114","-67.6272388921","6.1524331807","149.3330789059","144.2780398240","-26.3750470585","-183.3749692534","156.9999221949","4.3079753639","10.2019241149","134.8231794270","0.0000000000","0.0000000000"
"9","23936","-1226.6834067762","0.0098522455","0.1264185057","0.6723543876","551.3547643556","339.7966201323","211.5581442233","202.9774561470","264.0688082231","-61.0673370782","-67.0627078340","5.9953707558","148.8561642872","142.4996085343","-27.2869645984","-187.7479333484","160.4609687500","4.3893861900","10.7218234673","133.7449546299","0.0000000000","0.0000000000"
"10","20051","-1226.6970454909","0.0097187857","0.1361372914","0.6804852701","551.3628952381","343.6714203896","207.6914748486","206.8522564042","271.4997536937","-64.6474972894","-70.8401321862","6.1926348968","149.2695201537","148.2987158920","-26.0684823520","-181.2225106348","155.1540282829","4.3584641751","10.4885200136","134.4225359650","0.0000000000","0.0000000000"
"11","11452","-1226.7159252814","0.0095370183","0.1456743097","0.6917406826","551.3741506506","342.0929527357","209.2811979148","205.2737887504","269.3621924922","-64.0884037418","-70.0788449488","5.9904412070","148.0047461330","150.7543370856","-29.3968907264","-186.1823442868","156.7854535604","4.2672814630","10.3428443029","133.3946203672","0.0000000000","0.0000000000"
"12","25837","-1226.7325658128","0.0093796304","0.1550539401","0.7016611340","551.3840711020","343.3790391654","208.0050319365","206.5598751801","275.7615575789","-69.2016823988","-75.4576527251","6.2559703263","147.6173642155","153.7688116352","-25.6246182717","-180.5600073669","154.9353890952","4.3463345657","10.3196335897","132.9513960601","0.0000000000","0.0000000000"
"13","25413","-1226.8095173521","0.0086849255","0.1637388655","0.7475367125","551.4299466805","343.7354965738","207.6944501067","206.9163325885","278.2215023151","-71.3051697266","-77.6302330245","6.3250632979","147.7189880453","154.7306618275","-24.2281475577","-179.6150731570","155.3869255993","4.4334465360","10.6653640828","132.6201774265","0.0000000000","0.0000000000"
"14","20642","-1226.8891537334","0.0080201124","0.1717589779","0.7950128917","551.4774228597","341.3485231148","210.1288997448","204.5293591295","264.5227212886","-59.9933621591","-65.9975759207","6.0042137616","149.6301295237","142.8367532835","-27.9441615185","-185.3765187823","157.4323572637","4.2495519869","10.0861126720","135.2944648647","0.0000000000","0.0000000000"
"15","15592","-1226.9193573510","0.0077814977","0.1795404756","0.8130191388","551.4954291068","340.8540199254","210.6414091814","204.0348559400","263.9892301342","-59.9543741941","-65.9936295743","6.0392553802","149.0857748636","142.6363941007","-27.7329388300","-186.1148727956","158.3819339656","4.2740656514","10.1162104281","134.6954987840","0.0000000000","0.0000000000"
"16","12527","-1226.9774211784","0.0073425412","0.1868830168","0.8476345824","551.5300445504","342.2579570109","209.2720875395","205.4387930256","273.2532563973","-67.8144633717","-73.9797717387","6.1653083670","147.9413495014","150.3741246477","-25.0622177518","-182.4176852975","157.3554675457","4.4484730557","11.0743122511","132.4185641946","0.0000000000","0.0000000000"
"17","13255","-1226.9940037994","0.0072217866","0.1941048034","0.8575205099","551.5399304779","341.6223193844","209.9176110935","204.8031553990","272.3701538250","-67.5626626900","-73.6040701331","6.0414074431","148.4957973402","151.2796115624","-27.4052550776","-184.4557030690","157.0504479914","4.3798954230","10.4540860991","133.6618158180","0.0000000000","0.0000000000"
"18","15811","-1226.9951844649","0.0072132651","0.2013180685","0.8582243777","551.5406343457","343.4542361763","208.0863981694","206.6350721909","274.0754557547","-67.4403835638","-73.6966956052","6.2563120414","148.5343004989","150.4817693355","-24.9406140797","-179.9986532813","155.0580392017","4.3987720391","10.5840610591","133.5514674008","0.0000000000","0.0000000000"
"19","23171","-1227.0518890661","0.0068156205","0.2081336889","0.8920295024","551.5744394704","340.5376906559","211.0367488145","203.7185266706","267.5866457589","-63.8681190883","-69.9161451178","6.0480260295","148.9095384322","146.3174821318","-27.6403748052","-187.5070978362","159.8667230310","4.3981460750","10.7562631837","133.7551291736","0.0000000000","0.0000000000"
"20","7520","-1227.0739611361","0.0066668337","0.2148005226","0.9051880304","551.5875979983","340.9450323133","210.6425656851","204.1258683279","266.9302704166","-62.7919130490","-68.8240374550","6.0321244060","148.0818567249","146.6735230120","-27.8251093203","-186.1884537309","158.3633444106","4.3450471217","10.0779374761","133.6588721271","0.0000000000","0.0000000000"
"21","4875","-1227.0946106749","0.0065305783","0.2213311009","0.9174984994","551.5999084673","342.7184905389","208.8814179285","205.8993265536","272.8111282886","-66.9118017350","-73.0474256145","6.1356238794","148.5497390399","149.6502526889","-25.3888634402","-181.8983210887","156.5094576485","4.4133327330","11.0205847114","133.1158215954","0.0000000000","0.0000000000"
"22","14921","-1227.0992194720","0.0065005494","0.2278316503","0.9202460887","551.6026560567","342.0623831908","209.5402728660","205.2432192054","269.0155391001","-63.7723198947","-69.8070682579","6.0347483632","149.6860714442","149.3809422052","-30.0514745493","-186.9046046153","156.8531300660","4.2172002572","9.9645654390","135.5043057480","0.0000000000","0.0000000000"
"23","25600","-1227.1015990697","0.0064850991","0.2343167494","0.9216647144","551.6040746823","340.9015291007","210.7025455816","204.0823651154","267.1707345696","-63.0883694542","-69.0710736826","5.9827042283","149.5038668378","145.8937613911","-28.2268936593","-187.5424751558","159.3155814965","4.3727232499","10.7954793712","134.3356642167","0.0000000000","0.0000000000"
"24","25025","-1227.1214135465","0.0063578650","0.2406746144","0.9334773512","551.6158873191","343.6762271365","207.9396601826","206.8570631512","276.1105268783","-69.2534637271","-75.5307006151","6.2772368880","147.5520298214","153.4422474238","-24.8837503670","-180.1583168423","155.2745664754","4.3966310900","10.4928544781","132.6625442534","0.0000000000","0.0000000000"
"25","17790","-1227.1280628468","0.0063157299","0.2469903442","0.9374414109","551.6198513788","341.6250510135","209.9948003654","204.8058870282","266.8064528792","-62.0005658511","-67.9833134527","5.9827476016","149.4588767477","147.3165979724","-29.9690218409","-187.1343844238","157.1653625829","4.2055406049","10.1056721987","135.1476639441","0.0000000000","0.0000000000"
"26","22657","-1227.1734112098","0.0060357189","0.2530260631","0.9644763787","551.6468863467","343.1069156595","208.5399706873","206.2877516741","275.5428109434","-69.2550592693","-75.4221206114","6.1670613421","148.7855324405","152.6029083915","-25.8456298885","-181.9854033301","156.1397734415","4.3764991631","10.8882631190","133.5207701584","0.0000000000","0.0000000000"
"27","15616","-1227.1918096820","0.0059256862","0.2589517493","0.9754448475","551.6578548155","341.1292738146","210.5285810009","204.3101098293","266.4901123962","-62.1800025669","-68.1738852767","5.9938827098","148.6232090837","146.2863287749","-28.4194254625","-186.0910415334","157.6716160710","4.3106410772","10.0510495858","134.2615184207","0.0000000000","0.0000000000"
"28","20162","-1227.2089598704","0.0058249260","0.2647766753","0.9856691370","551.6680791050","341.4536134039","210.2144657011","204.6344494186","266.8235634406","-62.1891140221","-68.2230230305","6.0339090084","149.7686866211","144.8850217113","-27.8301448918","-184.8165583180","156.9864134263","4.2500290924","9.9190837957","135.5995737330","0.0000000000","0.0000000000"
"29","10573","-1227.2145754394","0.0057923074","0.2705689827","0.9890169255","551.6714268935","343.1501773423","208.5212495512","206.3310133569","272.0701105524","-65.7390971954","-71.9076812984","6.1685841030","148.6409092931","149.9730340843","-26.5438328250","-181.1979744655","154.6541416404","4.3038431746","10.0916270870","134.2454390315","0.0000000000","0.0000000000"
"30","17773","-1227.2382225376","0.0056569430","0.2762259257","1.0031144253","551.6855243933","341.5879752906","210.0975491026","204.7688113053","266.5722185080","-61.8034072027","-67.8059928015","6.0025855988","149.3772699993","147.0787849796","-29.8838364709","-187.2195285840","157.3356921131","4.2117832677","10.0431580732","135.1223286585","0.0000000000","0.0000000000"
"31","25010","-1227.2580632875","0.0055458111","0.2817717368","1.0149427251","551.6973526931","340.9063858820","210.7909668111","204.0872218967","269.4077959108","-65.3205740141","-71.3733390233","6.0527650092","148.5276205712","147.5824836031","-26.7023082636","-187.5147572953","160.8124490317","4.4345775742","10.8680461305","133.2249968666","0.0000000000","0.0000000000"
"32","20730","-1227.2622833350","0.0055224568","0.2872941936","1.0174585568","551.6998685248","342.0440095561","209.6558589686","205.2248455708","269.8947999843","-64.6620202703","-70.7293262119","6.0673059416","148.6957226612","148.7136980932","-27.5146207701","-185.2543369817","157.7397162116","4.3061919232","10.1681024149","134.2214283232","0.0000000000","0.0000000000"
"33","20003","-1227.2764133143","0.0054449733","0.2927391669","1.0258823126","551.7082922806","343.4888875209","208.2194047597","206.6697235356","272.4385162313","-65.7687926958","-71.9943098581","6.2255171623","148.4341805262","149.2926828742","-25.2883471691","-179.8285412301","154.5401940610","4.3573716062","10.3957041343","133.6811047857","0.0000000000","0.0000000000"
"34","8020","-1227.2808966759","0.0054206162","0.2981597831","1.0285551221","551.7109650901","340.1890000546","211.5219650355","203.3698360693","263.5837264089","-60.2138903396","-66.1734348887","5.9595445490","149.4181361308","141.7934594024","-27.6278691243","-187.4881556981","159.8602865737","4.3719586170","10.7382125416","134.3079649723","0.0000000000","0.0000000000"
"35","25135","-1227.3009039182","0.0053132423","0.3034730254","1.0404826784","551.7228926464","341.5978022188","210.1250904276","204.7786382334","270.8989592136","-66.1203209801","-72.1923724171","6.0720514369","148.8175069532","150.3060738783","-28.2246216180","-184.8539310018","156.6293093838","4.3520412104","10.3358624639","134.1296032788","0.0000000000","0.0000000000"
