" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","11","-168.0285528341","0.0670618606","0.0670618606","0.0000000000","75.4665535762","43.3039705550","32.1625830213","21.8421409102","70.3574769567","-48.5124730459","-50.8532793256","2.3408062797","1.7143702868","68.4803719657","0.1627347042","-5.2682719047","5.4310066089","0.1260547014","0.3503773534","1.2379382320","0.0000000000","0.0000000000"
"2","1250","-168.5158332717","0.0411957481","0.1082576087","0.2904980483","75.7570516246","43.4237033084","32.3333483162","21.9618736637","70.7453184860","-48.7834448223","-51.1124946842","2.3290498619","1.9929429646","68.3232483874","0.4291271340","-5.9731007218","6.4022278558","0.1613397537","0.4718746336","1.3597285773","0.0000000000","0.0000000000"
"3","37","-168.5247068811","0.0408318102","0.1490894189","0.2957881565","75.7623417327","43.4290651350","32.3332765978","21.9672354902","70.7453027838","-48.7780672936","-51.1147025701","2.3366352765","1.9927025563","68.3232004729","0.4293997546","-5.9732879103","6.4026876649","0.1613306939","0.4718405696","1.3595312928","0.0000000000","0.0000000000"
"4","1284","-168.8237151255","0.0302789634","0.1793683823","0.4740454900","75.9405990662","43.6857980032","32.2548010629","22.2239683585","71.1423939742","-48.9184256157","-51.2549610128","2.3365353971","1.8350729522","69.1014009758","0.2059200462","-5.8486495243","6.0545695705","0.1423751884","0.4132400811","1.2794576827","0.0000000000","0.0000000000"
"5","484","-168.8288566683","0.0301236824","0.2094920647","0.4771106820","75.9436642583","43.6887598284","32.2549044298","22.2269301837","71.1424529474","-48.9155227637","-51.2525370732","2.3370143096","1.8350490249","69.1014218789","0.2059820436","-5.8487559688","6.0547380123","0.1423864039","0.4132156352","1.2794469859","0.0000000000","0.0000000000"
"6","1013","-168.9690933203","0.0261820746","0.2356741393","0.5607144358","76.0272680120","43.7670701838","32.2601978282","22.3052405390","71.1375891115","-48.8323485725","-51.1765308649","2.3441822924","2.0160522269","68.9319961675","0.1895407171","-5.9018373899","6.0913781070","0.1489387817","0.4769391071","1.3901743381","0.0000000000","0.0000000000"
"7","1246","-169.0216511580","0.0248415378","0.2605156771","0.5920474180","76.0586009942","43.7986131347","32.2599878595","22.3367834899","71.1376234568","-48.8008399668","-51.1374685018","2.3366285350","2.0158434014","68.9320403726","0.1897396828","-5.9020201552","6.0917598380","0.1488748039","0.4768626642","1.3901059333","0.0000000000","0.0000000000"
"8","1278","-169.0247683429","0.0247642227","0.2852798997","0.5939057650","76.0604593412","43.5810129632","32.4794463781","22.1191833184","71.4793525610","-49.3601692426","-51.6540259161","2.2938566735","2.0846747273","68.9992697210","0.3954081127","-6.7522878545","7.1476959673","0.1838983045","0.5759670543","1.3248093685","0.0000000000","0.0000000000"
"9","546","-169.0879021590","0.0232490940","0.3085289937","0.6315437429","76.0980973192","43.6185042660","32.4795930531","22.1566746213","71.4794639940","-49.3227893728","-51.5989537443","2.2761643715","2.0846841168","68.9992895353","0.3954903419","-6.7526082235","7.1480985654","0.1839493745","0.5760713604","1.3246633819","0.0000000000","0.0000000000"
"10","1070","-169.1600885035","0.0216299692","0.3301589629","0.6745784937","76.1411320699","43.8691339618","32.2719981082","22.4073043170","71.0352242192","-48.6279199022","-50.9368079341","2.3088880318","2.2225959902","68.5159690390","0.2966591901","-5.8815630786","6.1782222687","0.1615929005","0.5955402674","1.4654628222","0.0000000000","0.0000000000"
"11","472","-169.1757234953","0.0212944149","0.3514533778","0.6838994807","76.1504530569","43.8783249883","32.2721280686","22.4164953435","71.0351872374","-48.6186918939","-50.9433087891","2.3246168952","2.2227044020","68.5159239062","0.2965589293","-5.8815897585","6.1781486878","0.1616056046","0.5956573290","1.4654414683","0.0000000000","0.0000000000"
"12","1545","-169.2717417723","0.0193448561","0.3707982338","0.7411419225","76.2076954987","43.7817794018","32.4259160969","22.3199497571","71.5114461728","-49.1914964158","-51.4798327434","2.2883363276","2.2908098296","68.7838817945","0.4367545487","-6.6148196227","7.0515741713","0.1848556547","0.5860378327","1.5199163422","0.0000000000","0.0000000000"
"13","781","-169.2736666058","0.0193076563","0.3901058901","0.7422894349","76.2088430111","43.7827146251","32.4261283860","22.3208849804","71.5114280574","-49.1905430770","-51.4795358331","2.2889927561","2.2906488656","68.7837629353","0.4370162565","-6.6148962112","7.0519124678","0.1848686410","0.5862035424","1.5195766821","0.0000000000","0.0000000000"
"14","951","-169.2996488456","0.0188124611","0.4089183512","0.7577790572","76.2243326335","43.9636073555","32.2607252779","22.5017777108","71.3485539320","-48.8467762212","-51.1577148155","2.3109385943","2.2614400142","68.8070602806","0.2800536373","-5.9157014301","6.1957550673","0.1643843642","0.6221330059","1.4749226440","0.0000000000","0.0000000000"
"15","489","-169.3131593878","0.0185600038","0.4274783550","0.7658335282","76.2323871045","43.9715344578","32.2608526467","22.5097048131","71.3484256216","-48.8387208086","-51.1521075461","2.3133867375","2.2615665474","68.8069554225","0.2799036518","-5.9154897568","6.1953934085","0.1644109161","0.6221536451","1.4750019862","0.0000000000","0.0000000000"
"16","1530","-169.3851129153","0.0172714596","0.4447498146","0.8087294824","76.2752830586","43.8473920312","32.4278910274","22.3855623865","71.6277472425","-49.2421848561","-51.5445290326","2.3023441765","2.3139239123","68.8226105325","0.4912127978","-6.5715182538","7.0627310516","0.1882669599","0.6063835048","1.5192734476","0.0000000000","0.0000000000"
"17","1630","-169.4419993380","0.0163163714","0.4610661860","0.8426430022","76.3091965784","43.8815299993","32.4276665791","22.4197003546","71.6277991438","-49.2080987892","-51.5158697508","2.3077709616","2.3137242814","68.8227201314","0.4913547310","-6.5716649511","7.0630196822","0.1882225913","0.6062263354","1.5192753546","0.0000000000","0.0000000000"
"18","816","-169.5444983752","0.0147268145","0.4757930005","0.9037490265","76.3703026028","43.9272333761","32.4430692267","22.4654037313","71.4292676204","-48.9638638891","-51.2362208776","2.2723569884","2.5011224833","68.3641717184","0.5639734187","-6.5854318234","7.1494052421","0.1971414909","0.7164193179","1.5875616746","0.0000000000","0.0000000000"
"19","1216","-169.5862050810","0.0141252396","0.4899182401","0.9286129769","76.3951665531","43.9523493941","32.4428171590","22.4905197494","71.4217435729","-48.9312238236","-51.2303062165","2.2990823929","2.5012468768","68.3587560596","0.5617406366","-6.5872434780","7.1489841145","0.1969652913","0.7169466872","1.5873348982","0.0000000000","0.0000000000"
"20","1367","-169.5908153690","0.0140602681","0.5039785081","0.9313614551","76.3979150313","43.9549183061","32.4429967253","22.4930886613","71.4217500774","-48.9286614161","-51.2208147403","2.2921533242","2.5012790365","68.3588157546","0.5616552864","-6.5870850386","7.1487403250","0.1969708863","0.7170002167","1.5873079335","0.0000000000","0.0000000000"
"21","1317","-169.6349580340","0.0134531097","0.5174316178","0.9576776317","76.4242312079","43.9810555362","32.4431756718","22.5192258914","71.4293078358","-48.9102536733","-51.1835620048","2.2733083315","2.5011172494","68.3641732308","0.5640173555","-6.5854068508","7.1494242064","0.1971484547","0.7165063483","1.5874624464","0.0000000000","0.0000000000"
