" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","581","-1312.0250352667","0.5801201910","0.5801201910","0.0000000000","604.4268138385","401.6951709198","202.7316429187","267.5587356400","345.7752846367","-78.2165489967","-84.2681011159","6.0515521192","148.0663231261","224.4578694183","-26.7489079077","-182.0880897483","155.3391818406","4.6307808451","11.5280134907","131.9075287903","0.0000000000","0.0000000000"
"2","827","-1313.1574028781","0.1869549533","0.7670751443","0.6750744659","605.1018883043","400.7647659520","204.3371223523","266.6283306723","347.4869200330","-80.8680457130","-86.9794744702","6.1114287572","147.1436242405","228.5785492397","-28.2352534472","-186.5121897294","158.2769362822","4.7163879303","12.4085681003","130.0186682099","0.0000000000","0.0000000000"
"3","787","-1314.4396079880","0.0518659542","0.8189410985","1.4394763447","605.8662901832","400.9744724646","204.8918177186","266.8380371849","349.0210188126","-82.1829816277","-88.2629657327","6.0799841049","147.5613225704","230.4035990932","-28.9439028510","-187.5536836070","158.6097807561","4.8150247232","12.1070617709","130.6392360764","0.0000000000","0.0000000000"
"4","43","-1314.7916094398","0.0364762416","0.8554173402","1.6493262112","606.0761400497","402.8929254010","203.1832146486","268.7564901213","347.0080843006","-78.2515941793","-84.2519453827","6.0003512034","150.0679000147","225.4776490167","-28.5374647308","-185.8381444190","157.3006796882","4.6504898721","11.9570776061","133.4603325364","0.0000000000","0.0000000000"
"5","503","-1314.9647152527","0.0306782926","0.8860956327","1.7525253075","606.1793391459","402.6269031522","203.5524359937","268.4904678725","344.6255567283","-76.1350888558","-82.2002907435","6.0652018877","147.7406076675","224.1418616182","-27.2569125574","-184.1931227611","156.9362102037","4.6374964507","11.7268799377","131.3762312792","0.0000000000","0.0000000000"
"6","830","-1315.1781041637","0.0247832101","0.9108788428","1.8797396535","606.3065534920","401.7264364354","204.5801170566","267.5900011556","345.6392915445","-78.0492903889","-84.2561818805","6.2068914916","147.2285002480","224.7545496025","-26.3437583060","-185.2546320247","158.9108737187","4.7999899454","12.0234998260","130.4050104767","0.0000000000","0.0000000000"
"7","847","-1315.3461759999","0.0209490767","0.9318279195","1.9799376845","606.4067515230","402.1752762188","204.2314753042","268.0388409391","348.3917996654","-80.3529587264","-86.4287738362","6.0758151099","148.0619875303","228.7152250808","-28.3854129456","-187.5427516915","159.1573387459","4.7462766113","12.7643321141","130.5513788048","0.0000000000","0.0000000000"
"8","263","-1315.8889552052","0.0121741563","0.9440020758","2.3035219856","606.7303358240","404.4248682182","202.3054676058","270.2884329385","356.3251881470","-86.0367552086","-92.0964147222","6.0596595136","147.4749139767","236.8810043155","-28.0307301452","-183.1330140684","155.1022839232","4.7088763641","12.1623865144","130.6036510982","0.0000000000","0.0000000000"
"9","248","-1315.9396335929","0.0115725624","0.9555746382","2.3337345112","606.7605483497","403.2532488498","203.5072994999","269.1168135701","355.2497173154","-86.1329037453","-92.2149253065","6.0820215612","146.3356659157","237.6498797683","-28.7358283686","-184.7228430200","155.9870146513","4.6623736313","11.9372774181","129.7360148664","0.0000000000","0.0000000000"
"10","284","-1316.1338327272","0.0095299345","0.9651045727","2.4495086429","606.8763224813","402.5193764508","204.3569460305","268.3829411711","347.5604114610","-79.1774702898","-85.2592175701","6.0817472802","147.5802687831","228.3553684811","-28.3752258032","-187.4951122953","159.1198864921","4.7641494819","12.5387606785","130.2773586227","0.0000000000","0.0000000000"
