" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","302.5785328349"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","24451","-1127.9604948925","0.0615549802","0.0615549802","0.0000000000","492.0613072649","304.4370488566","187.6242584083","175.6660709881","247.5053769761","-71.8393059880","-77.9989107211","6.1596047330","151.1529089818","121.5530520956","-25.2005841013","-180.8310195882","155.6304354868","4.5403300215","11.6451366695","134.9664831301","0.0009591607","0.0000000000"
"2","27060","-1128.5091192461","0.0355630226","0.0971180028","0.3270689560","492.3883762209","304.9783590263","187.4100171946","176.2073811578","248.9853757676","-72.7779946099","-78.8693262446","6.0913316347","152.1607348589","122.5192834188","-25.6946425101","-181.9074281311","156.2127856210","4.5719432284","11.6685198656","135.9189737903","0.0012979746","0.0000000000"
"3","26690","-1128.6020799034","0.0324060700","0.1295240728","0.3824885613","492.4437958262","304.7545373158","187.6892585104","175.9835594473","248.8146847623","-72.8311253150","-78.9385668021","6.1074414871","151.4239257456","122.9103532400","-25.5195942233","-180.6630860907","155.1434918674","4.5306721495","11.5505809208","135.3417410201","0.0009316552","0.0000000000"
"4","27142","-1128.6889349047","0.0297102098","0.1592342825","0.4342682069","492.4955754718","305.0218105145","187.4737649574","176.2508326459","250.2776294260","-74.0267967801","-80.1787073965","6.1519106164","150.7989934121","124.7278909446","-25.2492549307","-180.8381130110","155.5888580803","4.5516942568","11.7700754231","134.4762657930","0.0009579392","0.0000000000"
"5","26535","-1128.7311659407","0.0284816413","0.1877159238","0.4594447430","492.5207520079","305.2308303304","187.2899216775","176.4598524619","250.3251969312","-73.8653444693","-80.0313877826","6.1660433133","150.6983728865","124.9786791431","-25.3518550983","-180.6761098118","155.3242547134","4.5347289979","11.7168806688","134.4457249201","0.0010382997","0.0000000000"
"6","26736","-1128.9286544493","0.0233774342","0.2110933580","0.5771798744","492.6384871393","304.6820159165","187.9564712228","175.9110380480","247.5894090691","-71.6783710211","-77.8226905468","6.1443195257","151.6681381951","121.0586505868","-25.1373797128","-182.0809054172","156.9435257044","4.6141459400","11.7578282988","135.2948479052","0.0013160512","0.0000000000"
"7","26345","-1128.9443458301","0.0230134729","0.2341068309","0.5865344783","492.6478417432","305.1259883298","187.5218534134","176.3550104612","250.9245744682","-74.5695640070","-80.7319386162","6.1623746092","150.9346211243","125.1549545181","-25.1650011741","-180.7178682333","155.5528670592","4.5568606820","11.7941858765","134.5825746720","0.0009998938","0.0000000000"
"8","27210","-1129.0954893239","0.0197852425","0.2538920734","0.6766404759","492.7379477408","305.1902466429","187.5477010979","176.4192687744","250.9351669389","-74.5158981645","-80.6914837348","6.1755855703","150.8742500867","125.2271433236","-25.1662264713","-180.7559707918","155.5897443205","4.5580867643","11.8006335506","134.5145828393","0.0009469325","0.0000000000"
"9","21972","-1129.1902244118","0.0179969310","0.2718890044","0.7331179293","492.7944251942","305.4116870153","187.3827381789","176.6407091468","250.1067572810","-73.4660481343","-79.5503810588","6.0843329246","151.8227730108","124.1686338162","-25.8846495460","-180.3066649705","154.4220154245","4.5033307792","11.4393497994","135.8793201076","0.0007723247","0.0000000000"
"10","24163","-1129.1987001608","0.0178450381","0.2897340425","0.7381708482","492.7994781131","305.3018841622","187.4975939509","176.5309062936","250.3809422837","-73.8500359900","-80.0128428903","6.1628069003","150.6942542155","124.9707910314","-25.2841029632","-180.8021011482","155.5179981849","4.5529531626","11.7919402717","134.3484282778","0.0009325034","0.0000000000"
"11","26670","-1129.3523338459","0.0153036568","0.3050376993","0.8297614031","492.8910686680","305.6624850504","187.2285836176","176.8915071818","252.0613377575","-75.1725989417","-81.2679909848","6.0953920431","151.8258428364","126.0272143216","-25.7917194004","-181.9933336639","156.2016142636","4.5809048886","11.7952768676","135.4482140960","0.0014469841","0.0000000000"
"12","26636","-1129.3790656531","0.0148999819","0.3199376813","0.8456978890","492.9070051539","305.3936384586","187.5133666953","176.6226605901","251.3500755365","-74.7274149464","-80.9008244799","6.1734095335","150.6836995073","125.8764691375","-25.2100931083","-180.7390923690","155.5289992607","4.5563453299","11.8220616983","134.3043347055","0.0009577736","0.0000000000"
"13","26707","-1129.4189160178","0.0143178876","0.3342555688","0.8694551595","492.9307624244","305.7968420810","187.1339203434","177.0258642125","253.0293913472","-76.0035271348","-82.1611175811","6.1575904463","150.3127706240","128.1357591214","-25.4191383981","-180.7005351346","155.2813967365","4.5459478082","11.8398240802","133.9260709879","0.0009277476","0.0000000000"
"14","26839","-1129.4325758533","0.0141236373","0.3483792062","0.8775986334","492.9389058983","305.3938070931","187.5450988052","176.6228292246","251.0332043359","-74.4103751113","-80.5134303276","6.1030552163","151.0621565955","125.5383029797","-25.5672552393","-180.6527737189","155.0855184796","4.5412055724","11.6723141539","134.8477042347","0.0009326345","0.0000000000"
"15","26677","-1129.4756159759","0.0135286503","0.3619078564","0.9032575162","492.9645647811","305.4852084362","187.4793563449","176.7142305677","250.2246892132","-73.5104586455","-79.5812581536","6.0707995081","152.0447995427","123.9981665977","-25.8182769272","-180.2079443153","154.3896673881","4.5100422800","11.4911775051","136.0426861653","0.0008935922","0.0000000000"
"16","21484","-1129.6143451152","0.0117761999","0.3736840564","0.9859625483","493.0472698132","305.4558524634","187.5914173498","176.6848745948","252.3051585243","-75.6202839295","-81.7467622204","6.1264782910","151.2028037927","126.5803690731","-25.4780143415","-180.5473981259","155.0693837844","4.5472969674","11.6991285958","134.9554094267","0.0009688029","0.0000000000"
"17","27124","-1129.6344994589","0.0115412341","0.3852252905","0.9979778008","493.0592850657","305.7134295265","187.3458555392","176.9424516580","250.1515186038","-73.2090669458","-79.2932937556","6.0842268098","152.8689390395","123.1750236157","-25.8924440514","-181.7059153818","155.8134713304","4.5702951956","11.7479341428","136.5492006272","0.0015090740","0.0000000000"
"18","26769","-1129.7067752522","0.0107365134","0.3959618039","1.0410658776","493.1023731425","305.2938320146","187.8085411279","176.5228541460","250.6905146416","-74.1676604955","-80.3015075270","6.1338470315","151.3132438549","124.5537136966","-25.1764429099","-182.0765032114","156.9000603015","4.6252358981","11.8816733248","134.8050107898","0.0013238422","0.0000000000"
"19","24095","-1129.7385045096","0.0104011996","0.4063630035","1.0599816530","493.1212889179","305.0854343509","188.0358545671","176.3144564823","248.2857988050","-71.9713423227","-78.0790753192","6.1077329965","151.9148934825","121.7815912635","-25.4106859410","-181.8870241761","156.4763382351","4.6067839008","11.7092276420","135.5976238245","0.0012581152","0.0000000000"
