" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","15512","-1207.3404573730","0.0219023242","0.0219023242","0.0000000000","542.0178533610","338.1808335122","203.8370198488","204.0443982325","263.5094272553","-59.4650290228","-65.4117174261","5.9466884033","148.4634768760","142.9269443570","-27.8809939777","-182.8663293534","154.9853353757","4.2013281323","10.2595081792","134.0026405645","0.0000000000","0.0000000000"
"2","22778","-1207.4565967204","0.0195007595","0.0414030837","0.0692378580","542.0870912191","337.9625867827","204.1245044363","203.8261515030","265.5364459875","-61.7102944845","-67.7453722172","6.0350777327","150.0255159110","141.6064066715","-26.0954765949","-180.4030452763","154.3075686814","4.2274533896","9.6006734409","136.1973890805","0.0000000000","0.0000000000"
"3","15883","-1207.6032024997","0.0168415262","0.0582446099","0.1566386431","542.1744920041","337.5985687686","204.5759232355","203.4621334888","263.9123904008","-60.4502569120","-66.4337333078","5.9834763958","147.7099705243","143.3830817438","-27.1806618672","-183.0255543336","155.8448924664","4.2451148567","10.2526088634","133.2122468042","0.0000000000","0.0000000000"
"4","15414","-1207.6813394894","0.0155756788","0.0738202887","0.2032209420","542.2210743030","337.2666983342","204.9543759688","203.1302630545","267.7861937745","-64.6438886972","-70.7069107196","6.0630220224","147.2487055639","145.4255189953","-24.8880307847","-181.6201478285","156.7321170438","4.3990847257","10.6259997739","132.2236210643","0.0000000000","0.0000000000"
"5","25658","-1207.7161214277","0.0150432398","0.0888635285","0.2239566096","542.2418099706","337.3504033076","204.8914066631","203.2139680278","266.7980498200","-63.5840817921","-69.5543991027","5.9703173105","147.8274289564","144.7699340025","-25.7993131389","-181.3410361051","155.5417229662","4.3400301253","10.5291027464","132.9582960847","0.0000000000","0.0000000000"
"6","23152","-1207.7793904980","0.0141209518","0.1029844802","0.2616752210","542.2795285820","337.3324263900","204.9471021920","203.1959911103","267.2446692744","-64.0486781642","-69.9838457098","5.9351675456","148.7687538638","144.7097683560","-26.2338529454","-182.8753698726","156.6415169272","4.3531235182","10.8644921334","133.5511382121","0.0000000000","0.0000000000"
"7","22735","-1207.8159735051","0.0136136999","0.1165981801","0.2834846173","542.3013379783","337.7458465953","204.5554913830","203.6094113156","268.1015736229","-64.4921623074","-70.5872353936","6.0950730863","148.2814772070","144.7327592152","-24.9126627993","-179.8893313490","154.9766685497","4.2984485244","9.9877886821","133.9952400005","0.0000000000","0.0000000000"
"8","20666","-1207.8428177380","0.0132531120","0.1298512921","0.2994881271","542.3173414881","338.7087708629","203.6085706252","204.5723355832","265.2711882419","-60.6988526587","-66.6614134019","5.9625607432","148.3551277395","144.9585403124","-28.0424798099","-183.0170907146","154.9746109047","4.2176730582","10.4060646784","133.7313900028","0.0000000000","0.0000000000"
"9","17776","-1207.9196022327","0.0122735667","0.1421248588","0.3452641200","542.3631174810","337.4944885312","204.8686289498","203.3580532514","265.2674846973","-61.9094314459","-67.9535592358","6.0441277899","148.8741018694","141.5621594844","-25.1687766565","-179.9809767676","154.8122001111","4.2786438645","9.9256976591","134.6697603457","0.0000000000","0.0000000000"
"10","25418","-1208.0642497392","0.0106206519","0.1527455107","0.4314974573","542.4493508183","338.4604261779","203.9889246404","204.3239908982","267.7073375323","-63.3833466341","-69.4191434968","6.0357968627","149.7478726344","144.1211531232","-26.1616882252","-180.4006631335","154.2389749083","4.2349567039","9.6997460594","135.8131698710","0.0000000000","0.0000000000"
