" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","316","-122.3942429512","0.0728382941","0.0728382941","0.0000000000","48.2611151134","15.9089868093","32.3521283041","-5.5528428355","47.1924663064","-52.7447206489","-55.1358610720","2.3911404231","2.1562441564","44.4493510826","0.5868710674","-5.7609976818","6.3478687491","0.1286250222","0.3934040913","1.6342150429","0.0000000000","0.0000000000"
"2","307","-122.8105156849","0.0480368825","0.1208751766","0.2481659582","48.5092810716","16.0538434623","32.4554376094","-5.4079861825","47.8448487036","-53.2528348861","-55.6040287115","2.3511938254","2.2575830414","44.8935027209","0.6937629413","-6.2848864907","6.9786494319","0.1487716385","0.4342482713","1.6745631316","0.0000000000","0.0000000000"
"3","1027","-122.8380764523","0.0467310270","0.1676062036","0.2645966386","48.5257117520","16.0704053459","32.4553064061","-5.3914242989","47.8448262835","-53.2362505823","-55.5853074818","2.3490568994","2.2575691025","44.8934431302","0.6938140508","-6.2849300806","6.9787441314","0.1487434316","0.4342016785","1.6746239924","0.0000000000","0.0000000000"
"4","1028","-123.1820548504","0.0331296925","0.2007358962","0.4696634659","48.7307785793","16.2800489939","32.4507295854","-5.1817806508","48.0016663749","-53.1834470258","-55.5334527228","2.3500056971","2.4586684930","44.9004483852","0.6425494967","-6.3624422389","7.0049917356","0.1511471477","0.5187848295","1.7887365158","0.0000000000","0.0000000000"
"5","934","-123.1875838760","0.0329470231","0.2336829193","0.4729596605","48.7340747739","16.2834205712","32.4506542027","-5.1784090736","48.0016302088","-53.1800392824","-55.5215000481","2.3414607657","2.4586140718","44.9004599026","0.6425562344","-6.3623823789","7.0049386133","0.1511402272","0.5187150908","1.7887587539","0.0000000000","0.0000000000"
"6","1030","-123.3801766441","0.0271752910","0.2608582103","0.5877761377","48.8488912511","16.3860006746","32.4628905765","-5.0758289702","47.8452867527","-52.9211157229","-55.2832180794","2.3621023565","2.6613122992","44.4615332949","0.7224411587","-6.3791342530","7.1015754116","0.1638848106","0.6339333677","1.8634941208","0.0000000000","0.0000000000"
"7","999","-123.4490476278","0.0253666967","0.2862249069","0.6288343966","48.8899495100","16.4271491464","32.4628003636","-5.0346804984","47.8452759265","-52.8799564249","-55.2315180815","2.3515616566","2.6611511409","44.4615568352","0.7225679504","-6.3792842346","7.1018521851","0.1638748341","0.6340109492","1.8632653576","0.0000000000","0.0000000000"
"8","1512","-123.5067660760","0.0239440225","0.3101689294","0.6632439383","48.9243590517","16.4736994456","32.4506596061","-4.9881301991","48.0348730693","-53.0230032685","-55.3799737102","2.3569704417","2.7012685775","44.6217254156","0.7118790763","-6.4175210906","7.1294001669","0.1676631866","0.6585632579","1.8750421329","0.0000000000","0.0000000000"
"9","611","-123.5087177012","0.0238973383","0.3340662678","0.6644074230","48.9255225364","16.4726090435","32.4529134929","-4.9892206013","48.2140172829","-53.2032378842","-55.5427505506","2.3395126664","2.6972162089","44.8184413535","0.6983597206","-6.4371727837","7.1355325042","0.1679815213","0.6566964170","1.8725382705","0.0000000000","0.0000000000"
"10","613","-123.5176629166","0.0236845247","0.3577507925","0.6697402199","48.9308553333","16.4801470798","32.4507082535","-4.9816825650","48.0348870195","-53.0165695845","-55.3735720311","2.3570024466","2.7012188329","44.6217042758","0.7119639108","-6.4175359612","7.1294998720","0.1676610574","0.6586284927","1.8749292828","0.0000000000","0.0000000000"
