" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","1417","-168.0276289375","0.0683221168","0.0683221168","0.0000000000","75.4660027842","43.3033039169","32.1626988674","21.8414742721","70.3574748786","-48.5149119815","-50.8557182612","2.3408062797","1.7143054158","68.4803950450","0.1627744178","-5.2683198775","5.4310942954","0.1260347050","0.3503354528","1.2379352579","0.0000000000","0.0000000000"
"2","1434","-168.5153211352","0.0419526388","0.1102747556","0.2907435241","75.7567463083","43.4230949407","32.3336513676","21.9612652959","70.7453229284","-48.7840576325","-51.1118199564","2.3277623239","1.9927990962","68.3232096218","0.4293142103","-5.9732323465","6.4025465569","0.1613854654","0.4718473967","1.3595662341","0.0000000000","0.0000000000"
"3","37","-168.5247068811","0.0415607241","0.1518354797","0.2963389485","75.7623417327","43.4290651350","32.3332765978","21.9672354902","70.7453027838","-48.7780672936","-51.1147025701","2.3366352765","1.9927025563","68.3232004729","0.4293997546","-5.9732879103","6.4026876649","0.1613306939","0.4718405696","1.3595312928","0.0000000000","0.0000000000"
"4","1029","-168.8242603677","0.0308026924","0.1826381721","0.4749213346","75.9409241188","43.6861400984","32.2547840204","22.2243104536","71.1425613303","-48.9182508767","-51.2556426448","2.3373917681","1.8349085013","69.1016159661","0.2060368629","-5.8488276847","6.0548645476","0.1423521564","0.4131582482","1.2793980968","0.0000000000","0.0000000000"
"5","1541","-168.8259840650","0.0307496436","0.2133878158","0.4759489373","75.9419517215","43.6871088095","32.2548429120","22.2252791648","71.1424489700","-48.9171698053","-51.2537052024","2.3365353971","1.8350206429","69.1014574290","0.2059708981","-5.8487349581","6.0547058562","0.1423711728","0.4131947607","1.2794547094","0.0000000000","0.0000000000"
"6","1039","-168.9673044810","0.0266971813","0.2400849970","0.5601987899","76.0262015741","43.7661087766","32.2600927976","22.3042791318","71.1376773061","-48.8333981743","-51.1775804667","2.3441822924","2.0158594735","68.9320835714","0.1897342611","-5.9020592344","6.0917934955","0.1488965466","0.4769455317","1.3900173953","0.0000000000","0.0000000000"
"7","1805","-169.0182465537","0.0253712316","0.2654562286","0.5905685145","76.0565712987","43.7964341587","32.2601371400","22.3346045140","71.1375834465","-48.8029789325","-51.1396074675","2.3366285350","2.0159694945","68.9319980821","0.1896158700","-5.9019178405","6.0915337105","0.1488846683","0.4768730270","1.3902117992","0.0000000000","0.0000000000"
"8","1800","-169.0247656294","0.0252063725","0.2906626011","0.5944549393","76.0604577236","43.5809660438","32.4794916798","22.1191363990","71.4795102529","-49.3603738539","-51.6542305274","2.2938566735","2.0845953759","68.9993657459","0.3955491310","-6.7526129480","7.1481620791","0.1839328270","0.5760145607","1.3246479882","0.0000000000","0.0000000000"
"9","1021","-169.0875391164","0.0236727206","0.3143353217","0.6318781028","76.0978808870","43.6186687490","32.4792121380","22.1568391042","71.4794639959","-49.3226248917","-51.5987892632","2.2761643715","2.0845906560","68.9993752386","0.3954981013","-6.7524602730","7.1479583743","0.1838697307","0.5758817050","1.3248392203","0.0000000000","0.0000000000"
"10","1697","-169.1603711865","0.0220098765","0.3363451982","0.6752978106","76.1413005948","43.8691763882","32.2721242066","22.4073467435","71.0351787128","-48.6278319693","-50.9367200012","2.3088880318","2.2227310363","68.5159209001","0.2965267765","-5.8815215235","6.1780483000","0.1616233043","0.5956988221","1.4654089098","0.0000000000","0.0000000000"
